,Location,Location_code,Year,LCOH,Capex,Step,RE_supply_proportion,FLH,EI_market,EI_MEF,EI_AEF,EI_L,Sell_amount,Purchase_amount,Curtailment,LGCs,battery class,battery_energy_capacity,battery_power_capacity,wind_capacity,pv_capacity,electrolyser_capacity,hydrogen_storage_capacity,hydrogen_storage_type,hydrogen_storage_cost,Grid_max_power_export,grid_cost,production_amount,H2_initial_storage_level,Simultaneity_obligation_interval,ratio,Simultaneity_obligation,Batch_interval,,RE factor,EI_market,EI_MEF,EI_AEF,EI_L,EI_MEF-EI_Market,EI_AEF-EI_L,,,,,,
48,NSW1,Cell 2127,2023,4.665214678,30766175.14,60,1,4190.940725,37.5661476,32.14049313,32.22697706,38.83868571,0,-90060058.29,1.62E-10,73128.76733,AA,0,0,0,0,21176.94334,2323.75989,Pipeline,998.0321784,21490,5894028.443,1576800,1833.839009,0,0,0,1,,0,0.953455523,0.815748556,0.81794358,0.985753445,-0.137706967,-0.167809864,,,,,,
49,NSW1,Cell 2127,2023,4.705741004,37811743.53,60,0.975906254,4190.940725,33.29683428,28.96584199,28.80640261,34.6414071,2169884.147,-82497194.02,1.44E-09,64817.8374,AA,0,0,1870.038934,2891.030793,21176.94334,2304.227842,Pipeline,998.0487187,21490,5102058.829,1576800,1814.306961,0,0.1,0,1,,0.224823274,0.845097317,0.735173655,0.73112697,0.87922353,-0.109923662,-0.148096561,,,,,,
50,NSW1,Cell 2127,2023,4.746502571,44853707.87,60,0.951033907,4190.940725,29.020749,25.81179453,25.38814677,30.44412848,4409889.228,-75004450.68,-1.17E-10,56493.72473,AA,0,0,3740.077868,5782.061587,21176.94334,2281.078407,Pipeline,998.0683222,21490,4311021.874,1576800,1791.157526,0,0.2,0,1,,0.449646547,0.736567234,0.655121689,0.644369207,0.772693616,-0.081445545,-0.128324409,,,,,,
51,NSW1,Cell 2127,2023,4.787613075,51907944.56,60,0.924867273,4190.940725,24.73340657,22.64821101,21.96165213,26.24684987,6766457.79,-67628270.83,2.13E-10,48147.69813,AA,0,0,5610.116802,8673.09238,21176.94334,2270.249466,Pipeline,998.0774925,21490,3519399.459,1576800,1780.328585,0,0.3,0,1,,0.674469821,0.627751436,0.57482769,0.557402338,0.666163702,-0.052923746,-0.108761364,,,,,,
52,NSW1,Cell 2127,2023,4.829128219,58973234.54,60,0.897137945,4190.940725,20.43247248,19.49197265,18.53143968,22.04957125,9263762.663,-60392827.29,2.51E-10,39775.2131,AA,0,0,7480.155737,11564.12317,21176.94334,2270.516584,Pipeline,998.0772663,21490,2727453.29,1576800,1780.595703,0,0.4,0,1,,0.899293095,0.518590672,0.494720118,0.470341109,0.559633788,-0.023870554,-0.08929268,,,,,,
53,NSW1,Cell 2127,2023,4.87108792,66047819.99,60,0.868024444,4190.940725,16.11949943,16.3326973,15.08926757,17.85229263,11885726.28,-53282042.49,2.19E-10,31379.29222,AA,0,0,9350.194671,14455.15397,21176.94334,2280.115136,Pipeline,998.0691379,21490,1935469.728,1576800,1790.194255,0,0.5,0,1,,1.124116368,0.409124351,0.414535464,0.382976334,0.453103874,0.005411113,-0.07012754,,,,,,
54,NSW1,Cell 2127,2023,4.91378875,73125143.33,60,0.83735672,4190.940725,11.8090809,13.17432864,11.66309945,13.67163097,14647663.32,-46349762.9,-38531.78613,22988.34416,AA,0,0,11220.2336,17346.18476,21176.94334,2292.462396,Pipeline,998.058682,23262,1144849.646,1576800,1802.541515,0,0.6,0,1,,1.348939642,0.299722866,0.334373823,0.296017752,0.34699571,0.034650957,-0.050977957,,,,,,
55,NSW1,Cell 2127,2023,4.958584586,80185124.52,60,0.802255941,4190.940725,7.519868237,10.03450186,8.282449564,9.552756462,17808841.52,-39959997.97,-220337.0718,14638.67684,AA,0,0,13090.27254,20237.21555,21176.94334,2287.400058,Pipeline,998.0629689,27139,360886.7412,1576800,1797.479178,0,0.7,0,1,,1.573762915,0.1908596,0.254682788,0.210214456,0.242455748,0.063823188,-0.032241292,,,,,,
56,NSW1,Cell 2127,2023,5.006117729,87256107.89,60,0.76176244,4190.940725,3.24131317,6.914992967,4.935124267,5.493393042,21455688.5,-34193897.55,-540138.075,6309.756304,AA,0,0,14960.31147,23128.24635,21176.94334,2293.382748,Pipeline,998.0579026,31016,-418139.7038,1576800,1803.461867,0,0.8,0,1,,1.798586189,0.082266832,0.175507436,0.125256961,0.139426219,0.093240604,-0.014169258,,,,,,
57,NSW1,Cell 2127,2023,5.057282648,94330972.84,60,0.713191887,4190.940725,-1.03309366,3.806140807,1.638704018,1.510948923,25829955.38,-29333579.29,-1038301.362,-2011.088992,AA,0,0,16830.35041,26019.27714,21176.94334,2303.262266,Pipeline,998.0495363,34893,-1189419.09,1576800,1813.341385,0,0.9,0,1,,2.023409463,-0.026220651,0.096602559,0.041591473,0.038348957,0.12282321,0.003242515,,,,,,
58,NSW1,Cell 2127,2023,5.113448315,101400237.6,60,0.65442392,4190.940725,-5.290615501,0.718873416,-1.584745442,-2.362340974,31122601.87,-25644750.04,-1789574.026,-10299.06484,AA,0,0,18700.38934,28910.30793,21176.94334,2307.51978,Pipeline,998.045931,38770,-1948808.101,1576800,1817.598899,0,1,0,1,,2.248232736,-0.134279581,0.018245518,-0.040221966,-0.059957893,0.152525099,0.019735927,,,,,,
59,NSW1,Cell 2127,2023,5.17353946,108466197.2,60,0.587390423,4190.940725,-9.543751424,-2.357329749,-4.751500543,-6.156771014,37159642.51,-22883177.02,-2723708.784,-18578.50277,AA,0,0,20570.42828,31801.33873,21176.94334,2308.459128,Pipeline,998.0451355,42647,-2698985.326,1576800,1818.538247,0,1.1,0,1,,2.47305601,-0.242227193,-0.059830704,-0.12059646,-0.156263224,0.182396489,0.035666763,,,,,,
60,NSW1,Cell 2127,2023,5.235966382,115531415,60,0.515376508,4190.940725,-13.80717184,-5.425078264,-7.888663601,-9.91704897,43645219.9,-20649333.4,-3737036.196,-26877.96117,AA,0,0,22440.46721,34692.36952,21176.94334,2308.65382,Pipeline,998.0449706,46524,-3443818.157,1576800,1818.732939,0,1.2,0,1,,2.697879284,-0.350435833,-0.137692342,-0.200219888,-0.251701751,0.212743491,0.051481862,,,,,,
61,NSW1,Cell 2127,2023,5.300057968,122604648.3,60,0.439461455,4190.940725,-18.0866301,-8.479340639,-11.01259236,-13.6588282,50482134.06,-18809721.84,-4793258.884,-35208.63993,AA,0,0,24310.50614,37583.40031,21176.94334,2316.895531,Pipeline,998.0379913,50401,-4185796.963,1576800,1826.97465,0,1.3,0,1,,2.922702557,-0.459051525,-0.215211691,-0.27950742,-0.346670767,0.243839834,0.067163346,,,,,,
62,NSW1,Cell 2127,2023,5.365668128,129668293.6,60,0.360130559,4190.940725,-22.3819963,-11.53979939,-14.12389009,-17.38633829,57626679.12,-17310828.8,-5882569.2,-43570.28613,AA,0,0,26180.54508,40474.43111,21176.94334,2315.511512,Pipeline,998.0391634,54278,-4923283.589,1576800,1825.590631,0,1.4,0,1,,3.147525831,-0.568070972,-0.29288831,-0.358474368,-0.441277622,0.275182662,0.082803254,,,,,,
63,NSW1,Cell 2127,2023,5.432394688,136731871.4,60,0.277948235,4190.940725,-26.69148295,-14.59884918,-17.22511788,-21.10280651,65028024.04,-16094339.77,-6997483.662,-51959.42015,AA,0,0,28050.58401,43365.4619,21176.94334,2314.059694,Pipeline,998.0403928,58155,-5658247.896,1576800,1824.138813,0,1.5,0,1,,3.372349104,-0.677448806,-0.370529167,-0.437185733,-0.535604226,0.306919639,0.098418493,,,,,,
64,VIC1,Cell 36,2023,3.317899202,25407312.51,60,1,5423.067945,37.5661476,26.582164,39.33160222,45.12141429,0,-90060058.29,3.75E-11,73128.76733,AA,0,0,0,0,16365.51767,3433.495773,Pipeline,997.0924246,16607,3715037.749,1576800,3212.567652,0,0,0,1,,0,0.953455523,0.674674213,0.998264016,1.145213561,-0.27878131,-0.146949545,,,,,,
65,VIC1,Cell 36,2023,3.372062144,30385583.05,60,0.978344264,5423.067945,33.42338986,24.05432999,35.40092396,40.37170297,1950316.826,-82530191.81,-8.87E-10,65064.19893,AA,0,0,1883.73907,910.2331309,16365.51767,3433.495773,Pipeline,997.0924246,16607,3218142.253,1576800,3188.991219,0,0.1,0,1,,0.170723118,0.848309387,0.61051599,0.898500608,1.024662512,-0.237793397,-0.126161904,,,,,,
66,VIC1,Cell 36,2023,3.42650559,35373225.44,60,0.955596956,5423.067945,29.27113808,21.53424673,31.47138285,35.62199165,3998940.706,-75098632.4,1.58E-10,56981.1488,AA,0,0,3767.478141,1820.466262,16365.51767,3442.922518,Pipeline,997.0844418,16607,2720831.283,1576800,3165.414786,0,0.2,0,1,,0.341446236,0.742922286,0.546554486,0.798766062,0.904111463,-0.1963678,-0.105345401,,,,,,
67,VIC1,Cell 36,2023,3.481209061,40366840.42,60,0.932355527,5423.067945,25.11458865,18.99176791,27.53475994,30.87228033,6092065.162,-67711573.55,6.78E-10,48889.73256,AA,0,0,5651.217211,2730.699393,16365.51767,3458.357165,Pipeline,997.0713713,16607,2223438.588,1576800,3155.582457,0,0.3,0,1,,0.512169353,0.637426108,0.482024566,0.698851775,0.783560415,-0.155401542,-0.084708639,,,,,,
68,VIC1,Cell 36,2023,3.536167318,45354160.29,60,0.907766377,5423.067945,20.94631729,16.46977882,23.5978887,26.12256902,8306565.473,-60445890.57,5.05E-10,40775.49767,AA,0,0,7534.956281,3640.932524,16365.51767,3467.459879,Pipeline,997.0636629,16607,1727323.311,1576800,3183.760268,0,0.4,0,1,,0.682892471,0.531632419,0.418014691,0.598931185,0.663009366,-0.113617728,-0.06407818,,,,,,
69,VIC1,Cell 36,2023,3.59138921,50333222.94,60,0.881806823,5423.067945,16.76612675,13.94249024,19.6730424,21.3728577,10644484.42,-53303626.22,2.76E-10,32638.06007,AA,0,0,9418.695352,4551.165654,16365.51767,3468.256676,Pipeline,997.0629881,16607,1232724.654,1576800,3203.632162,0,0.5,0,1,,0.853615589,0.425536212,0.353870311,0.499315797,0.542458317,-0.071665901,-0.04314252,,,,,,
70,VIC1,Cell 36,2023,3.646972708,55318208.71,60,0.85478316,5423.067945,12.57668103,11.42710767,15.74054645,16.62314638,13078237.06,-46257195.56,5.25E-10,24482.60573,AA,0,0,11302.43442,5461.398785,16365.51767,3475.01163,Pipeline,997.0572679,16607,738278.617,1576800,3229.462213,0,0.6,0,1,,1.024338707,0.319205102,0.290028113,0.399506255,0.421907269,-0.029176989,-0.022401013,,,,,,
71,VIC1,Cell 36,2023,3.703010844,60324598.67,60,0.826469602,5423.067945,8.376016336,8.915881488,11.81130876,11.87343506,15628157.77,-39326932.97,2.08E-10,16305.3118,AA,0,0,13186.17349,6371.631916,16365.51767,3503.298206,Pipeline,997.033314,16607,242464.7153,1576800,3276.823887,0,0.7,0,1,,1.195061825,0.212589247,0.226291408,0.29977941,0.30135622,0.013702161,-0.00157681,,,,,,
72,VIC1,Cell 36,2023,3.761949703,65331465.52,60,0.79640694,5423.067945,4.36605757,6.444575545,8.075431859,7.371056847,18335602.86,-33047859.11,-493664.3481,8499.258737,AA,0,0,15069.91256,7281.865047,16365.51767,3532.065913,Pipeline,997.0089528,18924,-246868.3946,1576800,3324.666691,0,0.8,0,1,,1.365784942,0.110813644,0.163567907,0.204960199,0.187082661,0.052754263,0.017877538,,,,,,
73,VIC1,Cell 36,2023,3.825029416,70307367.51,60,0.761785114,5423.067945,0.60067329,4.02322411,4.594492925,3.210070506,21453646.51,-27860784.7,-1668729.592,1169.310671,AA,0,0,16953.65163,8192.098178,16365.51767,3529.683109,Pipeline,997.0109706,21289,-723413.5373,1576800,3341.358984,0,0.9,0,1,,1.53650806,0.015245515,0.102112287,0.116611496,0.081473871,0.086866772,0.035137625,,,,,,
74,VIC1,Cell 36,2023,3.892480289,75319890.02,60,0.719716964,5423.067945,-3.015886607,1.60584126,1.296343535,-0.694369549,25242306.6,-23856380.14,-3355848.233,-5870.925928,AA,0,0,18837.3907,9102.331309,16365.51767,3564.142083,Pipeline,996.9817898,23655,-1194204.762,1576800,3341.884967,0,1,0,1,,1.707231178,-0.076545345,0.040757392,0.03290212,-0.017623593,0.117302737,0.050525713,,,,,,
75,VIC1,Cell 36,2023,3.96870569,80326214.64,60,0.666709681,5423.067945,-6.399515531,-0.62257036,-1.725834482,-4.204752532,30016145.57,-21623672.41,-5829484.839,-12457.72357,AA,0,0,20721.12977,10012.56444,16365.51767,3592.367225,Pipeline,996.957888,26020,-1644538.107,1576800,3325.740906,0,1.1,0,1,,1.877954296,-0.162424252,-0.015801278,-0.043802906,-0.106719607,0.146622974,0.062916702,,,,,,
76,VIC1,Cell 36,2023,4.046143525,85289244.89,60,0.611023032,5423.067945,-9.770423228,-2.855872253,-4.700923865,-7.671864922,35031288.41,-19718634.47,-8389487.356,-19019.75722,AA,0,0,22604.86884,10922.79757,16365.51767,3577.03384,Pipeline,996.9708727,28385,-2087302.103,1576800,3327.505586,0,1.2,0,1,,2.048677414,-0.247980285,-0.072484067,-0.119312788,-0.194717384,0.175496218,0.075404595,,,,,,
77,VIC1,Cell 36,2023,4.124677026,90273442.66,60,0.554146909,5423.067945,-13.11100926,-5.066630045,-7.639991756,-11.09013115,40153555.35,-18018215.1,-11046984.34,-25522.76469,AA,0,0,24488.60791,11833.0307,16365.51767,3582.99723,Pipeline,996.9658228,30751,-2529963.559,1576800,3328.145193,0,1.3,0,1,,2.219400531,-0.332766732,-0.128594671,-0.19390842,-0.28147541,0.204172061,0.08756699,,,,,,
78,VIC1,Cell 36,2023,4.204052629,95251297.58,60,0.496025258,5423.067945,-16.43602327,-7.262648037,-10.55018505,-14.47668171,45387994.66,-16493270.96,-13767784.19,-31995.45864,AA,0,0,26372.34698,12743.26383,16365.51767,3582.579079,Pipeline,996.9661769,33116,-2970019.289,1576800,3292.303784,0,1.4,0,1,,2.390123649,-0.417157951,-0.184331168,-0.267771194,-0.36742847,0.232826783,0.099657276,,,,,,
79,VIC1,Cell 36,2023,4.284232553,100232739.2,60,0.436586457,5423.067945,-19.7465663,-9.439587197,-13.43366002,-17.83209085,50741056.57,-15149106.12,-16550740.74,-38439.98239,AA,0,0,28256.08606,13653.49696,16365.51767,3585.769558,Pipeline,996.9634751,35482,-3408664.055,1576800,3261.164661,0,1.5,0,1,,2.560846767,-0.501181886,-0.239583431,-0.340955838,-0.452591138,0.261598455,0.1116353,,,,,,
