,Location,Location_code,Year,LCOH,Capex,Step,RE_supply_proportion,FLH,EI_market,EI_MEF,EI_AEF,EI_L,Sell_amount,Purchase_amount,Curtailment,LGCs,battery class,battery_energy_capacity,battery_power_capacity,wind_capacity,pv_capacity,electrolyser_capacity,hydrogen_storage_capacity,hydrogen_storage_type,hydrogen_storage_cost,Grid_max_power_export,grid_cost,production_amount,H2_initial_storage_level,Simultaneity_obligation_interval,ratio,Simultaneity_obligation,Batch_interval
31,SA1,Cell 266,2022,2.198161065421594,119780647.7356883,60,0.430833310477707,5446.041427475936,-21.30076844811737,-9.6741411291015,-6.8211486953642515,-6.207833984386749,51448972.87872178,-12294922.37239733,-14342851.751096733,-41465.49591233515,AA,0,0,28136.36284099878,20435.910482928226,16296.48166794362,120000.0,Lined Rock,135.20962596339757,40593.0,-10400835.297599444,1576800.0,36314.23766154464,0,1.5,0,1
32,TAS1,Cell 20,2022,5.9666995022470815,39465075.5475456,60,1.0,5129.950458700839,37.67679974120121,14.005836819999276,7.499530576454116,6.87407402685552,0.0,-90325332.71289615,0.0,73344.17016287168,AA,0,0,0.0,0.0,17300.61820288683,120000.0,Lined Rock,135.20962596339766,17608.0,8060699.0148014575,1576800.0,5289.4840111797475,0,0.0,0,1
33,TAS1,Cell 20,2022,5.633655278590115,43700943.84620848,60,0.9717060350735215,5129.950458700865,33.66418145615588,12.675812043297071,6.9529475403429135,6.187007651600278,2555595.2064157464,-83852875.74843906,-5.041158601670759e-09,65532.93990131678,AA,0,0,1991.850041692322,0.0,17300.61820288683,120000.0,Lined Rock,135.20962596339757,17608.0,6787328.181421324,1576800.0,5516.60784285553,0,0.1,0,1
34,TAS1,Cell 20,2022,5.300759167917196,47936812.14487137,60,0.9428009691452669,5129.950458700857,29.64643939472626,11.349471468649833,6.409990267129293,5.499977116842036,5166279.196585183,-77435978.51188707,-6.4211178596451646e-09,57711.73535506712,AA,0,0,3983.700083384644,0.0,17300.61820288683,120000.0,Lined Rock,135.20962596339757,17608.0,5514290.983117254,1576800.0,5433.393928856521,0,0.2,0,1
35,TAS1,Cell 20,2022,4.967988140455372,52172680.44353427,60,0.9129109596597719,5129.950458700855,25.620082415352023,10.020383865836028,5.8691913708958,4.812940223133125,7865806.408208012,-71107840.94018055,-6.977131761232158e-09,49873.7604352186,AA,0,0,5975.550125076967,0.0,17300.61820288683,120000.0,Lined Rock,135.20962596339757,17608.0,4241535.543680692,1576800.0,6249.004157879891,0,0.30000000000000004,0,1
36,TAS1,Cell 20,2022,4.635396673118859,56408548.742197156,60,0.8825626332276977,5129.950458700859,21.58975557274948,8.700556090221328,5.326917241438184,4.125906407983001,10606614.724335866,-64821024.92523174,-7.290054782060906e-09,42028.05751495231,AA,0,0,7967.400166769288,0.0,17300.61820288683,120000.0,Lined Rock,135.20962596339757,17608.0,2969184.5762521145,1576800.0,6437.5276041310935,0,0.4,0,1
37,TAS1,Cell 20,2022,4.3029870378688315,60644417.04086006,60,0.8516481175772092,5129.950458700878,17.554424672497664,7.365603655183761,4.788866339414132,3.4388580609790833,13398413.370258193,-58585008.29152747,-7.3922876708820695e-09,34172.61336246212,AA,0,0,9959.25020846161,0.0,17300.61820288683,120000.0,Lined Rock,135.20962596339757,17608.0,1697243.1985863515,1576800.0,6984.26875072234,0,0.5,0,1
38,TAS1,Cell 20,2022,3.9707679473456166,64880285.33952294,60,0.8190954452442208,5129.950458700881,13.505403358916139,6.057942389390015,4.231294190360321,2.751921104709293,16338292.732994916,-52498536.04887315,-7.490172038160381e-09,26290.51853869008,AA,0,0,11951.100250153933,0.0,17300.61820288683,120000.0,Lined Rock,135.20962596339757,17608.0,425731.0365280733,1576800.0,5553.251903829721,0,0.6000000000000001,0,1
39,TAS1,Cell 20,2022,3.6388230866250737,69116153.63818583,60,0.7860891855548697,5129.9504587008705,9.453057341303955,4.73028565441965,3.6872781711897664,2.065104584616779,19319433.297816392,-46454907.539681554,-7.53581730350561e-09,18401.951624405032,AA,0,0,13942.950291846255,0.0,17300.61820288683,120000.0,Lined Rock,135.20962596339757,17608.0,-845163.403311843,1576800.0,5827.441291722689,0,0.7000000000000001,0,1
40,TAS1,Cell 20,2022,3.307074695711544,73352021.93684873,60,0.75153725067805,5129.950458700869,5.387432807970762,3.4100605786711484,3.143506927714456,1.3783285808670476,22440367.162346598,-40551604.71493803,-6.207443448147387e-09,10487.535866183083,AA,0,0,15934.800333538577,0.0,17300.61820288683,120000.00000000003,Lined Rock,135.20962596339757,17608.0,-2115615.2808779054,1576800.0,6825.100490313524,0,0.8,0,1
41,TAS1,Cell 20,2022,2.9754984014087076,77587890.23551163,60,0.7167020997192907,5129.950458700867,1.3191801384173412,2.097571417802226,2.5973292347766708,0.6915236751309773,25586874.060027573,-34673495.15124794,-6.111463335400913e-09,2568.004002785757,AA,0,0,17926.6503752309,0.0,17300.61820288683,120000.0,Lined Rock,135.20962596339757,17608.0,-3385679.498535768,1576800.0,7294.143764208226,0,0.9,0,1
42,TAS1,Cell 20,2022,2.644110987346363,81823758.5341745,60,0.6815241261816234,5129.950458700884,-2.7519707950924843,0.7853754657853809,2.0421744187030755,0.004738332236673873,28764501.61247754,-28826763.298067532,-1.024808682359435e-09,-5357.169814446703,AA,0,0,19918.50041692322,0.0,17300.61820288683,120000.0,Lined Rock,135.20962596339757,17608.0,-4655318.249960473,1576800.0,7198.464199064229,0,1.0,0,1
