,Unnamed: 0,Location,Location_code,Year,LCOH,Capex,Step,RE_supply_proportion,FLH,EI_market,EI_MEF,EI_AEF,EI_L,Sell_amount,Purchase_amount,Curtailment,LGCs,battery class,battery_energy_capacity,battery_power_capacity,wind_capacity,pv_capacity,electrolyser_capacity,hydrogen_storage_capacity,hydrogen_storage_type,hydrogen_storage_cost,Grid_max_power_export,grid_cost,production_amount,H2_initial_storage_level,Simultaneity_obligation_interval,ratio,Simultaneity_obligation,Batch_interval,wind_capex+wind_OM,pv_capex+pv_OM,hydrogen_storage_capex,electrolyser_capex+electrolyser_OM,wind_OM,pv_OM,electrolyser_OM,grid_electricity_cost,LCOH_sum
0,0,NSW1,Cell 2127,2021,4.709511902196897,89572737.47814779,60,0.5996472956879143,7236.521739130434,-3.716709500473824,-1.1515300840104104e-14,0.5147213631132411,-0.2425567377616002,36055787.88518977,-35493341.61445081,-397036.730848112,-7235.19449425571,AA,0,0,33897.50162685131,0.0,12264.36090225564,1012.4625838662472,Pipeline,999.1426197922792,29966.0,-949217.5754736644,1576800.0,0.0,0,1,1,1,3.952492952187421,0.0,0.05018627558369352,1.1282255605442284,0.3762089538748719,0.0,0.3108974491022076,-0.4213928861184456,4.709511902196898
