,Location,Location_code,Year,LCOH,Capex,Step,RE_supply_proportion,FLH,EI_market,EI_MEF,EI_AEF,EI_L,Sell_amount,Purchase_amount,Curtailment,LGCs,battery class,battery_energy_capacity,battery_power_capacity,wind_capacity,pv_capacity,electrolyser_capacity,hydrogen_storage_capacity,hydrogen_storage_type,hydrogen_storage_cost,Grid_max_power_export,grid_cost,production_amount,H2_initial_storage_level,Simultaneity_obligation_interval,ratio,Simultaneity_obligation,Batch_interval
0,VIC1,Cell 36,2021,3.598697741,62619333.63,60,0.69684885,7008,-2.341545392,-1.06E-14,2.324063592,0.354493801,27301810.24,-28009361.91,-759022.3299,-4558.208363,AA,0,0,20833.1801,0,12664.28571,1305,Pipeline,998.8948913,18417,-134056.1517,1576800,0,0,1,0,1
