,Location,Location_code,Year,LCOH,Capex,Step,RE_supply_proportion,FLH,EI_market,EI_MEF,EI_AEF,EI_L,Sell_amount,Purchase_amount,Curtailment,LGCs,battery class,battery_energy_capacity,battery_power_capacity,wind_capacity,pv_capacity,electrolyser_capacity,hydrogen_storage_capacity,hydrogen_storage_type,hydrogen_storage_cost,Grid_max_power_export,grid_cost,production_amount,H2_initial_storage_level,Simultaneity_obligation_interval,ratio,Simultaneity_obligation,Batch_interval,wind_capex+wind_OM,pv_capex+pv_OM,hydrogen_storage_capex,electrolyser_capex+electrolyser_OM,wind_OM,pv_OM,electrolyser_OM,grid_electricity_cost,LCOH_sum,Capacity factor
0,NSW1,Cell 2127,2021,6.582086107,114542170.4,60,1.0,4658.784825,0.0,0.0,0.0,0.0,0.0,0.0,-9097828.106,0.0,AA,0,0,21941.39868,24401.93778,19050.31411,120000.0,Lined Rock,135.209626,0,0.0,1576800.0,64876.70252,0,1,1,1,2.558395736609039,1.477329036968357,0.804947131840296,1.741414201796319,0.24351501579147639,0.18415972829908678,0.47185296024479956,0.0,6.582086107214011,0.24485108246457868
1,QLD1,Cell 1375,2021,5.74302619521186,99783149.73555976,60,1.0,5232.843770146631,-0.0,0.0,0.0,-0.0,0.0,0.0,-9767611.431625206,-0.0,AA,0,0,19525.201759982974,20365.379295358096,16960.436463254857,64940.22468544099,Lined Rock,211.3266973568832,0,0.0,1576800.0,10858.780532996943,0,1,0,1,2.276664020726492,1.2329498768973048,0.6808424917608031,1.5525698058272615,0.216699030187533,0.1536961019880526,0.4222833103283432,0.0,5.743026195211861,0.286308446859772
2,TAS1,Cell 20,2021,4.401316463254802,76258668.41378766,60,1.0,5415.777114264555,-0.0,0.0,0.0,-0.0,0.0,0.0,8.379865690244515e-09,-0.0,AA,0,0,18862.86237448673,0.0,16387.549268220868,73933.8441295799,Lined Rock,191.13723251607948,0,0.0,1576800.0,27814.032835744696,0,1,0,1,2.199434383511685,0.0,0.7010791974355631,1.5008028823075543,0.20934810473967386,0.0,0.408695042257395,0.0,4.401316463254803,0.5461498268550228
3,VIC1,Cell 36,2021,4.906046355362498,85280085.8140097,60,1.0,5322.952270156525,-0.0,0.0,0.0,-0.0,0.0,0.0,-2879693.6105435416,-0.0,AA,0,0,19193.26016364096,6190.944156629798,16673.325211519295,102852.74594479408,Lined Rock,150.24639647014877,0,0.0,1576800.0,73188.92094540944,0,1,0,1,2.2379591971521084,0.37480882261469217,0.7666523217384427,1.5266260138572556,0.2130150005477656,0.04672262523078044,0.415473340252931,0.0,4.9060463553624984,0.41893740196600043
4,SA1,Cell 266,2021,5.216802032452441,90857274.23499805,60,1.0,5393.155055357793,-0.0,0.0,0.0,-0.0,0.0,0.0,-5260471.358068914,-0.0,AA,0,0,18942.334476173583,11755.88413118918,16456.288271843223,112987.42850054867,Lined Rock,140.82220017412592,0,0.0,1576800.0,69675.67567424882,0,1,0,1,2.2087009343410244,0.7117184355939006,0.7893684234643675,1.5070142390531496,0.2102301200742248,0.08872084041168901,0.41032545748791005,0.0,5.216802032452442,0.35518838422719595
