,Location,Location_code,Year,LCOH,Capex,Step,RE_supply_proportion,FLH,EI_market,EI_MEF,EI_AEF,EI_L,Sell_amount,Purchase_amount,Curtailment,LGCs,battery class,battery_energy_capacity,battery_power_capacity,wind_capacity,pv_capacity,electrolyser_capacity,hydrogen_storage_capacity,hydrogen_storage_type,hydrogen_storage_cost,Grid_max_power_export,grid_cost,production_amount,H2_initial_storage_level,Simultaneity_obligation_interval,ratio,Simultaneity_obligation,Batch_interval,Capacity factor,Unnamed: 0,wind_capex+wind_OM,pv_capex+pv_OM,hydrogen_storage_capex,electrolyser_capex+electrolyser_OM,wind_OM,pv_OM,electrolyser_OM,grid_electricity_cost,LCOH_sum
13,NSW1,Cell 120,2021,5.631943946752123,98120416.7542236,60,1.0,5319.57811823419,-0.0,0.0,0.0,-0.0,0.0,0.0,-6326503.802744741,-0.0,AA,0,0,19205.48719789292,17916.05904303893,16683.900924680325,108938.24645759189,Lined Rock,144.3809663616184,0,0.0,1576800.0,51709.40941195317,0,1,0,1,0.29702708176823683,,,,,,,,,,
14,NSW1,Cell 121,2021,6.143683929386508,107179687.63155746,60,1.0,5091.249493909882,-0.0,0.0,0.0,-0.0,0.0,0.0,-7834291.659766181,-0.0,AA,0,0,21457.67848463067,20507.44760473552,17432.128280470268,120000.0,Lined Rock,135.20962596339757,0,0.0,1576800.0,58569.4127277789,0,1,0,1,0.2667855896243584,,,,,,,,,,
15,NSW1,Cell 122,2021,7.15309576190756,125037030.57325464,60,1.0,4794.674112415415,-0.0,0.0,0.0,-0.0,0.0,0.0,-13994662.301531537,-0.0,AA,0,0,26046.249284033707,26733.671042015827,18510.395535725107,120000.0,Lined Rock,135.20962596339757,0,0.0,1576800.0,44413.464406927415,0,1,0,1,0.22582245983653773,,,,,,,,,,
16,NSW1,Cell 123,2021,7.990820812352608,138977360.21840745,60,1.0,4069.8583178309705,-0.0,0.0,0.0,-0.0,0.0,0.0,-23467033.973779373,-0.0,AA,0,0,25858.85031088219,36011.47662778378,21806.97885645728,120000.0,Lined Rock,135.20962596339757,0,0.0,1576800.0,2076.1678359723533,0,1,0,1,0.209892138513844,,,,,,,,,,
17,NSW1,Cell 124,2021,5.935437321924476,103001065.94557284,60,1.0,4771.668551962581,-0.0,0.0,0.0,-0.0,0.0,0.0,-8671938.100361811,-0.0,AA,0,0,21420.354346712185,16768.360877897616,18599.639375457653,83078.42438209779,Lined Rock,175.1559666334726,0,0.0,1576800.0,60224.87918604532,0,1,0,1,0.2957140863831304,,,,,,,,,,
18,NSW1,Cell 125,2021,6.381376457908068,110585778.52161773,60,1.0,4597.163937548615,-0.0,0.0,0.0,-0.0,0.0,0.0,-10387699.421724306,-0.0,AA,0,0,20656.89681230211,24901.532715544094,19305.66660040433,73757.565640583,Lined Rock,191.48818764345936,0,0.0,1576800.0,69456.44675992735,0,1,0,1,0.25221915351744534,,,,,,,,,,
19,NSW1,Cell 126,2021,6.711210049796295,116130008.73008402,60,1.0,4303.147389066037,-0.0,0.0,0.0,-0.0,0.0,0.0,-8368690.328597413,-0.0,AA,0,0,21137.858759125236,27306.939105845628,20624.744230519354,77684.97604455455,Lined Rock,184.12501031092225,0,0.0,1576800.0,73347.56184231419,0,1,0,1,0.23255194500742923,,,,,,,,,,
20,NSW1,Cell 138,2021,5.086260079090575,88456039.1958267,60,1.0,5509.412923220444,-0.0,0.0,0.0,-0.0,0.0,0.0,-5537928.731019926,-0.0,AA,0,0,18540.85774212906,11925.243525128297,16109.03294462792,85212.54788359985,Lined Rock,171.9141417220047,0,0.0,1576800.0,42154.30446107316,0,1,0,1,0.3587765419146297,,,,,,,,,,
21,NSW1,Cell 139,2021,5.116712646724847,88967517.93012396,60,1.0,5473.981881081558,-0.0,0.0,0.0,-0.0,0.0,0.0,-5363109.40317874,-0.0,AA,0,0,18661.406157605856,12093.066580551904,16213.300703907484,83835.15998536651,Lined Rock,173.9727226738843,0,0.0,1576800.0,40894.733195072215,0,1,0,1,0.35489483875183736,,,,,,,,,,
22,NSW1,Cell 140,2021,5.232323145292589,91057086.7927789,60,1.0,5524.235038317976,-0.0,0.0,0.0,-0.0,0.0,0.0,-6171676.152701582,-0.0,AA,0,0,18490.88663533965,14390.10338896342,16065.810681497836,88124.74265081916,Lined Rock,167.73558595329905,0,0.0,1576800.0,39633.752480577765,0,1,0,1,0.3347647643745353,,,,,,,,,,
23,NSW1,Cell 141,2021,5.342614333086393,92978486.74839003,60,1.0,5438.758359862961,-0.0,0.0,0.0,-0.0,0.0,0.0,-5984520.33360616,-0.0,AA,0,0,18782.80538101801,15150.648783279834,16318.30436532761,91373.44245863936,Lined Rock,163.4027474408825,0,0.0,1576800.0,41977.5650102357,0,1,0,1,0.32375686216611876,,,,,,,,,,
24,NSW1,Cell 142,2021,5.53231568605998,96374650.81883964,60,1.0,5372.258269208986,-0.0,0.0,0.0,-0.0,0.0,0.0,-6464534.437926526,-0.0,AA,0,0,19016.340311904456,16983.325543613922,16520.299255602386,106133.4186452512,Lined Rock,146.99606754354366,0,0.0,1576800.0,45184.36246985052,0,1,0,1,0.3067296896609397,,,,,,,,,,
25,NSW1,Cell 143,2021,5.745791643926856,100131035.2041577,60,1.0,5229.076968493248,-0.0,0.0,0.0,-0.0,0.0,0.0,-6397942.913199252,-0.0,AA,0,0,19539.32701209332,18385.75678116235,16972.654030619473,118089.14095384428,Lined Rock,136.67362381423015,0,0.0,1576800.0,51848.63331296606,0,1,0,1,0.2909886650825857,,,,,,,,,,
26,NSW1,Cell 144,2021,6.137358279374813,107020377.3042526,60,1.0,5090.663697205078,-0.0,0.0,0.0,-0.0,0.0,0.0,-9709747.133361915,-0.0,AA,0,0,20776.381746515355,21712.12903686291,17434.13424352594,120000.0,Lined Rock,135.20962596339757,0,0.0,1576800.0,42340.94005433513,0,1,0,1,0.26897978231987446,,,,,,,,,,
27,NSW1,Cell 145,2021,6.699818987030073,116705895.70371027,60,1.0,4709.418059166378,-0.0,0.0,0.0,-0.0,0.0,0.0,-16084381.653728852,-0.0,AA,0,0,22446.84800314437,25678.82442286984,18845.494957274,120000.0,Lined Rock,135.2096259633976,0,0.0,1576800.0,6881.607839562334,0,1,0,1,0.25223765664233816,,,,,,,,,,
28,NSW1,Cell 146,2021,6.520197696116288,113512363.85123916,60,1.0,4749.433035932378,-0.0,0.0,0.0,-0.0,0.0,0.0,-12505304.05035003,-0.0,AA,0,0,21521.029299241887,24731.997722728825,18686.717680670543,120000.0,Lined Rock,135.20962596339757,0,0.0,1576800.0,50273.01748135312,0,1,0,1,0.25399277122358543,,,,,,,,,,
29,NSW1,Cell 147,2021,5.845496026949462,101565733.0973092,60,1.0,4995.042745989297,-0.0,0.0,0.0,-0.0,0.0,0.0,-8664809.406465856,-0.0,AA,0,0,20458.720415788925,18314.44342843359,17767.878834865533,84727.78890369134,Lined Rock,172.63684490328512,0,0.0,1576800.0,62249.9729516897,0,1,0,1,0.29120961467755047,,,,,,,,,,
30,NSW1,Cell 148,2021,6.161166886054808,107000482.36334305,60,1.0,4841.167379266281,-0.0,0.0,0.0,-0.0,0.0,0.0,-10574339.75452728,-0.0,AA,0,0,20462.013406793383,22636.12530305868,18332.6266854179,85910.54020961751,Lined Rock,170.87354056195022,0,0.0,1576800.0,69031.46062344994,0,1,0,1,0.26720920996622216,,,,,,,,,,
31,NSW1,Cell 149,2021,6.65651136531571,115567809.09446009,60,1.0,4511.36474837467,-0.0,0.0,0.0,-0.0,0.0,0.0,-9409647.123925831,-0.0,AA,0,0,22167.928288010044,25231.771150805827,19672.830559241826,93931.5895720408,Lined Rock,160.1846794269118,0,0.0,1576800.0,63920.92171303985,0,1,0,1,0.24017005378010212,,,,,,,,,,
32,NSW1,Cell 163,2021,5.059315785360987,88013680.26111001,60,1.0,5603.9174184917365,-0.0,0.0,0.0,-0.0,0.0,0.0,-6127653.204973457,-0.0,AA,0,0,18226.77673448657,12578.616013202563,15837.370121275046,82861.67985366296,Lined Rock,175.4948725879147,0,0.0,1576800.0,44249.56289949947,0,1,0,1,0.3571452021795037,,,,,,,,,,
33,NSW1,Cell 164,2021,5.054317101566537,87904789.65099277,60,1.0,5532.047620858853,-0.0,0.0,0.0,-0.0,0.0,0.0,-5533255.472436219,-0.0,AA,0,0,18464.655153836968,11635.611135645178,16043.121890541604,85408.28242994548,Lined Rock,171.62233138460874,0,0.0,1576800.0,45260.80431154647,0,1,0,1,0.36325247863660803,,,,,,,,,,
34,NSW1,Cell 165,2021,5.080609661016057,88361665.40902561,60,1.0,5524.8946564253865,-0.0,0.0,0.0,-0.0,0.0,0.0,-5520152.771096466,-0.0,AA,0,0,18488.66903807077,12015.539685065243,16063.892581643113,84790.46403628029,Lined Rock,172.54340570534552,0,0.0,1576800.0,43312.02574325513,0,1,0,1,0.3584010937538751,,,,,,,,,,
35,NSW1,Cell 167,2021,5.19862456338792,90423077.7517865,60,1.0,5481.197957923625,-0.0,0.0,0.0,-0.0,0.0,0.0,-5634930.721270864,-0.0,AA,0,0,18636.7282368598,13481.739734245515,16191.955657689328,84972.04072161672,Lined Rock,172.27270217203744,0,0.0,1576800.0,38904.34585992162,0,1,0,1,0.3408020989957608,,,,,,,,,,
36,NSW1,Cell 168,2021,5.336729778848352,92883971.88838632,60,1.0,5458.599749843195,-0.0,0.0,0.0,-0.0,0.0,0.0,-6275311.253082326,-0.0,AA,0,0,18714.228561858275,15279.497889243556,16258.98918275952,91224.96167590996,Lined Rock,163.5959428217408,0,0.0,1576800.0,41499.13990820634,0,1,0,1,0.32415629626810677,,,,,,,,,,
37,NSW1,Cell 169,2021,5.479363948929896,95434719.4980231,60,1.0,5388.6211406562425,-0.0,0.0,0.0,-0.0,0.0,0.0,-6444417.7038618205,-0.0,AA,0,0,18958.34254883053,16388.75166378864,16470.134375582762,103608.52098480536,Lined Rock,149.47720566315206,0,0.0,1576800.0,45829.17967483635,0,1,0,1,0.31232205195498597,,,,,,,,,,
38,NSW1,Cell 171,2021,5.626339843107957,98083061.83277556,60,1.0,5330.889587900228,-0.0,0.0,0.0,-0.0,0.0,0.0,-6665417.341695775,-0.0,AA,0,0,19164.55845408568,17590.500810479272,16648.49980895412,118832.90773211708,Lined Rock,136.1037895467039,0,0.0,1576800.0,48640.621175957865,0,1,0,1,0.30093815506082616,,,,,,,,,,
39,NSW1,Cell 172,2021,5.675915605289827,98914977.5171042,60,1.0,5246.829605946011,-0.0,0.0,0.0,-0.0,0.0,0.0,-6884758.85168194,-0.0,AA,0,0,19472.93326989229,17398.97714813956,16915.227089733387,119334.66799609351,Lined Rock,135.71936770796466,0,0.0,1576800.0,46527.67116368218,0,1,0,1,0.3008139198306982,,,,,,,,,,
40,NSW1,Cell 173,2021,5.831432533268583,101554515.9953731,60,1.0,5137.696176989613,-0.0,0.0,0.0,-0.0,0.0,0.0,-8303851.381729201,-0.0,AA,0,0,19888.34492849789,18914.00453516901,17274.535361435494,111663.8209987586,Lined Rock,141.9541130974005,0,0.0,1576800.0,47192.95105677314,0,1,0,1,0.289907905009117,,,,,,,,,,
41,NSW1,Cell 174,2021,5.774823744082049,100446617.64671396,60,1.0,5075.440178119353,-0.0,0.0,0.0,-0.0,0.0,0.0,-7916908.568352919,-0.0,AA,0,0,20133.321940229423,17669.85892829698,17486.42702328129,98743.3293288572,Lined Rock,154.60927421433314,0,0.0,1576800.0,58448.72091991556,0,1,0,1,0.29655815569343075,,,,,,,,,,
42,NSW1,Cell 175,2021,6.265660856320796,108705974.22990242,60,1.0,4681.055246528926,-0.0,0.0,0.0,-0.0,0.0,0.0,-10663909.603702491,-0.0,AA,0,0,20574.200519156337,23134.9449908248,18959.681014558333,87915.80255020407,Lined Rock,168.019755622137,0,0.0,1576800.0,74340.85348907238,0,1,0,1,0.2637361002040761,,,,,,,,,,
43,NSW1,Cell 176,2021,5.9520794262534125,103293614.65657765,60,1.0,4850.425855659635,-0.0,0.0,0.0,-0.0,0.0,0.0,-8785314.045641791,-0.0,AA,0,0,21071.192357862044,18513.02488601358,18297.633429887963,73878.96616590231,Lined Rock,191.24242733733507,0,0.0,1576800.0,54838.82528926888,0,1,0,1,0.28572287370175964,,,,,,,,,,
44,NSW1,Cell 193,2021,5.099369298567748,88709609.90911373,60,1.0,5547.260405267259,-0.0,0.0,0.0,-0.0,0.0,0.0,-5661796.296144446,-0.0,AA,0,0,18413.78881195269,12527.66913780232,15999.125298217688,85848.21929750331,Lined Rock,170.96645167042772,0,0.0,1576800.0,45279.80860546435,0,1,0,1,0.3538427504153261,,,,,,,,,,
