,Location,Location_code,Year,LCOH,Capex,Step,RE_supply_proportion,FLH,EI_market,EI_MEF,EI_AEF,EI_L,Sell_amount,Purchase_amount,Curtailment,LGCs,battery class,battery_energy_capacity,battery_power_capacity,wind_capacity,pv_capacity,electrolyser_capacity,hydrogen_storage_capacity,hydrogen_storage_type,hydrogen_storage_cost,Grid_max_power_export,grid_cost,production_amount,H2_initial_storage_level,Simultaneity_obligation_interval,ratio,Simultaneity_obligation,Batch_interval,Capacity factor,Unnamed: 0,wind_capex+wind_OM,pv_capex+pv_OM,hydrogen_storage_capex,electrolyser_capex+electrolyser_OM,wind_OM,pv_OM,electrolyser_OM,grid_electricity_cost,LCOH_sum
45,NSW1,Cell 194,2021,5.048791432875517,87794516.58479208,60,1.0,5500.951820033304,-0.0,0.0,0.0,-0.0,0.0,0.0,-5295812.293794313,-0.0,AA,0,0,18569.50414435738,11189.124917552484,16133.810509392688,85910.5402095694,Lined Rock,170.87354056202042,0,0.0,1576800.0,44575.48238189435,0,1,0,1,0.36652183606811367,,,,,,,,,,
46,NSW1,Cell 199,2021,5.3662091672138645,93401215.88811249,60,1.0,5443.309097186302,-0.0,0.0,0.0,-0.0,0.0,0.0,-6295823.625982016,-0.0,AA,0,0,18767.03270922037,15564.251491395937,16304.661870403846,92105.27391320816,Lined Rock,162.46038646127994,0,0.0,1576800.0,43113.166023627855,0,1,0,1,0.3209086810708865,,,,,,,,,,
47,NSW1,Cell 204,2021,6.101855919536232,106269459.1945845,60,1.0,5012.664952803739,-0.0,0.0,0.0,-0.0,0.0,0.0,-8046431.569565264,-0.0,AA,0,0,20386.503545012896,21664.960872339005,17705.415207548514,114727.06453928794,Lined Rock,139.36838153958124,0,0.0,1576800.0,52660.57766440741,0,1,0,1,0.26683248511147456,,,,,,,,,,
48,NSW1,Cell 206,2021,5.688705945542211,98905127.00633822,60,1.0,5027.154918541683,-0.0,0.0,0.0,-0.0,0.0,0.0,-9271877.799440144,-0.0,AA,0,0,20327.502096867072,15578.7272513814,17654.38219506059,99947.3765939056,Lined Rock,153.28399320413288,0,0.0,1576800.0,72665.3714006768,0,1,0,1,0.31657208097410455,,,,,,,,,,
49,NSW1,Cell 207,2021,7.350051457353549,124803921.10258234,60,1.0,3101.970706451904,-0.0,0.0,0.0,-0.0,0.0,0.0,-8607991.55686094,-0.0,AA,0,0,9121.897221500552,47506.66864986248,28611.267701889683,120000.0,Lined Rock,135.20962596339757,0,0.0,1576800.0,82298.86211797001,0,1,0,1,0.19962900813923826,,,,,,,,,,
50,NSW1,Cell 232,2021,5.108961045754576,88946661.9990647,60,1.0,5591.800857536259,-0.0,0.0,0.0,-0.0,0.0,0.0,-5812802.160064187,-0.0,AA,0,0,18266.452216084363,12857.50392363247,15871.687234015051,93931.58957216752,Lined Rock,160.18467942675386,0,0.0,1576800.0,48670.210321869214,0,1,0,1,0.35232391865904855,,,,,,,,,,
51,NSW1,Cell 238,2021,5.355439656616609,93225625.01291956,60,1.0,5460.981239225859,-0.0,0.0,0.0,-0.0,0.0,0.0,-6452699.061101333,-0.0,AA,0,0,18706.031032648225,15547.0584571815,16251.89877017322,93037.53224093204,Lined Rock,161.2987317644332,0,0.0,1576800.0,45682.5530787099,0,1,0,1,0.32216078995321,,,,,,,,,,
52,NSW1,Cell 242,2021,5.882994185283698,102484753.12615798,60,1.0,5229.472770818588,-0.0,0.0,0.0,-0.0,0.0,0.0,-7737087.205648159,-0.0,AA,0,0,19537.84182331287,21099.31759434056,16971.369423885855,106100.36343030642,Lined Rock,147.02727303631949,0,0.0,1576800.0,56637.320046452165,0,1,0,1,0.2752037365405622,,,,,,,,,,
53,NSW1,Cell 243,2021,6.28312006110255,109453246.90260662,60,1.0,4942.51423221832,-0.0,0.0,0.0,-0.0,0.0,0.0,-8174200.917694168,-0.0,AA,0,0,20677.04077346938,23536.982712575977,17956.713954849383,119834.97326068068,Lined Rock,135.33606061182414,0,0.0,1576800.0,58935.88344227952,0,1,0,1,0.25425042803519243,,,,,,,,,,
54,NSW1,Cell 244,2021,6.316844201172004,109805145.30143704,60,1.0,4708.301014837612,-0.0,0.0,0.0,-0.0,0.0,0.0,-9530845.958467336,-0.0,AA,0,0,21123.188646642146,22228.84414248389,18849.966050604275,110932.2130962942,Lined Rock,142.59664686378008,0,0.0,1576800.0,62474.25864258644,0,1,0,1,0.2628994449219053,,,,,,,,,,
55,NSW1,Cell 245,2021,6.193499100791833,107585690.33829115,60,1.0,4798.087813845252,-0.0,0.0,0.0,-0.0,0.0,0.0,-10585490.61413263,-0.0,AA,0,0,21301.94977335709,21320.80084828966,18497.22592188087,85516.87986649739,Lined Rock,171.4604289370102,0,0.0,1576800.0,64374.29117396802,0,1,0,1,0.27008341452674106,,,,,,,,,,
56,NSW1,Cell 246,2021,6.510846070470993,112995124.51000452,60,1.0,4640.535121579896,-0.0,0.0,0.0,-0.0,0.0,0.0,-10556632.944923136,-0.0,AA,0,0,22028.015324072054,24769.27283544069,19125.232750205112,71035.94524254942,Lined Rock,197.0957756366745,0,0.0,1576800.0,59378.9902776883,0,1,0,1,0.2460417068031553,,,,,,,,,,
57,NSW1,Cell 247,2021,7.138169555251417,123075561.62402792,60,1.0,3837.971783495528,-0.0,0.0,0.0,-0.0,0.0,0.0,-8083453.835428196,-0.0,AA,0,0,18433.361195484205,34343.784283739406,23124.535377610624,117779.71188771064,Lined Rock,136.9162541036835,0,0.0,1576800.0,67116.753779493,0,1,0,1,0.21290333092967514,,,,,,,,,,
58,NSW1,Cell 272,2021,5.1186066264999415,89175945.21826102,60,1.0,5718.761917167877,-0.0,0.0,0.0,-0.0,0.0,0.0,-6688219.196241597,-0.0,AA,0,0,17859.06904504712,14334.873644975554,15519.32316316237,93720.2821965236,Lined Rock,160.44798203758188,0,0.0,1576800.0,53631.6987125255,0,1,0,1,0.343714804963079,,,,,,,,,,
59,NSW1,Cell 273,2021,5.122033817677036,89267399.64711127,60,1.0,5697.040674385927,-0.0,0.0,0.0,-0.0,0.0,0.0,-6496331.538306556,-0.0,AA,0,0,17927.479045287237,13901.230686766212,15578.494056526197,100950.00776419677,Lined Rock,152.2232376599996,0,0.0,1576800.0,53712.02099112669,0,1,0,1,0.34698347595196527,,,,,,,,,,
60,NSW1,Cell 283,2021,5.602120630206642,97565036.5284746,60,1.0,5365.170517083029,-0.0,0.0,0.0,-0.0,0.0,0.0,-6715850.717119354,-0.0,AA,0,0,19041.57246826372,18301.869414101635,16542.123685189013,99486.07560338028,Lined Rock,153.79174191174292,0,0.0,1576800.0,48811.39735543721,0,1,0,1,0.29645233173130897,,,,,,,,,,
61,NSW1,Cell 284,2021,5.642643008587147,98239576.12564547,60,1.0,5275.903087956035,-0.0,0.0,0.0,-0.0,0.0,0.0,-6718093.686627563,-0.0,AA,0,0,19365.165340813157,17881.52517650744,16822.013749327107,100788.18668591384,Lined Rock,152.39443980395106,0,0.0,1576800.0,47463.63867292558,0,1,0,1,0.29723229143288765,,,,,,,,,,
62,NSW1,Cell 285,2021,6.021557961003956,104766649.36315216,60,1.0,5008.314225209663,-0.0,0.0,0.0,-0.0,0.0,0.0,-8863382.953250183,-0.0,AA,0,0,20404.285843860893,20829.63577451012,17720.795919508655,99947.37659387752,Lined Rock,153.28399320416372,0,0.0,1576800.0,54907.48294895499,0,1,0,1,0.2743548711323606,,,,,,,,,,
63,NSW1,Cell 286,2021,6.132272418863268,106565181.1170146,60,1.0,4847.481885900478,-0.0,0.0,0.0,-0.0,0.0,0.0,-10156621.997596312,-0.0,AA,0,0,21084.040003165304,20829.32417700844,18308.745937526583,90351.83816608884,Lined Rock,164.73200152456496,0,0.0,1576800.0,62705.12646599418,0,1,0,1,0.27359988660890144,,,,,,,,,,
64,NSW1,Cell 287,2021,5.915442511857169,102735716.90543284,60,1.0,4892.863289796189,-0.0,0.0,0.0,-0.0,0.0,0.0,-9051809.101223905,-0.0,AA,0,0,20887.710797581414,18094.519504597934,18138.931956426903,84602.64639530319,Lined Rock,172.82341291191742,0,0.0,1576800.0,64907.0082438243,0,1,0,1,0.29091116577689746,,,,,,,,,,
65,NSW1,Cell 288,2021,6.940658021011319,120142000.58695328,60,1.0,4151.735162068694,-0.0,0.0,0.0,-0.0,0.0,0.0,-8918928.170180973,-0.0,AA,0,0,20916.74863473256,29297.41163905027,21376.920930932654,107184.1909139482,Lined Rock,146.00408705365524,0,0.0,1576800.0,67800.36875505754,0,1,0,1,0.22561937475283733,,,,,,,,,,
66,NSW1,Cell 315,2021,5.02912737051656,87608274.76885144,60,1.0,5763.410546306575,-0.0,0.0,0.0,-0.0,0.0,0.0,-6563079.862162314,-0.0,AA,0,0,17720.069680586417,13366.116963224562,15399.096346274942,92063.88403164544,Lined Rock,162.51196092167967,0,0.0,1576800.0,54925.449139787714,0,1,0,1,0.3554985619777828,,,,,,,,,,
67,NSW1,Cell 326,2021,5.328285851414492,92789857.39279144,60,1.0,5526.015695324697,-0.0,0.0,0.0,-0.0,0.0,0.0,-6290834.428115687,-0.0,AA,0,0,18484.901385695608,15739.968594868991,16060.633769245347,94909.46177355686,Lined Rock,159.0166251992143,0,0.0,1576800.0,44010.20551811909,0,1,0,1,0.3218598605776963,,,,,,,,,,
68,NSW1,Cell 327,2021,5.316717625624563,92518053.68944068,60,1.0,5452.320102714018,-0.0,0.0,0.0,-0.0,0.0,0.0,-6252190.9576459145,-0.0,AA,0,0,18735.878611817985,14942.538600137366,16277.715287027637,89543.71392074277,Lined Rock,165.80571550738773,0,0.0,1576800.0,40518.51460082218,0,1,0,1,0.32709035849746343,,,,,,,,,,
69,NSW1,Cell 328,2021,5.477120765062408,95311119.33111914,60,1.0,5355.852485109993,-0.0,0.0,0.0,-0.0,0.0,0.0,-7596191.151250301,-0.0,AA,0,0,19074.84595543916,16415.99629119042,16570.90342432926,91843.09446699794,Lined Rock,162.79166333516326,0,0.0,1576800.0,46653.06399448014,0,1,0,1,0.3147656576971132,,,,,,,,,,
70,NSW1,Cell 329,2021,5.729948757380312,99662484.65210287,60,1.0,5066.951852412282,-0.0,0.0,0.0,-0.0,0.0,0.0,-8510861.790095102,-0.0,AA,0,0,20167.18980394437,16736.497118532166,17515.72086548701,100976.61396858636,Lined Rock,152.19508904498454,0,0.0,1576800.0,58617.982741466825,0,1,0,1,0.305586416584713,,,,,,,,,,
71,NSW1,Cell 330,2021,6.140820267786953,106864620.87930456,60,1.0,4884.187172769511,-0.0,0.0,0.0,-0.0,0.0,0.0,-9760983.968682708,-0.0,AA,0,0,20924.963371051184,20659.90070982148,18171.15338669399,112464.7133919827,Lined Rock,141.26544240126393,0,0.0,1576800.0,62851.695617929145,0,1,0,1,0.2746620950336082,,,,,,,,,,
72,NSW1,Cell 331,2021,7.210172837325472,123666110.6975982,60,1.0,3559.08059078828,-0.0,0.0,0.0,-0.0,0.0,0.0,-8294387.339189828,-0.0,AA,0,0,15764.941080149842,38231.58007676441,24936.584609919923,110614.00482854758,Lined Rock,142.87611298897298,0,0.0,1576800.0,78511.26611528487,0,1,0,1,0.2085889531752563,,,,,,,,,,
73,NSW1,Cell 332,2021,6.151399061779222,106940656.65250538,60,1.0,4819.41680914448,-0.0,0.0,0.0,-0.0,0.0,0.0,-8614918.303098038,-0.0,AA,0,0,21207.30557935388,20379.073132846654,18415.363891604546,100256.24363329298,Lined Rock,152.95722057413948,0,0.0,1576800.0,60880.61206915303,0,1,0,1,0.27147309405551434,,,,,,,,,,
74,NSW1,Cell 366,2021,4.984549672214368,86761170.0684917,60,1.0,5582.390439405087,-0.0,0.0,0.0,-0.0,0.0,0.0,-4716192.120356696,-0.0,AA,0,0,18297.38530392262,10609.60693001912,15898.44265625553,96414.1395691206,Lined Rock,157.2423962515031,0,0.0,1576800.0,51237.32493185804,0,1,0,1,0.3748658796420858,,,,,,,,,,
75,NSW1,Cell 376,2021,5.283074086213971,91999983.12050696,60,1.0,5624.633952921316,-0.0,0.0,0.0,-0.0,0.0,0.0,-6558921.510948556,-0.0,AA,0,0,18159.33676362991,16305.381540661096,15779.03825005735,87854.28273690015,Lined Rock,168.10730741680933,0,0.0,1576800.0,42821.75461433065,0,1,0,1,0.32049498343088134,,,,,,,,,,
76,NSW1,Cell 377,2021,5.230295112634963,91080214.8479232,60,1.0,5603.0694960029805,-0.0,0.0,0.0,-0.0,0.0,0.0,-6141039.604018342,-0.0,AA,0,0,18229.5476588856,15064.089843512042,15839.76681871045,91681.01144116056,Lined Rock,163.0025566168058,0,0.0,1576800.0,42296.06024029687,0,1,0,1,0.3304906306663837,,,,,,,,,,
77,NSW1,Cell 378,2021,5.230358915846084,90996629.85016796,60,1.0,5467.461107262665,-0.0,0.0,0.0,-0.0,0.0,0.0,-5994266.448940027,-0.0,AA,0,0,18683.762272721888,13719.30540296109,16232.637515761253,88586.54067770204,Lined Rock,167.10751860704082,0,0.0,1576800.0,37365.41144535593,0,1,0,1,0.33907488070263,,,,,,,,,,
78,NSW1,Cell 381,2021,6.46216817559728,112096286.08115824,60,1.0,4496.818816418143,-0.0,0.0,0.0,-0.0,0.0,0.0,-9219528.35803084,-0.0,AA,0,0,19736.909608625097,25676.17036869828,19736.466579813685,119075.45717745552,Lined Rock,135.9179611532332,0,0.0,1576800.0,64550.03821082776,0,1,0,1,0.25020547323075615,,,,,,,,,,
79,NSW1,Cell 382,2021,6.448309587722484,112059850.77142692,60,1.0,4618.13326079618,-0.0,0.0,0.0,-0.0,0.0,0.0,-10563294.0348802,-0.0,AA,0,0,21762.6580479859,22729.76773174684,19218.00634016597,107968.42595632642,Lined Rock,145.2637307607633,0,0.0,1576800.0,75650.4553636385,0,1,0,1,0.2588009659219967,,,,,,,,,,
80,NSW1,Cell 383,2021,6.259782683817869,108710271.75655076,60,1.0,4727.727045449338,-0.0,0.0,0.0,-0.0,0.0,0.0,-9571556.680920357,-0.0,AA,0,0,21620.220170169912,21377.79212080169,18772.51233679908,85910.54020956754,Lined Rock,170.87354056202307,0,0.0,1576800.0,66442.47203643403,0,1,0,1,0.2651123731296328,,,,,,,,,,
81,NSW1,Cell 384,2021,7.036581428577739,122044882.43293044,60,1.0,4240.978849505556,-0.0,0.0,0.0,-0.0,0.0,0.0,-8674462.116905363,-0.0,AA,0,0,21890.30969426139,29480.81211681144,20927.082505035232,112526.19738705736,Lined Rock,141.21330653576365,0,0.0,1576800.0,68942.98266326125,0,1,0,1,0.21998121298399798,,,,,,,,,,
82,NSW1,Cell 432,2021,5.037449191020501,87600614.31025733,60,1.0,5703.601121372069,-0.0,0.0,0.0,-0.0,0.0,0.0,-5859064.78690628,-0.0,AA,0,0,17906.762314463856,13737.0974724132,15560.57522205613,69823.65127548687,Lined Rock,199.69745353884025,0,0.0,1576800.0,37839.68848722344,0,1,0,1,0.3465193703861057,,,,,,,,,,
83,NSW1,Cell 433,2021,5.0800005191175455,88304687.36437243,60,1.0,5652.27371874215,-0.0,0.0,0.0,-0.0,0.0,0.0,-5956374.963478297,-0.0,AA,0,0,18070.12889386889,14062.640155220288,15701.878341706117,65857.91680345759,Lined Rock,208.97572435404032,0,0.0,1576800.0,31660.75478861568,0,1,0,1,0.3417565755061565,,,,,,,,,,
84,NSW1,Cell 434,2021,5.216289000129468,90734677.02754696,60,1.0,5627.366994365909,-0.0,0.0,0.0,-0.0,0.0,0.0,-6432262.167363342,-0.0,AA,0,0,18150.476778905984,15810.90089750608,15771.374849831316,72363.65675101706,Lined Rock,194.30998330295785,0,0.0,1576800.0,36924.87605068206,0,1,0,1,0.32496442572856604,,,,,,,,,,
85,NSW1,Cell 435,2021,5.239905793528366,91226532.77298316,60,1.0,5668.173056055966,-0.0,0.0,0.0,-0.0,0.0,0.0,-6536457.415868858,-0.0,AA,0,0,18019.20765094476,16256.810705915806,15657.834262997674,82147.34144101934,Lined Rock,176.6118241496187,0,0.0,1576800.0,43529.10272949319,0,1,0,1,0.3221748733602184,,,,,,,,,,
86,NSW1,Cell 440,2021,6.30606334014946,109645635.80934556,60,1.0,4808.772751482104,-0.0,0.0,0.0,-0.0,0.0,0.0,-9677295.58714843,-0.0,AA,0,0,20883.27206897196,23439.500634976524,18456.12568370259,101806.90337427828,Lined Rock,151.3166662346623,0,0.0,1576800.0,49322.76940095809,0,1,0,1,0.2573621142209985,,,,,,,,,,
87,NSW1,Cell 441,2021,6.862284042956139,118705730.40964767,60,1.0,4117.887224209829,-0.0,0.0,0.0,-0.0,0.0,0.0,-8872998.852938684,-0.0,AA,0,0,20414.97082279193,28539.77080862033,21552.633535937523,111715.80479521066,Lined Rock,141.90845852443695,0,0.0,1576800.0,66106.1632161083,0,1,0,1,0.23132549081243725,,,,,,,,,,
88,NSW1,Cell 443,2021,7.029222454107493,121922274.89583558,60,1.0,4273.715645301565,-0.0,0.0,0.0,-0.0,0.0,0.0,-9966553.73873082,-0.0,AA,0,0,23097.685321550536,28039.953265428478,20766.780397119648,91916.08774436398,Lined Rock,162.69668860402135,0,0.0,1576800.0,66684.53366953907,0,1,0,1,0.223853541758873,,,,,,,,,,
89,NSW1,Cell 499,2021,6.443210252316063,111942918.04248688,60,1.0,4662.702770195867,-0.0,0.0,0.0,-0.0,0.0,0.0,-9173242.357664565,-0.0,AA,0,0,20542.932031872777,25193.81863451112,19034.3066371328,109995.89189966684,Lined Rock,143.41897083620776,0,0.0,1576800.0,53829.4370169276,0,1,0,1,0.24816050861299918,,,,,,,,,,
90,NSW1,Cell 500,2021,5.933718577983621,103248849.69512232,60,1.0,5159.287077585761,-0.0,0.0,0.0,-0.0,0.0,0.0,-8518140.222182317,-0.0,AA,0,0,19804.76559482048,21679.450932133448,17202.24382769651,89983.16606962736,Lined Rock,165.21169693255936,0,0.0,1576800.0,50451.15950417151,0,1,0,1,0.2718878401927753,,,,,,,,,,
91,NSW1,Cell 501,2021,6.10228062033695,106046439.3913976,60,1.0,4923.386374704382,-0.0,0.0,0.0,-0.0,0.0,0.0,-9692182.999260573,-0.0,AA,0,0,20757.69752723088,21632.36815824268,18026.477617459124,83728.9123066056,Lined Rock,174.13885333215347,0,0.0,1576800.0,42395.558240475126,0,1,0,1,0.26912107118178863,,,,,,,,,,
92,NSW1,Cell 503,2021,6.4881271019820295,112563856.50464603,60,1.0,4614.726632087664,-0.0,0.0,0.0,-0.0,0.0,0.0,-10606636.217821533,-0.0,AA,0,0,22151.67690732997,24075.912466859867,19232.19322865068,68901.15768812451,Lined Rock,201.79059393030127,0,0.0,1576800.0,52774.81730864857,0,1,0,1,0.2491649499188414,,,,,,,,,,
93,NSW1,Cell 559,2021,5.9925194478390855,104299179.10619695,60,1.0,5127.462685512312,-0.0,0.0,0.0,-0.0,0.0,0.0,-8815691.825801805,-0.0,AA,0,0,19928.20510010925,22049.20382895083,17309.012220894514,95431.84621425334,Lined Rock,158.3926445261847,0,0.0,1576800.0,51511.35983190852,0,1,0,1,0.2693679299527941,,,,,,,,,,
94,NSW1,Cell 560,2021,5.760983673690832,100203703.5913276,60,1.0,5246.237515661267,-0.0,0.0,0.0,-0.0,0.0,0.0,-8495361.690849232,-0.0,AA,0,0,19475.140406858587,20189.943143504068,16917.13614200079,81900.01552834743,Lined Rock,176.99854710826008,0,0.0,1576800.0,51601.19972790848,0,1,0,1,0.28413762911689994,,,,,,,,,,
95,NSW1,Cell 561,2021,5.849210035751384,101625625.65750349,60,1.0,5098.168839846821,-0.0,0.0,0.0,-0.0,0.0,0.0,-9216806.961453993,-0.0,AA,0,0,20043.19135391601,20153.49691297878,17408.4690157844,72965.19309925768,Lined Rock,193.0922470629617,0,0.0,1576800.0,41189.50756405022,0,1,0,1,0.28257729482380595,,,,,,,,,,
96,NSW1,Cell 562,2021,5.957759522299708,103564175.6757363,60,1.0,5048.242845188005,-0.0,0.0,0.0,-0.0,0.0,0.0,-10904895.288503408,-0.0,AA,0,0,20242.239681054973,20959.553639228503,17580.634887704233,82225.91658758091,Lined Rock,176.48896272832357,0,0.0,1576800.0,61251.376936321605,0,1,0,1,0.28038732768869445,,,,,,,,,,
97,NSW1,Cell 563,2021,6.379078939344242,110742429.39192905,60,1.0,4703.8978529100505,-0.0,0.0,0.0,-0.0,0.0,0.0,-11081494.33143383,-0.0,AA,0,0,21730.16765734864,23365.73721732265,18867.610875267583,76012.57982211247,Lined Rock,187.1652389751113,0,0.0,1576800.0,56695.090571877496,0,1,0,1,0.2564971673289423,,,,,,,,,,
98,NSW1,Cell 619,2021,5.459282243696538,95048567.99337634,60,1.0,5590.781484019932,-0.0,0.0,0.0,-0.0,0.0,0.0,-7918526.647657632,-0.0,AA,0,0,18269.79798075268,19150.579664076413,15874.581136715056,80114.80042696091,Lined Rock,179.92981936632088,0,0.0,1576800.0,49444.67184483065,0,1,0,1,0.2993525504948068,,,,,,,,,,
99,NSW1,Cell 620,2021,5.56378123588871,96820370.11909516,60,1.0,5453.965450587368,-0.0,0.0,0.0,-0.0,0.0,0.0,-7485318.818480811,-0.0,AA,0,0,18730.20120172728,19421.26285067365,16272.80463908326,79416.67066146221,Lined Rock,181.11654234469972,0,0.0,1576800.0,53089.64736729188,0,1,0,1,0.29247445055720045,,,,,,,,,,
100,NSW1,Cell 621,2021,5.797364296785004,100818409.7827494,60,1.0,5241.505941207212,-0.0,0.0,0.0,-0.0,0.0,0.0,-7969479.488245948,-0.0,AA,0,0,19492.796227401464,20895.690574567237,16932.40745717306,77573.68210645215,Lined Rock,184.32733020152529,0,0.0,1576800.0,57699.753656419656,0,1,0,1,0.27767637262953665,,,,,,,,,,
101,NSW1,Cell 622,2021,5.683500060096349,98737564.71338944,60,1.0,5260.358796623366,-0.0,0.0,0.0,-0.0,0.0,0.0,-8559890.98471696,-0.0,AA,0,0,19422.635845255496,19780.8984382769,16871.72257958561,63087.49955650698,Lined Rock,216.2020490244256,0,0.0,1576800.0,38984.59257489045,0,1,0,1,0.287643977300855,,,,,,,,,,
102,NSW1,Cell 623,2021,5.884216331434529,102248825.45492342,60,1.0,5079.636711641009,-0.0,0.0,0.0,-0.0,0.0,0.0,-10404537.731223468,-0.0,AA,0,0,20116.619859108225,20387.674937593805,17471.980640332502,75884.22850651291,Lined Rock,187.39856726390795,0,0.0,1576800.0,54219.32055837401,0,1,0,1,0.283654931491891,,,,,,,,,,
103,NSW1,Cell 624,2021,6.104195517077054,105920351.81075422,60,1.0,4811.98652226884,-0.0,0.0,0.0,-0.0,0.0,0.0,-10370040.285711383,-0.0,AA,0,0,21240.181123520928,20693.841101566137,18443.799431895983,68192.72285446325,Lined Rock,203.39803444302535,0,0.0,1576800.0,44318.04905240912,0,1,0,1,0.2740138505690073,,,,,,,,,,
104,NSW1,Cell 625,2021,6.313246715790462,109844039.40147474,60,1.0,4876.49404186333,-0.0,0.0,0.0,-0.0,0.0,0.0,-7582902.62839238,-0.0,AA,0,0,20958.1061854293,23782.569254382877,18199.82010104088,102180.7179486779,Lined Rock,150.93035435537712,0,0.0,1576800.0,53207.24660163011,0,1,0,1,0.24973314256220228,,,,,,,,,,
105,NSW1,Cell 681,2021,5.454041258281669,94964146.752628,60,1.0,5583.086707927511,-0.0,0.0,0.0,-0.0,0.0,0.0,-7542078.847733665,-0.0,AA,0,0,18295.09301983807,18905.124182423784,15896.459956406668,82177.30575681718,Lined Rock,176.5649712156758,0,0.0,1576800.0,59466.76932390101,0,1,0,1,0.3001116059060328,,,,,,,,,,
106,NSW1,Cell 682,2021,5.458443186189445,94996127.01945488,60,1.0,5559.5945712905095,-0.0,0.0,0.0,-0.0,0.0,0.0,-6946486.714463935,-0.0,AA,0,0,18372.75192829833,18952.8581202471,15963.630647462378,76183.76777632265,Lined Rock,186.85403848424093,0,0.0,1576800.0,58064.45328553545,0,1,0,1,0.2971526963711703,,,,,,,,,,
107,NSW1,Cell 683,2021,5.460897314417116,94986686.4414446,60,1.0,5526.481804795241,-0.0,0.0,0.0,-0.0,0.0,0.0,-6695091.101703267,-0.0,AA,0,0,18483.335307918,18876.86735493335,16059.279197971196,69816.88728721076,Lined Rock,199.71280104614212,0,0.0,1576800.0,56909.65865060196,0,1,0,1,0.29610244710179573,,,,,,,,,,
108,NSW1,Cell 684,2021,5.361536483067094,93194013.88793015,60,1.0,5585.117116513312,-0.0,0.0,0.0,-0.0,0.0,0.0,-7392947.200217106,-0.0,AA,0,0,18288.41168799,18312.11683737613,15890.680971274154,57686.57235043705,Lined Rock,232.20174283333725,0,0.0,1576800.0,47057.5345043507,0,1,0,1,0.3044333669346934,,,,,,,,,,
109,NSW1,Cell 685,2021,6.054631621108758,105158617.09032056,60,1.0,4965.703442888444,-0.0,0.0,0.0,-0.0,0.0,0.0,-10614267.294593262,-0.0,AA,0,0,20580.09173262734,21898.918130478218,17872.85835863165,70839.35610251274,Lined Rock,197.5167449481124,0,0.0,1576800.0,52587.36919810444,0,1,0,1,0.2710260117858108,,,,,,,,,,
110,NSW1,Cell 687,2021,6.3082446559564085,109726572.45799914,60,1.0,4884.892741644182,-0.0,0.0,0.0,-0.0,0.0,0.0,-7394599.024750743,-0.0,AA,0,0,20921.92893253768,24043.510722456507,18168.528764020808,96086.13011640497,Lined Rock,157.61833189951315,0,0.0,1576800.0,52426.02371735863,0,1,0,1,0.24787528081229632,,,,,,,,,,
111,NSW1,Cell 746,2021,5.527694197390252,96154588.12209804,60,1.0,5477.977894893172,-0.0,0.0,0.0,-0.0,0.0,0.0,-7438643.43597358,-0.0,AA,0,0,18647.732345485023,19361.673265411344,16201.473607341974,72192.59286588742,Lined Rock,194.65628092123765,0,0.0,1576800.0,54382.20192768361,0,1,0,1,0.29327660549844603,,,,,,,,,,
112,NSW1,Cell 747,2021,6.209752121814154,107899131.8668928,60,1.0,4821.336266999411,-0.0,0.0,0.0,-0.0,0.0,0.0,-10265212.987952884,-0.0,AA,0,0,21198.829345524984,21845.902198338423,18408.03241482859,87520.24926603305,Lined Rock,168.5826861021208,0,0.0,1576800.0,51870.33601470884,0,1,0,1,0.2665492025497858,,,,,,,,,,
113,NSW1,Cell 748,2021,6.261312640273401,108615422.29996943,60,1.0,4682.551804269002,-0.0,0.0,0.0,-0.0,0.0,0.0,-11082596.14381328,-0.0,AA,0,0,21829.60815300526,21326.903614667568,18953.621443077616,69975.57764742713,Lined Rock,199.36640675416157,0,0.0,1576800.0,47999.19207480475,0,1,0,1,0.2681613846275781,,,,,,,,,,
114,NSW1,Cell 749,2021,6.126981651785255,106499790.41036215,60,1.0,4982.1324135403975,-0.0,0.0,0.0,-0.0,0.0,0.0,-7042523.333224362,-0.0,AA,0,0,20511.95197771104,22954.60182496978,17813.921212632205,80417.30058417465,Lined Rock,179.433121920035,0,0.0,1576800.0,52246.29809801273,0,1,0,1,0.2556023447886333,,,,,,,,,,
115,NSW1,Cell 811,2021,5.986214402817829,103947008.12614854,60,1.0,5013.277831893147,-0.0,0.0,0.0,-0.0,0.0,0.0,-7471243.832376856,-0.0,AA,0,0,20384.001065030618,21619.492613119382,17703.25069979133,64941.77236053012,Lined Rock,211.3227324733669,0,0.0,1576800.0,46281.90834362226,0,1,0,1,0.2655359084165713,,,,,,,,,,
116,QLD1,Cell 806,2021,5.5340824202978345,96325117.87342022,60,1.0,5485.392326181188,-0.0,0.0,0.0,-0.0,0.0,0.0,-7367658.732077576,-0.0,AA,0,0,18622.41395268345,19193.191103745,16179.57458796847,81674.31482748147,Lined Rock,177.36914121905485,0,0.0,1576800.0,58261.88607357532,0,1,0,1,0.2945728861883401,,,,,,,,,,
117,QLD1,Cell 807,2021,5.6498916069413285,98381903.01747742,60,1.0,5419.594072676783,-0.0,0.0,0.0,-0.0,0.0,0.0,-7470855.41527572,-0.0,AA,0,0,18849.51867830714,20066.42155632136,16376.007703816376,89929.27401966802,Lined Rock,165.2818184425649,0,0.0,1576800.0,68355.85812037745,0,1,0,1,0.2865803016156383,,,,,,,,,,
