,Location,Location_code,Year,LCOH,Capex,Step,RE_supply_proportion,FLH,EI_market,EI_MEF,EI_AEF,EI_L,Sell_amount,Purchase_amount,Curtailment,LGCs,battery class,battery_energy_capacity,battery_power_capacity,wind_capacity,pv_capacity,electrolyser_capacity,hydrogen_storage_capacity,hydrogen_storage_type,hydrogen_storage_cost,Grid_max_power_export,grid_cost,production_amount,H2_initial_storage_level,Simultaneity_obligation_interval,ratio,Simultaneity_obligation,Batch_interval,RE factor,EI_market,EI_MEF,EI_AEF,EI_L,EI_MEF-EI_market,EI_AEF-EI_L,,,,,
51,NSW1,Cell 2127,2021,4.277493174,49061013.64,60,0.942496003,4658.784825,24.62718365,25.31687136,26.6731896,25.97850747,5178813.298,-65418387.68,0,47940.9175,AA,0,0,6582.419604,7320.581334,19050.31411,1655.027739,Pipeline,998.5984786,19332,2800777.343,1576800,0,0,0.3,0,1,0.729804289,0.625055422,0.642560187,0.676984508,0.659352981,0.017504764,0.017631527,,,,,
52,NSW1,Cell 2127,2021,4.396060197,56329116.02,60,0.920154013,4658.784825,20.28658961,21.56075452,22.42451513,21.69178139,7190934.269,-57490347.35,0,39491.22778,AA,0,0,8776.559472,9760.775112,19050.31411,1650.44446,Pipeline,998.6023598,19332,2159292.957,1576800,0,0,0.4,0,1,0.973072385,0.514888061,0.547227272,0.56915013,0.550552827,0.032339211,0.018597303,,,,,
53,NSW1,Cell 2127,2021,4.515532455,63600187,60,0.894961927,4658.784825,15.92120665,17.79637087,18.16842328,17.40505531,9459734.979,-49818986.76,0,30993.28227,AA,0,0,10970.69934,12200.96889,19050.31411,1648.838111,Pipeline,998.6037201,19332,1519515.932,1576800,0,0,0.5,0,1,1.216340481,0.404091539,0.45168454,0.461127494,0.441752673,0.047593001,0.019374821,,,,,
54,NSW1,Cell 2127,2021,4.638139189,70887067.05,60,0.863185441,4658.784825,11.56689222,14.04854592,13.9655371,13.188981,12321527.12,-42904446.59,-163828.9925,22516.88351,AA,0,0,13164.83921,14641.16267,19050.31411,1663.085285,Pipeline,998.5916552,22729,885032.835,1576800,0,0,0.6,0,1,1.459608577,0.293575945,0.356562079,0.354455256,0.334745711,0.062986135,0.019709545,,,,,
55,NSW1,Cell 2127,2021,4.76457162,78190032.61,60,0.820138064,4658.784825,7.148166468,10.354143,9.783703757,9.007663673,16198376.46,-37085558.93,-408253.2931,13915.09739,AA,0,0,15358.97908,17081.35645,19050.31411,1693.464357,Pipeline,998.5659294,26717,257369.7994,1576800,0,0,0.7,0,1,1.702876674,0.181425545,0.262795508,0.248317354,0.228620905,0.081369963,0.019696449,,,,,
56,NSW1,Cell 2127,2021,4.894327998,85476988.09,60,0.767600259,4658.784825,2.672978246,6.659176451,5.626346875,4.853311121,20929934.2,-32183906.22,-715204.146,5203.397652,AA,0,0,17553.11894,19521.55022,19050.31411,1707.788252,Pipeline,998.5537995,30534,-361016.6432,1576800,0,0,0.8,0,1,1.94614477,0.067842087,0.169014631,0.142800682,0.123180485,0.101172543,0.019620197,,,,,
57,NSW1,Cell 2127,2021,5.026793951,92763714.75,60,0.708005283,4658.784825,-1.847113388,2.931553686,1.484667525,0.715993627,26297061.23,-27957324.1,-1061656.294,-3595.714062,AA,0,0,19747.25881,21961.744,19050.31411,1721.88301,Pipeline,998.5418637,34351,-973274.0029,1576800,0,0,0.9,0,1,2.189412866,-0.04688105,0.074404916,0.037681917,0.018172427,0.121285966,0.01950949,,,,,
58,NSW1,Cell 2127,2021,5.162341878,100047255.1,60,0.640582871,4658.784825,-6.416178084,-0.796957685,-2.633117666,-3.401569944,32369127.56,-24481487.14,-1453914.304,-12490.16,AA,0,0,21941.39868,24401.93778,19050.31411,1732.78239,Pipeline,998.5326338,38167,-1578232.917,1576800,0,0,1,0,1,2.432680962,-0.162847159,-0.020227352,-0.066830398,-0.086334263,0.142619807,0.019503865,,,,,
59,NSW1,Cell 2127,2021,5.301436964,107329809.3,60,0.565230145,4658.784825,-11.02731146,-4.491492216,-6.715410287,-7.491316215,39155398.5,-21784358.19,-1910675.723,-21466.49964,AA,0,0,24135.53855,26842.13156,19050.31411,1742.692965,Pipeline,998.5242413,41984,-2175091.403,1576800,0,0,1.1,0,1,2.675949058,-0.279881002,-0.113997264,-0.170441885,-0.190134929,0.165883737,0.019693044,,,,,
60,NSW1,Cell 2127,2021,5.442507331,114602819.1,60,0.484715477,4658.784825,-15.67335148,-8.185756758,-10.78854545,-11.57073432,46406554.2,-19576063.2,-2391386.325,-30510.79088,AA,0,0,26329.67842,29282.32534,19050.31411,1743.03093,Pipeline,998.5239551,45801,-2766433.813,1576800,0,0,1.2,0,1,2.919217155,-0.397800799,-0.207760324,-0.27382095,-0.29367346,0.190040475,0.01985251,,,,,
61,NSW1,Cell 2127,2021,5.585161242,121875492,60,0.400275613,4658.784825,-20.3476164,-11.8822407,-14.8502661,-15.64403726,54011213.25,-17735451.56,-2886276.939,-39610.02658,AA,0,0,28523.81828,31722.51911,19050.31411,1743.03093,Pipeline,998.5239551,49617,-3354171.523,1576800,0,0,1.3,0,1,3.162485251,-0.516436964,-0.301579713,-0.376910307,-0.397056783,0.214857251,0.020146476,,,,,
62,NSW1,Cell 2127,2021,5.729191752,129148164.8,60,0.311802985,4658.784825,-25.05124201,-15.56892034,-18.90642523,-19.71143202,61979063.28,-16271730.91,-3394867.568,-48766.41777,AA,0,0,30717.95815,34162.71289,19050.31411,1743.03093,Pipeline,998.5239551,53434,-3938808.342,1576800,0,0,1.4,0,1,3.405753347,-0.635818325,-0.395150262,-0.479858508,-0.500290153,0.240668063,0.020431645,,,,,
63,NSW1,Cell 2127,2021,5.874190316,136420837.6,60,0.221253553,4658.784825,-29.76853665,-19.24876119,-22.95350373,-23.77428379,70133950.4,-15005581.75,-3913992.583,-57949.41802,AA,0,0,32912.09802,36602.90667,19050.31411,1743.03093,Pipeline,998.5239551,57251,-4521264.55,1576800,0,0,1.5,0,1,3.649021443,-0.755546616,-0.488547238,-0.582576237,-0.603408218,0.266999377,0.020831981,,,,,
64,VIC1,Cell 36,2021,3.071183287,24631153.79,60,1,5322.95227,37.5661476,32.30887985,43.43725829,45.12141429,0,-90060058.29,0,73128.76733,AA,0,0,0,0,16673.32521,2238.117931,Pipeline,998.1047023,16920,3229584.453,1576800,0,0,0,0,1,0,0.953455523,0.820022331,1.102468485,1.145213561,-0.133433192,-0.042745076,,,,,
65,VIC1,Cell 36,2021,3.147512792,29379615.62,60,0.9805255,5322.95227,33.51095951,29.21581938,39.13137141,40.45409754,1753874.648,-82498205.04,-0.02992949,65234.66784,AA,0,0,1919.326016,619.0944157,16673.32521,2243.645382,Pipeline,998.1000215,16920,2812362.095,1576800,0,0,0.1,0,1,0.152244402,0.850531967,0.741518258,0.993182015,1.026753745,-0.109013709,-0.03357173,,,,,
66,VIC1,Cell 36,2021,3.224342587,34120425.75,60,0.959193331,5322.95227,29.43961417,26.11535384,34.83011644,35.78678077,3675051,-75103653.43,0,57309.11559,AA,0,0,3838.652033,1238.188831,16673.32521,2241.491971,Pipeline,998.1018451,16920,2397121.772,1576800,0,0,0.2,0,1,0.304488805,0.747198329,0.66282624,0.884013108,0.908293928,-0.08437209,-0.02428082,,,,,
67,VIC1,Cell 36,2021,3.301668353,38860019.87,60,0.936396116,5322.95227,25.35552649,23.0622514,30.54073132,31.11946402,5728169.491,-67841044,0,49358.75824,AA,0,0,5757.978049,1857.283247,16673.32521,2238.117931,Pipeline,998.1047023,16920,1983134.551,1576800,0,0,0.3,0,1,0.456733207,0.643541281,0.58533633,0.775145465,0.789834112,-0.058204952,-0.014688647,,,,,
68,VIC1,Cell 36,2021,3.379441184,43593203.07,60,0.9122907,5322.95227,21.26006063,20.01736608,26.24326506,26.45214726,7899104.653,-60696251.24,0,41386.25135,AA,0,0,7677.304065,2476.377663,16673.32521,2228.308664,Pipeline,998.113009,16920,1570870.812,1576800,0,0,0.4,0,1,0.608977609,0.539595447,0.508054977,0.666072717,0.671374296,-0.031540471,-0.005301579,,,,,
69,VIC1,Cell 36,2021,3.457716962,48355248.68,60,0.886209868,5322.95227,17.14741341,16.96872499,21.94562342,21.78483051,10247945.96,-53729364.62,0,33380.29811,AA,0,0,9596.630082,3095.472078,16673.32521,2247.471549,Pipeline,998.0967814,16920,1156514.552,1576800,0,0,0.5,0,1,0.761222012,0.435213538,0.430678299,0.556995518,0.55291448,-0.004535239,0.004081038,,,,,
70,VIC1,Cell 36,2021,3.53660713,53096791.85,60,0.857334573,5322.95227,13.01046114,13.88793512,17.65219744,17.11751375,12848456.66,-47014147.39,4.04E-06,25327.03102,AA,0,0,11515.9561,3714.566494,16673.32521,2246.053964,Pipeline,998.0979818,16920,745833.4462,1576800,0,0,0.6,0,1,0.913466414,0.33021475,0.352485663,0.448025316,0.434454664,0.022270913,0.013570652,,,,,
71,VIC1,Cell 36,2021,3.616288015,57884924.02,60,0.82607516,5322.95227,8.85277281,10.85678774,13.34643127,12.45019699,15663681.19,-40513644,0,17233.39774,AA,0,0,13435.28211,4333.66091,16673.32521,2291.405034,Pipeline,998.0595774,16920,331727.0535,1576800,0,0,0.7,0,1,1.065710816,0.224689665,0.275552988,0.33874191,0.315994847,0.050863323,0.022747063,,,,,
72,VIC1,Cell 36,2021,3.696925259,62658954.5,60,0.791437962,5322.95227,4.683616301,7.770184316,9.063256485,7.804392749,18783109.34,-34360282.11,-42937.88562,9117.439732,AA,0,0,15354.60813,4952.755325,16673.32521,2322.602045,Pipeline,998.0331589,17384,-78649.17503,1576800,0,0,0.8,0,1,1.217955219,0.11887351,0.1972128,0.23003189,0.198081034,0.07833929,0.031950856,,,,,
73,VIC1,Cell 36,2021,3.781764527,67445555.98,60,0.750066661,5322.95227,0.674800862,4.807745626,4.990272305,3.421527227,22509011.07,-29338206.17,-610688.1469,1313.612344,AA,0,0,17273.93415,5571.849741,16673.32521,2366.422164,Pipeline,997.9960509,19557,-480964.8839,1576800,0,0,0.9,0,1,1.370199621,0.017126925,0.122024001,0.126656657,0.086840793,0.104897075,0.039815864,,,,,
74,VIC1,Cell 36,2021,3.871308013,72243238.58,60,0.702187598,5322.95227,-3.183192772,1.990600514,1.122430378,-0.712197865,26821002.29,-25399491.42,-1675710.091,-6196.615264,AA,0,0,19193.26016,6190.944157,16673.32521,2421.372191,Pipeline,997.9495177,21730,-873922.3468,1576800,0,0,1,0,1,1.522444023,-0.080791695,0.050522856,0.028488081,-0.018076088,0.13131455,0.046564169,,,,,
75,VIC1,Cell 36,2021,3.9690005,76986431.31,60,0.641881199,5322.95227,-6.881734535,-0.67102976,-2.458572153,-4.524576016,32252200.12,-23221375.49,-3382124.258,-13396.44323,AA,0,0,21112.58618,6810.038572,16673.32521,2421.610537,Pipeline,997.9493159,23903,-1242434.228,1576800,0,0,1.1,0,1,1.674688426,-0.174663313,-0.017031212,-0.062400308,-0.114836955,0.157632101,0.052436647,,,,,
76,VIC1,Cell 36,2021,4.068054879,81725908.38,60,0.57936658,5322.95227,-10.56858308,-3.305566527,-6.007833085,-8.299840332,37882270.29,-21316209.23,-5162615.761,-20573.50839,AA,0,0,23031.9122,7429.132988,16673.32521,2418.117931,Pipeline,997.9522735,26075,-1607463.116,1576800,0,0,1.2,0,1,1.826932829,-0.268238149,-0.083897628,-0.152483073,-0.210655846,0.184340522,0.058172773,,,,,
77,VIC1,Cell 36,2021,4.168019421,86468863.74,60,0.515205896,5322.95227,-14.25504095,-5.930713449,-9.537391681,-12.05743924,43660585.24,-19594547.03,-6978366.533,-27749.81305,AA,0,0,24951.23821,8048.227404,16673.32521,2418.117931,Pipeline,997.9522735,28248,-1970830.504,1576800,0,0,1.3,0,1,1.979177231,-0.36180307,-0.150525722,-0.242065779,-0.306026377,0.211277348,0.063960598,,,,,
78,VIC1,Cell 36,2021,4.268732178,91211819.1,60,0.44933622,5322.95227,-17.94320194,-8.53857695,-13.05521335,-15.79923024,49592812.09,-18058348.51,-8825669.08,-34929.43311,AA,0,0,26870.56423,8667.321819,16673.32521,2418.117931,Pipeline,997.9522735,30421,-2332512.483,1576800,0,0,1.4,0,1,2.131421633,-0.455411217,-0.216715151,-0.331350593,-0.400995691,0.238696066,0.069645098,,,,,
79,VIC1,Cell 36,2021,4.370139946,95950704.68,60,0.38179096,5322.95227,-21.6353589,-11.14606394,-16.55708306,-19.52831632,55675942.22,-16698411.61,-10698329.99,-42116.83199,AA,0,0,28789.89025,9286.416235,16673.32521,2414.031424,Pipeline,997.9557341,32594,-2692174.093,1576800,0,0,1.5,0,1,2.283666036,-0.549120784,-0.282895024,-0.420230535,-0.495642546,0.26622576,0.075412011,,,,,
