,grid_interaction,CP_grid_out,CP_grid_in,grid_pout,grid_pin,pv_pout,wind_pout,curtail_wind,curtail_solar,CP_wind,CP_pv,CP_el,el_pin,el_pout,h2_storage_p,h2_storage_level,price,CO2,Mean_CO2,Load,Time
0,-1447.2393847999901,0.0,1447.2393847999901,-1447.2393847999901,0.0,0.0,-2394.2030775908834,0.0,0.0,2394.2030775908834,0.0,-3841.4424623908735,3841.4424623908735,-66.16657784629949,-79.66675548703383,4436.611467684942,0.03794262454545455,1276.3451309881316,992.5360436405567,145.83333333333334,2021-01-01 00:00:00
1,-1447.2393847999901,0.0,1447.2393847999901,-1447.2393847999901,0.0,0.0,-867.7674438334179,0.0,0.0,867.7674438334179,0.0,-2315.006828633408,2315.006828633408,-39.874625493193534,-105.95870784013978,4330.652759844802,0.034325,1261.8213875079523,1109.2739774370118,145.83333333333334,2021-01-01 01:00:00
2,-1447.2393847999901,0.0,1447.2393847999901,-1447.2393847999901,0.0,0.0,-1018.3339016160211,0.0,0.0,1018.3339016160211,0.0,-2465.5732864160127,2465.5732864160127,-42.468043811299424,-103.36528952203389,4227.287470322768,0.02883583333333334,1310.1481494484087,1099.3819593571786,145.83333333333334,2021-01-01 02:00:00
3,-1447.2393847999901,0.0,1447.2393847999901,-1447.2393847999901,0.0,0.0,-730.0552680266212,0.0,0.0,730.0552680266212,0.0,-2177.294652826611,2177.294652826611,-37.50261459100953,-108.33071874232378,4118.956751580438,0.026915833333333337,1312.8938783007668,1098.1537755729014,145.83333333333334,2021-01-01 03:00:00
4,-1447.2393847999901,0.0,1447.2393847999901,-1447.2393847999901,0.0,0.0,-300.70264027346667,0.0,0.0,300.70264027346667,0.0,-1747.9420250734565,1747.9420250734565,-30.10726913266288,-115.72606420067044,4003.230687379768,0.03052790333333334,1304.064390814368,1104.5632638928664,145.83333333333334,2021-01-01 04:00:00
5,-1447.2393847999901,0.0,1447.2393847999901,-1447.2393847999901,0.0,0.0,-70.27052665397981,0.0,0.0,70.27052665397981,0.0,-1517.5099114539698,1517.5099114539698,-26.138212057524072,-119.69512127580924,3883.535566103959,0.02849319416666667,1295.4270706679613,1092.834313826839,145.83333333333334,2021-01-01 05:00:00
6,-1447.2393847999901,0.0,1447.2393847999901,-1447.2393847999901,0.0,0.0,-867.1885973419014,0.0,0.0,867.1885973419014,0.0,-2314.4279821418913,2314.4279821418913,-39.86465520421564,-105.96867812911768,3777.5668879748414,0.015691041666666666,1265.2031496075554,1049.7474540593312,145.83333333333334,2021-01-01 06:00:00
7,-1447.2393847999901,0.0,1447.2393847999901,-1447.2393847999901,0.0,-1476.0784092372205,-1050.4883764597291,0.0,0.0,1050.4883764597291,1476.0784092372205,-3973.8061704969396,3973.8061704969396,-68.44646455088231,-77.386868782451,3700.1800191923903,0.017331826666666668,1023.2259280897522,999.5259645072454,145.83333333333334,2021-01-01 07:00:00
8,-1447.2393847999901,0.0,1447.2393847999901,-1447.2393847999901,0.0,-2529.816010888943,-1038.9244619576436,0.0,0.0,1038.9244619576436,2529.816010888943,-5015.979857646576,5015.979857646576,-86.39729085513295,-59.43604247820036,3640.74397671419,0.02182701833333333,1095.358499274172,969.5705860714893,145.83333333333334,2021-01-01 08:00:00
9,-1447.2393847999901,0.0,1447.2393847999901,-1447.2393847999901,0.0,-2283.1063112960146,-1885.8612576648961,0.0,0.0,1885.8612576648961,2283.1063112960146,-5616.2069537609,5616.2069537609,-96.73584812088164,-49.09748521245167,3591.646491501738,0.0316309,1073.5211905488748,983.9293572759918,145.83333333333334,2021-01-01 09:00:00
10,-1447.2393847999901,0.0,1447.2393847999901,-1447.2393847999901,0.0,-3998.6579162723274,-3229.202001402629,0.0,0.0,3229.202001402629,3998.6579162723274,-8675.099302474946,8675.099302474946,-149.42346239499167,3.5901290616583594,3595.2366205633966,0.027059839999999998,1306.5096078858755,966.6531908692473,145.83333333333334,2021-01-01 10:00:00
11,-1447.2393847999901,0.0,1447.2393847999901,-1447.2393847999901,0.0,-4148.412494752968,-1827.7582784283707,0.0,0.0,1827.7582784283707,4148.412494752968,-7423.410157981329,7423.410157981329,-127.86385606759177,-17.969477265741546,3577.267143297655,0.027918585000000003,1079.224132138859,946.3205613745035,145.83333333333334,2021-01-01 11:00:00
12,-1447.2393847999901,0.0,1447.2393847999901,-1447.2393847999901,0.0,-3977.359439119681,-4107.162886602647,0.0,0.0,4107.162886602647,3977.359439119681,-9531.761710522318,9531.761710522318,-164.1789664706108,18.345633137277474,3595.6127764349326,0.031453682499999996,734.2367630598225,979.4775177119761,145.83333333333334,2021-01-01 12:00:00
13,-1447.2393847999901,0.0,1447.2393847999901,-1447.2393847999901,0.0,-4671.106960758184,-5797.774282175019,0.0,0.0,5797.774282175019,4671.106960758184,-11916.120627733193,11916.120627733193,-205.24814073359337,59.41480740026006,3655.0275838351927,0.030285335833333336,914.2697536164735,985.1049357176807,145.83333333333334,2021-01-01 13:00:00
14,-1447.2393847999901,0.0,1447.2393847999901,-1447.2393847999901,0.0,-5365.77414278554,-6934.204782406487,0.0,0.0,6934.204782406487,5365.77414278554,-13747.218309992018,13747.218309992018,-236.78771695360265,90.95438362026934,3745.981967455462,0.03088958166666667,1066.3379428074204,961.2285447295241,145.83333333333334,2021-01-01 14:00:00
15,-1447.2393847999901,0.0,1447.2393847999901,-1447.2393847999901,0.0,-5108.40697573897,-7189.245951241827,0.0,0.0,7189.245951241827,5108.40697573897,-13744.892311780786,13744.892311780786,-236.7476530080352,90.91431967470189,3836.8962871301637,0.032161335,832.922897510876,975.535134632578,145.83333333333334,2021-01-01 15:00:00
16,-1447.2393847999901,0.0,1447.2393847999901,-1447.2393847999901,0.0,-3219.3997470934673,-8921.363263376648,0.0,0.0,8921.363263376648,3219.3997470934673,-13588.002395270107,13588.002395270107,-234.04531684766422,88.21198351433091,3925.1082706444945,0.035358960833333335,1150.4223881292655,967.7330326165827,145.83333333333334,2021-01-01 16:00:00
17,-1447.2393847999901,0.0,1447.2393847999901,-1447.2393847999901,0.0,-1216.030185786563,-8797.274469030297,0.0,0.0,8797.274469030297,1216.030185786563,-11460.54403961685,11460.54403961685,-197.40110304458156,51.567769711248246,3976.6760403557428,0.0362867025,849.5147596891416,985.450754895315,145.83333333333334,2021-01-01 17:00:00
18,-1447.2393847999901,0.0,1447.2393847999901,-1447.2393847999901,0.0,-1134.603963925633,-8035.343104794638,0.0,0.0,8035.343104794638,1134.603963925633,-10617.186453520262,10617.186453520262,-182.87476666988638,37.04143333655307,4013.7174736922957,0.041060704999999996,1179.6436799549776,1034.7797965621537,145.83333333333334,2021-01-01 18:00:00
19,-1447.2393847999901,0.0,1447.2393847999901,-1447.2393847999901,0.0,-282.9123271427499,-7189.598940859589,0.0,0.0,7189.598940859589,282.9123271427499,-8919.75065280233,8919.75065280233,-153.63743742523695,7.804104091903639,4021.5215777841995,0.041752065000000005,1410.757360277368,1027.8340533464861,145.83333333333334,2021-01-01 19:00:00
20,-1447.2393847999901,0.0,1447.2393847999901,-1447.2393847999901,0.0,0.0,-5265.033352872798,0.0,0.0,5265.033352872798,0.0,-6712.272737672788,6712.272737672788,-115.61493396582065,-30.21839936751266,3991.303178416687,0.039003963333333336,1224.2695171998225,1024.4033400631383,145.83333333333334,2021-01-01 20:00:00
21,-1447.2393847999901,0.0,1447.2393847999901,-1447.2393847999901,0.0,0.0,-4082.6200376602815,0.0,0.0,4082.6200376602815,0.0,-5529.859422460271,5529.859422460271,-95.2485628868649,-50.58477044646841,3940.7184079702183,0.037024769166666666,603.2121341435065,1043.5150349956834,145.83333333333334,2021-01-01 21:00:00
22,-1447.2393847999901,0.0,1447.2393847999901,-1447.2393847999901,0.0,0.0,-3712.4603696768477,0.0,0.0,3712.4603696768477,0.0,-5159.699754476838,5159.699754476838,-88.87278120407939,-56.96055212925393,3883.7578558409646,0.036360904166666666,1023.4313300721086,1061.7547896662709,145.83333333333334,2021-01-01 22:00:00
23,-1447.2393847999901,0.0,1447.2393847999901,-1447.2393847999901,0.0,0.0,-3983.4615233794625,0.0,0.0,3983.4615233794625,0.0,-5430.700908179452,5430.700908179452,-93.54061603655552,-52.292717296777795,3831.4651385441866,0.03558864166666667,897.5623379361649,1085.236324905925,145.83333333333334,2021-01-01 23:00:00
24,-1447.2393847999901,0.0,1447.2393847999901,-1447.2393847999901,0.0,0.0,-2394.2030775908834,0.0,0.0,2394.2030775908834,0.0,-3841.4424623908735,3841.4424623908735,-66.16657784629949,-79.66675548703383,3751.798383057153,0.03498779083333334,745.2563292036582,1085.6727486258478,145.83333333333334,2021-01-02 00:00:00
25,-1447.2393847999901,0.0,1447.2393847999901,-1447.2393847999901,0.0,0.0,-3777.3301081110585,0.0,0.0,3777.3301081110585,0.0,-5224.569492911049,5224.569492911049,-89.99012413970802,-55.8432091936253,3695.9551738635278,0.028842533333333337,1071.4942098605445,1093.4145961566928,145.83333333333334,2021-01-02 01:00:00
26,-1447.2393847999901,0.0,1447.2393847999901,-1447.2393847999901,0.0,0.0,-2237.7825216215006,0.0,0.0,2237.7825216215006,0.0,-3685.0219064214907,3685.0219064214907,-63.47232614407095,-82.36100718926237,3613.5941666742656,0.026899475,1202.1290903361464,1086.860267154271,145.83333333333334,2021-01-02 02:00:00
27,-1447.2393847999901,0.0,1447.2393847999901,-1447.2393847999901,0.0,0.0,-1843.1818353141703,0.0,0.0,1843.1818353141703,0.0,-3290.42122011416,3290.42122011416,-56.675562354328534,-89.15777097900478,3524.4363956952607,0.027278198333333337,984.8513492266434,1092.9634280825212,145.83333333333334,2021-01-02 03:00:00
28,-1447.2393847999901,0.0,1447.2393847999901,-1447.2393847999901,0.0,0.0,-1639.1924811311662,0.0,0.0,1639.1924811311662,0.0,-3086.4318659311566,3086.4318659311566,-53.161966194680346,-92.67136713865297,3431.765028556608,0.031083653333333336,1279.5556440142427,1099.8779167164346,145.83333333333334,2021-01-02 04:00:00
29,-1447.2393847999901,0.0,1447.2393847999901,-1447.2393847999901,0.0,0.0,-924.1759910472753,0.0,0.0,924.1759910472753,0.0,-2371.4153758472658,2371.4153758472658,-40.846229406818054,-104.98710392651526,3326.777924630093,0.03145408583333333,899.6311765262055,1102.7941473733847,145.83333333333334,2021-01-02 05:00:00
30,-1447.2393847999901,0.0,1447.2393847999901,-1447.2393847999901,0.0,0.0,-1080.905395025892,0.0,0.0,1080.905395025892,0.0,-2528.1447798258823,2528.1447798258823,-43.54580083361509,-102.28753249971822,3224.490392130375,0.025999062499999996,1088.4453509045322,1073.9289489189061,145.83333333333334,2021-01-02 06:00:00
31,-1447.2393847999901,0.0,1447.2393847999901,-1447.2393847999901,0.0,-2372.5690905069587,0.0,0.0,0.0,0.0,2372.5690905069587,-3819.808475306949,3819.808475306949,-65.79394519475551,-80.0393881385778,3144.451003991797,0.02994583916666667,629.614225356219,1039.2848635404866,145.83333333333334,2021-01-02 07:00:00
32,-1447.2393847999901,0.0,1447.2393847999901,-1447.2393847999901,0.0,-4175.72424340139,0.0,0.0,0.0,0.0,4175.72424340139,-5622.96362820138,5622.96362820138,-96.85222784795683,-48.98110548537649,3095.46989850642,0.033228744166666664,851.1794109723329,1017.7224423785088,145.83333333333334,2021-01-02 08:00:00
