,grid_interaction,CP_grid_out,CP_grid_in,grid_pout,grid_pin,pv_pout,wind_pout,curtail_wind,curtail_solar,CP_wind,CP_pv,CP_el,el_pin,el_pout,h2_storage_p,h2_storage_level,price,CO2,Mean_CO2,Load,Time
0,-1543.1924281918825,0.0,1543.1924281918825,-1543.1924281918825,0.0,0.0,-2552.9405153678613,0.0,0.0,2552.9405153678613,0.0,-4096.132943559744,4096.132943559744,-70.5534709766688,0.0,0.0,0.03794262454545455,1360.9677587461924,1058.3419186490103,70.5534709766688,2021-01-01 00:00:00
1,-1543.1924281918825,0.0,1543.1924281918825,-1543.1924281918825,0.0,0.0,-925.3010682405002,0.0,0.0,925.3010682405002,0.0,-2468.493496432383,2468.493496432383,-42.518342704297936,0.0,0.0,0.034325,1345.4810803134387,1182.819663940852,42.518342704297936,2021-01-01 01:00:00
2,-1543.1924281918825,0.0,1543.1924281918825,-1543.1924281918825,0.0,0.0,-1085.8501937204549,0.0,0.0,1085.8501937204549,0.0,-2629.0426219123374,2629.0426219123374,-45.28370657821447,0.0,0.0,0.02883583333333334,1397.011942373174,1172.2717977338766,45.28370657821447,2021-01-01 02:00:00
3,-1543.1924281918825,0.0,1543.1924281918825,-1543.1924281918825,0.0,0.0,-778.4584731543748,0.0,0.0,778.4584731543748,0.0,-2321.6509013462573,2321.6509013462573,-39.98906572200738,0.0,0.0,0.026915833333333337,1399.9397150826019,1170.9621844548083,39.98906572200738,2021-01-01 03:00:00
4,-1543.1924281918825,0.0,1543.1924281918825,-1543.1924281918825,0.0,0.0,-320.63944809756003,0.0,0.0,320.63944809756003,0.0,-1863.8318762894426,1863.8318762894426,-32.10340338096973,0.0,0.0,0.03052790333333334,1390.5248260345754,1177.7966265988225,32.10340338096973,2021-01-01 04:00:00
5,-1543.1924281918825,0.0,1543.1924281918825,-1543.1924281918825,0.0,0.0,-74.92951463068712,0.0,0.0,74.92951463068712,0.0,-1618.1219428225697,1618.1219428225697,-27.87119488129426,0.0,0.0,0.02849319416666667,1381.314845163549,1165.290038454087,27.87119488129426,2021-01-01 05:00:00
6,-1543.1924281918825,0.0,1543.1924281918825,-1543.1924281918825,0.0,0.0,-924.6838437977607,0.0,0.0,924.6838437977607,0.0,-2467.876271989643,2467.876271989643,-42.50771137777436,0.0,0.0,0.015691041666666666,1349.0870557456062,1119.3464879633207,42.50771137777436,2021-01-01 06:00:00
7,-1543.1924281918825,0.0,1543.1924281918825,-1543.1924281918825,0.0,-1014.5197428058207,-1120.1365340677735,0.0,0.0,1120.1365340677735,1014.5197428058207,-3677.8487050654767,3677.8487050654767,-63.34877198685614,0.0,0.0,0.017331826666666668,1091.0665651736263,1065.7952764476063,63.34877198685614,2021-01-01 07:00:00
8,-1543.1924281918825,0.0,1543.1924281918825,-1543.1924281918825,0.0,-1738.7614862813346,-1107.8059234671348,0.0,0.0,1107.8059234671348,1738.7614862813346,-4389.759837940352,4389.759837940352,-75.61102083066551,0.0,0.0,0.02182701833333333,1167.9815792666072,1033.853834229276,75.61102083066551,2021-01-01 08:00:00
9,-1543.1924281918825,0.0,1543.1924281918825,-1543.1924281918825,0.0,-1569.1960625122408,-2010.895256178429,0.0,0.0,2010.895256178429,1569.1960625122408,-5123.283746882553,5123.283746882553,-88.24553697878413,0.0,0.0,0.0316309,1144.6964407947683,1049.1646026022568,88.24553697878413,2021-01-01 09:00:00
10,-1543.1924281918825,0.0,1543.1924281918825,-1543.1924281918825,0.0,-2748.3075258050912,-3443.300486432867,0.0,0.0,3443.300486432867,2748.3075258050912,-7734.800440429841,7734.800440429841,-133.22736979086832,0.0,0.0,0.027059839999999998,1393.1321628094504,1030.7430135637885,133.22736979086832,2021-01-01 10:00:00
11,-1543.1924281918825,0.0,1543.1924281918825,-1543.1924281918825,0.0,-2851.234968882241,-1948.9400063732369,0.0,0.0,1948.9400063732369,2851.234968882241,-6343.367403447361,6343.367403447361,-109.26075744126851,0.0,0.0,0.027918585000000003,1150.7774916371625,1009.062315670222,109.26075744126851,2021-01-01 11:00:00
12,-1543.1924281918825,0.0,1543.1924281918825,-1543.1924281918825,0.0,-2733.66892298573,-4379.47082875433,0.0,0.0,4379.47082875433,2733.66892298573,-8656.332179931942,8656.332179931942,-149.10020979213482,0.0,0.0,0.031453682499999996,782.9172044061158,1044.417602777025,149.10020979213482,2021-01-01 12:00:00
13,-1543.1924281918825,0.0,1543.1924281918825,-1543.1924281918825,0.0,-3210.4867890424366,-6182.1710123336725,0.0,0.0,6182.1710123336725,3210.4867890424366,-10935.850229567992,10935.850229567992,-188.36356202503924,0.0,0.0,0.030285335833333336,974.8865156131629,1050.4181227655508,188.36356202503924,2021-01-01 13:00:00
14,-1543.1924281918825,0.0,1543.1924281918825,-1543.1924281918825,0.0,-3687.936744570359,-7393.947696649018,0.0,0.0,7393.947696649018,3687.936744570359,-12625.07686941126,12625.07686941126,-217.4594933215522,0.0,0.0,0.03088958166666667,1137.0369384063843,1024.9587093661812,217.4594933215522,2021-01-01 14:00:00
15,-1543.1924281918825,0.0,1543.1924281918825,-1543.1924281918825,0.0,-3511.04636362259,-7665.898283924044,0.0,0.0,7665.898283924044,3511.04636362259,-12720.137075738518,12720.137075738518,-219.0968492376221,0.0,0.0,0.032161335,888.1463026823758,1040.213836778769,219.0968492376221,2021-01-01 15:00:00
