,grid_interaction,CP_grid_out,CP_grid_in,grid_pout,grid_pin,pv_pout,wind_pout,curtail_wind,curtail_solar,CP_wind,CP_pv,CP_el,el_pin,el_pout,h2_storage_p,h2_storage_level,price,CO2,Mean_CO2,Load,Time
0,-1447.3091428957046,0.0,1447.3091428957046,-1447.3091428957046,0.0,0.0,-2394.318480093884,0.0,0.0,2394.318480093884,0.0,-3841.6276229895884,3841.6276229895884,-66.16976712826555,0.0,0.0,0.03794262454545455,1276.4066518441468,992.5838846715978,66.16976712825999,2021-01-01 00:00:00
1,-1447.3091428957046,0.0,1447.3091428957046,-1447.3091428957046,0.0,0.0,-867.8092709181702,0.0,0.0,867.8092709181702,0.0,-2315.1184138138747,2315.1184138138747,-39.87654748203032,0.0,0.0,0.034325,1261.8822083079172,1109.327445329818,39.87654748202476,2021-01-01 01:00:00
2,-1447.3091428957046,0.0,1447.3091428957046,-1447.3091428957046,0.0,0.0,-1018.3829861244475,0.0,0.0,1018.3829861244475,0.0,-2465.692129020152,2465.692129020152,-42.47009080497309,0.0,0.0,0.02883583333333334,1310.2112996369465,1099.4349504468028,42.47009080497082,2021-01-01 02:00:00
3,-1447.3091428957046,0.0,1447.3091428957046,-1447.3091428957046,0.0,0.0,-730.0904572743702,0.0,0.0,730.0904572743702,0.0,-2177.399600170075,2177.399600170075,-37.504422247023925,0.0,0.0,0.026915833333333337,1312.957160835631,1098.206707463085,37.50442224701692,2021-01-01 03:00:00
4,-1447.3091428957046,0.0,1447.3091428957046,-1447.3091428957046,0.0,0.0,-300.7171343812018,0.0,0.0,300.7171343812018,0.0,-1748.0262772769063,1748.0262772769063,-30.108720327112067,0.0,0.0,0.03052790333333334,1304.127247760874,1104.6165047255126,30.108720327116316,2021-01-01 04:00:00
5,-1447.3091428957046,0.0,1447.3091428957046,-1447.3091428957046,0.0,0.0,-70.27391374956035,0.0,0.0,70.27391374956035,0.0,-1517.5830566452648,1517.5830566452648,-26.139471940248164,0.0,0.0,0.02849319416666667,1295.489511288729,1092.8869893147125,26.13947194024513,2021-01-01 05:00:00
6,-1447.3091428957046,0.0,1447.3091428957046,-1447.3091428957046,0.0,0.0,-867.2303965257898,0.0,0.0,867.2303965257898,0.0,-2314.5395394214943,2314.5395394214943,-39.86657671247652,0.0,0.0,0.015691041666666666,1265.264133411158,1049.7980527261068,39.86657671247667,2021-01-01 06:00:00
7,-1447.3091428957046,0.0,1447.3091428957046,-1447.3091428957046,0.0,-1514.0002275110733,-1050.539010839557,0.0,0.0,1050.539010839557,1514.0002275110733,-4011.848381246335,4011.848381246335,-69.10171916516818,0.0,0.0,0.017331826666666668,1023.2752483977667,999.5741424580622,69.10171916516265,2021-01-01 07:00:00
8,-1447.3091428957046,0.0,1447.3091428957046,-1447.3091428957046,0.0,-2594.809321834253,-1038.974538947545,0.0,0.0,1038.974538947545,2594.809321834253,-5081.093003677503,5081.093003677503,-87.51882634287037,0.0,0.0,0.02182701833333333,1095.4112964298024,969.61732014911,87.51882634287176,2021-01-01 08:00:00
9,-1447.3091428957046,0.0,1447.3091428957046,-1447.3091428957046,0.0,-2341.7614220916494,-1885.9521576856516,0.0,0.0,1885.9521576856516,2341.7614220916494,-5675.022722673006,5675.022722673006,-97.74891500667087,0.0,0.0,0.0316309,1073.5729351287614,983.9767834578674,97.74891500666854,2021-01-01 09:00:00
10,-1447.3091428957046,0.0,1447.3091428957046,-1447.3091428957046,0.0,-4101.38713302074,-3229.357651521511,0.0,0.0,3229.357651521511,4101.38713302074,-8778.053927437955,8778.053927437955,-151.19679501000414,0.0,0.0,0.027059839999999998,1306.5725826938003,966.6997843260863,151.19679501000792,2021-01-01 10:00:00
11,-1447.3091428957046,0.0,1447.3091428957046,-1447.3091428957046,0.0,-4254.989045000252,-1827.8463778390617,0.0,0.0,1827.8463778390617,4254.989045000252,-7530.144565735019,7530.144565735019,-129.70229320901853,0.0,0.0,0.027918585000000003,1079.276151605091,946.3661747823407,129.70229320901853,2021-01-01 11:00:00
