,Batch,Total_production,Total_CO2,Total_sell,Total_purchase,Total_grid_cost,Marginal_cost,EI_MEF,EI_GCO,EI_L,RECs,New_EI_GCO,New_RECs,Time,Year,EI_MEF>0,EI_GCO>0
344,345,2559.741888,12363.81413,56250.78694,-54613.20123,-9024.039202,-2.291020643,4.830101889,-3.767154319,-0.467014887,11.90486754,0,11.90486754,11/12/2015,2015,4.830101889,0
345,346,2830.204507,56212.34661,30959.13845,-87479.45189,962.3265888,0.30320145,19.86158473,11.46916517,14.57839132,-40.07417648,11.46916517,0,12/12/2015,2015,19.86158473,11.46916517
346,347,3014.915082,-162130.0662,261534.2551,0,-25295.72499,-5.556003255,-53.77599759,-70.26491323,-63.32516872,261.5342551,0,261.5342551,13/12/2015,2015,0,0
347,348,4281.703643,-58210.57512,94984.66382,-8007.696281,-4490.449596,-0.628861082,-13.59519013,-16.73884081,-14.82895398,88.48241444,0,88.48241444,14/12/2015,2015,0,0
348,349,3195.922438,17047.41929,36850.90866,-75873.33991,2960.801659,0.69676578,5.334115462,6.274926097,8.913349859,-24.75824334,6.274926097,0,15/12/2015,2015,5.334115462,6.274926097
349,350,1479.382758,9574.790326,59340.96336,-54334.78549,-6004.12604,-2.648848693,6.472152168,-8.333952212,-2.470293658,15.22111754,0,15.22111754,16/12/2015,2015,6.472152168,0
350,351,3500,-2425.438669,47236.43292,-26006.15393,-5409.379354,-0.962273126,-0.692982477,-6.044783743,-4.428029618,26.11943593,0,26.11943593,17/12/2015,2015,0,0
351,352,2986.616449,-10831.25349,75887.66999,-40365.33508,-6961.631896,-1.489391093,-3.626596744,-11.6921356,-8.682502399,43.11101791,0,43.11101791,18/12/2015,2015,0,0
352,353,2167.609265,40945.31719,12913.63758,-93043.23011,3835.230413,1.26247423,18.88962086,23.40659255,26.98576884,-62.63746527,23.40659255,0,19/12/2015,2015,18.88962086,23.40659255
353,354,1143.650998,15100.24809,33721.20807,-46507.45452,-49516.14908,-28.98309103,13.20354559,2.863377427,8.161545721,-4.042845005,2.863377427,0,20/12/2015,2015,13.20354559,2.863377427
354,355,804.0019135,-66787.53412,96923.91029,0,-21926.08245,-18.22780666,-83.06887459,-97.64699066,-88.00284343,96.92391029,0,96.92391029,21/12/2015,2015,0,0
355,356,2608.202513,-95172.02056,138055.9215,-11214.21606,-11826.57108,-2.96820542,-36.48950574,-40.04653847,-35.50124829,128.9499781,0,128.9499781,22/12/2015,2015,0,0
356,357,2126.257227,-49561.40853,70556.92484,-12589.55592,-20817.1054,-6.495800326,-23.3092252,-22.98438109,-19.90172157,60.33420543,0,60.33420543,23/12/2015,2015,0,0
357,358,1928.825042,33543.4412,3089.781058,-55546.33689,3827.770381,1.40688514,17.39060852,17.64349451,19.85316704,-42.01384449,17.64349451,0,24/12/2015,2015,17.39060852,17.64349451
358,359,2317.518173,63182.877,0,-72035.59748,4288.789348,1.31701059,27.26316356,20.44396188,22.69064674,-58.49290515,20.44396188,0,25/12/2015,2015,27.26316356,20.44396188
359,360,2555.753322,74235.02786,4066.278445,-110383.1011,5286.284884,1.463178653,29.04624136,27.11822269,30.36728149,-85.56479967,27.11822269,0,26/12/2015,2015,29.04624136,27.11822269
360,361,2512.972243,28834.28239,20311.24381,-72928.52317,1088.262138,0.365642794,11.47417464,12.54070389,15.28493362,-38.90671701,12.54070389,0,27/12/2015,2015,11.47417464,12.54070389
361,362,3609.671587,59432.60754,3605.341483,-107612.9976,3884.054385,0.797156531,16.46482405,18.79918783,21.03393262,-83.77641253,18.79918783,0,28/12/2015,2015,16.46482405,18.79918783
362,363,2810.979259,101581.1324,0,-107890.2396,6390.043589,1.600667557,36.1372757,25.24442975,28.01866101,-87.6068746,25.24442975,0,29/12/2015,2015,36.1372757,25.24442975
363,364,3402.227081,95780.82292,4662.923375,-156634.9369,6385.636979,1.334663832,28.15238979,29.1705875,32.60792628,-122.5246454,29.1705875,0,30/12/2015,2015,28.15238979,29.1705875
364,365,2413.502485,67661.34641,9131.264924,-117343.979,5543.937416,1.616644722,28.03450456,28.91364632,32.73055724,-86.15204599,28.91364632,0,31/12/2015,2015,28.03450456,28.91364632
