,grid_interaction,CP_grid_out,CP_grid_in,grid_pout,grid_pin,pv_pout,wind_pout,curtail_wind,curtail_solar,CP_wind,CP_pv,CP_el,el_pin,el_pout,h2_storage_p,h2_storage_level,price,CO2,Mean_CO2,Load
22,-1446.5292236713487,0.0,1446.5292236713487,-1446.5292236713487,0.0,0.0,-3710.6386634174296,0.0,0.0,3710.6386634174296,0.0,-5157.167887088778,5157.167887088778,-88.82917128351734,88.82917128351734,6987.022849322449,0.036360904166666666,1022.9291317792178,1061.2337860315654,0.0
23,-1446.5292236713487,0.0,1446.5292236713487,-1446.5292236713487,0.0,0.0,-3981.506836711138,0.0,0.0,3981.506836711138,0.0,-5428.0360603824865,5428.0360603824865,-93.4947156069818,93.4947156069818,7080.517564929431,0.03558864166666667,897.1219036240328,1084.7037988695054,0.0
24,-1446.5292236713487,0.0,1446.5292236713487,-1446.5292236713487,0.0,0.0,-2393.0282408792546,0.0,0.0,2393.0282408792546,0.0,-3839.5574645505985,3839.5574645505985,-66.13410987168845,-3433.8658901283115,3646.651674801119,0.03498779083333334,744.890631530258,1085.140008436079,3500.0
25,-1446.5292236713487,0.0,1446.5292236713487,-1446.5292236713487,0.0,0.0,-3775.476570236812,0.0,0.0,3775.476570236812,0.0,-5222.005793908161,5222.005793908161,-89.94596593837875,89.94596593837875,3736.597640739498,0.028842533333333337,1070.968427087218,1092.8780570382617,0.0
26,-1446.5292236713487,0.0,1446.5292236713487,-1446.5292236713487,0.0,0.0,-2236.6844405591,0.0,0.0,2236.6844405591,0.0,-3683.2136642304486,3683.2136642304486,-63.441180240189816,63.441180240189816,3800.0388209796874,0.026899475,1201.539204958142,1086.3269442485346,0.0
27,-1446.5292236713487,0.0,1446.5292236713487,-1446.5292236713487,0.0,0.0,-1842.2773850164479,0.0,0.0,1842.2773850164479,0.0,-3288.8066086877966,3288.8066086877966,-56.64775162602012,56.64775162602012,3856.6865726057076,0.027278198333333337,984.3680821506804,1092.4271103525016,0.0
28,-1446.5292236713487,0.0,1446.5292236713487,-1446.5292236713487,0.0,0.0,-1638.3881285170191,0.0,0.0,1638.3881285170191,0.0,-3084.9173521883677,3084.9173521883677,-53.135879589858696,53.135879589858696,3909.8224521955663,0.031083653333333336,1278.927765385554,1099.3382060431993,0.0
29,-1446.5292236713487,0.0,1446.5292236713487,-1446.5292236713487,0.0,0.0,-923.7224974015394,0.0,0.0,923.7224974015394,0.0,-2370.2517210728884,2370.2517210728884,-40.82618614052711,40.82618614052711,3950.6486383360934,0.03145408583333333,899.1897270338874,1102.2530057042295,0.0
30,-1446.5292236713487,0.0,1446.5292236713487,-1446.5292236713487,0.0,0.0,-1080.3749941790463,0.0,0.0,1080.3749941790463,0.0,-2526.904217850395,2526.904217850395,-43.52443288620267,43.52443288620267,3994.173071222296,0.025999062499999996,1087.9112501973643,1073.401971417841,0.0
31,-1446.5292236713487,0.0,1446.5292236713487,-1446.5292236713487,0.0,-2379.635746514472,0.0,0.0,0.0,0.0,2379.635746514472,-3826.1649701858205,3826.1649701858205,-65.90343206520852,65.90343206520852,4060.0765032875047,0.02994583916666667,629.3052733241062,1038.77488591037,0.0
32,-1446.5292236713487,0.0,1446.5292236713487,-1446.5292236713487,0.0,-4188.161565850047,0.0,0.0,0.0,0.0,4188.161565850047,-5634.690789521395,5634.690789521395,-97.05422127620514,97.05422127620514,4157.13072456371,0.033228744166666664,850.7617367869002,1017.223045439817,0.0
33,-1446.5292236713487,0.0,1446.5292236713487,-1446.5292236713487,0.0,-5508.500624102787,-193.3889460935018,0.0,0.0,193.3889460935018,5508.500624102787,-7148.418793867637,7148.418793867637,-123.1272922172083,123.1272922172083,4280.258016780918,0.033507107499999994,849.4613018314232,993.8044011449476,0.0
34,-1446.5292236713487,0.0,1446.5292236713487,-1446.5292236713487,0.0,-5839.281807136356,-364.84095484773354,0.0,0.0,364.84095484773354,5839.281807136356,-7650.651985655439,7650.651985655439,-131.7779623513486,131.7779623513486,4412.035979132267,0.028993333333333336,640.3872020551582,980.2264591160276,0.0
35,-1446.5292236713487,0.0,1446.5292236713487,-1446.5292236713487,0.0,-5839.281807136356,-329.61889360693544,0.0,0.0,329.61889360693544,5839.281807136356,-7615.4299244146405,7615.4299244146405,-131.17128314690572,131.17128314690572,4543.207262279173,0.024357813333333336,1174.42657682531,929.3106382253588,0.0
36,-1446.5292236713487,0.0,1446.5292236713487,-1446.5292236713487,0.0,-5414.828610535113,-232.86046402143225,0.0,0.0,232.86046402143225,5414.828610535113,-7094.218298227894,7094.218298227894,-122.19372068798046,122.19372068798046,4665.400982967153,0.018562345833333334,973.6157899456479,928.2167771660061,0.0
37,-1446.5292236713487,0.0,1446.5292236713487,-1446.5292236713487,0.0,-5646.370431211693,-502.53328739679523,0.0,0.0,502.53328739679523,5646.370431211693,-7595.432942279837,7595.432942279837,-130.82684693887515,130.82684693887515,4796.227829906028,0.0214835325,1187.1605666929402,928.514424903685,0.0
38,-1446.5292236713487,0.0,1446.5292236713487,-1446.5292236713487,0.0,-5794.828550680156,-728.0271886852979,0.0,0.0,728.0271886852979,5794.828550680156,-7969.384963036802,7969.384963036802,-137.26794965860634,137.26794965860634,4933.495779564631,0.03162192333333333,650.7249226010097,961.126252788393,0.0
39,-1446.5292236713487,0.0,1446.5292236713487,-1446.5292236713487,0.0,-4812.110365917577,-1123.3128305087962,0.0,0.0,1123.3128305087962,4812.110365917577,-7381.952420097721,7381.952420097721,-127.14977101546272,127.14977101546272,5060.645550580094,0.03278128500000001,752.583757203047,996.4976595514322,0.0
40,-1446.5292236713487,0.0,1446.5292236713487,-1446.5292236713487,0.0,-5016.775379292999,-1559.3530155360313,0.0,0.0,1559.3530155360313,5016.775379292999,-8022.657618500379,8022.657618500379,-138.18553968873684,138.18553968873684,5198.831090268832,0.034914177500000004,649.054703544719,1021.3528669657984,0.0
41,-1446.5292236713487,0.0,1446.5292236713487,-1446.5292236713487,0.0,-3632.5076251617247,-2273.6799232660246,0.0,0.0,2273.6799232660246,3632.5076251617247,-7352.716772099098,7352.716772099098,-126.6462042438329,126.6462042438329,5325.477294512664,0.0401465225,1063.976476199034,1008.707716775337,0.0
42,-1446.5292236713487,0.0,1446.5292236713487,-1446.5292236713487,0.0,-2603.634189438493,-2369.5393449868616,0.0,0.0,2369.5393449868616,2603.634189438493,-6419.702758096703,6419.702758096703,-110.57558884516959,110.57558884516959,5436.052883357834,0.04257533166666666,1061.2831070125196,1031.8742802085142,0.0
43,-1446.5292236713487,0.0,1446.5292236713487,-1446.5292236713487,0.0,-595.470005323239,-2613.9916923417086,0.0,0.0,2613.9916923417086,595.470005323239,-4655.990921336296,4655.990921336296,-80.1966940190799,80.1966940190799,5516.249577376913,0.06430367083333333,972.6685442666425,1040.686077327724,0.0
44,-1446.5292236713487,0.0,1446.5292236713487,-1446.5292236713487,0.0,0.0,-2923.018887716659,0.0,0.0,2923.018887716659,0.0,-4369.548111388008,4369.548111388008,-75.26288577686037,75.26288577686037,5591.512463153774,0.038511145833333336,1181.2871615236782,1050.8207308464655,0.0
45,-1446.5292236713487,0.0,1446.5292236713487,-1446.5292236713487,0.0,0.0,-2108.4640083999734,0.0,0.0,2108.4640083999734,0.0,-3554.9932320713224,3554.9932320713224,-61.23265901697652,61.23265901697652,5652.745122170751,0.032402664166666664,952.4636609395615,1043.239370410335,0.0
46,-1446.5292236713487,0.0,1446.5292236713487,-1446.5292236713487,0.0,0.0,-1430.1417111119424,0.0,0.0,1430.1417111119424,0.0,-2876.670934783291,2876.670934783291,-49.548958030224014,49.548958030224014,5702.294080200974,0.03485678166666667,1279.556788256835,1045.5157146241047,0.0
47,-1446.5292236713487,0.0,1446.5292236713487,-1446.5292236713487,0.0,0.0,-1266.8738811620992,0.0,0.0,1266.8738811620992,0.0,-2713.403104833448,2713.403104833448,-46.73676607734778,46.73676607734778,5749.030846278322,0.036490270000000005,970.3618160681617,1076.5951494802177,0.0
48,-1446.5292236713487,0.0,1446.5292236713487,-1446.5292236713487,0.0,0.0,-1238.1175420833238,0.0,0.0,1238.1175420833238,0.0,-2684.6467657546746,2684.6467657546746,-46.24145511880579,-3453.758544881194,2295.272301397128,0.03775206166666667,770.8490852061241,1090.3424921356398,3500.0
