,grid_interaction,CP_grid_out,CP_grid_in,grid_pout,grid_pin,pv_pout,wind_pout,curtail_wind,curtail_solar,CP_wind,CP_pv,CP_el,el_pin,el_pout,comp_pin,h2_storage_pin,h2_storage_pout,h2_storage_level,price,MEF_CO2,AEF_CO2,Load,Time
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1195.7286478502065,79324.49485768052,0.03721452454545454,0.0,0.0,1195.7286478502065,2021-01-01 00:00:00
1,0.0,0.0,0.0,0.0,0.0,0.0,-377.2992702223402,-1.000444171950221e-11,0.0,377.2992702223402,0.0,-371.8163939561343,371.8163939561343,-6.605875019525229,5.482876266205939,0.0,0.0,79324.49485768052,0.021738875833333334,0.0,0.0,6.605875019525229,2021-01-01 01:00:00
2,0.0,0.0,0.0,0.0,0.0,0.0,-3111.8883805899186,-5.4569682106375694e-12,0.0,3111.8883805899186,0.0,-3066.6667215738175,3066.6667215738175,-54.48392652542316,45.22165901610122,0.0,0.0,79324.49485768052,0.008949973333333333,0.0,0.0,54.48392652542316,2021-01-01 02:00:00
3,0.0,0.0,0.0,0.0,0.0,0.0,-7314.274326660803,0.0,0.0,7314.274326660803,0.0,-7207.984004162869,7207.984004162869,-128.06062951558397,106.2903224979347,0.0,0.0,79324.49485768052,0.008826541666666665,0.0,0.0,128.06062951558397,2021-01-01 03:00:00
4,0.0,0.0,0.0,0.0,0.0,0.0,-9122.576768131217,3.046454737583794e-13,0.0,9122.576768131217,0.0,-8990.008370585278,8990.008370585278,-159.7209608987232,132.56839754594026,0.0,0.0,79324.49485768052,0.00895,0.0,0.0,159.7209608987232,2021-01-01 04:00:00
5,0.0,0.0,0.0,0.0,0.0,-0.0,-4329.777038719066,0.0,0.0,4329.777038719066,0.0,-4266.857140279903,4266.857140279903,-75.80710655319626,62.919898439152895,0.0,0.0,79324.49485768052,0.0094284,0.0,0.0,75.80710655319626,2021-01-01 05:00:00
6,0.0,0.0,0.0,0.0,0.0,-0.0,-7107.390393270388,0.0,0.0,7107.390393270388,0.0,-7004.106487953115,7004.106487953115,-124.438440141299,103.28390531727817,0.0,0.0,79324.49485768052,0.0077468166666666664,0.0,0.0,124.438440141299,2021-01-01 06:00:00
7,0.0,0.0,0.0,0.0,0.0,-0.0,-15105.624330801213,0.0,0.0,15105.624330801213,0.0,-14886.110868501735,14886.110868501735,-264.4740509632288,219.5134622994799,0.0,0.0,79324.49485768052,0.004123441666666667,0.0,0.0,264.4740509632288,2021-01-01 07:00:00
8,0.0,0.0,0.0,0.0,0.0,-0.0,-7582.105474600706,0.0,0.0,7582.105474600706,0.0,-7471.92305593327,7471.92305593327,-132.74990200896673,110.18241866744238,0.0,0.0,79324.49485768052,0.004351433333333333,0.0,0.0,132.74990200896673,2021-01-01 08:00:00
9,0.0,0.0,0.0,0.0,0.0,-0.0,-3490.591139834595,0.0,0.0,3490.591139834595,0.0,-3439.8662091864353,3439.8662091864353,-61.114374274885904,50.7249306481553,0.0,0.0,79324.49485768052,0.009054806666666667,0.0,0.0,61.114374274885904,2021-01-01 09:00:00
