,grid_interaction,CP_grid_out,CP_grid_in,grid_pout,grid_pin,pv_pout,wind_pout,curtail_wind,curtail_solar,CP_wind,CP_pv,CP_el,el_pin,el_pout,comp_pin,h2_storage_pin,h2_storage_pout,h2_storage_level,price,MEF_CO2,AEF_CO2,Load,Time
0,5630.229528574331,-5630.229528574331,0.0,0.0,5630.229528574331,0.0,-22835.21048959453,0.0,0.0,22835.21048959453,0.0,-16936.926692459347,16936.926692459347,-300.9098650944554,268.05426856085126,44.63190373769088,0.0,51160.78330633548,0.038431971818181816,-5033.683343033819,-3636.0707259020696,256.27796135676454,2021-01-01 00:00:00
1,0.0,0.0,0.0,0.0,0.0,0.0,-17310.05492517648,-2522.409837415671,0.0,17310.05492517648,0.0,-16936.926692459354,16936.926692459354,-300.90986509445554,373.1282327171249,300.90986509445554,0.0,51461.693171429935,0.03264297916666667,0.0,0.0,0.0,2021-01-01 01:00:00
2,0.0,0.0,0.0,0.0,0.0,0.0,-17310.05492517648,-2577.627338973125,0.0,17310.05492517648,0.0,-16936.926692459354,16936.926692459354,-300.90986509445554,373.1282327171249,300.90986509445554,0.0,51762.60303652439,0.027785700833333333,0.0,0.0,0.0,2021-01-01 02:00:00
3,0.0,0.0,0.0,0.0,0.0,0.0,-17310.05492517648,-2455.4335145350815,0.0,17310.05492517648,0.0,-16936.926692459354,16936.926692459354,-300.90986509445554,373.1282327171249,300.90986509445554,0.0,52063.51290161885,0.02590176,0.0,0.0,0.0,2021-01-01 03:00:00
4,0.0,0.0,0.0,0.0,0.0,0.0,-17310.05492517648,-2976.586224099956,0.0,17310.05492517648,0.0,-16936.926692459354,16936.926692459354,-300.90986509445554,373.1282327171249,300.90986509445554,0.0,52364.42276671331,0.029830665833333332,0.0,0.0,0.0,2021-01-01 04:00:00
5,0.0,0.0,0.0,0.0,0.0,-0.0,-17310.05492517648,-3459.5065905211923,0.0,17310.05492517648,0.0,-16936.926692459354,16936.926692459354,-300.90986509445554,373.1282327171249,300.90986509445554,0.0,52665.33263180777,0.028164771666666668,0.0,0.0,0.0,2021-01-01 05:00:00
6,0.0,0.0,0.0,0.0,0.0,-0.0,-17310.05492517648,-6193.706192095655,0.0,17310.05492517648,0.0,-16936.926692459354,16936.926692459354,-300.90986509445554,373.1282327171249,300.90986509445554,0.0,52966.242496902225,0.015313099166666667,0.0,0.0,0.0,2021-01-01 06:00:00
7,0.0,0.0,0.0,0.0,0.0,-0.0,-17310.05492517648,-4664.744685837333,0.0,17310.05492517648,0.0,-16936.926692459354,16936.926692459354,-300.90986509445554,373.1282327171249,300.90986509445554,0.0,53267.152361996676,0.016807354166666667,0.0,0.0,0.0,2021-01-01 07:00:00
8,0.0,0.0,0.0,0.0,0.0,-0.0,-13258.43998031566,0.0,0.0,13258.43998031566,0.0,-13065.769621180983,13065.769621180983,-232.13296281286011,192.67035913467387,0.0,0.0,53267.152361996676,0.021532589166666668,0.0,0.0,232.13296281286011,2021-01-01 08:00:00
9,0.0,0.0,0.0,0.0,0.0,-0.0,-14229.733484057191,0.0,0.0,14229.733484057191,0.0,-14022.948382277908,14022.948382277908,-249.1386768425009,206.78510177927575,0.0,0.0,53267.152361996676,0.03133474916666667,0.0,0.0,249.1386768425009,2021-01-01 09:00:00
10,0.0,0.0,0.0,0.0,0.0,-0.0,-11933.711278073084,0.0,0.0,11933.711278073084,0.0,-11760.291747482031,11760.291747482031,-208.93919348318332,173.41953059104213,0.0,0.0,53267.152361996676,0.02737399166666667,0.0,0.0,208.93919348318332,2021-01-01 10:00:00
11,0.0,0.0,0.0,0.0,0.0,-0.0,-11488.25652718951,0.0,0.0,11488.25652718951,0.0,-11321.310301674972,11321.310301674972,-201.1400307404183,166.94622551454717,0.0,0.0,53267.152361996676,0.028929801666666668,0.0,0.0,201.1400307404183,2021-01-01 11:00:00
12,0.0,0.0,0.0,0.0,0.0,-0.0,-12529.009257347516,0.0,0.0,12529.009257347516,0.0,-12346.938914471666,12346.938914471666,-219.36185888655245,182.07034287583852,0.0,0.0,53267.152361996676,0.0329351925,0.0,0.0,219.36185888655245,2021-01-01 12:00:00
13,0.0,0.0,0.0,0.0,0.0,-0.0,-14259.255556803626,0.0,0.0,14259.255556803626,0.0,-14052.04144313706,14052.04144313706,-249.65555863441477,207.21411366656426,0.0,0.0,53267.152361996676,0.03133327416666667,0.0,0.0,249.65555863441477,2021-01-01 13:00:00
14,0.0,0.0,0.0,0.0,0.0,-0.0,-17310.05492517648,-2068.9363572253496,0.0,17310.05492517648,0.0,-16936.926692459354,16936.926692459354,-300.90986509445554,373.1282327171249,300.90986509445554,0.0,53568.06222709113,0.03174498083333333,0.0,0.0,0.0,2021-01-01 14:00:00
15,3121.932249748348,-3121.932249748348,0.0,0.0,3121.932249748348,-0.0,-20431.987174924827,0.0,0.0,20431.987174924827,0.0,-16936.926692459354,16936.926692459354,-300.90986509445554,373.1282327171249,300.90986509445554,0.0,53868.97209218559,0.0346428925,-1931.4753925119867,-2077.3054038375285,0.0,2021-01-01 15:00:00
16,0.0,0.0,0.0,0.0,0.0,-0.0,-17020.61410145639,0.0,0.0,17020.61410145639,0.0,-16773.272194226796,16773.272194226796,-298.00229786697355,247.34190722958803,0.0,0.0,53868.97209218559,0.037881054166666664,0.0,0.0,298.00229786697355,2021-01-01 16:00:00
