,Interval,Hourly,Daily,Monthly,Yearly
0,"(-inf, 0.45)",943143.4974754816,887663.221313528,1214230.0448416336,1277500.0000000005
1,"(0.45, 1.5)",12667.635616217369,151931.52866260806,63269.95515836679,0.0
2,"(1.5, 2.5)",9428.031717829415,90205.99891379575,0.0,0.0
3,"(2.5, 4)",16220.264460893017,40443.9812071586,0.0,0.0
4,"(4, inf)",296040.57072957914,107255.2699029101,0.0,0.0
