,Interval,Hourly,Daily,Monthly,Yearly
0,"(-inf, 0.45)",707527.4707228896,628493.2590515644,601139.2501289595,0.0
1,"(0.45, 1.5)",8288.186879934521,25157.38790596324,233968.27638927757,0.0
2,"(1.5, 2.5)",9274.875794212441,21666.061195796035,0.0,1277499.999999999
3,"(2.5, 4)",14265.544477889087,30848.4130605174,108307.91862436457,0.0
4,"(4, inf)",538143.9221250736,571334.8787861584,334084.5548573974,0.0
