,Interval,Hourly,Daily,Monthly,Yearly
0,"(-inf, 0.45)",351373.03354183794,116916.06683299676,0.0,0.0
1,"(0.45, 1.5)",16218.295979433291,16781.392259763954,0.0,0.0
2,"(1.5, 2.5)",15756.448728099393,16814.71763401184,0.0,0.0
3,"(2.5, 4)",24443.58597432037,43063.81156250557,0.0,0.0
4,"(4, inf)",869708.6357763109,1083924.0117107236,1277500.000000002,1277500.0000000019
