,Interval,Hourly,Daily,Monthly,Yearly
0,"(-inf, 0.45)",767671.3404720643,667135.3521983726,665306.0551073408,0.0
1,"(0.45, 1.5)",10632.468291605095,30901.30293724407,410894.034173668,1277499.9999999572
2,"(1.5, 2.5)",7922.23127609791,15701.394699321114,0.0,0.0
3,"(2.5, 4)",14802.063700077684,19337.526294717438,201299.91071894817,0.0
4,"(4, inf)",476471.89626011206,544424.4238703016,0.0,0.0
