,Interval,Hourly,Daily,Monthly,Yearly
0,"(-inf, 0.45)",59579.425113464655,0.0,0.0,0.0
1,"(0.45, 1.5)",4299.546142208788,0.0,0.0,0.0
2,"(1.5, 2.5)",3480.584972264258,0.0,0.0,0.0
3,"(2.5, 4)",10646.495209278906,0.0,0.0,0.0
4,"(4, inf)",1199493.948562785,1277500.0000000016,1277500.0000000016,1277500.0000000014
