,Interval,Hourly,Daily,Monthly,Yearly
0,"(-inf, 0.45)",868795.9610240802,749507.5519452584,238429.6651843777,0.0
1,"(0.45, 1.5)",13453.50145488734,36205.92622200548,349247.94045905466,1277500.0000000047
2,"(1.5, 2.5)",9193.225994173017,31961.112840474725,482571.17331707204,0.0
3,"(2.5, 4)",17425.80532113083,30873.30881749304,207251.2210395002,0.0
4,"(4, inf)",368631.50620573305,428952.1001747731,0.0,0.0
