,Interval,Hourly,Daily,Monthly,Yearly
0,"(-inf, 0.45)",992970.3974974473,799753.9714730815,899759.5756862465,1277500.0000000002
1,"(0.45, 1.5)",16888.767516786073,192892.8495541665,271819.4125866733,0.0
2,"(1.5, 2.5)",14390.877904694102,105964.42758160055,0.0,0.0
3,"(2.5, 4)",20865.4759057738,93699.64862407367,105921.0117270802,0.0
4,"(4, inf)",232384.4811752987,85189.1027670778,0.0,0.0
