,grid_interaction,CP_grid_out,CP_grid_in,grid_pout,grid_pin,pv_pout,wind_pout,curtail_wind,curtail_solar,CP_wind,CP_pv,CP_el,el_pin,el_pout,comp_pin,h2_storage_pin,h2_storage_pout,H2CP_h2_storage,h2_storage_level,price,MEF_CO2,AEF_CO2,Load,Direct_pipeline_supply,Time
0,-10280.82857142857,0.0,10280.82857142857,-10280.82857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10131.42857142857,10131.42857142857,-180.0,149.4,180.0,-180.0,-180.0,0.0,0.03721452454545454,8903.293168582168,9126.680518567799,180.0,180.0,2021-01-01 00:00:00
1,-12577.468765300117,0.0,12577.468765300117,-12577.468765300117,0.0,0.0,-408.84100913597285,0.0,0.0,408.84100913597285,0.0,-12797.593984962406,12797.593984962406,-227.3684210526316,188.7157894736842,227.3684210526316,-180.0,-227.3684210526316,47.36842105263159,0.021738875833333334,10253.064101097278,11050.180532437622,180.0,180.0,2021-01-01 01:00:00
2,-9614.271484806959,0.0,9614.271484806959,-9614.271484806959,0.0,0.0,-3372.0382896291303,0.0,0.0,3372.0382896291303,0.0,-12797.593984962406,12797.593984962406,-227.3684210526316,188.7157894736842,227.3684210526316,-180.0,-227.3684210526316,94.73684210526437,0.008949973333333333,11102.628629073604,7985.976459072624,180.0,180.0,2021-01-01 02:00:00
3,-5060.571420775742,0.0,5060.571420775742,-5060.571420775742,0.0,0.0,-7925.7383536603475,0.0,0.0,7925.7383536603475,0.0,-12797.593984962406,12797.593984962406,-227.3684210526316,188.7157894736842,227.3684210526316,-180.0,-227.3684210526316,142.10526315789596,0.008826541666666665,5530.309261793837,4018.2036135860553,180.0,180.0,2021-01-01 03:00:00
4,-3101.0971960890165,0.0,3101.0971960890165,-3101.0971960890165,0.0,0.0,-9885.212578347073,0.0,0.0,9885.212578347073,0.0,-12797.593984962406,12797.593984962406,-227.3684210526316,188.7157894736842,227.3684210526316,-180.0,-227.3684210526316,189.47368421052755,0.00895,3581.165964938687,2536.119595230644,180.0,180.0,2021-01-01 04:00:00
5,-8294.568884504186,0.0,8294.568884504186,-8294.568884504186,0.0,0.0,-4691.740889931903,0.0,0.0,4691.740889931903,0.0,-12797.593984962406,12797.593984962406,-227.3684210526316,188.7157894736842,227.3684210526316,-180.0,-227.3684210526316,236.84210526315914,0.0094284,9024.691901625776,7271.7802767429,180.0,180.0,2021-01-01 05:00:00
6,-5284.750587757724,0.0,5284.750587757724,-5284.750587757724,0.0,0.0,-7701.559186678365,0.0,0.0,7701.559186678365,0.0,-12797.593984962406,12797.593984962406,-227.3684210526316,188.7157894736842,227.3684210526316,-180.0,-227.3684210526316,284.21052631579073,0.0077468166666666664,4790.675802164142,4666.6817359545375,180.0,180.0,2021-01-01 06:00:00
7,3382.12552996868,-3382.12552996868,0.0,0.0,3382.12552996868,0.0,-16368.43530440477,0.0,0.0,16368.43530440477,0.0,-12797.593984962406,12797.593984962406,-227.3684210526316,188.7157894736842,227.3684210526316,-180.0,-227.3684210526316,331.5789473684223,0.004123441666666667,-3244.2507219613394,-2822.1140505406015,180.0,180.0,2021-01-01 07:00:00
8,-4770.34992965739,0.0,4770.34992965739,-4770.34992965739,0.0,0.0,-8215.9598447787,0.0,0.0,8215.9598447787,0.0,-12797.593984962406,12797.593984962406,-227.3684210526316,188.7157894736842,227.3684210526316,-180.0,-227.3684210526316,378.94736842105385,0.004351433333333333,4971.581869408256,3944.7914391938575,180.0,180.0,2021-01-01 08:00:00
9,-9203.909656752203,0.0,9203.909656752203,-9203.909656752203,0.0,0.0,-3782.4001176838856,0.0,0.0,3782.4001176838856,0.0,-12797.593984962406,12797.593984962406,-227.3684210526316,188.7157894736842,227.3684210526316,-180.0,-227.3684210526316,426.3157894736854,0.009054806666666667,6918.878997027847,7664.842643320488,180.0,180.0,2021-01-01 09:00:00
10,-11622.714771384244,0.0,11622.714771384244,-11622.714771384244,0.0,0.0,-1363.5950030518445,0.0,0.0,1363.5950030518445,0.0,-12797.593984962406,12797.593984962406,-227.3684210526316,188.7157894736842,227.3684210526316,-180.0,-227.3684210526316,473.684210526317,0.0012711516666666666,13038.19220064194,9392.713838245669,180.0,180.0,2021-01-01 10:00:00
11,-11329.355047912477,0.0,11329.355047912477,-11329.355047912477,0.0,0.0,-1656.9547265236122,0.0,0.0,1656.9547265236122,0.0,-12797.593984962406,12797.593984962406,-227.3684210526316,188.7157894736842,227.3684210526316,-180.0,-227.3684210526316,521.0526315789485,0.0,12126.062176042407,8998.946140712447,180.0,180.0,2021-01-01 11:00:00
12,-11085.412497731888,0.0,11085.412497731888,-11085.412497731888,0.0,0.0,-1900.8972767042012,0.0,0.0,1900.8972767042012,0.0,-12797.593984962406,12797.593984962406,-227.3684210526316,188.7157894736842,227.3684210526316,-180.0,-227.3684210526316,568.4210526315801,0.0006776899999999996,10985.42440678654,8684.80474211291,180.0,180.0,2021-01-01 12:00:00
13,-7870.293814793704,0.0,7870.293814793704,-7870.293814793704,0.0,0.0,-5116.0159596423855,0.0,0.0,5116.0159596423855,0.0,-12797.593984962406,12797.593984962406,-227.3684210526316,188.7157894736842,227.3684210526316,-180.0,-227.3684210526316,615.7894736842117,0.017414923333333335,7040.609906207689,6455.3219441867395,180.0,180.0,2021-01-01 13:00:00
