,grid_interaction,CP_grid_out,CP_grid_in,grid_pout,grid_pin,pv_pout,wind_pout,curtail_wind,curtail_solar,CP_wind,CP_pv,CP_el,el_pin,el_pout,comp_pin,h2_storage_pin,h2_storage_pout,H2CP_h2_storage,h2_storage_level,price,MEF_CO2,AEF_CO2,Load,Direct_pipeline_supply,Time
0,7568.413481260766,-7568.413481260766,0.0,0.0,7568.413481260766,0.0,-17849.242052689337,0.0,0.0,17849.242052689337,0.0,-10131.42857142857,10131.42857142857,-180.0,149.4,180.0,-180.0,-180.0,0.0,0.03558988545454545,-6268.386253362482,-714.1009202621526,180.0,180.0,2021-01-01 00:00:00
1,-395.05404547813305,0.0,395.05404547813305,-395.05404547813305,0.0,0.0,-13009.064218535745,0.0,0.0,13009.064218535745,0.0,-13209.330922241734,13209.330922241734,-234.68354430378716,194.78734177214332,234.68354430378716,-180.0,-234.68354430378716,54.68354430378716,0.021278479166666666,300.3373808056666,37.26043289884495,180.0,180.0,2021-01-01 01:00:00
2,-1785.1655475304815,0.0,1785.1655475304815,-1785.1655475304815,0.0,0.0,-11618.952716483396,0.0,0.0,11618.952716483396,0.0,-13209.330922241734,13209.330922241734,-234.68354430378716,194.78734177214332,234.68354430378716,-180.0,-234.68354430378716,109.36708860757432,0.008468474166666667,1950.6332295685816,169.88914064381757,180.0,180.0,2021-01-01 02:00:00
3,-5593.2186959776955,0.0,5593.2186959776955,-5593.2186959776955,0.0,0.0,-7810.899568036182,0.0,0.0,7810.899568036182,0.0,-13209.330922241734,13209.330922241734,-234.68354430378716,194.78734177214332,234.68354430378716,-180.0,-234.68354430378716,164.05063291136148,0.008363678333333333,5229.76409490333,554.6152431837287,180.0,180.0,2021-01-01 03:00:00
4,-8563.700979004552,0.0,8563.700979004552,-8563.700979004552,0.0,0.0,-4840.4172850093255,0.0,0.0,4840.4172850093255,0.0,-13209.330922241734,13209.330922241734,-234.68354430378716,194.78734177214332,234.68354430378716,-180.0,-234.68354430378716,218.73417721514863,0.008770794166666667,9078.332991869778,915.2620015643931,180.0,180.0,2021-01-01 04:00:00
5,-8567.517592034405,0.0,8567.517592034405,-8567.517592034405,0.0,0.0,-4836.600671979474,0.0,0.0,4836.600671979474,0.0,-13209.330922241734,13209.330922241734,-234.68354430378716,194.78734177214332,234.68354430378716,-180.0,-234.68354430378716,273.41772151893576,0.009432235833333334,8486.55247887834,993.9812611298913,180.0,180.0,2021-01-01 05:00:00
6,-8543.9044281754,0.0,8543.9044281754,-8543.9044281754,0.0,0.0,-4860.213835838479,0.0,0.0,4860.213835838479,0.0,-13209.330922241734,13209.330922241734,-234.68354430378716,194.78734177214332,234.68354430378716,-180.0,-234.68354430378716,328.1012658227229,0.0077974583333333325,7538.6437252514625,1138.6191016854202,180.0,180.0,2021-01-01 06:00:00
7,-8701.801826607003,0.0,8701.801826607003,-8701.801826607003,0.0,0.0,-4702.316437406875,0.0,0.0,4702.316437406875,0.0,-13209.330922241734,13209.330922241734,-234.68354430378716,194.78734177214332,234.68354430378716,-180.0,-234.68354430378716,382.78481012651,0.004245763333333334,8087.9643285911425,1558.6234952267682,180.0,180.0,2021-01-01 07:00:00
8,-11133.586847271323,0.0,11133.586847271323,-11133.586847271323,0.0,0.0,-2270.531416742554,0.0,0.0,2270.531416742554,0.0,-13209.330922241734,13209.330922241734,-234.68354430378716,194.78734177214332,234.68354430378716,-180.0,-234.68354430378716,437.46835443029715,0.004408863333333334,11521.441588999229,1851.009782919444,180.0,180.0,2021-01-01 08:00:00
9,8193.587742255428,-8193.587742255428,0.0,0.0,8193.587742255428,0.0,-21597.706006269305,0.0,0.0,21597.706006269305,0.0,-13209.330922241734,13209.330922241734,-234.68354430378716,194.78734177214332,234.68354430378716,-180.0,-234.68354430378716,492.1518987340843,0.009353645,-6390.555211609909,-1591.355628834911,180.0,180.0,2021-01-01 09:00:00
10,9813.892307000066,-9813.892307000066,0.0,0.0,9813.892307000066,0.0,-23218.010571013943,0.0,0.0,23218.010571013943,0.0,-13209.330922241734,13209.330922241734,-234.68354430378716,194.78734177214332,234.68354430378716,-180.0,-234.68354430378716,546.8354430378714,0.0013717166666666668,-11065.372816356106,-2065.527705728535,180.0,180.0,2021-01-01 10:00:00
11,0.0,0.0,0.0,0.0,0.0,0.0,-13404.118264013878,-14130.79020441718,0.0,13404.118264013878,0.0,-13209.330922241734,13209.330922241734,-234.68354430378716,194.78734177214332,234.68354430378716,-180.0,-234.68354430378716,601.5189873416585,0.0,0.0,0.0,180.0,180.0,2021-01-01 11:00:00
12,14130.79020441718,-14130.79020441718,0.0,0.0,14130.79020441718,0.0,-27534.90846843106,0.0,0.0,27534.90846843106,0.0,-13209.330922241734,13209.330922241734,-234.68354430378716,194.78734177214332,234.68354430378716,-180.0,-234.68354430378716,656.2025316454457,0.000677978333333333,-13578.164491659147,-2870.055043906864,180.0,180.0,2021-01-01 12:00:00
13,14130.79020441718,-14130.79020441718,0.0,0.0,14130.79020441718,0.0,-27534.90846843106,0.0,0.0,27534.90846843106,0.0,-13209.330922241734,13209.330922241734,-234.68354430378716,194.78734177214332,234.68354430378716,-180.0,-234.68354430378716,710.8860759492328,0.017517915,-12254.189918467642,-2762.61656875652,180.0,180.0,2021-01-01 13:00:00
