,Interval,Hourly,Daily,Monthly,Yearly
0,"(-inf, 0.45)",648997.8993739176,562823.1743673263,379831.1170537391,0.0
1,"(0.45, 1.5)",12710.535110260973,32856.79572104641,218519.4063899907,0.0
2,"(1.5, 2.5)",8271.083301153087,14601.844648408507,0.0,0.0
3,"(2.5, 4)",15768.889590573386,36813.03558734044,120973.24396375817,1277500.0000000028
4,"(4, inf)",591751.592624098,630405.149675881,558176.2325925151,0.0
