,Location,Year,LCOH,Capex,Step,RE_supply_proportion,FLH,EI_market,EI_MEF,EI_AEF,EI_L,Sell_amount,Purchase_amount,Curtailment,LGCs,wind_capacity,pv_capacity,electrolyser_capacity,hydrogen_storage_capacity,hydrogen_storage_type,hydrogen_storage_cost,Grid_max_power_export,grid_cost,production_amount,H2_initial_storage_level,Simultaneity_obligation_interval,ratio,Simultaneity_obligation,Batch_interval,,EI_market,EI_MEF,EI_AEF,EI_L,LGCs,Ratio,Location
67,VIC1,2021,3.602458259,45022807.79,60,0.246506797,4833.100182,25.06552848,23.24678197,30.20437201,30.83837819,6307800.334,-67859641.77,-1.25E-10,48794.22878,6344.108261,4072.235202,18363.22669,2519.518732,Pipeline,997.8664046,18635,1829382.162,1576800,0,0,0.3,0,1,,0.636180926,0.590019847,0.766608427,0.782699954,0.785408551,0.567239279,VIC1
68,VIC1,2021,3.75225341,50970401.09,60,0.324956354,4833.100182,20.86630587,20.14166855,25.81899931,26.07736616,8745367.652,-60794470.13,-2.28E-10,40619.7421,8458.811014,5429.646936,18363.22669,2520,Pipeline,997.8659971,18635,1426204.721,1576800,0,0,0.4,0,1,,0.529601672,0.511209862,0.655304551,0.661862085,0.653829225,0.756319038,VIC1
69,VIC1,2021,3.902773573,56917515.18,60,0.401785309,4833.100182,16.65298795,17.04380701,21.43702552,21.31635413,11328886.37,-53875249.9,-2.22E-10,32417.81655,10573.51377,6787.058669,18363.22669,2520,Pipeline,997.8659971,18635,1024713.974,1576800,0,0,0.5,0,1,,0.422664669,0.432583934,0.544086942,0.541024216,0.521808233,0.945398798,VIC1
70,VIC1,2021,4.054001803,62880438.5,60,0.476094823,4833.100182,12.41775698,13.93754414,17.05548491,16.5553421,14139306.19,-47182930.77,-2.50E-10,24173.2336,12688.21652,8144.470403,18363.22669,2535.877212,Pipeline,997.8525518,18635,623051.4769,1576800,0,0,0.6,0,1,,0.315171497,0.353744775,0.432880328,0.420186348,0.389100614,1.134478557,VIC1
71,VIC1,2021,4.206845113,68845348.13,60,0.54491737,4833.100182,8.148159706,10.85255389,12.67720963,11.80735729,17417880.88,-40984768.2,-26001.68683,15861.75089,14802.91928,9501.882137,18363.22669,2553.74978,Pipeline,997.8374169,19079,224805.0889,1576800,0,0,0.7,0,1,,0.206806084,0.27544553,0.32175659,0.299679119,0.255316153,1.323558317,VIC1
72,VIC1,2021,4.362689495,74829856.48,60,0.603677912,4833.100182,3.766259527,7.699909967,8.281574754,7.035196735,21650893.92,-35692790.39,-3749.792948,7331.651879,16917.62203,10859.29387,18363.22669,2591.307674,Pipeline,997.8056118,21804,-168871.3747,1576800,0,0,0.8,0,1,,0.095590343,0.195429187,0.210192253,0.178558293,0.11801277,1.512638077,VIC1
73,VIC1,2021,4.521557097,80810323.92,60,0.653440004,4833.100182,-0.684400886,4.567360815,3.890446287,2.272306003,26675805.67,-31211213.4,-3.02E-10,-1332.300392,19032.32478,12216.7056,18363.22669,2624.809012,Pipeline,997.777242,24529,-555286.2376,1576800,0,0,0.9,0,1,,-0.017370581,0.115922863,0.098742292,0.057672741,-0.021445162,1.701717836,VIC1
74,VIC1,2021,4.683923097,86763068.26,60,0.694418259,4833.100182,-5.208337561,1.427170949,-0.4766293,-2.487539931,32485713.15,-27520709.4,-2327.471878,-10138.89712,21147.02754,13574.11734,18363.22669,2630.464431,Pipeline,997.7724529,28185,-930722.5846,1576800,0,0,1,0,1,,-0.132191309,0.036222613,-0.01209719,-0.063135531,-0.163199147,1.890797596,VIC1
75,VIC1,2021,4.851787749,92712212.8,60,0.722716795,4833.100182,-9.78720302,-1.634636834,-4.794872679,-7.19339854,39329800.84,-24972141.57,-112410.911,-19052.42188,23261.73029,14931.52907,18363.22669,2632.503968,Pipeline,997.7707257,31004,-1293370.539,1576800,0,0,1.1,0,1,,-0.248406168,-0.041488245,-0.121697276,-0.182573567,-0.306674282,2.079877355,VIC1
76,VIC1,2021,5.020955378,98668649.03,60,0.747818089,4833.100182,-14.39214105,-4.708593349,-9.113374092,-11.8975643,46458453.52,-22711517.6,-225873.1973,-28016.70124,25376.43304,16288.94081,18363.22669,2641.867927,Pipeline,997.7627961,33822,-1653898.309,1576800,0,0,1.2,0,1,,-0.365282768,-0.119507445,-0.231303911,-0.301968637,-0.45096638,2.268957115,VIC1
77,VIC1,2021,5.191204557,104623833.8,60,0.770262597,4833.100182,-19.12755372,-7.86616829,-13.52134741,-16.70644606,54035384.34,-20690163.91,-130327.6443,-37234.97125,27491.1358,17646.35254,18363.22669,2649.974987,Pipeline,997.7559308,36641,-2011849.961,1576800,0,0,1.3,0,1,,-0.485470907,-0.199648941,-0.343181406,-0.424021474,-0.599346798,2.458036875,VIC1
78,VIC1,2021,5.362482821,110563827.3,60,0.789704285,4833.100182,-23.87706113,-10.97345124,-17.90692352,-21.50360214,61859345.41,-18939244.34,-58185.95441,-46480.67901,29605.83855,19003.76427,18363.22669,2642.822266,Pipeline,997.7619879,39459,-2365785.851,1576800,0,0,1.4,0,1,,-0.60601678,-0.278513991,-0.454490445,-0.545776704,-0.748168864,2.647116634,VIC1
79,VIC1,2021,5.534697332,116507296.5,60,0.806437946,4833.100182,-28.58178511,-14.06022501,-22.23616835,-26.23410881,69794162.76,-17432209.88,-119073.0926,-55639.20834,31720.5413,20361.17601,18363.22669,2639.161053,Pipeline,997.7650883,42278,-2718001.211,1576800,0,0,1.5,0,1,,-0.725426018,-0.356858503,-0.564369755,-0.665840325,-0.895587676,2.836196393,VIC1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,
