,Location,Year,LCOH,Capex,Step,RE_supply_proportion,FLH,EI_market,EI_MEF,EI_AEF,EI_L,Sell_amount,Purchase_amount,Curtailment,LGCs,wind_capacity,pv_capacity,electrolyser_capacity,hydrogen_storage_capacity,hydrogen_storage_type,hydrogen_storage_cost,Grid_max_power_export,grid_cost,production_amount,H2_initial_storage_level,Simultaneity_obligation_interval,ratio,Simultaneity_obligation,Batch_interval,wind_capex+wind_OM,pv_capex+pv_OM,hydrogen_storage_capex,electrolyser_capex+electrolyser_OM,wind_OM,pv_OM,electrolyser_OM,grid_electricity_cost,LCOH_sum
0,QLD1,2021,2.909045824,96106699.66,60,0.649198863,6855.652174,-18.70063145,-12.07045835,-13.99788901,-14.10387953,62057550.59,-31593170.8,-983073.2245,-36403.89589,36344.28234,0,12945.71429,1428.699374,Pipeline,998.7901394,32129,-5832655.589,1576800,0,0,1,0,1,4.237790778,0,0.070793535,1.189793647,0.403364371,0,0.327058418,-2.589332136,2.909045824
1,TAS1,2021,3.207174595,49428709.03,60,0.631614649,7327.210435,7.497312119,-1.67E-14,1.503068731,1.585388672,12344798.99,-33176806.14,-100348.9193,14594.76759,15226.20491,0,12112.56522,778.3658582,Pipeline,999.3408591,13460,627746.6895,1576800,573.3901786,0,1,0,1,1.775395375,0,0.038590102,1.114509081,0.168986927,0,0.307297019,0.278680037,3.207174595
2,SA1,2021,2.752125138,85699073.92,60,0.677040187,6693.394217,-18.91447138,-10.6322717,-8.623420414,-4.970834028,60437823.99,-29085779.61,-6160004.352,-36820.17095,31080.64032,0,13259.5379,1794.172949,Pipeline,998.4806467,27476,-4908229.016,1576800,0,0,1,0,1,3.624043245,0,0.088875582,1.218151207,0.344946224,0,0.334501977,-2.178944896,2.752125138
3,NSW1,2021,3.869896694,76594611.87,60,0.615301956,7283.307036,-4.327114773,-2.17E-14,-0.602733974,-0.823700272,36555943.87,-34645928.3,-128940.235,-8423.450092,27812.80502,0,12185.57914,1080,Pipeline,999.0854273,24587,-1233846.799,1576800,0,0,1,0,1,3.243009382,0,0.053530941,1.121106725,0.308678392,0,0.30902883,-0.547750355,3.869896694
4,VIC1,2021,4.156339071,70406978.73,60,0.621052327,6829.089862,-1.704828913,1.70E-13,3.625481119,1.55181276,31030709.85,-34128049.54,-148498.9991,-3318.733618,24306.73629,0,12996.06772,1260,Pipeline,998.9329985,21488,147216.7769,1576800,0,0,1,0,1,2.83419719,0,0.062443236,1.194343657,0.269766543,0,0.328252748,0.065354987,4.156339071
