,Location,Year,LCOH,Capex,Step,RE_supply_proportion,FLH,EI_market,EI_MEF,EI_AEF,EI_L,Sell_amount,Purchase_amount,Curtailment,LGCs,wind_capacity,pv_capacity,electrolyser_capacity,hydrogen_storage_capacity,hydrogen_storage_type,hydrogen_storage_cost,Grid_max_power_export,grid_cost,production_amount,H2_initial_storage_level,Simultaneity_obligation_interval,ratio,Simultaneity_obligation,Batch_interval,wind_capex+wind_OM,pv_capex+pv_OM,hydrogen_storage_capex,electrolyser_capex+electrolyser_OM,wind_OM,pv_OM,electrolyser_OM,grid_electricity_cost,LCOH_sum
0,QLD1,2021,2.909045824,96106699.66,60,0.649198863,6855.652174,-18.4485799,-12.02377803,-13.78433216,-13.87672196,61566890.22,-31593170.8,-1473733.586,-35913.23553,36344.28234,0,12945.71429,1428.699374,Pipeline,998.7901394,32129,-5832655.589,1576800,0,0,1,0,1,4.237790778,0,0.070793535,1.189793647,0.403364371,0,0.327058418,-2.589332136,2.909045824
1,TAS1,2021,3.218904387,54267067.66,60,0.67558194,8273.521967,-2.24E-12,1.132746428,0.412446226,0.418022569,23724292.81,-29217109.37,0,-4.36E-09,18573.02563,0,10727.15038,360,Pipeline,999.6951424,16419,103820.6486,1576800,360,0,1,0,1,2.165639041,0,0.017854537,0.989320973,0.206131373,0,0.274436469,0.046089836,3.218904387
2,SA1,2021,2.751990767,85699073.92,60,0.678075603,6718.834951,-18.48279006,-10.64530315,-8.536026305,-4.840378565,59521765.66,-28992529.98,-7259617.798,-35979.83132,31148.0788,0,13209.33092,1717.974684,Pipeline,998.5451734,27535,-4907535.172,1576800,0,0,1,0,1,3.63190666,0,0.085106548,1.213614431,0.345694685,0,0.333311122,-2.178636873,2.751990767
3,NSW1,2021,3.828783769,70911961.34,60,0.587633721,7237.291891,-8.73E-13,3.981628709,3.347824946,3.010963688,30155837.65,-37137731.1,0,-1.70E-09,25088.61601,0,12263.0558,1086.547425,Pipeline,999.0798828,22179,-627441.1963,1576800,0,0,1,0,1,2.925365387,0,0.05385517,1.128107629,0.278444178,0,0.310866493,-0.278544417,3.828783769
4,VIC1,2021,4.036487448,67984066.28,60,0.600206124,6935,-6.26E-13,4.005900545,5.565983122,3.391381844,29236433.37,-36005459.82,0,-1.22E-09,23240.78577,0,12797.59398,1370.794516,Pipeline,998.8391748,20545,185261.7804,1576800,0,0,1,0,1,2.709905968,0,0.067927624,1.176409281,0.257936169,0,0.323545164,0.082244575,4.036487448
