,Interval,Hourly,Daily,Monthly,Yearly
0,"(-inf, 0.45)",1054904.340703558,797981.2040981228,527228.7307050667,0.0
1,"(0.45, 1.5)",37339.469818769314,119664.7563060589,522531.26929494087,1576800.0
2,"(1.5, 2.5)",32946.47996402009,51979.00609154778,0.0,0.0
3,"(2.5, 4)",46499.44257630651,120753.29034847573,133919.9999999886,0.0
4,"(4, inf)",405110.26693734596,486421.7431557948,393120.0000000037,0.0
