,Interval,Hourly,Daily,Monthly,Yearly
0,"(-inf, 0.45)",676526.2163842984,662511.2781956273,396480.0000000001,0.0
1,"(0.45, 1.5)",24369.1217694771,23028.308304309132,0.0,0.0
2,"(1.5, 2.5)",22832.840781591975,27059.717960321046,0.0,0.0
3,"(2.5, 4)",31272.62264813481,49216.359397309,128999.4769995714,0.0
4,"(4, inf)",821799.198416498,814984.3361424336,1051320.5230004287,1576800.0
