,Batch,Total_production,Total_CO2,Total_sell,Total_purchase,Total_grid_cost,EI_MEF,EI_Market,EI_L,RECs
0,1,5190.586367064438,-45993.48171952962,65729.0440367542,-8650.195047204783,-1520.2164589521371,0.0,-9.161030377039301,-7.477694150159155,58.705085658423926
1,2,5020.667261482177,118609.32265641927,0.0,-183579.02555742732,7394.483440263465,23.62421496568247,24.04931265131993,24.863973427746686,-149.066168752631
2,3,4523.384796340646,71104.54056184822,0.0,-116608.60318527016,4020.3592138504578,15.719321650320525,16.955402633236442,17.529760065986714,-94.68618578643937
3,4,3045.7293698199333,123550.59648435924,0.0,-155033.01209947118,6946.852104432527,40.56519194010454,33.479111351279606,34.61320275933547,-125.8868058247706
4,5,3819.6322053015037,84097.1023572302,33784.767262892005,-144650.8159157746,4840.633731635429,22.01706809375694,17.74361234757444,19.737217886927237,-83.67169526071699
5,6,4843.847051972682,-82353.82242923552,114199.25517379242,-12502.990206833558,-3633.00267010346,0.0,-17.398965959837785,-14.276557338731191,104.04682712584358
6,7,5347.02541944769,-184122.75770309952,216400.10215924034,0.0,-7545.269834172635,0.0,-32.78160640707975,-27.520360934338555,216.40010215924033
7,8,4809.943792221675,-67382.05737023187,91473.12157538137,-1.8908491253701905e-07,-3534.835097311261,0.0,-15.40417761133784,-12.931902192229211,91.47312157522784
8,9,4319.999999991645,101894.85176306692,10620.55774662587,-142243.80646878452,5724.765742109405,23.586771241496294,19.665264957418124,20.718474335935415,-104.88141310602717
9,10,4088.6708271581174,145583.24532791728,10240.954853944248,-183289.44728252955,6953.1425705432775,35.606496947837385,27.45585706956919,28.78025153549182,-138.59007633946976
10,11,4551.329172844044,93896.21100840732,58906.542880738736,-149293.7436154863,3745.1336252202896,20.630503187650845,11.091085570907138,13.50447180712729,-62.31997693503616
11,12,4319.99999999421,6035.035407815598,88338.639478644,-92145.63706035312,527.920860811265,1.3969989369962237,-2.5343216598103844,0.5992496193439051,13.516382185637267
12,13,3480.243273766624,-48858.062909152366,148678.12302779924,-48913.779663135705,-14219.871882353465,0.0,-25.359637689051418,-19.49281936677636,108.96013394133304
13,14,3118.940462596846,3481.9909309642553,91337.07081292247,-73444.98696256716,-5803.535975656418,1.1164018591317166,-8.232536286399291,-3.9008814577087576,31.69974139931793
14,15,4618.875311917995,54400.5404925191,62423.94178497858,-115837.08074394395,2418.5811074796306,11.777875958710217,5.547881285072701,7.8635884364269915,-31.635767779103915
15,16,5205.857833663567,43296.49348471653,30584.60353188248,-88276.32967631909,3142.9187281926083,8.316879728205539,6.394254272298866,7.535813506956439,-41.09577616528862
16,17,4166.329396538652,142431.57156850153,12676.197911450545,-180363.8226167465,6075.674834291858,34.18634438429961,26.008786821617374,27.36883571767857,-133.7792260533476
17,18,3377.2722873394096,75236.78524720095,44244.59692044958,-124305.94143091442,3893.0362071151226,22.27738211373888,13.59688422651661,16.120025166820316,-56.69182752145294
18,19,5347.025419153814,-61386.56902335147,96779.62688324938,-17627.924298959464,-2667.664212675706,0.0,-12.492414785656898,-10.065999979075254,82.46575235249429
