,Location,Year,LCOH,Capex,Step,RE_supply_proportion,FLH,EI_market,EI_MEF,EI_AEF,EI_L,Sell_amount,Purchase_amount,Curtailment,LGCs,wind_capacity,pv_capacity,electrolyser_capacity,hydrogen_storage_capacity,hydrogen_storage_type,hydrogen_storage_cost,Grid_max_power_export,grid_cost,production_amount,H2_initial_storage_level,Simultaneity_obligation_interval,ratio,Simultaneity_obligation,Batch_interval,Ratio,EI_market,EI_MEF,EI_AEF,EI_L,LGCs (per REC/MWh),EI_MEF-EI_Market
66,VIC1,2021,3.346221724,37776809.57,60,0.164965847,4880.483915,29.21582454,26.60504256,34.39107687,35.57789548,4191546.519,-75203224.49,-7.63E-11,56873.47177,4174.908494,2882.884348,18184.94146,2334.084471,Pipeline,596.0025279,18454,2145923.635,1576800,0,0,0.2,1,24,0.388111936,0.877352088,0.798950227,1.032765071,1.06840527,-1.083150726,-0.078401861
67,VIC1,2021,3.497488697,43775342.45,60,0.245729035,4880.483915,25.02570547,23.53093684,29.99494717,30.80613608,6442199.268,-67929687.09,-1.86E-10,48716.70665,6262.362741,4324.326522,18184.94146,2367.743214,Pipeline,595.8097078,18454,1739621.651,1576800,0,0,0.3,1,24,0.582167904,0.751522687,0.70663474,0.900749164,0.925109192,-0.927805786,-0.044887947
68,VIC1,2021,3.649168293,49773116.71,60,0.325202913,4880.483915,20.82437252,20.40526433,25.58917972,26.03437668,8808967.36,-60772265.02,-1.53E-10,40538.11184,8349.816988,5765.768696,18184.94146,2400.120499,Pipeline,595.6242287,18454,1334333.905,1576800,0,0,0.4,1,24,0.776223873,0.625356532,0.612770701,0.768443835,0.781813114,-0.772045101,-0.012585831
69,VIC1,2021,3.801300725,55773467.49,60,0.402201282,4880.483915,16.60150864,17.29568771,21.18496122,21.26261728,11398679.85,-53837787.35,-1.92E-10,32317.60348,10437.27124,7207.21087,18184.94146,2436.949412,Pipeline,595.4132478,18454,929778.2739,1576800,0,0,0.5,1,24,0.970279841,0.498543803,0.519390021,0.636185022,0.638517035,-0.615486176,0.020846218
70,VIC1,2021,3.953990253,61764457.11,60,0.476693635,4880.483915,12.35684847,14.17429671,16.79399494,16.49085788,14214084.42,-47129001.77,-3.71E-10,24054.66502,12524.72548,8648.653044,18184.94146,2457.696341,Pipeline,595.2943953,18454,527523.6723,1576800,0,0,0.6,1,24,1.164335809,0.371076531,0.425654556,0.504324172,0.495220957,-0.458119174,0.054578025
71,VIC1,2021,4.10840451,67752514.7,60,0.546761039,4880.483915,8.073701953,11.03829116,12.40114654,11.71909848,17428000.07,-40818727.26,-2.92E-10,15716.80647,14612.17973,10090.09522,18184.94146,2473.40527,Pipeline,595.2044039,20083,129481.8105,1576800,0,0,0.7,1,24,1.358391777,0.242453512,0.331480215,0.372406803,0.351924879,-0.299325324,0.089026703
72,VIC1,2021,4.265542551,73768665.11,60,0.60926606,4880.483915,3.724781003,7.935764385,7.997724518,6.947339079,21322984.34,-35189521.38,-3.05E-10,7250.907018,16699.63398,11531.53739,18184.94146,2537.506778,Pipeline,594.8371871,22952,-265563.9765,1576800,0,0,0.8,1,24,1.552447745,0.111855285,0.238311243,0.240171907,0.208628801,-0.138092945,0.126455958
73,VIC1,2021,4.425463788,79765380.43,60,0.664067721,4880.483915,-0.691140554,4.79577153,3.611605323,2.175579678,25911733.76,-30254080.64,-4.63E-10,-1345.420278,18787.08822,12972.97957,18184.94146,2568.166698,Pipeline,594.6615463,25821,-652168.4981,1576800,0,0,0.9,1,24,1.746503714,-0.020754972,0.144017163,0.108456616,0.065332723,0.025623422,0.164772135
74,VIC1,2021,4.588876067,85771529.18,60,0.708675175,4880.483915,-5.195727043,1.661080128,-0.779864088,-2.596179723,31418573.96,-26236730.69,-3.84E-10,-10114.34864,20874.54247,14414.42174,18184.94146,2615.123641,Pipeline,594.3925451,28690,-1031963.406,1576800,0,0,1,1,24,1.940559682,-0.156027839,0.049882286,-0.023419342,-0.077963355,0.192626962,0.205910125
75,VIC1,2021,4.758795173,91755410.34,60,0.737091067,4880.483915,-9.838632385,-1.433571035,-5.155867999,-7.365492487,38378743.91,-23677593.84,-4883.362271,-19152.53771,22961.99672,15855.86391,18184.94146,2623.671702,Pipeline,594.343576,31559,-1394612.763,1576800,0,0,1.1,1,24,2.13461565,-0.295454426,-0.043050181,-0.154830871,-0.221185961,0.364758551,0.252404245
76,VIC1,2021,4.930094062,97722629.46,60,0.761420326,4880.483915,-14.52056853,-4.53151633,-9.530970857,-12.13820614,45713744.24,-21486499.38,-2978.727928,-28266.70674,25049.45096,17297.30609,18184.94146,2603.46283,Pipeline,594.4593461,34428,-1752292.035,1576800,0,0,1.2,1,24,2.328671618,-0.436053109,-0.136081571,-0.286215341,-0.364510695,0.538337172,0.299971538
77,VIC1,2021,5.102554766,103684848,60,0.78280961,4880.483915,-19.22525751,-7.645217033,-13.90429242,-16.90817154,53308033.42,-19560179.14,-6559.467683,-37425.16795,27136.90521,18738.74826,18184.94146,2574.637792,Pipeline,594.6244755,37937,-2106795.414,1576800,0,0,1.3,1,24,2.522727586,-0.57733506,-0.229586097,-0.417546319,-0.507752899,0.712759334,0.347748963
78,VIC1,2021,5.276137975,109650278.3,60,0.801648432,4880.483915,-23.95225122,-10.75636347,-18.27532176,-21.67825579,61132254.73,-17863553.81,-9902.980599,-46627.04903,29224.35946,20180.19044,18184.94146,2551.364995,Pipeline,594.7577978,40855,-2459129.19,1576800,0,0,1.4,1,24,2.716783555,-0.719286823,-0.323013918,-0.548808461,-0.650998672,0.888008424,0.396272905
79,VIC1,2021,5.450686328,115627237.6,60,0.818198105,4880.483915,-28.69441531,-13.8616385,-22.64546678,-26.4437174,69153410.28,-16373089.27,-22473.04357,-55858.46179,31311.81371,21621.63261,18184.94146,2547.970382,Pipeline,594.7772444,43773,-2810577.305,1576800,0,0,1.5,1,24,2.910839523,-0.861694153,-0.41626542,-0.680044047,-0.794105628,1.063819942,0.445428733
