,Interval,Hourly,Daily,Monthly,Yearly
0,"(-inf, 0.45)",1057188.6506881923,780492.9642415815,527177.7383114031,0.0
1,"(0.45, 1.5)",36671.60257839816,124431.79372779105,522614.01335839677,1576800.0000000002
2,"(1.5, 2.5)",31935.738557008583,82422.63757757486,0.0,0.0
3,"(2.5, 4)",49596.41280171763,95102.37710438378,133856.4966604011,0.0
4,"(4, inf)",401407.59537468385,494350.22734866943,393151.7516697997,0.0
