,Interval,Hourly,Daily,Monthly,Yearly
0,"(-inf, 0.45)",679080.217044815,670241.0735185826,396932.9185914095,0.0
1,"(0.45, 1.5)",22780.72469067965,35877.05452619023,0.0,0.0
2,"(1.5, 2.5)",22132.491093423214,17223.831846005654,0.0,0.0
3,"(2.5, 4)",31664.20675232484,19912.683741491717,264511.8471476559,0.0
4,"(4, inf)",821142.3604187574,833545.3563677297,915355.2342609346,1576800.0000000002
