,Batch,Total_production,Total_CO2,Total_sell,Total_purchase,Total_grid_cost,EI_MEF,EI_Market,EI_L,RECs
0,1,134855.06122631,330653.82406585925,2454124.5708834925,-2708257.1777118314,6159.990977941436,2.4519200173804765,-1.531762987703886,1.2814511451910973,255.0197425814853
1,2,120604.49514574568,400571.393270011,1718894.8574852673,-2273434.666491956,32957.89726334594,3.321363708590933,0.8538538647135605,3.126641918850983,-127.13409170620096
2,3,133585.87698677403,79683.98034695495,2601581.2330188053,-2408082.529307848,-18873.773126433403,0.5965000353655966,-3.918354015976543,-0.9849777648012772,646.2182192208327
3,4,129468.181290308,2561363.571802927,1026950.3925231742,-4797216.072941241,182088.086797331,19.783730228352802,17.945684525693355,19.802399609951195,-2868.3890587051137
4,5,134504.4189748731,1272668.6646981887,1976503.2941089016,-3800300.923753036,-223389.9047207046,9.461909685925912,6.680570513527136,9.220383966638979,-1109.341055978564
5,6,129817.87154971258,344785.9543158561,3032099.9854318225,-3215912.13705355,-316421.5888771829,2.655920561629478,-2.6254571373587567,0.9628278572947502,420.7793301443397
6,7,133446.82590632138,-75106.74921544758,3182949.881144217,-2834944.7118402203,-173408.69660883,0.0,-5.347370107972447,-1.773316926195306,880.9747751299581
7,8,133507.9771273414,582852.3662515503,2681263.6164313685,-3210875.223098164,-19623.93660420897,4.36567446225044,-0.44916175694945365,2.6974859501460298,74.03293527565943
8,9,130012.02287265852,-596735.7314627328,3406585.3033649577,-2082858.3288265627,-119588.2113764049,0.0,-10.686677162547237,-6.923470020674577,1715.3043403577885
9,10,133847.90150026954,7691.264512717375,3267842.7149938894,-3118485.0644890447,-58141.09721928998,0.05746272019589255,-4.451788902556055,-0.7587956270131728,735.6328426287849
10,11,129368.46301338114,-91645.45036556397,2888903.6556490567,-2777265.0024313536,-41869.838545409046,0.0,-3.968117203521913,-0.5868067256869703,633.7644736747975
11,12,133780.9044063036,1461449.0603934857,1918138.1463734,-3910099.259847802,122669.8757078966,10.924197791001209,7.609894634384555,10.125014202690423,-1256.8624526230158
