,grid_interaction,CP_grid_out,CP_grid_in,grid_pout,grid_pin,pv_pout,wind_pout,curtail_wind,curtail_solar,CP_wind,CP_pv,CP_el,el_pin,el_pout,comp_pin,h2_storage_pin,h2_storage_pout,h2_storage_level,Direct_pipeline_pout,price,MEF_CO2,AEF_CO2,Load,Time
7333,-2836.4365195630835,0.0,2836.4365195630835,-2836.4365195630835,0.0,0.0,-9754.23860501627,0.0,0.0,9754.23860501627,0.0,-12407.708659323842,12407.708659323842,-220.4415244042307,182.96646525551148,220.4415244042307,-180.0,618.9048897563443,0.0,0.05821463666666667,1079.1124839071279,1908.4475481713764,180.0,2021-11-02 13:00:00
7334,2592.678480905184,-2592.678480905184,0.0,0.0,2592.678480905184,0.0,-15183.353605484537,0.0,0.0,15183.353605484537,0.0,-12407.708659323842,12407.708659323842,-220.4415244042307,182.96646525551148,220.4415244042307,-180.0,659.346414160575,0.0,0.061851452499999994,-1373.1754679861344,-1747.8411230246506,180.0,2021-11-02 14:00:00
7335,4831.993396914113,-4831.993396914113,0.0,0.0,4831.993396914113,0.0,-17422.668521493466,0.0,0.0,17422.668521493466,0.0,-12407.708659323842,12407.708659323842,-220.4415244042307,182.96646525551148,220.4415244042307,-180.0,699.7879385648057,0.0,0.06118340833333334,-3289.54465201427,-3269.8546131347216,180.0,2021-11-02 15:00:00
7336,9560.837775658372,-9560.837775658372,0.0,0.0,9560.837775658372,0.0,-22151.512900237725,0.0,0.0,22151.512900237725,0.0,-12407.708659323842,12407.708659323842,-220.4415244042307,182.96646525551148,220.4415244042307,-180.0,740.2294629690625,0.0,0.07345325083333333,-4164.090770232448,-6365.2798907560855,180.0,2021-11-02 16:00:00
7337,9600.695626553403,-9600.695626553403,0.0,0.0,9600.695626553403,0.0,-22191.370751132756,0.0,0.0,22191.370751132756,0.0,-12407.708659323842,12407.708659323842,-220.4415244042307,182.96646525551148,220.4415244042307,-180.0,780.6709873732932,0.0,0.07474280583333334,-3355.4143241938823,-6229.768195944223,180.0,2021-11-02 17:00:00
7338,6342.813676093116,-6342.813676093116,0.0,0.0,6342.813676093116,0.0,-18933.48880067247,0.0,0.0,18933.48880067247,0.0,-12407.708659323842,12407.708659323842,-220.4415244042307,182.96646525551148,220.4415244042307,-180.0,821.1125117775239,0.0,0.06508643083333332,-2185.3342672039466,-4198.584119687787,180.0,2021-11-02 18:00:00
7339,1393.435544761438,-1393.435544761438,0.0,0.0,1393.435544761438,0.0,-13984.110669340791,0.0,0.0,13984.110669340791,0.0,-12407.708659323842,12407.708659323842,-220.4415244042307,182.96646525551148,220.4415244042307,-180.0,861.5540361817546,0.0,0.056960138333333334,-377.78126424812035,-933.3078251720586,180.0,2021-11-02 19:00:00
7340,2770.107420606266,-2770.107420606266,0.0,0.0,2770.107420606266,0.0,-15360.782545185619,0.0,0.0,15360.782545185619,0.0,-12407.708659323842,12407.708659323842,-220.4415244042307,182.96646525551148,220.4415244042307,-180.0,901.9955605859852,0.0,0.058331985833333336,-1287.3373236192185,-1866.8605466187796,180.0,2021-11-02 20:00:00
7341,2356.382175215227,-2356.382175215227,0.0,0.0,2356.382175215227,0.0,-14947.05729979458,0.0,0.0,14947.05729979458,0.0,-12407.708659323842,12407.708659323842,-220.4415244042307,182.96646525551148,220.4415244042307,-180.0,942.4370849902159,0.0,0.05874382666666667,-1482.295558973274,-1602.7658517776968,180.0,2021-11-02 21:00:00
7342,3834.150750451754,-3834.150750451754,0.0,0.0,3834.150750451754,0.0,-16424.825875031107,0.0,0.0,16424.825875031107,0.0,-12407.708659323842,12407.708659323842,-220.4415244042307,182.96646525551148,220.4415244042307,-180.0,982.8786093944466,0.0,0.062412478333333334,-1875.4109441002445,-2647.526416682957,180.0,2021-11-02 22:00:00
7343,2184.0358802934898,-2184.0358802934898,0.0,0.0,2184.0358802934898,0.0,-14774.711004872843,0.0,0.0,14774.711004872843,0.0,-12407.708659323842,12407.708659323842,-220.4415244042307,182.96646525551148,220.4415244042307,-180.0,1023.3201337986773,0.0,0.06575756249999999,-1215.5494929669435,-1503.1213180522423,180.0,2021-11-02 23:00:00
7344,2688.409338301093,-2688.409338301093,0.0,0.0,2688.409338301093,0.0,-15279.084462880446,0.0,0.0,15279.084462880446,0.0,-12407.708659323842,12407.708659323842,-220.4415244042307,182.96646525551148,220.4415244042307,-180.0,1063.761658202908,0.0,0.06647771333333334,-1479.9007957060576,-1839.620432492503,180.0,2021-11-03 00:00:00
7345,-417.05759612444126,0.0,417.05759612444126,-417.05759612444126,0.0,0.0,-12173.617528454912,0.0,0.0,12173.617528454912,0.0,-12407.708659323842,12407.708659323842,-220.4415244042307,182.96646525551148,220.4415244042307,-180.0,1104.2031826071386,0.0,0.04829208833333333,280.84683977435157,285.98376682377125,180.0,2021-11-03 01:00:00
7346,-582.1780473878152,0.0,582.1780473878152,-582.1780473878152,0.0,0.0,-12008.497077191538,0.0,0.0,12008.497077191538,0.0,-12407.708659323842,12407.708659323842,-220.4415244042307,182.96646525551148,220.4415244042307,-180.0,1144.6447070113693,0.0,0.04847194166666666,352.20854509607614,394.89311374858505,180.0,2021-11-03 02:00:00
7347,-920.9234956859545,0.0,920.9234956859545,-920.9234956859545,0.0,0.0,-11669.751628893398,0.0,0.0,11669.751628893398,0.0,-12407.708659323842,12407.708659323842,-220.4415244042307,182.96646525551148,220.4415244042307,-180.0,1185.0862314156,0.0,0.05184036916666667,612.2224435380241,630.1279379601493,180.0,2021-11-03 03:00:00
7348,-746.8850777839671,0.0,746.8850777839671,-746.8850777839671,0.0,0.0,-11843.790046795386,0.0,0.0,11843.790046795386,0.0,-12407.708659323842,12407.708659323842,-220.4415244042307,182.96646525551148,220.4415244042307,-180.0,1225.5277558198306,0.0,0.06509112416666665,334.5698791720626,512.8128882592277,180.0,2021-11-03 04:00:00
