,grid_interaction,CP_grid_out,CP_grid_in,grid_pout,grid_pin,pv_pout,wind_pout,curtail_wind,curtail_solar,CP_wind,CP_pv,CP_el,el_pin,el_pout,comp_pin,h2_storage_pin,h2_storage_pout,h2_storage_level,Direct_pipeline_pout,price,MEF_CO2,AEF_CO2,Load,Time,,
0,-8350.892202,0,8350.892202,-8350.892202,0,0,-1929.936369,0,0,1929.936369,0,-10131.42857,10131.42857,-180,149.4,0,0,0,-180,0.037942625,7364.794459,6307.755684,180,1/01/2021 0:00,,
1,-10826.87815,0,10826.87815,-10826.87815,0,0,-2264.799992,0,0,2264.799992,0,-12901.43115,12901.43115,-229.2132437,190.2469923,49.21324375,0,49.21324375,-180,0.034325,9439.755821,8284.318044,180,1/01/2021 1:00,,
2,-11468.01739,0,11468.01739,-11468.01739,0,0,-1623.660747,0,0,1623.660747,0,-12901.43115,12901.43115,-229.2132437,190.2469923,49.21324375,0,98.4264875,-180,0.028835833,10381.69768,8691.315884,180,1/01/2021 2:00,,
3,-12422.90895,0,12422.90895,-12422.90895,0,0,-668.7691923,0,0,668.7691923,0,-12901.43115,12901.43115,-229.2132437,190.2469923,49.21324375,0,147.6397312,-180,0.026915833,11269.70512,9415.395279,180,1/01/2021 3:00,,
4,-12935.3948,0,12935.3948,-12935.3948,0,0,-156.2833447,0,0,156.2833447,0,-12901.43115,12901.43115,-229.2132437,190.2469923,49.21324375,0,196.852975,-180,0.030527903,11655.69975,9863.74622,180,1/01/2021 4:00,,
5,-11163.0298,0,11163.0298,-11163.0298,0,0,-1928.648345,0,0,1928.648345,0,-12901.43115,12901.43115,-229.2132437,190.2469923,49.21324375,0,246.0662187,-180,0.028493194,9992.051861,8411.337615,180,1/01/2021 5:00,,
6,-10755.36662,0,10755.36662,-10755.36662,0,0,-2336.311524,0,0,2336.311524,0,-12901.43115,12901.43115,-229.2132437,190.2469923,49.21324375,0,295.2794625,-180,0.015691042,9402.538281,7759.19989,180,1/01/2021 6:00,,
7,-10781.08501,0,10781.08501,-10781.08501,0,0,-2310.593133,0,0,2310.593133,0,-12901.43115,12901.43115,-229.2132437,190.2469923,49.21324375,0,344.4927062,-180,0.017331827,7622.433322,7414.446558,180,1/01/2021 7:00,,
8,-8897.475421,0,8897.475421,-8897.475421,0,0,-4194.202719,0,0,4194.202719,0,-12901.43115,12901.43115,-229.2132437,190.2469923,49.21324375,0,393.70595,-180,0.021827018,6734.148771,5961.15223,180,1/01/2021 8:00,,
9,-5909.852443,0,5909.852443,-5909.852443,0,0,-7181.825697,0,0,7181.825697,0,-12901.43115,12901.43115,-229.2132437,190.2469923,49.21324375,0,442.9191937,-180,0.0316309,4383.761178,4020.633229,180,1/01/2021 9:00,,
10,-9026.698872,0,9026.698872,-9026.698872,0,0,-4064.979268,0,0,4064.979268,0,-12901.43115,12901.43115,-229.2132437,190.2469923,49.21324375,0,492.1324375,-180,0.02705984,8148.941307,6015.556604,180,1/01/2021 10:00,,
11,-3957.244794,0,3957.244794,-3957.244794,0,0,-9134.433346,0,0,9134.433346,0,-12901.43115,12901.43115,-229.2132437,190.2469923,49.21324375,0,541.3456812,-180,0.027918585,2950.965903,2589.079452,180,1/01/2021 11:00,,
12,-197.2827075,0,197.2827075,-197.2827075,0,0,-12894.39543,0,0,12894.39543,0,-12901.43115,12901.43115,-229.2132437,190.2469923,49.21324375,0,590.558925,-180,0.031453682,100.0886364,133.9138561,180,1/01/2021 12:00,,
13,2330.167334,-2330.167334,0,0,2330.167334,0,-15421.84547,0,0,15421.84547,0,-12901.43115,12901.43115,-229.2132437,190.2469923,49.21324375,0,639.7721687,-180,0.030285336,-1472.04501,-1582.619888,180,1/01/2021 13:00,,
14,2897.385122,-2897.385122,0,0,2897.385122,0,-15989.06326,0,0,15989.06326,0,-12901.43115,12901.43115,-229.2132437,190.2469923,49.21324375,0,688.9854125,-180,0.030889582,-2134.81731,-1923.88688,180,1/01/2021 14:00,,
15,6749.657151,-6749.657151,0,0,6749.657151,0,-19841.33529,0,0,19841.33529,0,-12901.43115,12901.43115,-229.2132437,190.2469923,49.21324375,0,738.1986562,-180,0.032161335,-3884.598533,-4552.130099,180,1/01/2021 15:00,,
16,6473.680826,-6473.680826,0,0,6473.680826,0,-19565.35897,0,0,19565.35897,0,-12901.43115,12901.43115,-229.2132437,190.2469923,49.21324375,0,787.4119,-180,0.035358961,-5145.981677,-4328.750015,180,1/01/2021 16:00,,
17,4779.12639,-4779.12639,0,0,4779.12639,0,-17870.80453,0,0,17870.80453,0,-12901.43115,12901.43115,-229.2132437,190.2469923,49.21324375,0,836.6251437,-180,0.036286703,-2805.298452,-3265.661356,180,1/01/2021 17:00,,
18,2898.170225,-2898.170225,0,0,2898.170225,0,-15989.84837,0,0,15989.84837,0,-12901.43115,12901.43115,-229.2132437,190.2469923,49.21324375,0,885.8383875,-180,0.041060705,-2362.296263,-2075.374482,180,1/01/2021 18:00,,
19,0,0,0,0,0,0,-11709.56647,0,0,11709.56647,0,-11539.40419,11539.40419,-205.0147952,170.16228,25.01479519,0,910.8531826,-180,0.041752065,0,0,180,1/01/2021 19:00,,
20,0,0,0,0,0,0,-9079.849324,0,0,9079.849324,0,-8947.901838,8947.901838,-158.9728753,131.9474865,0,-21.02712471,889.8260579,-158.9728753,0.039003963,0,0,180,1/01/2021 20:00,,
21,0,0,0,0,0,0,-8256.6048,0,0,8256.6048,0,-8136.620623,8136.620623,-144.5592497,119.9841772,0,-35.44075035,854.3853076,-144.5592497,0.037024769,0,0,180,1/01/2021 21:00,,
22,0,0,0,0,0,0,-8859.31836,0,0,8859.31836,0,-8730.575608,8730.575608,-155.1117494,128.742752,0,-24.88825062,829.497057,-155.1117494,0.036360904,0,0,180,1/01/2021 22:00,,
23,0,0,0,0,0,0,-5324.767394,0,0,5324.767394,0,-5247.388393,5247.388393,-93.22771256,77.37900143,0,-86.77228744,742.7247695,-93.22771256,0.035588642,0,0,180,1/01/2021 23:00,,
24,-4690.802076,0,4690.802076,-4690.802076,0,0,-8400.876065,0,0,8400.876065,0,-12901.43115,12901.43115,-229.2132437,190.2469923,49.21324375,0,791.9380133,-180,0.034987791,2415.529851,3522.187405,180,2/01/2021 0:00,,
25,-8114.794568,0,8114.794568,-8114.794568,0,0,-4976.883573,0,0,4976.883573,0,-12901.43115,12901.43115,-229.2132437,190.2469923,49.21324375,0,841.151257,-180,0.028842533,6007.95935,6125.169635,180,2/01/2021 1:00,,
26,-8992.395547,0,8992.395547,-8992.395547,0,0,-4099.282593,0,0,4099.282593,0,-12901.43115,12901.43115,-229.2132437,190.2469923,49.21324375,0,890.3645008,-180,0.026899475,7469.407199,6744.966531,180,2/01/2021 2:00,,
27,-9446.073745,0,9446.073745,-9446.073745,0,0,-3645.604396,0,0,3645.604396,0,-12901.43115,12901.43115,-229.2132437,190.2469923,49.21324375,0,939.5777445,-180,0.027278198,6428.085478,7124.268019,180,2/01/2021 3:00,,
28,-11036.28795,0,11036.28795,-11036.28795,0,0,-2055.390187,0,0,2055.390187,0,-12901.43115,12901.43115,-229.2132437,190.2469923,49.21324375,0,988.7909883,-180,0.031083653,9757.573411,8389.443514,180,2/01/2021 4:00,,
29,-10687.71802,0,10687.71802,-10687.71802,0,0,-2403.96012,0,0,2403.96012,0,-12901.43115,12901.43115,-229.2132437,190.2469923,49.21324375,0,1038.004232,-180,0.031454086,6643.686205,8137.762556,180,2/01/2021 5:00,,
30,-13091.67814,0,13091.67814,-13091.67814,0,0,0,0,0,0,0,-12901.43115,12901.43115,-229.2132437,190.2469923,49.21324375,0,1087.217476,-180,0.025999062,9846.039541,9678.215461,180,2/01/2021 6:00,,
31,-13091.67814,0,13091.67814,-13091.67814,0,0,0,0,0,0,0,-12901.43115,12901.43115,-229.2132437,190.2469923,49.21324375,0,1136.43072,-180,0.029945839,5695.46882,9386.516913,180,2/01/2021 7:00,,
32,-12661.3653,0,12661.3653,-12661.3653,0,0,-430.3128406,0,0,430.3128406,0,-12901.43115,12901.43115,-229.2132437,190.2469923,49.21324375,0,1185.643963,-180,0.033228744,7446.65573,8893.741465,180,2/01/2021 8:00,,
33,-12279.8654,0,12279.8654,-12279.8654,0,0,-811.8127371,0,0,811.8127371,0,-12901.43115,12901.43115,-229.2132437,190.2469923,49.21324375,0,1234.857207,-180,0.033507107,7211.240728,8418.773329,180,2/01/2021 9:00,,
34,-12358.23806,0,12358.23806,-12358.23806,0,0,-733.4400851,0,0,733.4400851,0,-12901.43115,12901.43115,-229.2132437,190.2469923,49.21324375,0,1284.070451,-180,0.028993333,5471.06644,8346.957325,180,2/01/2021 10:00,,
35,-12573.53727,0,12573.53727,-12573.53727,0,0,-518.140867,0,0,518.140867,0,-12901.43115,12901.43115,-229.2132437,190.2469923,49.21324375,0,1333.283694,-180,0.024357813,10208.36365,8073.456527,180,2/01/2021 11:00,,
36,-11973.48282,0,11973.48282,-11973.48282,0,0,-1118.195316,0,0,1118.195316,0,-12901.43115,12901.43115,-229.2132437,190.2469923,49.21324375,0,1382.496938,-180,0.018562346,8058.995109,7662.271721,180,2/01/2021 12:00,,
37,-11471.73355,0,11471.73355,-11471.73355,0,0,-1619.944591,0,0,1619.944591,0,-12901.43115,12901.43115,-229.2132437,190.2469923,49.21324375,0,1431.710182,-180,0.021483533,9414.804401,7388.395609,180,2/01/2021 13:00,,
38,-10592.17664,0,10592.17664,-10592.17664,0,0,-2499.501502,0,0,2499.501502,0,-12901.43115,12901.43115,-229.2132437,190.2469923,49.21324375,0,1480.923426,-180,0.031621923,4764.91813,7058.139854,180,2/01/2021 14:00,,
39,-9621.935745,0,9621.935745,-9621.935745,0,0,-3469.742395,0,0,3469.742395,0,-12901.43115,12901.43115,-229.2132437,190.2469923,49.21324375,0,1530.136669,-180,0.032781285,5005.991193,6657.659719,180,2/01/2021 15:00,,
40,-8032.47478,0,8032.47478,-8032.47478,0,0,-5059.20336,0,0,5059.20336,0,-12901.43115,12901.43115,-229.2132437,190.2469923,49.21324375,0,1579.349913,-180,0.034914178,3604.155002,5672.019901,180,2/01/2021 16:00,,
41,0,0,0,0,0,0,-5272.501134,0,0,5272.501134,0,-5195.88166,5195.88166,-92.31261833,76.61947321,0,-87.68738167,1491.662532,-92.31261833,0.040146523,0,0,180,2/01/2021 17:00,,
42,0,0,0,0,0,0,-5816.436626,0,0,5816.436626,0,-5731.912735,5731.912735,-101.8360131,84.52389084,0,-78.16398693,1413.498545,-101.8360131,0.042575332,0,0,180,2/01/2021 18:00,,
43,6504.058538,-6504.058538,0,0,6504.058538,0,-6504.058538,0,0,6504.058538,0,0,0,0,0,0,-180,1233.498545,0,0.064303671,-4373.429203,-4691.012266,180,2/01/2021 19:00,,
44,0,0,0,0,0,0,-4691.578173,0,0,4691.578173,0,-4623.400616,4623.400616,-82.1416353,68.1775573,0,-97.8583647,1135.64018,-82.1416353,0.038511146,0,0,180,2/01/2021 20:00,,
45,-9909.446261,0,9909.446261,-9909.446261,0,0,-3182.231879,0,0,3182.231879,0,-12901.43115,12901.43115,-229.2132437,190.2469923,49.21324375,0,1184.853424,-180,0.032402664,6524.85087,7142.276598,180,2/01/2021 21:00,,
46,-10272.73631,0,10272.73631,-10272.73631,0,0,-2818.941828,0,0,2818.941828,0,-12901.43115,12901.43115,-229.2132437,190.2469923,49.21324375,0,1234.066667,-180,0.034856782,9086.957434,7436.817811,180,2/01/2021 22:00,,
47,0,0,0,0,0,0,-2754.955909,0,0,2754.955909,0,-2714.921158,2714.921158,-48.23463987,40.03475109,0,-131.7653601,1102.301307,-48.23463987,0.03649027,0,0,180,2/01/2021 23:00,,
48,0,0,0,0,0,0,-3036.237939,0,0,3036.237939,0,-2992.115625,2992.115625,-53.15941466,44.12231417,0,-126.8405853,975.460722,-53.15941466,0.037752062,0,0,180,3/01/2021 0:00,,
49,-9313.782702,0,9313.782702,-9313.782702,0,0,-3777.895439,0,0,3777.895439,0,-12901.43115,12901.43115,-229.2132437,190.2469923,49.21324375,0,1024.673966,-180,0.034041074,6335.21572,7076.725259,180,3/01/2021 1:00,,
50,-11028.72593,0,11028.72593,-11028.72593,0,0,-2062.952211,0,0,2062.952211,0,-12901.43115,12901.43115,-229.2132437,190.2469923,49.21324375,0,1073.887209,-180,0.031891873,8929.686229,8405.330105,180,3/01/2021 2:00,,
51,-11541.48486,0,11541.48486,-11541.48486,0,0,-1550.193284,0,0,1550.193284,0,-12901.43115,12901.43115,-229.2132437,190.2469923,49.21324375,0,1123.100453,-180,0.028000076,9381.040203,8744.902332,180,3/01/2021 3:00,,
52,-10989.43891,0,10989.43891,-10989.43891,0,0,-2102.239235,0,0,2102.239235,0,-12901.43115,12901.43115,-229.2132437,190.2469923,49.21324375,0,1172.313697,-180,0.035216667,9579.535912,8440.482806,180,3/01/2021 4:00,,
53,-8922.099219,0,8922.099219,-8922.099219,0,0,-4169.578922,0,0,4169.578922,0,-12901.43115,12901.43115,-229.2132437,190.2469923,49.21324375,0,1221.526941,-180,0.034296141,7815.677858,6846.499583,180,3/01/2021 5:00,,
54,-8404.832206,0,8404.832206,-8404.832206,0,0,-4686.845934,0,0,4686.845934,0,-12901.43115,12901.43115,-229.2132437,190.2469923,49.21324375,0,1270.740184,-180,0.027982611,4937.670116,6124.235156,180,3/01/2021 6:00,,
55,-12205.84609,0,12205.84609,-12205.84609,0,0,-885.8320482,0,0,885.8320482,0,-12901.43115,12901.43115,-229.2132437,190.2469923,49.21324375,0,1319.953428,-180,0.028420974,5037.162584,8562.091896,180,3/01/2021 7:00,,
56,-10580.58669,0,10580.58669,-10580.58669,0,0,-2511.091448,0,0,2511.091448,0,-12901.43115,12901.43115,-229.2132437,190.2469923,49.21324375,0,1369.166672,-180,0.031618439,6700.115815,7283.635208,180,3/01/2021 8:00,,
57,-9752.198036,0,9752.198036,-9752.198036,0,0,-3339.480105,0,0,3339.480105,0,-12901.43115,12901.43115,-229.2132437,190.2469923,49.21324375,0,1418.379916,-180,0.031712921,4204.240604,6510.731402,180,3/01/2021 9:00,,
58,-9165.587059,0,9165.587059,-9165.587059,0,0,-3926.091082,0,0,3926.091082,0,-12901.43115,12901.43115,-229.2132437,190.2469923,49.21324375,0,1467.593159,-180,0.017727887,5885.002945,5826.909025,180,3/01/2021 10:00,,
59,-9486.806952,0,9486.806952,-9486.806952,0,0,-3604.871189,0,0,3604.871189,0,-12901.43115,12901.43115,-229.2132437,190.2469923,49.21324375,0,1516.806403,-180,0.022015,8307.714737,6260.528758,180,3/01/2021 11:00,,
60,-7427.062286,0,7427.062286,-7427.062286,0,0,-5664.615854,0,0,5664.615854,0,-12901.43115,12901.43115,-229.2132437,190.2469923,49.21324375,0,1566.019647,-180,0.021939215,6413.58016,4862.696731,180,3/01/2021 12:00,,
61,-4864.75252,0,4864.75252,-4864.75252,0,0,-8226.92562,0,0,8226.92562,0,-12901.43115,12901.43115,-229.2132437,190.2469923,49.21324375,0,1615.232891,-180,0.007138245,2628.814693,3143.39133,180,3/01/2021 13:00,,
62,1670.347182,-1670.347182,0,0,1670.347182,0,-14762.02532,0,0,14762.02532,0,-12901.43115,12901.43115,-229.2132437,190.2469923,49.21324375,0,1664.446134,-180,0.023081458,-1287.928196,-1127.2923,180,3/01/2021 14:00,,
63,2781.16594,-2781.16594,0,0,2781.16594,0,-15872.84408,0,0,15872.84408,0,-12901.43115,12901.43115,-229.2132437,190.2469923,49.21324375,0,1713.659378,-180,0.026614783,-2271.576237,-1925.794718,180,3/01/2021 15:00,,
64,549.508685,-549.508685,0,0,549.508685,0,-13641.18683,0,0,13641.18683,0,-12901.43115,12901.43115,-229.2132437,190.2469923,49.21324375,0,1762.872622,-180,0.033633939,-205.6964241,-380.8110562,180,3/01/2021 16:00,,
65,0,0,0,0,0,0,-9652.823398,0,0,9652.823398,0,-9512.549508,9512.549508,-169.0046867,140.27389,0,-10.9953133,1751.877309,-169.0046867,0.039634,0,0,180,3/01/2021 17:00,,
66,0,0,0,0,0,0,-8437.358336,0,0,8437.358336,0,-8314.747466,8314.747466,-147.7239397,122.61087,0,-32.27606025,1719.601248,-147.7239397,0.043839189,0,0,180,3/01/2021 18:00,,
67,0,0,0,0,0,0,-9377.051883,0,0,9377.051883,0,-9240.785478,9240.785478,-164.1763917,136.2664051,0,-15.82360825,1703.77764,-164.1763917,0.041164978,0,0,180,3/01/2021 19:00,,
68,0,0,0,0,0,0,-8544.22341,0,0,8544.22341,0,-8420.059587,8420.059587,-149.5949673,124.1638229,0,-30.40503271,1673.372607,-149.5949673,0.039251107,0,0,180,3/01/2021 20:00,,
69,0,0,0,0,0,0,-6516.905786,0,0,6516.905786,0,-6422.202746,6422.202746,-114.1000488,94.70304049,0,-65.89995121,1607.472656,-114.1000488,0.035568721,0,0,180,3/01/2021 21:00,,
70,0,0,0,0,0,0,-6933.616997,0,0,6933.616997,0,-6832.85835,6832.85835,-121.3959605,100.7586472,0,-58.60403947,1548.868617,-121.3959605,0.037859741,0,0,180,3/01/2021 22:00,,
71,0,0,0,0,0,0,-7956.09798,0,0,7956.09798,0,-7840.480739,7840.480739,-139.2978812,115.6172414,0,-40.70211885,1508.166498,-139.2978812,0.036819609,0,0,180,3/01/2021 23:00,,
72,0,0,0,0,0,0,-6939.108169,0,0,6939.108169,0,-6838.269724,6838.269724,-121.4921017,100.8384444,0,-58.5078983,1449.6586,-121.4921017,0.036749391,0,0,180,4/01/2021 0:00,,
73,-7637.066039,0,7637.066039,-7637.066039,0,0,-5454.612101,0,0,5454.612101,0,-12901.43115,12901.43115,-229.2132437,190.2469923,49.21324375,0,1498.871843,-180,0.033205608,6768.56641,5743.547183,180,4/01/2021 1:00,,
74,-4514.383676,0,4514.383676,-4514.383676,0,0,-8577.294464,0,0,8577.294464,0,-12901.43115,12901.43115,-229.2132437,190.2469923,49.21324375,0,1548.085087,-180,0.032351863,3667.173368,3418.82543,180,4/01/2021 2:00,,
75,-3432.45103,0,3432.45103,-3432.45103,0,0,-9659.22711,0,0,9659.22711,0,-12901.43115,12901.43115,-229.2132437,190.2469923,49.21324375,0,1597.298331,-180,0.032240235,2265.705727,2595.17808,180,4/01/2021 3:00,,
76,-2055.319545,0,2055.319545,-2055.319545,0,0,-11036.3586,0,0,11036.3586,0,-12901.43115,12901.43115,-229.2132437,190.2469923,49.21324375,0,1646.511575,-180,0.034640682,1667.469535,1549.202831,180,4/01/2021 4:00,,
77,0,0,0,0,0,0,-11837.00694,0,0,11837.00694,0,-11664.9927,11664.9927,-207.2460633,172.0142325,27.24606327,0,1673.757638,-180,0.035594834,0,0,180,4/01/2021 5:00,,
78,-760.6099605,0,760.6099605,-760.6099605,0,0,-10985.59996,0,0,10985.59996,0,-11575.51514,11575.51514,-205.6563604,170.6947791,25.6563604,0,1699.413998,-180,0.035229447,601.3619959,568.5638946,180,4/01/2021 6:00,,
79,0,0,0,0,0,0,-13079.69346,0,0,13079.69346,0,-12889.62063,12889.62063,-229.0034123,190.0728322,49.00341225,0,1748.41741,-180,0.039708638,0,0,180,4/01/2021 7:00,,
80,488.9339833,-488.9339833,0,0,488.9339833,0,-13580.61212,0,0,13580.61212,0,-12901.43115,12901.43115,-229.2132437,190.2469923,49.21324375,0,1797.630654,-180,0.041757922,-344.5386846,-353.1472218,180,4/01/2021 8:00,,
81,0,0,0,0,0,0,-11439.72305,0,0,11439.72305,0,-11273.48211,11273.48211,-200.2902913,166.2409417,20.29029126,0,1817.920945,-180,0.042029122,0,0,180,4/01/2021 9:00,,
82,0,0,0,0,0,0,-11768.2592,0,0,11768.2592,0,-11597.244,11597.244,-206.0424061,171.015197,26.04240607,0,1843.963352,-180,0.037659248,0,0,180,4/01/2021 10:00,,
83,5185.277392,-5185.277392,0,0,5185.277392,0,-18276.95553,0,0,18276.95553,0,-12901.43115,12901.43115,-229.2132437,190.2469923,49.21324375,0,1893.176595,-180,0.040742232,-4721.186256,-3619.281671,180,4/01/2021 11:00,,
84,3218.178329,-3218.178329,0,0,3218.178329,0,-16309.85647,0,0,16309.85647,0,-12901.43115,12901.43115,-229.2132437,190.2469923,49.21324375,0,1942.389839,-180,0.042604665,-2912.258055,-2219.261752,180,4/01/2021 12:00,,
85,4639.277874,-4639.277874,0,0,4639.277874,0,-17730.95601,0,0,17730.95601,0,-12901.43115,12901.43115,-229.2132437,190.2469923,49.21324375,0,1991.603083,-180,0.039812157,-3998.145661,-3135.861378,180,4/01/2021 13:00,,
86,7372.535349,-7372.535349,0,0,7372.535349,0,-20464.21349,0,0,20464.21349,0,-12901.43115,12901.43115,-229.2132437,190.2469923,49.21324375,0,2040.816327,-180,0.042971517,-6530.219782,-5111.200512,180,4/01/2021 14:00,,
87,11716.53804,-11716.53804,0,0,11716.53804,0,-19186.51704,0,0,19186.51704,0,-7361.425995,7361.425995,-130.7867563,108.5530077,0,-49.21324375,1991.603083,-130.7867563,0.045628698,-10852.20036,-8291.669343,180,4/01/2021 15:00,,
88,6334.976969,-6334.976969,0,0,6334.976969,0,-19426.65511,0,0,19426.65511,0,-12901.43115,12901.43115,-229.2132437,190.2469923,49.21324375,0,2040.816327,-180,0.040277245,-5008.014377,-4370.518076,180,4/01/2021 16:00,,
89,17716.5397,-17716.5397,0,0,17716.5397,0,-17716.5397,0,0,17716.5397,0,0,0,0,0,0,-180,1860.816327,0,0.173274217,-16135.64429,-12450.47686,180,4/01/2021 17:00,,
90,4273.633651,-4273.633651,0,0,4273.633651,0,-17365.31179,0,0,17365.31179,0,-12901.43115,12901.43115,-229.2132437,190.2469923,49.21324375,0,1910.02957,-180,0.045932263,-3592.875417,-3042.056217,180,4/01/2021 18:00,,
91,21985.4467,-21985.4467,0,0,21985.4467,0,-21985.4467,0,0,21985.4467,0,0,0,0,0,0,-180,1730.02957,0,0.048164171,-19518.07022,-15573.12196,180,4/01/2021 19:00,,
92,710.0497927,-710.0497927,0,0,710.0497927,0,-13801.72793,0,0,13801.72793,0,-12901.43115,12901.43115,-229.2132437,190.2469923,49.21324375,0,1779.242814,-180,0.043678352,-612.1879793,-501.2433839,180,4/01/2021 20:00,,
93,0,0,0,0,0,0,-9989.906929,0,0,9989.906929,0,-9844.734574,9844.734574,-174.9064518,145.172355,0,-5.093548172,1774.149266,-174.9064518,0.039270129,0,0,180,4/01/2021 21:00,,
94,0,0,0,0,0,0,-8527.749895,0,0,8527.749895,0,-8403.825464,8403.825464,-149.3065438,123.9244313,0,-30.69345623,1743.45581,-149.3065438,0.041169204,0,0,180,4/01/2021 22:00,,
95,0,0,0,0,0,0,-7472.268403,0,0,7472.268403,0,-7363.682126,7363.682126,-130.8268398,108.586277,0,-49.1731602,1694.282649,-130.8268398,0.038630887,0,0,180,4/01/2021 23:00,,
96,0,0,0,0,0,0,-6771.395313,0,0,6771.395313,0,-6672.994055,6672.994055,-118.5557319,98.40125752,0,-61.44426805,1632.838381,-118.5557319,0.039908479,0,0,180,5/01/2021 0:00,,
97,0,0,0,0,0,0,-5660.103217,0,0,5660.103217,0,-5577.851148,5577.851148,-99.09887827,82.25206896,0,-80.90112173,1551.93726,-99.09887827,0.039604181,0,0,180,5/01/2021 1:00,,
98,0,0,0,0,0,0,-5058.042773,0,0,5058.042773,0,-4984.539787,4984.539787,-88.55781348,73.50298519,0,-91.44218652,1460.495073,-88.55781348,0.039014981,0,0,180,5/01/2021 2:00,,
99,-6042.410065,0,6042.410065,-6042.410065,0,0,-4455.760451,0,0,4455.760451,0,-10345.61212,10345.61212,-183.8052915,152.558392,3.805291547,0,1464.300365,-180,0.037422248,5222.515562,4590.728914,180,5/01/2021 3:00,,
100,0,0,0,0,0,0,-6983.230974,0,0,6983.230974,0,-6881.751341,6881.751341,-122.2646177,101.4796327,0,-57.73538226,1406.564982,-122.2646177,0.037868572,0,0,180,5/01/2021 4:00,,
101,920.4722677,-920.4722677,0,0,920.4722677,0,-14012.15041,0,0,14012.15041,0,-12901.43115,12901.43115,-229.2132437,190.2469923,49.21324375,0,1455.778226,-180,0.037569617,-864.9883305,-703.3865196,180,5/01/2021 5:00,,
102,-6089.454494,0,6089.454494,-6089.454494,0,0,-7002.223647,0,0,7002.223647,0,-12901.43115,12901.43115,-229.2132437,190.2469923,49.21324375,0,1504.99147,-180,0.032036425,4047.322977,4448.595554,180,5/01/2021 6:00,,
103,-1351.964845,0,1351.964845,-1351.964845,0,0,-11739.71329,0,0,11739.71329,0,-12901.43115,12901.43115,-229.2132437,190.2469923,49.21324375,0,1554.204714,-180,0.028712333,1150.461201,942.7164152,180,5/01/2021 7:00,,
104,-5756.489911,0,5756.489911,-5756.489911,0,0,-7335.18823,0,0,7335.18823,0,-12901.43115,12901.43115,-229.2132437,190.2469923,49.21324375,0,1603.417957,-180,0.030076672,5528.642446,3974.61542,180,5/01/2021 8:00,,
105,-8732.697031,0,8732.697031,-8732.697031,0,0,-4358.981109,0,0,4358.981109,0,-12901.43115,12901.43115,-229.2132437,190.2469923,49.21324375,0,1652.631201,-180,0.032039238,6414.776041,5904.562238,180,5/01/2021 9:00,,
106,-8685.148217,0,8685.148217,-8685.148217,0,0,-4406.529923,0,0,4406.529923,0,-12901.43115,12901.43115,-229.2132437,190.2469923,49.21324375,0,1701.844445,-180,0.033550795,4616.773898,5826.533619,180,5/01/2021 10:00,,
107,0,0,0,0,0,0,-5460.725666,0,0,5460.725666,0,-5381.370932,5381.370932,-95.60811301,79.3547338,0,-84.39188699,1617.452558,-95.60811301,0.038102993,0,0,180,5/01/2021 11:00,,
108,8504.749782,-8504.749782,0,0,8504.749782,0,-8504.749782,0,0,8504.749782,0,0,0,0,0,0,-180,1437.452558,0,0.059026703,-8000.860725,-5854.021203,180,5/01/2021 12:00,,
109,11851.59962,-11851.59962,0,0,11851.59962,0,-11851.59962,0,0,11851.59962,0,0,0,0,0,0,-180,1257.452558,0,0.051521648,-10911.78027,-8182.704558,180,5/01/2021 13:00,,
110,15846.36903,-15846.36903,0,0,15846.36903,0,-15846.36903,0,0,15846.36903,0,0,0,0,0,0,-180,1077.452558,0,0.085767517,-14201.35017,-10951.11361,180,5/01/2021 14:00,,
111,16334.67939,-16334.67939,0,0,16334.67939,0,-16334.67939,0,0,16334.67939,0,0,0,0,0,0,-180,897.4525579,0,0.083162535,-14280.95372,-11389.4867,180,5/01/2021 15:00,,
112,1736.281067,-1736.281067,0,0,1736.281067,0,-14827.95921,0,0,14827.95921,0,-12901.43115,12901.43115,-229.2132437,190.2469923,49.21324375,0,946.6658017,-180,0.045985036,-1442.820765,-1186.330018,180,5/01/2021 16:00,,
113,12668.08315,-12668.08315,0,0,12668.08315,0,-12668.08315,0,0,12668.08315,0,0,0,0,0,0,-180,766.6658017,0,0.054184914,-11343.93116,-8862.871988,180,5/01/2021 17:00,,
114,11934.01043,-11934.01043,0,0,11934.01043,0,-11934.01043,0,0,11934.01043,0,0,0,0,0,0,-180,586.6658017,0,0.067432388,-13107.81285,-8519.681609,180,5/01/2021 18:00,,
115,14931.84885,-14931.84885,0,0,14931.84885,0,-14931.84885,0,0,14931.84885,0,0,0,0,0,0,-180,406.6658017,0,0.054876596,-12969.7769,-10555.11933,180,5/01/2021 19:00,,
116,0,0,0,0,0,0,-12947.98727,0,0,12947.98727,0,-12759.82838,12759.82838,-226.6974585,188.1588905,46.69745846,0,453.3632601,-180,0.04386955,0,0,180,5/01/2021 20:00,,
117,511.0579666,-511.0579666,0,0,511.0579666,0,-13602.73611,0,0,13602.73611,0,-12901.43115,12901.43115,-229.2132437,190.2469923,49.21324375,0,502.5765039,-180,0.039348409,-388.8079121,-372.7098549,180,5/01/2021 21:00,,
118,1622.93377,-1622.93377,0,0,1622.93377,0,-14714.61191,0,0,14714.61191,0,-12901.43115,12901.43115,-229.2132437,190.2469923,49.21324375,0,551.7897476,-180,0.037515135,-1497.254887,-1194.608059,180,5/01/2021 22:00,,
