,grid_interaction,CP_grid_out,CP_grid_in,grid_pout,grid_pin,pv_pout,wind_pout,curtail_wind,curtail_solar,CP_wind,CP_pv,CP_el,el_pin,el_pout,comp_pin,h2_storage_pin,h2_storage_pout,h2_storage_level,Direct_pipeline_pout,price,MEF_CO2,AEF_CO2,Load,Time,,,,,,
0,-8350.89291,0,8350.89291,-8350.89291,0,0,-1929.935661,0,0,1929.935661,0,-10131.42857,10131.42857,-180,149.4,180,-180,0,0,0.037942625,7364.795083,6307.756219,180,1/01/2021 0:00,,,,,,
1,-10826.89375,0,10826.89375,-10826.89375,0,0,-2264.799162,0,0,2264.799162,0,-12901.4457,12901.4457,-229.2135023,190.2472069,229.2135023,-180,49.21350235,0,0.034325,9439.769423,8284.329981,180,1/01/2021 1:00,,,,,,
2,-11468.03276,0,11468.03276,-11468.03276,0,0,-1623.660151,0,0,1623.660151,0,-12901.4457,12901.4457,-229.2135023,190.2472069,229.2135023,-180,98.4270047,0,0.028835833,10381.71159,8691.327529,180,1/01/2021 2:00,,,,,,
3,-12422.92396,0,12422.92396,-12422.92396,0,0,-668.768947,0,0,668.768947,0,-12901.4457,12901.4457,-229.2135023,190.2472069,229.2135023,-180,147.640507,0,0.026915833,11269.71874,9415.406659,180,1/01/2021 3:00,,,,,,
4,-12935.40962,0,12935.40962,-12935.40962,0,0,-156.2832873,0,0,156.2832873,0,-12901.4457,12901.4457,-229.2135023,190.2472069,229.2135023,-180,196.8540094,0,0.030527903,11655.71311,9863.757527,180,1/01/2021 4:00,,,,,,
5,-11163.04527,0,11163.04527,-11163.04527,0,0,-1928.647637,0,0,1928.647637,0,-12901.4457,12901.4457,-229.2135023,190.2472069,229.2135023,-180,246.0675117,0,0.028493194,9992.065715,8411.349277,180,1/01/2021 5:00,,,,,,
6,-10755.38224,0,10755.38224,-10755.38224,0,0,-2336.310667,0,0,2336.310667,0,-12901.4457,12901.4457,-229.2135023,190.2472069,229.2135023,-180,295.2810141,0,0.015691042,9402.551943,7759.211164,180,1/01/2021 6:00,,,,,,
7,-10781.10062,0,10781.10062,-10781.10062,0,0,-2310.592286,0,0,2310.592286,0,-12901.4457,12901.4457,-229.2135023,190.2472069,229.2135023,-180,344.4945164,0,0.017331827,7622.444365,7414.457299,180,1/01/2021 7:00,,,,,,
8,-8897.49173,0,8897.49173,-8897.49173,0,0,-4194.20118,0,0,4194.20118,0,-12901.4457,12901.4457,-229.2135023,190.2472069,229.2135023,-180,393.7080188,0,0.021827018,6734.161115,5961.163157,180,1/01/2021 8:00,,,,,,
9,-5909.869849,0,5909.869849,-5909.869849,0,0,-7181.823062,0,0,7181.823062,0,-12901.4457,12901.4457,-229.2135023,190.2472069,229.2135023,-180,442.9215211,0,0.0316309,4383.774089,4020.64507,180,1/01/2021 9:00,,,,,,
10,-9026.715134,0,9026.715134,-9026.715134,0,0,-4064.977777,0,0,4064.977777,0,-12901.4457,12901.4457,-229.2135023,190.2472069,229.2135023,-180,492.1350235,0,0.02705984,8148.955987,6015.567441,180,1/01/2021 10:00,,,,,,
11,-3957.262915,0,3957.262915,-3957.262915,0,0,-9134.429995,0,0,9134.429995,0,-12901.4457,12901.4457,-229.2135023,190.2472069,229.2135023,-180,541.3485258,0,0.027918585,2950.979417,2589.091308,180,1/01/2021 11:00,,,,,,
12,-197.3022084,0,197.3022084,-197.3022084,0,0,-12894.3907,0,0,12894.3907,0,-12901.4457,12901.4457,-229.2135023,190.2472069,229.2135023,-180,590.5620282,0,0.031453682,100.0985299,133.9270932,180,1/01/2021 12:00,,,,,,
13,2330.146906,-2330.146906,0,0,2330.146906,0,-15421.83982,0,0,15421.83982,0,-12901.4457,12901.4457,-229.2135023,190.2472069,229.2135023,-180,639.7755305,0,0.030285336,-1472.032105,-1582.606013,180,1/01/2021 13:00,,,,,,
14,2897.364486,-2897.364486,0,0,2897.364486,0,-15989.0574,0,0,15989.0574,0,-12901.4457,12901.4457,-229.2135023,190.2472069,229.2135023,-180,688.9890329,0,0.030889582,-2134.802105,-1923.873177,180,1/01/2021 14:00,,,,,,
15,6749.635101,-6749.635101,0,0,6749.635101,0,-19841.32801,0,0,19841.32801,0,-12901.4457,12901.4457,-229.2135023,190.2472069,229.2135023,-180,738.2025352,0,0.032161335,-3884.585843,-4552.115229,180,1/01/2021 15:00,,,,,,
16,6473.658878,-6473.658878,0,0,6473.658878,0,-19565.35179,0,0,19565.35179,0,-12901.4457,12901.4457,-229.2135023,190.2472069,229.2135023,-180,787.4160376,0,0.035358961,-5145.96423,-4328.735339,180,1/01/2021 16:00,,,,,,
17,4779.105063,-4779.105063,0,0,4779.105063,0,-17870.79797,0,0,17870.79797,0,-12901.4457,12901.4457,-229.2135023,190.2472069,229.2135023,-180,836.6295399,0,0.036286703,-2805.285934,-3265.646783,180,1/01/2021 17:00,,,,,,
18,2898.149589,-2898.149589,0,0,2898.149589,0,-15989.8425,0,0,15989.8425,0,-12901.4457,12901.4457,-229.2135023,190.2472069,229.2135023,-180,885.8430423,0,0.041060705,-2362.279442,-2075.359704,180,1/01/2021 18:00,,,,,,
19,0,0,0,0,0,0,-11709.56217,0,0,11709.56217,0,-11539.39995,11539.39995,-205.01472,170.1622176,205.01472,-180,910.8577623,0,0.041752065,0,0,180,1/01/2021 19:00,,,,,,
20,0,0,0,0,0,0,-9079.845993,0,0,9079.845993,0,-8947.898555,8947.898555,-158.972817,131.9474381,158.972817,-180,889.8305792,0,0.039003963,0,0,180,1/01/2021 20:00,,,,,,
21,0,0,0,0,0,0,-8256.601771,0,0,8256.601771,0,-8136.617638,8136.617638,-144.5591966,119.9841332,144.5591966,-180,854.3897758,0,0.037024769,0,0,180,1/01/2021 21:00,,,,,,
22,0,0,0,0,0,0,-8859.31511,0,0,8859.31511,0,-8730.572405,8730.572405,-155.1116925,128.7427048,155.1116925,-180,829.5014683,0,0.036360904,0,0,180,1/01/2021 22:00,,,,,,
23,0,0,0,0,0,0,-5324.765441,0,0,5324.765441,0,-5247.386468,5247.386468,-93.22767836,77.37897304,93.22767836,-180,742.7291467,0,0.035588642,0,0,180,1/01/2021 23:00,,,,,,
24,-4690.819928,0,4690.819928,-4690.819928,0,0,-8400.872983,0,0,8400.872983,0,-12901.4457,12901.4457,-229.2135023,190.2472069,229.2135023,-180,791.942649,0,0.034987791,2415.539044,3522.20081,180,2/01/2021 0:00,,,,,,
25,-8114.811164,0,8114.811164,-8114.811164,0,0,-4976.881747,0,0,4976.881747,0,-12901.4457,12901.4457,-229.2135023,190.2472069,229.2135023,-180,841.1561514,0,0.028842533,6007.971637,6125.182162,180,2/01/2021 1:00,,,,,,
26,-8992.411822,0,8992.411822,-8992.411822,0,0,-4099.281089,0,0,4099.281089,0,-12901.4457,12901.4457,-229.2135023,190.2472069,229.2135023,-180,890.3696537,0,0.026899475,7469.420717,6744.978738,180,2/01/2021 2:00,,,,,,
27,-9446.089852,0,9446.089852,-9446.089852,0,0,-3645.603058,0,0,3645.603058,0,-12901.4457,12901.4457,-229.2135023,190.2472069,229.2135023,-180,939.5831561,0,0.027278198,6428.096439,7124.280168,180,2/01/2021 3:00,,,,,,
28,-11036.30348,0,11036.30348,-11036.30348,0,0,-2055.389433,0,0,2055.389433,0,-12901.4457,12901.4457,-229.2135023,190.2472069,229.2135023,-180,988.7966584,0,0.031083653,9757.587136,8389.455315,180,2/01/2021 4:00,,,,,,
29,-10687.73367,0,10687.73367,-10687.73367,0,0,-2403.959238,0,0,2403.959238,0,-12901.4457,12901.4457,-229.2135023,190.2472069,229.2135023,-180,1038.010161,0,0.031454086,6643.695935,8137.774474,180,2/01/2021 5:00,,,,,,
30,-13091.69291,0,13091.69291,-13091.69291,0,0,0,0,0,0,0,-12901.4457,12901.4457,-229.2135023,190.2472069,229.2135023,-180,1087.223663,0,0.025999062,9846.050649,9678.22638,180,2/01/2021 6:00,,,,,,
31,-13091.69291,0,13091.69291,-13091.69291,0,0,0,0,0,0,0,-12901.4457,12901.4457,-229.2135023,190.2472069,229.2135023,-180,1136.437165,0,0.029945839,5695.475246,9386.527503,180,2/01/2021 7:00,,,,,,
32,-12661.38023,0,12661.38023,-12661.38023,0,0,-430.3126827,0,0,430.3126827,0,-12901.4457,12901.4457,-229.2135023,190.2472069,229.2135023,-180,1185.650668,0,0.033228744,7446.66451,8893.751951,180,2/01/2021 8:00,,,,,,
33,-12279.88047,0,12279.88047,-12279.88047,0,0,-811.8124393,0,0,811.8124393,0,-12901.4457,12901.4457,-229.2135023,190.2472069,229.2135023,-180,1234.86417,0,0.033507107,7211.249576,8418.783659,180,2/01/2021 9:00,,,,,,
34,-12358.25309,0,12358.25309,-12358.25309,0,0,-733.439816,0,0,733.439816,0,-12901.4457,12901.4457,-229.2135023,190.2472069,229.2135023,-180,1284.077673,0,0.028993333,5471.073098,8346.967483,180,2/01/2021 10:00,,,,,,
35,-12573.55223,0,12573.55223,-12573.55223,0,0,-518.1406769,0,0,518.1406769,0,-12901.4457,12901.4457,-229.2135023,190.2472069,229.2135023,-180,1333.291175,0,0.024357813,10208.37579,8073.466133,180,2/01/2021 11:00,,,,,,
36,-11973.49801,0,11973.49801,-11973.49801,0,0,-1118.194905,0,0,1118.194905,0,-12901.4457,12901.4457,-229.2135023,190.2472069,229.2135023,-180,1382.504677,0,0.018562346,8059.005327,7662.281435,180,2/01/2021 12:00,,,,,,
37,-11471.74891,0,11471.74891,-11471.74891,0,0,-1619.943997,0,0,1619.943997,0,-12901.4457,12901.4457,-229.2135023,190.2472069,229.2135023,-180,1431.71818,0,0.021483533,9414.817011,7388.405504,180,2/01/2021 13:00,,,,,,
38,-10592.19233,0,10592.19233,-10592.19233,0,0,-2499.500585,0,0,2499.500585,0,-12901.4457,12901.4457,-229.2135023,190.2472069,229.2135023,-180,1480.931682,0,0.031621923,4764.925187,7058.150307,180,2/01/2021 14:00,,,,,,
39,-9621.951788,0,9621.951788,-9621.951788,0,0,-3469.741122,0,0,3469.741122,0,-12901.4457,12901.4457,-229.2135023,190.2472069,229.2135023,-180,1530.145184,0,0.032781285,5005.99954,6657.670819,180,2/01/2021 15:00,,,,,,
40,-8032.491407,0,8032.491407,-8032.491407,0,0,-5059.201504,0,0,5059.201504,0,-12901.4457,12901.4457,-229.2135023,190.2472069,229.2135023,-180,1579.358687,0,0.034914178,3604.162462,5672.031641,180,2/01/2021 16:00,,,,,,
41,0,0,0,0,0,0,-5272.499199,0,0,5272.499199,0,-5195.879754,5195.879754,-92.31258446,76.6194451,92.31258446,-180,1491.671271,0,0.040146523,0,0,180,2/01/2021 17:00,,,,,,
42,0,0,0,0,0,0,-5816.434492,0,0,5816.434492,0,-5731.910632,5731.910632,-101.8359757,84.52385983,101.8359757,-180,1413.507247,0,0.042575332,0,0,180,2/01/2021 18:00,,,,,,
43,6504.056152,-6504.056152,0,0,6504.056152,0,-6504.056152,0,0,6504.056152,0,0,0,0,0,0,-180,1233.507247,0,0.064303671,-4373.427599,-4691.010545,180,2/01/2021 19:00,,,,,,
44,0,0,0,0,0,0,-4691.576452,0,0,4691.576452,0,-4623.398919,4623.398919,-82.14160517,68.17753229,82.14160517,-180,1135.648852,0,0.038511146,0,0,180,2/01/2021 20:00,,,,,,
45,-9909.462199,0,9909.462199,-9909.462199,0,0,-3182.230712,0,0,3182.230712,0,-12901.4457,12901.4457,-229.2135023,190.2472069,229.2135023,-180,1184.862354,0,0.032402664,6524.861364,7142.288085,180,2/01/2021 21:00,,,,,,
46,-10272.75212,0,10272.75212,-10272.75212,0,0,-2818.940794,0,0,2818.940794,0,-12901.4457,12901.4457,-229.2135023,190.2472069,229.2135023,-180,1234.075857,0,0.034856782,9086.971414,7436.829253,180,2/01/2021 22:00,,,,,,
47,0,0,0,0,0,0,-2754.954899,0,0,2754.954899,0,-2714.920162,2714.920162,-48.23462217,40.0347364,48.23462217,-180,1102.310479,0,0.03649027,0,0,180,2/01/2021 23:00,,,,,,
48,0,0,0,0,0,0,-3036.236825,0,0,3036.236825,0,-2992.114527,2992.114527,-53.15939515,44.12229798,53.15939515,-180,975.469874,0,0.037752062,0,0,180,3/01/2021 0:00,,,,,,
49,-9313.798858,0,9313.798858,-9313.798858,0,0,-3777.894053,0,0,3777.894053,0,-12901.4457,12901.4457,-229.2135023,190.2472069,229.2135023,-180,1024.683376,0,0.034041074,6335.226709,7076.737535,180,3/01/2021 1:00,,,,,,
50,-11028.74146,0,11028.74146,-11028.74146,0,0,-2062.951454,0,0,2062.951454,0,-12901.4457,12901.4457,-229.2135023,190.2472069,229.2135023,-180,1073.896879,0,0.031891873,8929.698801,8405.341939,180,3/01/2021 2:00,,,,,,
51,-11541.5002,0,11541.5002,-11541.5002,0,0,-1550.192715,0,0,1550.192715,0,-12901.4457,12901.4457,-229.2135023,190.2472069,229.2135023,-180,1123.110381,0,0.028000076,9381.052671,8744.913954,180,3/01/2021 3:00,,,,,,
52,-10989.45445,0,10989.45445,-10989.45445,0,0,-2102.238464,0,0,2102.238464,0,-12901.4457,12901.4457,-229.2135023,190.2472069,229.2135023,-180,1172.323883,0,0.035216667,9579.54946,8440.494743,180,3/01/2021 4:00,,,,,,
53,-8922.115519,0,8922.115519,-8922.115519,0,0,-4169.577392,0,0,4169.577392,0,-12901.4457,12901.4457,-229.2135023,190.2472069,229.2135023,-180,1221.537386,0,0.034296141,7815.692137,6846.512091,180,3/01/2021 5:00,,,,,,
54,-8404.848696,0,8404.848696,-8404.848696,0,0,-4686.844215,0,0,4686.844215,0,-12901.4457,12901.4457,-229.2135023,190.2472069,229.2135023,-180,1270.750888,0,0.027982611,4937.679803,6124.247171,180,3/01/2021 6:00,,,,,,
55,-12205.86119,0,12205.86119,-12205.86119,0,0,-885.8317232,0,0,885.8317232,0,-12901.4457,12901.4457,-229.2135023,190.2472069,229.2135023,-180,1319.96439,0,0.028420974,5037.168814,8562.102485,180,3/01/2021 7:00,,,,,,
56,-10580.60238,0,10580.60238,-10580.60238,0,0,-2511.090526,0,0,2511.090526,0,-12901.4457,12901.4457,-229.2135023,190.2472069,229.2135023,-180,1369.177893,0,0.031618439,6700.125752,7283.64601,180,3/01/2021 8:00,,,,,,
57,-9752.214031,0,9752.214031,-9752.214031,0,0,-3339.478879,0,0,3339.478879,0,-12901.4457,12901.4457,-229.2135023,190.2472069,229.2135023,-180,1418.391395,0,0.031712921,4204.247499,6510.74208,180,3/01/2021 9:00,,,,,,
58,-9165.603269,0,9165.603269,-9165.603269,0,0,-3926.089641,0,0,3926.089641,0,-12901.4457,12901.4457,-229.2135023,190.2472069,229.2135023,-180,1467.604897,0,0.017727887,5885.013353,5826.919331,180,3/01/2021 10:00,,,,,,
59,-9486.823045,0,9486.823045,-9486.823045,0,0,-3604.869866,0,0,3604.869866,0,-12901.4457,12901.4457,-229.2135023,190.2472069,229.2135023,-180,1516.8184,0,0.022015,8307.72883,6260.539378,180,3/01/2021 11:00,,,,,,
60,-7427.079135,0,7427.079135,-7427.079135,0,0,-5664.613776,0,0,5664.613776,0,-12901.4457,12901.4457,-229.2135023,190.2472069,229.2135023,-180,1566.031902,0,0.021939215,6413.594709,4862.707763,180,3/01/2021 12:00,,,,,,
61,-4864.770309,0,4864.770309,-4864.770309,0,0,-8226.922602,0,0,8226.922602,0,-12901.4457,12901.4457,-229.2135023,190.2472069,229.2135023,-180,1615.245405,0,0.007138245,2628.824306,3143.402825,180,3/01/2021 13:00,,,,,,
62,1670.326996,-1670.326996,0,0,1670.326996,0,-14762.01991,0,0,14762.01991,0,-12901.4457,12901.4457,-229.2135023,190.2472069,229.2135023,-180,1664.458907,0,0.023081458,-1287.912631,-1127.278676,180,3/01/2021 14:00,,,,,,
63,2781.145346,-2781.145346,0,0,2781.145346,0,-15872.83826,0,0,15872.83826,0,-12901.4457,12901.4457,-229.2135023,190.2472069,229.2135023,-180,1713.672409,0,0.026614783,-2271.559416,-1925.780458,180,3/01/2021 15:00,,,,,,
64,549.4889101,-549.4889101,0,0,549.4889101,0,-13641.18182,0,0,13641.18182,0,-12901.4457,12901.4457,-229.2135023,190.2472069,229.2135023,-180,1762.885912,0,0.033633939,-205.6890218,-380.7973521,180,3/01/2021 16:00,,,,,,
65,0,0,0,0,0,0,-9652.819857,0,0,9652.819857,0,-9512.546018,9512.546018,-169.0046247,140.2738385,169.0046247,-180,1751.890536,0,0.039634,0,0,180,3/01/2021 17:00,,,,,,
66,0,0,0,0,0,0,-8437.35524,0,0,8437.35524,0,-8314.744415,8314.744415,-147.7238855,122.610825,147.7238855,-180,1719.614422,0,0.043839189,0,0,180,3/01/2021 18:00,,,,,,
67,0,0,0,0,0,0,-9377.048443,0,0,9377.048443,0,-9240.782088,9240.782088,-164.1763315,136.2663552,164.1763315,-180,1703.790753,0,0.041164978,0,0,180,3/01/2021 19:00,,,,,,
68,0,0,0,0,0,0,-8544.220276,0,0,8544.220276,0,-8420.056498,8420.056498,-149.5949124,124.1637773,149.5949124,-180,1673.385666,0,0.039251107,0,0,180,3/01/2021 20:00,,,,,,
69,0,0,0,0,0,0,-6516.903396,0,0,6516.903396,0,-6422.20039,6422.20039,-114.1000069,94.70300575,114.1000069,-180,1607.485673,0,0.035568721,0,0,180,3/01/2021 21:00,,,,,,
70,0,0,0,0,0,0,-6933.614453,0,0,6933.614453,0,-6832.855843,6832.855843,-121.395916,100.7586103,121.395916,-180,1548.881589,0,0.037859741,0,0,180,3/01/2021 22:00,,,,,,
71,0,0,0,0,0,0,-7956.095061,0,0,7956.095061,0,-7840.477863,7840.477863,-139.29783,115.6171989,139.29783,-180,1508.179419,0,0.036819609,0,0,180,3/01/2021 23:00,,,,,,
72,0,0,0,0,0,0,-6939.105623,0,0,6939.105623,0,-6838.267215,6838.267215,-121.4920571,100.8384074,121.4920571,-180,1449.671476,0,0.036749391,0,0,180,4/01/2021 0:00,,,,,,
73,-7637.082811,0,7637.082811,-7637.082811,0,0,-5454.6101,0,0,5454.6101,0,-12901.4457,12901.4457,-229.2135023,190.2472069,229.2135023,-180,1498.884978,0,0.033205608,6768.581274,5743.559796,180,4/01/2021 1:00,,,,,,
74,-4514.401593,0,4514.401593,-4514.401593,0,0,-8577.291318,0,0,8577.291318,0,-12901.4457,12901.4457,-229.2135023,190.2472069,229.2135023,-180,1548.09848,0,0.032351863,3667.187923,3418.838999,180,4/01/2021 2:00,,,,,,
75,-3432.469344,0,3432.469344,-3432.469344,0,0,-9659.223567,0,0,9659.223567,0,-12901.4457,12901.4457,-229.2135023,190.2472069,229.2135023,-180,1597.311983,0,0.032240235,2265.717816,2595.191926,180,4/01/2021 3:00,,,,,,
76,-2055.338364,0,2055.338364,-2055.338364,0,0,-11036.35455,0,0,11036.35455,0,-12901.4457,12901.4457,-229.2135023,190.2472069,229.2135023,-180,1646.525485,0,0.034640682,1667.484803,1549.217016,180,4/01/2021 4:00,,,,,,
77,0,0,0,0,0,0,-11837.00259,0,0,11837.00259,0,-11664.98842,11664.98842,-207.2459872,172.0141694,207.2459872,-180,1673.771472,0,0.035594834,0,0,180,4/01/2021 5:00,,,,,,
78,-760.6263983,0,760.6263983,-760.6263983,0,0,-10985.59593,0,0,10985.59593,0,-11575.52737,11575.52737,-205.6565776,170.6949594,205.6565776,-180,1699.42805,0,0.035229447,601.3749922,568.5761821,180,4/01/2021 6:00,,,,,,
79,0,0,0,0,0,0,-13079.68867,0,0,13079.68867,0,-12889.6159,12889.6159,-229.0033282,190.0727624,229.0033282,-180,1748.431378,0,0.039708638,0,0,180,4/01/2021 7:00,,,,,,
80,488.9142306,-488.9142306,0,0,488.9142306,0,-13580.60714,0,0,13580.60714,0,-12901.4457,12901.4457,-229.2135023,190.2472069,229.2135023,-180,1797.644881,0,0.041757922,-344.5247654,-353.1329549,180,4/01/2021 8:00,,,,,,
81,0,0,0,0,0,0,-11439.71885,0,0,11439.71885,0,-11273.47797,11273.47797,-200.2902178,166.2408808,200.2902178,-180,1817.935098,0,0.042029122,0,0,180,4/01/2021 9:00,,,,,,
82,0,0,0,0,0,0,-11768.25488,0,0,11768.25488,0,-11597.23974,11597.23974,-206.0423305,171.0151343,206.0423305,-180,1843.977429,0,0.037659248,0,0,180,4/01/2021 10:00,,,,,,
83,5185.255916,-5185.255916,0,0,5185.255916,0,-18276.94883,0,0,18276.94883,0,-12901.4457,12901.4457,-229.2135023,190.2472069,229.2135023,-180,1893.190931,0,0.040742232,-4721.166703,-3619.266681,180,4/01/2021 11:00,,,,,,
84,3218.157575,-3218.157575,0,0,3218.157575,0,-16309.85049,0,0,16309.85049,0,-12901.4457,12901.4457,-229.2135023,190.2472069,229.2135023,-180,1942.404434,0,0.042604665,-2912.239274,-2219.24744,180,4/01/2021 12:00,,,,,,
85,4639.256599,-4639.256599,0,0,4639.256599,0,-17730.94951,0,0,17730.94951,0,-12901.4457,12901.4457,-229.2135023,190.2472069,229.2135023,-180,1991.617936,0,0.039812157,-3998.127326,-3135.846997,180,4/01/2021 13:00,,,,,,
86,7372.513071,-7372.513071,0,0,7372.513071,0,-20464.20598,0,0,20464.20598,0,-12901.4457,12901.4457,-229.2135023,190.2472069,229.2135023,-180,2040.831438,0,0.042971517,-6530.200049,-5111.185067,180,4/01/2021 14:00,,,,,,
87,11716.54577,-11716.54577,0,0,11716.54577,0,-19186.51,0,0,19186.51,0,-7361.411439,7361.411439,-130.7864977,108.5527931,130.7864977,-180,1991.617936,0,0.045628698,-10852.20752,-8291.674814,180,4/01/2021 15:00,,,,,,
88,6334.955071,-6334.955071,0,0,6334.955071,0,-19426.64798,0,0,19426.64798,0,-12901.4457,12901.4457,-229.2135023,190.2472069,229.2135023,-180,2040.831438,0,0.040277245,-5007.997066,-4370.502969,180,4/01/2021 16:00,,,,,,
89,17716.5332,-17716.5332,0,0,17716.5332,0,-17716.5332,0,0,17716.5332,0,0,0,0,0,0,-180,1860.831438,0,0.173274217,-16135.63837,-12450.47229,180,4/01/2021 17:00,,,,,,
90,4273.612509,-4273.612509,0,0,4273.612509,0,-17365.30542,0,0,17365.30542,0,-12901.4457,12901.4457,-229.2135023,190.2472069,229.2135023,-180,1910.044941,0,0.045932263,-3592.857643,-3042.041168,180,4/01/2021 18:00,,,,,,
91,21985.43864,-21985.43864,0,0,21985.43864,0,-21985.43864,0,0,21985.43864,0,0,0,0,0,0,-180,1730.044941,0,0.048164171,-19518.06306,-15573.11625,180,4/01/2021 19:00,,,,,,
92,710.0299589,-710.0299589,0,0,710.0299589,0,-13801.72287,0,0,13801.72287,0,-12901.4457,12901.4457,-229.2135023,190.2472069,229.2135023,-180,1779.258443,0,0.043678352,-612.1708791,-501.2293827,180,4/01/2021 20:00,,,,,,
93,0,0,0,0,0,0,-9989.903264,0,0,9989.903264,0,-9844.730962,9844.730962,-174.9063877,145.1723018,174.9063877,-180,1774.164831,0,0.039270129,0,0,180,4/01/2021 21:00,,,,,,
94,0,0,0,0,0,0,-8527.746766,0,0,8527.746766,0,-8403.822381,8403.822381,-149.306489,123.9243859,149.306489,-180,1743.47132,0,0.041169204,0,0,180,4/01/2021 22:00,,,,,,
95,0,0,0,0,0,0,-7472.265662,0,0,7472.265662,0,-7363.679424,7363.679424,-130.8267918,108.5862372,130.8267918,-180,1694.298111,0,0.038630887,0,0,180,4/01/2021 23:00,,,,,,
96,0,0,0,0,0,0,-6771.392829,0,0,6771.392829,0,-6672.991607,6672.991607,-118.5556885,98.40122142,118.5556885,-180,1632.8538,0,0.039908479,0,0,180,5/01/2021 0:00,,,,,,
97,0,0,0,0,0,0,-5660.10114,0,0,5660.10114,0,-5577.849102,5577.849102,-99.09884191,82.25203878,99.09884191,-180,1551.952642,0,0.039604181,0,0,180,5/01/2021 1:00,,,,,,
98,0,0,0,0,0,0,-5058.040917,0,0,5058.040917,0,-4984.537959,4984.537959,-88.55778099,73.50295822,88.55778099,-180,1460.510423,0,0.039014981,0,0,180,5/01/2021 2:00,,,,,,
99,-6041.12456,0,6041.12456,-6041.12456,0,0,-4455.758816,0,0,4455.758816,0,-10344.34369,10344.34369,-183.7827559,152.5396874,183.7827559,-180,1464.293179,0,0.037422248,5221.404487,4589.75225,180,5/01/2021 3:00,,,,,,
100,0,0,0,0,0,0,-6983.228412,0,0,6983.228412,0,-6881.748816,6881.748816,-122.2645729,101.4795955,122.2645729,-180,1406.557752,0,0.037868572,0,0,180,5/01/2021 4:00,,,,,,
101,920.4523567,-920.4523567,0,0,920.4523567,0,-14012.14527,0,0,14012.14527,0,-12901.4457,12901.4457,-229.2135023,190.2472069,229.2135023,-180,1455.771254,0,0.037569617,-864.9696197,-703.3713044,180,5/01/2021 5:00,,,,,,
102,-6089.471833,0,6089.471833,-6089.471833,0,0,-7002.221078,0,0,7002.221078,0,-12901.4457,12901.4457,-229.2135023,190.2472069,229.2135023,-180,1504.984756,0,0.032036425,4047.334501,4448.608221,180,5/01/2021 6:00,,,,,,
103,-1351.983923,0,1351.983923,-1351.983923,0,0,-11739.70899,0,0,11739.70899,0,-12901.4457,12901.4457,-229.2135023,190.2472069,229.2135023,-180,1554.198259,0,0.028712333,1150.477435,942.7297177,180,5/01/2021 7:00,,,,,,
104,-5756.507372,0,5756.507372,-5756.507372,0,0,-7335.185539,0,0,7335.185539,0,-12901.4457,12901.4457,-229.2135023,190.2472069,229.2135023,-180,1603.411761,0,0.030076672,5528.659216,3974.627477,180,5/01/2021 8:00,,,,,,
105,-8732.713401,0,8732.713401,-8732.713401,0,0,-4358.97951,0,0,4358.97951,0,-12901.4457,12901.4457,-229.2135023,190.2472069,229.2135023,-180,1652.625263,0,0.032039238,6414.788066,5904.573307,180,5/01/2021 9:00,,,,,,
106,-8685.164604,0,8685.164604,-8685.164604,0,0,-4406.528306,0,0,4406.528306,0,-12901.4457,12901.4457,-229.2135023,190.2472069,229.2135023,-180,1701.838766,0,0.033550795,4616.782609,5826.544613,180,5/01/2021 10:00,,,,,,
107,0,0,0,0,0,0,-5460.723663,0,0,5460.723663,0,-5381.368958,5381.368958,-95.60807794,79.35470469,95.60807794,-180,1617.446844,0,0.038102993,0,0,180,5/01/2021 11:00,,,,,,
108,8504.746662,-8504.746662,0,0,8504.746662,0,-8504.746662,0,0,8504.746662,0,0,0,0,0,0,-180,1437.446844,0,0.059026703,-8000.85779,-5854.019056,180,5/01/2021 12:00,,,,,,
109,11851.59527,-11851.59527,0,0,11851.59527,0,-11851.59527,0,0,11851.59527,0,0,0,0,0,0,-180,1257.446844,0,0.051521648,-10911.77626,-8182.701556,180,5/01/2021 13:00,,,,,,
110,15846.36322,-15846.36322,0,0,15846.36322,0,-15846.36322,0,0,15846.36322,0,0,0,0,0,0,-180,1077.446844,0,0.085767517,-14201.34496,-10951.10959,180,5/01/2021 14:00,,,,,,
111,16334.67339,-16334.67339,0,0,16334.67339,0,-16334.67339,0,0,16334.67339,0,0,0,0,0,0,-180,897.4468436,0,0.083162535,-14280.94848,-11389.48252,180,5/01/2021 15:00,,,,,,
112,1736.260856,-1736.260856,0,0,1736.260856,0,-14827.95377,0,0,14827.95377,0,-12901.4457,12901.4457,-229.2135023,190.2472069,229.2135023,-180,946.660346,0,0.045985036,-1442.803971,-1186.316209,180,5/01/2021 16:00,,,,,,
113,12668.0785,-12668.0785,0,0,12668.0785,0,-12668.0785,0,0,12668.0785,0,0,0,0,0,0,-180,766.660346,0,0.054184914,-11343.92699,-8862.868736,180,5/01/2021 17:00,,,,,,
114,11934.00605,-11934.00605,0,0,11934.00605,0,-11934.00605,0,0,11934.00605,0,0,0,0,0,0,-180,586.660346,0,0.067432388,-13107.80804,-8519.678484,180,5/01/2021 18:00,,,,,,
115,14931.84338,-14931.84338,0,0,14931.84338,0,-14931.84338,0,0,14931.84338,0,0,0,0,0,0,-180,406.660346,0,0.054876596,-12969.77214,-10555.11546,180,5/01/2021 19:00,,,,,,
