,Time,Prices,Solar,Carbon intensity,Wind,AEF
0,0:00,37.94262455,0,0.881917079,261194.19,0.718748123
1,1:00,34.325,0,0.871881598,226848.12,0.72536521
2,2:00,28.83583333,0,0.905273974,227479.71,0.725729845
3,3:00,26.91583333,0,0.907171192,226082.03,0.717666823
4,4:00,30.52790333,0,0.901070275,232043.09,0.730035189
5,5:00,28.49319417,13.68,0.89510214,237566.84,0.725108195
6,6:00,15.69104167,45.26,0.874218297,268841.22,0.698800517
7,7:00,17.33182667,27.89,0.707019128,251352.62,0.680958414
8,8:00,21.82701833,157.9,0.756860621,151652.97,0.670095399
9,9:00,31.6309,283.76,0.74177168,162762.84,0.665382502
10,10:00,27.05984,453.67,0.902759849,136500.43,0.666862596
11,11:00,27.918585,424.85,0.745712246,131405.22,0.673036527
12,12:00,31.4536825,265.53,0.507336084,143309.58,0.680420565
13,13:00,30.28533583,268.86,0.631733605,163100.52,0.674538307
14,14:00,30.88958167,199.23,0.736808267,221661.19,0.65759923
15,15:00,32.161335,130.3,0.575525311,233705.59,0.678364767
16,16:00,35.35896083,226.72,0.794908154,194685.55,0.698016295
17,17:00,36.2867025,143.53,0.586989802,155697.39,0.717831724
18,18:00,41.060705,9.46,0.81509921,128827.93,0.729984627
19,19:00,41.752065,0,0.97479199,135134.5,0.755080849
20,20:00,39.00396333,0,0.845934356,183901.47,0.747698216
21,21:00,37.02476917,0,0.416801906,179187.76,0.743919805
22,22:00,36.36090417,0,0.707161055,144266,0.730582543
23,23:00,35.58864167,0,0.62018927,108698.51,0.726958205
24,0:00,34.98779083,0,0.514950282,84926.15,0.726745808
25,1:00,28.84253333,0,0.740371096,67566.29,0.730160722
26,2:00,26.899475,0,0.83063597,74075.31,0.72946172
27,3:00,27.27819833,0,0.680503419,58428.53,0.726407147
28,4:00,31.08365333,10.31,0.884135449,52421.97,0.730311338
29,5:00,31.45408583,61.36,0.621618777,47187.22,0.739832271
30,6:00,25.9990625,101.59,0.752083838,54180.53,0.722866373
31,7:00,29.94583917,240.47,0.435044977,53626.54,0.716844789
32,8:00,33.22874417,341.48,0.588140027,84244.87,0.724749727
33,9:00,33.5071075,549.4,0.587241023,86211.91,0.730715962
34,10:00,28.99333333,433.6,0.442706025,75585.98,0.735841545
35,11:00,24.35781333,490.91,0.811892741,59841.56,0.727158948
36,12:00,18.56234583,483.71,0.673070253,32904.23,0.730829722
37,13:00,21.4835325,495.93,0.820695875,32661.04,0.701411136
38,14:00,31.62192333,474.43,0.449852593,85077.67,0.677236943
39,15:00,32.781285,365.89,0.520268616,49679.63,0.673692274
40,16:00,34.9141775,327.22,0.448697954,31233.19,0.687876957
41,17:00,40.1465225,139.32,0.735537491,41203.3,0.701211285
42,18:00,42.57533167,8.05,0.733675538,45587.01,0.715549026
43,19:00,64.30367083,0,0.672415412,35727.9,0.724819982
44,20:00,38.51114583,0,0.816635532,26282.57,0.717842374
45,21:00,32.40266417,0,0.658447576,35916.33,0.720857009
46,22:00,34.85678167,0,0.884570299,44065.25,0.746135652
47,23:00,36.49027,0,0.670820748,56394.06,0.7750792
48,0:00,37.75206167,0,0.532895618,55822.95,0.775533656
49,1:00,34.04107417,0,0.68019793,53531.78,0.778404718
