,Interval,Hourly,Daily,Monthly,Yearly
0,"(-inf, 0.45)",679378.7312217238,581938.916971839,432169.48200412455,0.0
1,"(0.45, 1.5)",9145.56001391989,22569.077623900506,241054.0000512838,0.0
2,"(1.5, 2.5)",8028.049035151016,17228.056811466802,0.0,0.0
3,"(2.5, 4)",17826.59888108592,25341.5777176563,85758.05073110873,1277499.9999999998
4,"(4, inf)",563121.0608481189,630422.3708751365,518518.4672134825,0.0
