,Interval,Hourly,Daily,Monthly,Yearly
0,"(-inf, 0.45)",724111.86432206,633215.3259796759,760788.5460934389,1277499.9999999919
1,"(0.45, 1.5)",11095.609260850917,24912.019663106505,0.0,0.0
2,"(1.5, 2.5)",9862.763787423039,12571.39237288282,0.0,0.0
3,"(2.5, 4)",18287.207855846886,28257.647475567457,0.0,0.0
4,"(4, inf)",514142.55477381113,578543.6145087593,516711.45390655316,0.0
