,Interval,Hourly,Daily,Monthly,Yearly
0,"(-inf, 0.45)",973845.9197984277,1074722.121037072,1277499.9999999986,1277499.9999999986
1,"(0.45, 1.5)",12565.216544263627,58563.76111654278,0.0,0.0
2,"(1.5, 2.5)",7915.938318245649,34700.272746043156,0.0,0.0
3,"(2.5, 4)",17815.30035775677,53572.12399201315,0.0,0.0
4,"(4, inf)",265357.62498130475,55941.721108327314,0.0,0.0
