,Interval,Hourly,Daily,Monthly,Yearly
0,"(-inf, 0.45)",816291.2883432389,739247.9365542396,1105743.664751757,1277500.0000000002
1,"(0.45, 1.5)",8202.997108485477,18002.356911380575,102674.13033036326,0.0
2,"(1.5, 2.5)",7537.600019990677,19327.6640626468,69082.20491787998,0.0
3,"(2.5, 4)",14302.661625051598,21869.545290864353,0.0,0.0
4,"(4, inf)",431165.4529032336,479052.49718086905,0.0,0.0
