,Interval,Hourly,Daily,Monthly,Yearly
0,"(-inf, 0.45)",856120.5083712479,717517.9847400271,955759.997575354,1277500.0000000007
1,"(0.45, 1.5)",11746.402346349489,26356.836904610333,107730.46830208073,0.0
2,"(1.5, 2.5)",11117.130792080769,55382.42090866096,214009.53412256617,0.0
3,"(2.5, 4)",22863.533138430244,44246.67304480388,0.0,0.0
4,"(4, inf)",375652.42535189237,433996.08440189867,0.0,0.0
