,Interval,Hourly,Daily,Monthly,Yearly
0,"(-inf, 0.45)",989316.6850915118,1040369.8175827158,1277500.0000000007,1277500.0000000007
1,"(0.45, 1.5)",13421.69263213382,53151.18192601891,0.0,0.0
2,"(1.5, 2.5)",14597.814939992926,48173.85570088204,0.0,0.0
3,"(2.5, 4)",20614.573583799087,34109.70459017703,0.0,0.0
4,"(4, inf)",239549.23375256322,101695.44020020684,0.0,0.0
