,Interval,Hourly,Daily,Monthly,Yearly
0,"(-inf, 0.45)",698695.4314207537,358659.9536466147,98954.52913561091,0.0
1,"(0.45, 1.5)",14882.461170437567,58041.85870600937,0.0,0.0
2,"(1.5, 2.5)",12995.001683159891,59892.89873467697,0.0,0.0
3,"(2.5, 4)",25099.71422866662,43033.64205458696,112725.56646624052,0.0
4,"(4, inf)",525827.3914969821,757871.646858112,1065819.9043981486,1277500.0000000002
