,TimeBeginning,TimeEnding,Region,Energy,Total_Emissions,Energy_SO,SETTLEMENTDATE,METEREDMWFLOW,MWFLOW,New_Energy,New_Emissions,New_Intensity_Index,Total_Energy,Sum_Emissions,Rooftop_PV
33,2023-01-02 09:00:00,2023-01-02 10:00:00,QLD1,6020.189,3416.616,5699.878,2023-02-01 09:00:00,-866.94166667,-874.1533333699999,-866.94166667,-519.6614330010904,0.5994191454624117,4832.93633333,2896.9545669989097,2306.8255
34,2023-01-02 10:00:00,2023-01-02 11:00:00,QLD1,6029.684,3399.006,5711.048,2023-02-01 10:00:00,-902.14999997,-912.53166667,-902.14999997,-536.9265435692415,0.5951632695085035,4808.89800003,2862.0794564307585,2627.795
35,2023-01-02 11:00:00,2023-01-02 12:00:00,QLD1,5977.593,3399.923,5658.838,2023-02-01 11:00:00,-736.0000000299999,-755.16333333,-736.0000000299999,-442.20091264354926,0.600816457371637,4922.83799997,2957.7220873564506,2680.8365
36,2023-01-02 12:00:00,2023-01-02 13:00:00,QLD1,6190.5,3605.598,5851.728,2023-02-01 12:00:00,-745.74999997,-794.13583337,-745.74999997,-459.5009727710912,0.6161595344144499,5105.97800003,3146.0970272289087,2600.042
37,2023-01-02 13:00:00,2023-01-02 14:00:00,QLD1,6331.159,3745.068,5978.192,2023-02-01 13:00:00,-1070.3,-1020.4416667,-1070.3,-670.494738275385,0.6264549549428992,4907.892,3074.5732617246153,2495.431
38,2023-01-02 14:00:00,2023-01-02 15:00:00,QLD1,6289.104,3789.839,5932.437,2023-02-01 14:00:00,-1030.4166666,-1053.7883333,-1030.4166666,-658.2646000843629,0.6388334170257518,4902.0203334,3131.574399915637,2505.204
39,2023-01-02 15:00:00,2023-01-02 16:00:00,QLD1,6769.682,4319.684,6369.723,2023-02-01 15:00:00,-1124.52500033,-1092.3891667,-1124.52500033,-762.6065766950143,0.6781588461539065,5245.19799967,3557.077423304986,2117.192
40,2023-01-02 16:00:00,2023-01-02 17:00:00,QLD1,7419.274,4813.347,6978.982,2023-02-01 16:00:00,-1144.458333,-1151.5425003300002,-1144.458333,-789.3235838365182,0.6896918490404474,5834.5236669999995,4024.0234161634817,1717.0575
41,2023-01-02 17:00:00,2023-01-02 18:00:00,QLD1,7428.935,5157.268,6961.89,2023-02-01 17:00:00,-648.14166663,-584.35833337,-648.14166663,-480.1340263603083,0.7407856199968685,6313.74833337,4677.133973639691,924.035
42,2023-01-02 18:00:00,2023-01-02 19:00:00,QLD1,6974.734,5274.484,6501.242,2023-02-01 18:00:00,208.125,230.8841667,208.125,154.2067595165446,0.8091211524897274,6709.367,5428.690759516545,230.584
43,2023-01-02 19:00:00,2023-01-02 20:00:00,QLD1,6998.093,5233.236,6529.226,2023-02-01 19:00:00,253.31666667,229.26500000000004,253.31666667,192.4465148180575,0.799948158303571,6782.54266667,5425.682514818058,3.83
44,2023-01-02 20:00:00,2023-01-02 21:00:00,QLD1,6854.724,5235.311,6386.649,2023-02-01 20:00:00,242.6416667,240.93499997,242.6416667,180.98904993987247,0.8170255796969084,6629.290666700001,5416.300049939872,0.0
45,2023-01-02 21:00:00,2023-01-02 22:00:00,QLD1,6761.049,5215.576,6292.277,2023-02-01 21:00:00,-58.41666666,-79.78166666,-58.41666666,-48.420717115901944,0.8288853144894924,6233.86033334,5167.155282884098,0.0
46,2023-01-02 22:00:00,2023-01-02 23:00:00,QLD1,6512.688,5088.177,6049.261,2023-02-01 22:00:00,-162.0416667,-167.78999997000005,-162.0416667,-136.29709175130745,0.8411237339569245,5887.2193333000005,4951.879908248692,0.0
47,2023-01-02 23:00:00,2023-01-03 00:00:00,QLD1,6475.52,5064.497,6013.719,2023-02-01 23:00:00,-490.5833333,-528.0291667,-490.5833333,-413.14830635549316,0.8421572408022391,5523.1356667,4651.348693644507,0.0
48,2023-01-03 00:00:00,2023-01-03 01:00:00,QLD1,6210.729,4840.002,5770.626,2023-03-01 00:00:00,-594.02499997,-594.62750003,-594.02499997,-498.22708799787057,0.838730841333332,5176.60100003,4341.77491200213,0.0
49,2023-01-03 01:00:00,2023-01-03 02:00:00,QLD1,6115.485,4766.841,5682.628,2023-03-01 01:00:00,-665.84166663,-669.34416667,-665.84166663,-558.5375914102095,0.8388444571772076,5016.78633337,4208.303408589791,0.0
50,2023-01-03 02:00:00,2023-01-03 03:00:00,QLD1,6009.381,4728.285,5580.86,2023-03-01 02:00:00,-726.70833333,-731.8725,-726.70833333,-615.6907917165526,0.8472323262006214,4854.15166667,4112.594208283447,0.0
51,2023-01-03 03:00:00,2023-01-03 04:00:00,QLD1,5789.919,4761.074,5360.757,2023-03-01 03:00:00,-569.86666663,-559.46416663,-569.86666663,-506.1183280567951,0.8881346421783342,4790.89033337,4254.955671943205,0.0
52,2023-01-03 04:00:00,2023-01-03 05:00:00,QLD1,5764.609,4780.317,5333.909,2023-03-01 04:00:00,-450.29166663,-450.335,-450.29166663,-403.55711148235224,0.8962127025414194,4883.61733337,4376.759888517648,0.0
53,2023-01-03 05:00:00,2023-01-03 06:00:00,QLD1,5949.328,4837.045,5513.252,2023-03-01 05:00:00,-537.3916667,-546.36916667,-537.3916667,-471.47993134594634,0.877348795230111,4975.8603333,4365.565068654054,22.7025
54,2023-01-03 06:00:00,2023-01-03 07:00:00,QLD1,6298.486,4472.023,5890.094,2023-03-01 06:00:00,-847.99166667,-813.3433332999999,-847.99166667,-643.8332286643597,0.7592447590819433,5042.10233333,3828.18977133564,379.674
55,2023-01-03 07:00:00,2023-01-03 08:00:00,QLD1,6253.033,3857.445,5893.334,2023-03-01 07:00:00,-690.5500000000001,-688.51583337,-690.5500000000001,-451.9951940192089,0.6545437607982171,5202.784,3405.449805980791,1188.7545
56,2023-01-03 08:00:00,2023-01-03 09:00:00,QLD1,6159.046,3637.954,5816.717,2023-03-01 08:00:00,-599.9,-586.7074999700001,-599.9,-375.1959403560462,0.6254308057276983,5216.817,3262.758059643954,1981.9435
57,2023-01-03 09:00:00,2023-01-03 10:00:00,QLD1,5920.044,3407.464,5600.608,2023-03-01 09:00:00,-655.1416666299999,-682.4,-655.1416666299999,-398.5945175848276,0.6084096583799473,4945.46633337,3008.8694824151726,2695.2925
58,2023-01-03 10:00:00,2023-01-03 11:00:00,QLD1,6049.566,3386.16,5731.315,2023-03-01 10:00:00,-824.2583333299999,-834.4508333,-824.2583333299999,-486.98607527045925,0.5908172906217858,4907.05666667,2899.1739247295404,3134.6155
59,2023-01-03 11:00:00,2023-01-03 12:00:00,QLD1,6233.469,3514.536,5902.762,2023-03-01 11:00:00,-806.0166667,-809.62083333,-806.0166667,-479.90662535896774,0.5954053373657959,5096.745333299999,3034.6293746410324,3269.839
60,2023-01-03 12:00:00,2023-01-03 13:00:00,QLD1,6603.495,3789.864,6245.372,2023-03-01 12:00:00,-797.9916666299999,-788.4533333,-797.9916666299999,-484.2433548651766,0.6068275836891701,5447.380333370001,3305.6206451348235,3065.043
61,2023-01-03 13:00:00,2023-01-03 14:00:00,QLD1,6722.297,4101.892,6335.486,2023-03-01 13:00:00,-713.4166667000001,-698.2233333,-713.4166667000001,-461.8995476911158,0.6474470940350906,5622.0693333,3639.992452308884,2749.9995
62,2023-01-03 14:00:00,2023-01-03 15:00:00,QLD1,6627.438,4134.431,6237.935,2023-03-01 14:00:00,-796.4666667,-741.5691666700001,-796.4666667,-527.8888730439076,0.6627884067403715,5441.4683333,3606.542126956092,2707.1175000000003
63,2023-01-03 15:00:00,2023-01-03 16:00:00,QLD1,7115.153,4530.076,6689.931,2023-03-01 15:00:00,-669.4916667,-643.2583333299999,-669.4916667,-453.34520363777585,0.6771483891238939,6020.4393333,4076.7307963622243,2530.628
64,2023-01-03 16:00:00,2023-01-03 17:00:00,QLD1,7750.875,5068.582,7284.057,2023-03-01 16:00:00,-662.14166667,-622.73999997,-662.14166667,-460.74863680138174,0.6958460099914101,6621.91533333,4607.833363198619,1910.3495000000005
65,2023-01-03 17:00:00,2023-01-03 18:00:00,QLD1,7714.404,5435.816,7227.384,2023-03-01 17:00:00,-110.15,-59.458333333000006,-110.15,-82.84534658736827,0.752113904560765,7117.234,5352.970653412632,955.409
66,2023-01-03 18:00:00,2023-01-03 19:00:00,QLD1,7432.548,5687.748,6937.181,2023-03-01 18:00:00,241.03333333,258.06833333,241.03333333,148.06813236826466,0.8129899528454186,7178.214333329999,5835.816132368264,239.0565
67,2023-01-03 19:00:00,2023-01-03 20:00:00,QLD1,7278.531,5684.937,6783.77,2023-03-01 19:00:00,391.9666667,385.48583337,391.9666667,252.72282245083576,0.8274634505479233,7175.736666700001,5937.659822450835,3.8825
68,2023-01-03 20:00:00,2023-01-03 21:00:00,QLD1,7049.962,5591.287,6558.021,2023-03-01 20:00:00,399.05000003,382.63083337,399.05000003,254.8001303928443,0.8403086773683401,6957.07100003,5846.087130392844,0.0
69,2023-01-03 21:00:00,2023-01-03 22:00:00,QLD1,6824.09,5295.403,6345.312,2023-03-01 21:00:00,143.99166670000002,134.98166663,143.99166670000002,89.98353343231449,0.8298866581121085,6489.3036667,5385.3865334323145,0.0
70,2023-01-03 22:00:00,2023-01-03 23:00:00,QLD1,6620.986,5282.013,6145.364,2023-03-01 22:00:00,-88.84166666,-92.69666667,-88.84166666,-76.36046265766953,0.8595118206179487,6056.52233334,5205.65253734233,0.0
71,2023-01-03 23:00:00,2023-01-04 00:00:00,QLD1,6419.406,5157.373,5950.346,2023-03-01 23:00:00,-175.11666663,-211.18000003,-175.11666663,-151.7797399222773,0.8667349764198585,5775.22933337,5005.593260077722,0.0
72,2023-01-04 00:00:00,2023-01-04 01:00:00,QLD1,6011.89,4799.644,5577.154,2023-04-01 00:00:00,-145.80000003,-149.96999997,-145.80000003,-125.47404919139571,0.8605901863208367,5431.353999970001,4674.169950808605,0.0
73,2023-01-04 01:00:00,2023-01-04 02:00:00,QLD1,5925.714,4763.759,5494.637,2023-04-01 01:00:00,-229.73333337,-236.455,-229.73333337,-199.17498361426567,0.8669833876196008,5264.90366663,4564.584016385735,0.0
74,2023-01-04 02:00:00,2023-01-04 03:00:00,QLD1,5864.693,4762.685,5434.271,2023-04-01 02:00:00,-320.07499997,-324.41416663,-320.07499997,-280.5190247656254,0.8764165423476306,5114.19600003,4482.165975234375,0.0
75,2023-01-04 03:00:00,2023-01-04 04:00:00,QLD1,5799.536,4743.585,5371.493,2023-04-01 03:00:00,-340.47499997,-344.04166663,-340.47499997,-300.6747105009152,0.8831036361771297,5031.018000030001,4442.910289499085,0.0
76,2023-01-04 04:00:00,2023-01-04 05:00:00,QLD1,5815.417,4807.375,5381.666,2023-04-01 04:00:00,-319.94999997,-316.52166663,-319.94999997,-285.80733756159873,0.8932875061365756,5061.71600003,4521.567662438401,0.0
77,2023-01-04 05:00:00,2023-01-04 06:00:00,QLD1,5969.098,4880.053,5529.551,2023-04-01 05:00:00,-335.61666663,-342.36916663,-335.61666663,-296.19531872257465,0.8825405534735098,5193.934333370001,4583.857681277425,19.527
78,2023-01-04 06:00:00,2023-01-04 07:00:00,QLD1,6374.901,4537.923,5961.055,2023-04-01 06:00:00,-714.8916667,-678.77416667,-714.8916667,-544.2196619266663,0.7612617229668238,5246.1633333,3993.7033380733337,360.9375
79,2023-01-04 07:00:00,2023-01-04 08:00:00,QLD1,6591.66,4072.998,6212.996,2023-04-01 07:00:00,-793.54166667,-777.1283333,-793.54166667,-520.2149850512662,0.6555610208022024,5419.45433333,3552.7830149487336,1165.314
80,2023-01-04 08:00:00,2023-01-04 09:00:00,QLD1,6711.67,3997.747,6337.439,2023-04-01 08:00:00,-1005.65000003,-1011.36166667,-1005.65000003,-634.3783775543925,0.6308142768711462,5331.78899997,3363.3686224456073,2075.883
81,2023-01-04 09:00:00,2023-01-04 10:00:00,QLD1,6693.064,3851.961,6329.789,2023-04-01 09:00:00,-999.05833337,-983.33416667,-999.05833337,-607.9718829278888,0.6085449293807423,5330.73066663,3243.989117072111,2816.735
82,2023-01-04 10:00:00,2023-01-04 11:00:00,QLD1,6665.976,3806.856,6305.89,2023-04-01 10:00:00,-878.21666667,-876.2250000299999,-878.21666667,-530.178037804765,0.6036984470074803,5427.67333333,3276.677962195235,3273.0885
83,2023-01-04 11:00:00,2023-01-04 12:00:00,QLD1,6533.896,3743.779,6179.971,2023-04-01 11:00:00,-928.51666667,-917.2833333,-928.51666667,-562.4882702247544,0.6057923249154405,5251.45433333,3181.2907297752454,3503.7325
84,2023-01-04 12:00:00,2023-01-04 13:00:00,QLD1,6648.657,3870.927,6282.021,2023-04-01 12:00:00,-838.9416666300001,-851.40916667,-838.9416666300001,-516.9485980360566,0.6161913498856499,5443.079333369999,3353.9784019639437,3542.574
85,2023-01-04 13:00:00,2023-01-04 14:00:00,QLD1,7072.556,4323.867,6664.999,2023-04-01 13:00:00,-794.16666663,-798.0975,-794.16666663,-515.2095360166534,0.6487423328945736,5870.83233337,3808.657463983347,3415.545
86,2023-01-04 14:00:00,2023-01-04 15:00:00,QLD1,7015.879,4464.722,6596.578,2023-04-01 14:00:00,13.066666670000002,26.84333333,13.066666670000002,7.101654757689357,0.6765603720435148,6609.64466667,4471.823654757689,2865.135
87,2023-01-04 15:00:00,2023-01-04 16:00:00,QLD1,7240.471,4733.784,6801.541,2023-04-01 15:00:00,383.45833333,369.3075,383.45833333,209.72394032961392,0.688031788311728,7184.99933333,4943.507940329613,2051.4355
88,2023-01-04 16:00:00,2023-01-04 17:00:00,QLD1,7661.646,5148.398,7189.403,2023-04-01 16:00:00,294.77499997,310.32416663,294.77499997,171.07106168372573,0.7107619650020415,7484.17799997,5319.469061683726,1155.1709999999998
89,2023-01-04 17:00:00,2023-01-04 18:00:00,QLD1,7864.307,5508.076,7381.997,2023-04-01 17:00:00,326.92500003000004,340.89750000000004,326.92500003000004,191.76660603018126,0.7393825759305904,7708.92200003,5699.842606030181,574.296
90,2023-01-04 18:00:00,2023-01-04 19:00:00,QLD1,7699.012,5737.221,7212.011,2023-04-01 18:00:00,435.63333333,454.08749997,435.63333333,265.4526785105748,0.7849049219443551,7647.64433333,6002.673678510574,123.877
91,2023-01-04 19:00:00,2023-01-04 20:00:00,QLD1,7514.8,5749.493,7029.497,2023-04-01 19:00:00,520.29999997,497.90333333,520.29999997,337.6612260345038,0.806267271299969,7549.79699997,6087.154226034504,2.139
92,2023-01-04 20:00:00,2023-01-04 21:00:00,QLD1,7397.916,5531.519,6918.203,2023-04-01 20:00:00,381.11666663,374.45916663,381.11666663,253.24384832578258,0.7925071256670325,7299.31966663,5784.762848325783,0.0
93,2023-01-04 21:00:00,2023-01-04 22:00:00,QLD1,6878.051,5263.535,6404.138,2023-04-01 21:00:00,372.8916667,354.3183333,372.8916667,239.78259288419895,0.8120545229314274,6777.0296667,5503.317592884199,0.0
94,2023-01-04 22:00:00,2023-01-04 23:00:00,QLD1,6693.361,5158.939,6226.697,2023-04-01 22:00:00,133.05833330000002,124.94083333,133.05833330000002,85.3005103642824,0.8245976826978201,6359.7553333000005,5244.239510364283,0.0
95,2023-01-04 23:00:00,2023-01-05 00:00:00,QLD1,6626.851,5120.967,6162.376,2023-04-01 23:00:00,-183.77499997,-212.6175,-183.77499997,-152.71799550552757,0.8310052810798951,5978.60100003,4968.2490044944725,0.0
96,2023-01-05 00:00:00,2023-01-05 01:00:00,QLD1,6146.172,4812.94,5709.321,2023-05-01 00:00:00,-115.66666667,-107.80916667,-115.66666667,-97.5066433789079,0.8429969167962355,5593.65433333,4715.433356621092,0.0
97,2023-01-05 01:00:00,2023-01-05 02:00:00,QLD1,5999.574,4647.723,5578.654,2023-05-01 01:00:00,-155.3833333,-155.24583333,-155.3833333,-129.45393135962112,0.8331262343927405,5423.2706667,4518.2690686403785,0.0
98,2023-01-05 02:00:00,2023-01-05 03:00:00,QLD1,5872.861,4650.196,5453.347,2023-05-01 02:00:00,-152.24166667,-151.21083337,-152.24166667,-129.8200150076948,0.8527232908523885,5301.10533333,4520.375984992305,0.0
99,2023-01-05 03:00:00,2023-01-05 04:00:00,QLD1,5829.707,4626.648,5412.033,2023-05-01 03:00:00,-203.1083333,-198.11333333,-203.1083333,-173.63359832539422,0.8548817052667639,5208.924666700001,4453.014401674606,0.0
100,2023-01-05 04:00:00,2023-01-05 05:00:00,QLD1,5872.704,4646.229,5453.543,2023-05-01 04:00:00,-222.9583333,-222.6566667,-222.9583333,-189.95274704355054,0.851965227009304,5230.5846667,4456.27625295645,0.0
101,2023-01-05 05:00:00,2023-01-05 06:00:00,QLD1,5996.112,4766.238,5565.542,2023-05-01 05:00:00,-263.83333333,-263.53750003,-263.83333333,-225.94249742147534,0.8563834393846996,5301.708666670001,4540.295502578525,3.031
102,2023-01-05 06:00:00,2023-01-05 07:00:00,QLD1,6266.295,4811.691,5827.364,2023-05-01 06:00:00,-253.51666663,-239.07499997,-253.51666663,-209.33030151773107,0.8257062713089487,5573.847333369999,4602.360698482269,99.956
103,2023-01-05 07:00:00,2023-01-05 08:00:00,QLD1,6369.508,4632.744,5944.123,2023-05-01 07:00:00,-145.375,-110.07083334,-145.375,-113.30269562053141,0.7793822570629848,5798.748,4519.441304379468,372.979
104,2023-01-05 08:00:00,2023-01-05 09:00:00,QLD1,6660.47,4680.302,6228.893,2023-05-01 08:00:00,5.091666669999999,-12.413333337,5.091666669999999,2.4855497830040174,0.7511708482087753,6233.9846666700005,4682.787549783004,724.9585
105,2023-01-05 09:00:00,2023-01-05 10:00:00,QLD1,6869.102,4675.265,6438.938,2023-05-01 09:00:00,-215.32500003,-225.42333333,-215.32500003,-156.34588130298164,0.7260925637115935,6223.61299997,4518.919118697018,1059.14
106,2023-01-05 10:00:00,2023-01-05 11:00:00,QLD1,6952.626,4616.034,6527.341,2023-05-01 10:00:00,-291.59166667,-267.4416667,-291.59166667,-206.20908995950825,0.7071844415666346,6235.749333330001,4409.824910040491,1336.0805
107,2023-01-05 11:00:00,2023-01-05 12:00:00,QLD1,7021.143,4604.064,6596.591,2023-05-01 11:00:00,-371.37500003,-358.8533333,-371.37500003,-259.19967876409527,0.6979459542057405,6225.215999970001,4344.864321235905,1436.576
108,2023-01-05 12:00:00,2023-01-05 13:00:00,QLD1,6913.7,4563.092,6492.707,2023-05-01 12:00:00,-228.87499997,-173.78416667,-228.87499997,-160.85396759211636,0.7028026984738415,6263.83200003,4402.238032407883,1491.9725
109,2023-01-05 13:00:00,2023-01-05 14:00:00,QLD1,7094.415,4755.224,6655.038,2023-05-01 13:00:00,-278.07499997,-244.17500003,-278.07499997,-198.69291710390587,0.7145299545998086,6376.963000029999,4556.531082896095,1507.7955
110,2023-01-05 14:00:00,2023-01-05 15:00:00,QLD1,6982.914,4866.693,6538.16,2023-05-01 14:00:00,-137.80833334,-113.32583333,-137.80833334,-102.57791966049234,0.7443520807077221,6400.35166666,4764.115080339508,1356.81
111,2023-01-05 15:00:00,2023-01-05 16:00:00,QLD1,6985.538,5163.521,6520.453,2023-05-01 15:00:00,99.70000003,126.96083333,99.70000003,53.772820200419865,0.7880926347437553,6620.153000030001,5217.29382020042,1180.36
112,2023-01-05 16:00:00,2023-01-05 17:00:00,QLD1,7410.303,5679.983,6914.575,2023-05-01 16:00:00,109.86666667,133.2058333,109.86666667,66.16106589012345,0.8180214654147929,7024.44166667,5746.144065890124,557.9465
113,2023-01-05 17:00:00,2023-01-05 18:00:00,QLD1,7403.66,5699.528,6904.978,2023-05-01 17:00:00,117.69999997,109.4941667,117.69999997,71.06099900034046,0.8217077586392245,7022.67799997,5770.588999000341,230.125
114,2023-01-05 18:00:00,2023-01-05 19:00:00,QLD1,7391.796,5814.271,6881.584,2023-05-01 18:00:00,118.13333337,117.10666663,118.13333337,74.90638273536126,0.8413450289856245,6999.71733337,5889.177382735361,73.7615
