,TimeBeginning,TimeEnding,Region,Energy,Total_Emissions,Energy_SO,INTERCONNECTORID,SETTLEMENTDATE,METEREDMWFLOW,MWFLOW,MWLOSSES,New_Energy,New_Emissions,New_Intensity_Index
12,2023-01-01 12:00:00,2023-01-01 13:00:00,TAS1,810.581,0.0,802.476,T-V-MNSP1,2023-01-01 12:00:00,-442.4083333,-440.1991667,21.8825,442.4083333,407.65039119036135,0.3274604557916974
13,2023-01-01 13:00:00,2023-01-01 14:00:00,TAS1,865.641,0.0,856.985,T-V-MNSP1,2023-01-01 13:00:00,-396.5666667,-395.3666667,17.88083333,396.5666667,384.825875134597,0.30698844360173755
14,2023-01-01 14:00:00,2023-01-01 15:00:00,TAS1,1142.85,0.0,1131.421,T-V-MNSP1,2023-01-01 14:00:00,-170.8416667,-151.2025,3.609166667,170.8416667,160.78336326997086,0.12346461845320661
15,2023-01-01 15:00:00,2023-01-01 16:00:00,TAS1,1498.561,0.0,1483.575,T-V-MNSP1,2023-01-01 15:00:00,61.48333333,76.06083333,1.065,-61.48333333,-0.0,0.0
16,2023-01-01 16:00:00,2023-01-01 17:00:00,TAS1,1648.966,0.0,1632.477,T-V-MNSP1,2023-01-01 16:00:00,143.475,152.2041667,2.143333333,-143.475,-0.0,0.0
17,2023-01-01 17:00:00,2023-01-01 18:00:00,TAS1,1879.746,21.865,1860.29,T-V-MNSP1,2023-01-01 17:00:00,329.825,346.015,11.665,-329.825,-3.8766125845970247,0.011753543802310393
18,2023-01-01 18:00:00,2023-01-01 19:00:00,TAS1,1983.978,36.544,1963.038,T-V-MNSP1,2023-01-01 18:00:00,445.15,447.0,19.02,-445.15,-8.286931582577616,0.01861604309239047
19,2023-01-01 19:00:00,2023-01-01 20:00:00,TAS1,1984.031,36.556,1963.09,T-V-MNSP1,2023-01-01 19:00:00,445.5083333,447.0,19.02,-445.5083333,-8.296105951390308,0.018621662786729085
20,2023-01-01 20:00:00,2023-01-01 21:00:00,TAS1,1975.121,36.564,1954.27,T-V-MNSP1,2023-01-01 20:00:00,446.525,447.0,19.02,-446.525,-8.354393251700124,0.018709799567101785
21,2023-01-01 21:00:00,2023-01-01 22:00:00,TAS1,1799.904,20.346,1781.293,T-V-MNSP1,2023-01-01 21:00:00,370.9833333,357.7283333,13.31916667,-370.9833333,-4.237386493587412,0.011422040057418965
22,2023-01-01 22:00:00,2023-01-01 23:00:00,TAS1,1754.821,0.0,1737.273,T-V-MNSP1,2023-01-01 22:00:00,298.9416667,314.09,9.958333333,-298.9416667,-0.0,0.0
23,2023-01-01 23:00:00,2023-01-02 00:00:00,TAS1,1755.172,0.0,1737.621,T-V-MNSP1,2023-01-01 23:00:00,378.9583333,365.4175,13.21,-378.9583333,-0.0,0.0
24,2023-01-02 00:00:00,2023-01-02 01:00:00,TAS1,1592.07,0.0,1576.149,T-V-MNSP1,2023-02-01 00:00:00,235.0416667,237.6883333,5.656666667,-235.0416667,-0.0,0.0
25,2023-01-02 01:00:00,2023-01-02 02:00:00,TAS1,1105.828,0.0,1094.769,T-V-MNSP1,2023-02-01 01:00:00,-130.4833333,-159.3433333,6.2525,130.4833333,120.40814826824374,0.09827212321558755
26,2023-01-02 02:00:00,2023-01-02 03:00:00,TAS1,822.781,0.0,814.553,T-V-MNSP1,2023-02-01 02:00:00,-410.0583333,-414.3725,19.50333333,410.0583333,349.14281654642014,0.2851050019319792
27,2023-01-02 03:00:00,2023-01-02 04:00:00,TAS1,790.603,0.0,782.697,T-V-MNSP1,2023-02-01 03:00:00,-438.0833333,-442.0033333,22.0425,438.0833333,372.8598079717601,0.30542743669850053
28,2023-01-02 04:00:00,2023-01-02 05:00:00,TAS1,785.958,0.0,778.098,T-V-MNSP1,2023-02-01 04:00:00,-429.7833333,-433.4583333,21.2475,429.7833333,340.92836755478646,0.2822531966971879
29,2023-01-02 05:00:00,2023-01-02 06:00:00,TAS1,819.623,0.0,811.427,T-V-MNSP1,2023-02-01 05:00:00,-428.925,-435.7175,21.45583333,428.925,363.82484537931595,0.29332386724036075
30,2023-01-02 06:00:00,2023-01-02 07:00:00,TAS1,823.743,0.0,815.505,T-V-MNSP1,2023-02-01 06:00:00,-439.6583333,-444.0883333,22.24166667,439.6583333,373.8277918143733,0.29783198879107453
31,2023-01-02 07:00:00,2023-01-02 08:00:00,TAS1,851.246,0.0,842.734,T-V-MNSP1,2023-02-01 07:00:00,-425.775,-442.9308333,22.13083333,425.775,370.6352689573908,0.29218182051320946
32,2023-01-02 08:00:00,2023-01-02 09:00:00,TAS1,847.323,0.0,838.85,T-V-MNSP1,2023-02-01 08:00:00,-430.2916667,-439.2458333,21.79583333,430.2916667,374.01293515028726,0.294697546352559
33,2023-01-02 09:00:00,2023-01-02 10:00:00,TAS1,879.739,0.0,870.942,T-V-MNSP1,2023-02-01 09:00:00,-422.675,-431.065,21.01666667,422.675,358.75643551631504,0.2773281701742595
34,2023-01-02 10:00:00,2023-01-02 11:00:00,TAS1,853.749,0.0,845.212,T-V-MNSP1,2023-02-01 10:00:00,-413.15,-428.8433333,20.84,413.15,363.573867111586,0.28892629236387146
35,2023-01-02 11:00:00,2023-01-02 12:00:00,TAS1,814.434,0.0,806.29,T-V-MNSP1,2023-02-01 11:00:00,-420.4916667,-435.1233333,21.4125,420.4916667,366.5320704509232,0.2987753081091289
36,2023-01-02 12:00:00,2023-01-02 13:00:00,TAS1,765.144,0.0,757.493,T-V-MNSP1,2023-02-01 12:00:00,-427.875,-440.7333333,21.95666667,427.875,376.9230956098667,0.3179798135345874
37,2023-01-02 13:00:00,2023-01-02 14:00:00,TAS1,783.529,0.0,775.694,T-V-MNSP1,2023-02-01 13:00:00,-433.1,-441.2291667,21.98583333,433.1,389.10927482459766,0.32189874769778615
38,2023-01-02 14:00:00,2023-01-02 15:00:00,TAS1,808.955,0.0,800.866,T-V-MNSP1,2023-02-01 14:00:00,-428.6666667,-444.2866667,22.26416667,428.6666667,364.2591529422789,0.2962582148548611
39,2023-01-02 15:00:00,2023-01-02 16:00:00,TAS1,938.537,0.0,929.151,T-V-MNSP1,2023-02-01 15:00:00,-435.4916667,-446.7208333,22.49333333,435.4916667,347.06574871940717,0.2543272002176855
40,2023-01-02 16:00:00,2023-01-02 17:00:00,TAS1,1000.399,0.0,990.395,T-V-MNSP1,2023-02-01 16:00:00,-433.4583333,-446.9225,22.5125,433.4583333,377.42263372713063,0.26507128571479716
41,2023-01-02 17:00:00,2023-01-02 18:00:00,TAS1,1067.733,0.0,1057.056,T-V-MNSP1,2023-02-01 17:00:00,-431.8833333,-446.6716667,22.48833333,431.8833333,374.65588871902423,0.25162602689033564
42,2023-01-02 18:00:00,2023-01-02 19:00:00,TAS1,1100.244,0.0,1089.241,T-V-MNSP1,2023-02-01 18:00:00,-391.5333333,-399.7383333,18.55583333,391.5333333,334.248037919137,0.22572516986720317
43,2023-01-02 19:00:00,2023-01-02 20:00:00,TAS1,1266.353,0.0,1253.69,T-V-MNSP1,2023-02-01 19:00:00,-246.45,-250.1966667,7.8725,246.45,201.82652343557487,0.13453845870090447
44,2023-01-02 20:00:00,2023-01-02 21:00:00,TAS1,1337.077,0.0,1323.706,T-V-MNSP1,2023-02-01 20:00:00,-144.85,-151.4283333,3.215833333,144.85,123.76035344272721,0.08427349957558801
45,2023-01-02 21:00:00,2023-01-02 22:00:00,TAS1,1338.815,0.0,1325.426,T-V-MNSP1,2023-02-01 21:00:00,-117.875,-134.0033333,2.535,117.875,105.39607718081054,0.073024322148194
46,2023-01-02 22:00:00,2023-01-02 23:00:00,TAS1,1284.504,0.0,1271.659,T-V-MNSP1,2023-02-01 22:00:00,-131.3166667,-142.7541667,2.766666667,131.3166667,122.24025685965172,0.08712927797755632
47,2023-01-02 23:00:00,2023-01-03 00:00:00,TAS1,1091.925,0.0,1081.006,T-V-MNSP1,2023-02-01 23:00:00,-282.4166667,-297.7575,10.50666667,282.4166667,266.04349719450437,0.1951291435094229
48,2023-01-03 00:00:00,2023-01-03 01:00:00,TAS1,1048.483,0.0,1037.998,T-V-MNSP1,2023-03-01 00:00:00,-309.6166667,-320.3433333,11.93833333,309.6166667,298.85532816066245,0.22176615878817257
49,2023-01-03 01:00:00,2023-01-03 02:00:00,TAS1,992.878,0.0,982.949,T-V-MNSP1,2023-03-01 01:00:00,-331.15,-345.475,13.84416667,331.15,332.4247243646032,0.2529677934193719
50,2023-01-03 02:00:00,2023-01-03 03:00:00,TAS1,901.862,0.0,892.844,T-V-MNSP1,2023-03-01 02:00:00,-381.725,-387.545,17.24,381.725,394.0268524825651,0.3091451718051868
51,2023-01-03 03:00:00,2023-01-03 04:00:00,TAS1,877.177,0.0,868.406,T-V-MNSP1,2023-03-01 03:00:00,-390.6666667,-396.3216667,17.90833333,390.6666667,387.32618861989937,0.30762814479570294
52,2023-01-03 04:00:00,2023-01-03 05:00:00,TAS1,953.452,0.0,943.918,T-V-MNSP1,2023-03-01 04:00:00,-344.6833333,-343.6533333,13.68416667,344.6833333,334.89263861070106,0.25988847749603755
53,2023-01-03 05:00:00,2023-01-03 06:00:00,TAS1,975.469,0.0,965.715,T-V-MNSP1,2023-03-01 05:00:00,-344.0333333,-357.765,14.855,344.0333333,329.3785736009439,0.25148233842073475
54,2023-01-03 06:00:00,2023-01-03 07:00:00,TAS1,915.515,0.0,906.359,T-V-MNSP1,2023-03-01 06:00:00,-428.3166667,-439.2283333,21.78083333,428.3166667,405.39366449538466,0.3037394586639351
55,2023-01-03 07:00:00,2023-01-03 08:00:00,TAS1,875.179,0.0,866.427,T-V-MNSP1,2023-03-01 07:00:00,-442.1916667,-446.0433333,22.42833333,442.1916667,401.3468426746099,0.3066950310946607
56,2023-01-03 08:00:00,2023-01-03 09:00:00,TAS1,888.315,0.0,879.432,T-V-MNSP1,2023-03-01 08:00:00,-433.7583333,-439.9633333,21.87333333,433.7583333,388.0620755872039,0.2955109139526011
57,2023-01-03 09:00:00,2023-01-03 10:00:00,TAS1,891.179,0.0,882.267,T-V-MNSP1,2023-03-01 09:00:00,-433.9083333,-438.0466667,21.69083333,433.9083333,393.4836559169551,0.2989599075150477
58,2023-01-03 10:00:00,2023-01-03 11:00:00,TAS1,896.649,0.0,887.682,T-V-MNSP1,2023-03-01 10:00:00,-430.05,-436.9158333,21.58583333,430.05,406.60517592439527,0.3085643939165136
59,2023-01-03 11:00:00,2023-01-03 12:00:00,TAS1,867.091,0.0,858.42,T-V-MNSP1,2023-03-01 11:00:00,-432.75,-440.7758333,21.93333333,432.75,383.70646951745147,0.2971773426562354
60,2023-01-03 12:00:00,2023-01-03 13:00:00,TAS1,838.302,0.0,829.919,T-V-MNSP1,2023-03-01 12:00:00,-434.8416667,-446.1066667,22.43416667,434.8416667,362.4168539077843,0.2865497508342021
61,2023-01-03 13:00:00,2023-01-03 14:00:00,TAS1,853.724,0.0,845.187,T-V-MNSP1,2023-03-01 13:00:00,-433.0916667,-443.81,22.21916667,433.0916667,357.1689342786069,0.2794139834944387
62,2023-01-03 14:00:00,2023-01-03 15:00:00,TAS1,865.847,0.0,857.189,T-V-MNSP1,2023-03-01 14:00:00,-420.3333333,-436.1691667,21.51416667,420.3333333,330.72410067186894,0.2588793104051396
63,2023-01-03 15:00:00,2023-01-03 16:00:00,TAS1,895.737,0.0,886.779,T-V-MNSP1,2023-03-01 15:00:00,-425.1666667,-437.3008333,21.61916667,425.1666667,333.4803375339223,0.25418761309890325
64,2023-01-03 16:00:00,2023-01-03 17:00:00,TAS1,948.547,0.0,939.062,T-V-MNSP1,2023-03-01 16:00:00,-434.925,-447.0,22.52,434.925,353.5991320101123,0.2573526037801757
65,2023-01-03 17:00:00,2023-01-03 18:00:00,TAS1,990.026,0.0,980.126,T-V-MNSP1,2023-03-01 17:00:00,-432.8,-447.0,22.52,432.8,333.562979400418,0.23607958194584713
66,2023-01-03 18:00:00,2023-01-03 19:00:00,TAS1,1037.212,0.0,1026.84,T-V-MNSP1,2023-03-01 18:00:00,-432.95,-447.0,22.52,432.95,329.1182642232253,0.22545589723400306
67,2023-01-03 19:00:00,2023-01-03 20:00:00,TAS1,1080.786,0.0,1069.978,T-V-MNSP1,2023-03-01 19:00:00,-424.25,-437.7975,21.65916667,424.25,347.79219626326187,0.2327571135484423
68,2023-01-03 20:00:00,2023-01-03 21:00:00,TAS1,1055.272,0.0,1044.719,T-V-MNSP1,2023-03-01 20:00:00,-434.1166667,-446.7233333,22.495,434.1166667,361.5465991699095,0.2444805784111871
69,2023-01-03 21:00:00,2023-01-03 22:00:00,TAS1,965.183,0.0,955.531,T-V-MNSP1,2023-03-01 21:00:00,-441.9,-447.0,22.52,441.9,359.0931842889889,0.2569666654661224
70,2023-01-03 22:00:00,2023-01-03 23:00:00,TAS1,866.641,0.0,857.974,T-V-MNSP1,2023-03-01 22:00:00,-435.8,-447.0,22.52,435.8,384.0692075077745,0.29685958096837195
71,2023-01-03 23:00:00,2023-01-04 00:00:00,TAS1,810.118,0.0,802.017,T-V-MNSP1,2023-03-01 23:00:00,-432.0833333,-447.0,22.52,432.0833333,393.84662272506137,0.3191366310321872
72,2023-01-04 00:00:00,2023-01-04 01:00:00,TAS1,781.275,0.0,773.462,T-V-MNSP1,2023-04-01 00:00:00,-435.275,-447.0,22.52,435.275,407.8380813521811,0.33740845308134115
73,2023-01-04 01:00:00,2023-01-04 02:00:00,TAS1,777.981,0.0,770.201,T-V-MNSP1,2023-04-01 01:00:00,-437.075,-447.0,22.52,437.075,392.9599727637657,0.325493070982746
74,2023-01-04 02:00:00,2023-01-04 03:00:00,TAS1,733.948,0.0,726.608,T-V-MNSP1,2023-04-01 02:00:00,-434.7333333,-447.0,22.52,434.7333333,374.4249584202155,0.32240732994172466
75,2023-01-04 03:00:00,2023-01-04 04:00:00,TAS1,735.234,0.0,727.882,T-V-MNSP1,2023-04-01 03:00:00,-430.9666667,-447.0,22.52,430.9666667,366.8317301905437,0.31654843357170487
76,2023-01-04 04:00:00,2023-01-04 05:00:00,TAS1,764.915,0.0,757.266,T-V-MNSP1,2023-04-01 04:00:00,-433.35,-447.0,22.52,433.35,368.1240975942757,0.309187930948581
77,2023-01-04 05:00:00,2023-01-04 06:00:00,TAS1,853.995,0.0,845.455,T-V-MNSP1,2023-04-01 05:00:00,-429.4333333,-447.0,22.52,429.4333333,369.5680399998946,0.289882674699267
78,2023-01-04 06:00:00,2023-01-04 07:00:00,TAS1,937.474,0.0,928.1,T-V-MNSP1,2023-04-01 06:00:00,-433.45,-446.9516667,22.51583333,433.45,348.67115987646883,0.2560839924178097
79,2023-01-04 07:00:00,2023-01-04 08:00:00,TAS1,1024.687,0.0,1014.44,T-V-MNSP1,2023-04-01 07:00:00,-416.4583333,-439.9983333,21.86,416.4583333,313.2705255954255,0.21893276293987105
80,2023-01-04 08:00:00,2023-01-04 09:00:00,TAS1,1014.145,0.0,1004.004,T-V-MNSP1,2023-04-01 08:00:00,-415.8,-433.5858333,21.29333333,415.8,311.5656783861375,0.21944273884714896
81,2023-01-04 09:00:00,2023-01-04 10:00:00,TAS1,971.987,0.0,962.267,T-V-MNSP1,2023-04-01 09:00:00,-433.35,-443.1316667,22.14916667,433.35,330.1260176951174,0.23654485270322542
82,2023-01-04 10:00:00,2023-01-04 11:00:00,TAS1,938.767,0.0,929.379,T-V-MNSP1,2023-04-01 10:00:00,-421.8916667,-439.2608333,21.78,421.8916667,324.03984471940913,0.23980380297217704
83,2023-01-04 11:00:00,2023-01-04 12:00:00,TAS1,886.415,0.0,877.551,T-V-MNSP1,2023-04-01 11:00:00,-426.3166667,-444.7016667,22.30166667,426.3166667,322.70395874485246,0.24749747768620886
84,2023-01-04 12:00:00,2023-01-04 13:00:00,TAS1,875.884,0.0,867.125,T-V-MNSP1,2023-04-01 12:00:00,-421.0333333,-441.5941667,22.00333333,421.0333333,330.43979407067707,0.2565211011166286
85,2023-01-04 13:00:00,2023-01-04 14:00:00,TAS1,823.405,0.0,815.171,T-V-MNSP1,2023-04-01 13:00:00,-431.7833333,-446.705,22.49166667,431.7833333,334.53607080599454,0.26828253599364954
86,2023-01-04 14:00:00,2023-01-04 15:00:00,TAS1,777.256,0.0,769.483,T-V-MNSP1,2023-04-01 14:00:00,-412.8,-426.425,20.7125,412.8,323.9338158864586,0.273990081804829
87,2023-01-04 15:00:00,2023-01-04 16:00:00,TAS1,791.705,0.0,783.788,T-V-MNSP1,2023-04-01 15:00:00,-435.3333333,-447.0,22.52,435.3333333,321.3350016928709,0.26357918027983285
88,2023-01-04 16:00:00,2023-01-04 17:00:00,TAS1,842.386,0.0,833.962,T-V-MNSP1,2023-04-01 16:00:00,-433.4,-446.3425,22.45666667,433.4,297.71503204295607,0.23490923038796813
89,2023-01-04 17:00:00,2023-01-04 18:00:00,TAS1,911.384,0.0,902.27,T-V-MNSP1,2023-04-01 17:00:00,-432.6916667,-447.0,22.52,432.6916667,289.886805158496,0.21714990953642188
90,2023-01-04 18:00:00,2023-01-04 19:00:00,TAS1,977.855,0.0,968.077,T-V-MNSP1,2023-04-01 18:00:00,-430.8083333,-445.0758333,22.33833333,430.8083333,308.97549329269424,0.22087263761913534
91,2023-01-04 19:00:00,2023-01-04 20:00:00,TAS1,986.788,0.0,976.92,T-V-MNSP1,2023-04-01 19:00:00,-430.05,-447.0,22.52,430.05,332.38217359721193,0.23623970205278857
92,2023-01-04 20:00:00,2023-01-04 21:00:00,TAS1,969.048,0.0,959.358,T-V-MNSP1,2023-04-01 20:00:00,-433.0,-447.0,22.52,433.0,346.83678332056024,0.24910029124733743
93,2023-01-04 21:00:00,2023-01-04 22:00:00,TAS1,935.447,0.0,926.093,T-V-MNSP1,2023-04-01 21:00:00,-432.7833333,-447.0,22.52,432.7833333,338.13862910890487,0.24883694036214685
94,2023-01-04 22:00:00,2023-01-04 23:00:00,TAS1,892.59,0.0,883.664,T-V-MNSP1,2023-04-01 22:00:00,-434.2583333,-447.0,22.52,434.2583333,368.20838550182157,0.2793854965488364
95,2023-01-04 23:00:00,2023-01-05 00:00:00,TAS1,872.198,0.0,863.476,T-V-MNSP1,2023-04-01 23:00:00,-423.5833333,-436.4816667,21.56166667,423.5833333,387.3127988748313,0.30092847225758224
96,2023-01-05 00:00:00,2023-01-05 01:00:00,TAS1,842.067,0.0,833.646,T-V-MNSP1,2023-05-01 00:00:00,-432.7416667,-446.81,22.50166667,432.7416667,391.4221879408403,0.3090855969569119
97,2023-01-05 01:00:00,2023-01-05 02:00:00,TAS1,826.97,0.0,818.7,T-V-MNSP1,2023-05-01 01:00:00,-428.8833333,-447.0,22.52,428.8833333,376.9794875712531,0.3021677811085368
98,2023-01-05 02:00:00,2023-01-05 03:00:00,TAS1,819.516,0.0,811.32,T-V-MNSP1,2023-05-01 02:00:00,-431.1166667,-447.0,22.52,431.1166667,395.0120878518507,0.3179333791725826
99,2023-01-05 03:00:00,2023-01-05 04:00:00,TAS1,810.188,0.0,802.086,T-V-MNSP1,2023-05-01 03:00:00,-435.2833333,-447.0,22.52,435.2833333,396.2682649173141,0.32025059475208356
100,2023-01-05 04:00:00,2023-01-05 05:00:00,TAS1,848.528,0.0,840.043,T-V-MNSP1,2023-05-01 04:00:00,-432.1833333,-447.0,22.52,432.1833333,394.6096502274699,0.3101725219001721
101,2023-01-05 05:00:00,2023-01-05 06:00:00,TAS1,923.579,0.0,914.343,T-V-MNSP1,2023-05-01 05:00:00,-427.1833333,-442.4375,22.09166667,427.1833333,394.55536774506703,0.2941092977090553
102,2023-01-05 06:00:00,2023-01-05 07:00:00,TAS1,980.179,4.249,970.249,T-V-MNSP1,2023-05-01 06:00:00,-433.85,-447.0,22.52,433.85,389.1259744681799,0.2801618507442708
103,2023-01-05 07:00:00,2023-01-05 08:00:00,TAS1,953.812,37.653,943.141,T-V-MNSP1,2023-05-01 07:00:00,-436.9583333,-447.0,22.52,436.9583333,376.4562944964583,0.3000576005686984
104,2023-01-05 08:00:00,2023-01-05 09:00:00,TAS1,910.893,38.472,900.627,T-V-MNSP1,2023-05-01 08:00:00,-431.3083333,-447.0,22.52,431.3083333,373.5302657826021,0.3093260276847122
105,2023-01-05 09:00:00,2023-01-05 10:00:00,TAS1,857.308,38.476,847.577,T-V-MNSP1,2023-05-01 09:00:00,-437.1,-447.0,22.52,437.1,395.32775169239017,0.33767534694899193
106,2023-01-05 10:00:00,2023-01-05 11:00:00,TAS1,833.881,38.45,824.386,T-V-MNSP1,2023-05-01 10:00:00,-435.55,-445.7558333,22.40083333,435.55,396.81486475491187,0.3454658528329311
107,2023-01-05 11:00:00,2023-01-05 12:00:00,TAS1,828.786,38.422,819.342,T-V-MNSP1,2023-05-01 11:00:00,-420.7,-436.2175,21.50166667,420.7,390.41662364067366,0.3458258862527831
108,2023-01-05 12:00:00,2023-01-05 13:00:00,TAS1,809.303,21.863,800.553,T-V-MNSP1,2023-05-01 12:00:00,-426.6916667,-440.225,21.88,426.6916667,385.5259250680659,0.3319541213925292
109,2023-01-05 13:00:00,2023-01-05 14:00:00,TAS1,798.298,0.0,790.315,T-V-MNSP1,2023-05-01 13:00:00,-431.9333333,-447.0,22.52,431.9333333,384.3739750428529,0.31448107931148933
110,2023-01-05 14:00:00,2023-01-05 15:00:00,TAS1,778.776,0.0,770.988,T-V-MNSP1,2023-05-01 14:00:00,-435.65,-447.0,22.52,435.65,364.2726884220307,0.30189061543066825
111,2023-01-05 15:00:00,2023-01-05 16:00:00,TAS1,814.055,0.0,805.914,T-V-MNSP1,2023-05-01 15:00:00,-436.1416667,-447.0,22.52,436.1416667,354.9808080937251,0.2858010454852386
112,2023-01-05 16:00:00,2023-01-05 17:00:00,TAS1,896.635,22.175,887.001,T-V-MNSP1,2023-05-01 16:00:00,-435.6916667,-447.0,22.52,435.6916667,321.01048404344925,0.259459731412639
113,2023-01-05 17:00:00,2023-01-05 18:00:00,TAS1,940.622,38.444,930.059,T-V-MNSP1,2023-05-01 17:00:00,-437.9166667,-447.0,22.52,437.9166667,319.8568078470552,0.2619204541199134
114,2023-01-05 18:00:00,2023-01-05 19:00:00,TAS1,951.682,38.45,941.009,T-V-MNSP1,2023-05-01 18:00:00,-438.025,-447.0,22.52,438.025,325.3386972410499,0.2637996577611936
115,2023-01-05 19:00:00,2023-01-05 20:00:00,TAS1,968.164,38.462,957.325,T-V-MNSP1,2023-05-01 19:00:00,-429.225,-439.3916667,21.8025,429.225,343.2473021654494,0.27529429314878606
116,2023-01-05 20:00:00,2023-01-05 21:00:00,TAS1,967.907,38.463,957.071,T-V-MNSP1,2023-05-01 20:00:00,-439.6166667,-447.0,22.52,439.6166667,369.67885557628983,0.29222127846279333
117,2023-01-05 21:00:00,2023-01-05 22:00:00,TAS1,937.667,2.508,928.215,T-V-MNSP1,2023-05-01 21:00:00,-439.25,-447.0,22.52,439.25,366.1184868418887,0.2695692298098223
118,2023-01-05 22:00:00,2023-01-05 23:00:00,TAS1,924.571,0.0,915.325,T-V-MNSP1,2023-05-01 22:00:00,-432.8916667,-447.0,22.52,432.8916667,357.6632442169743,0.26528617621410855
119,2023-01-05 23:00:00,2023-01-06 00:00:00,TAS1,879.154,0.0,870.362,T-V-MNSP1,2023-05-01 23:00:00,-434.0666667,-447.0,22.52,434.0666667,394.20573600038796,0.3022056675568674
120,2023-01-06 00:00:00,2023-01-06 01:00:00,TAS1,858.853,0.0,850.264,T-V-MNSP1,2023-06-01 00:00:00,-429.5833333,-444.895,22.32,429.5833333,402.01510800021384,0.31411176750561726
121,2023-01-06 01:00:00,2023-01-06 02:00:00,TAS1,859.957,0.0,851.358,T-V-MNSP1,2023-06-01 01:00:00,-432.3333333,-447.0,22.52,432.3333333,400.73110108349175,0.31217091732895613
122,2023-01-06 02:00:00,2023-01-06 03:00:00,TAS1,829.582,0.0,821.286,T-V-MNSP1,2023-06-01 02:00:00,-438.5,-447.0,22.52,438.5,398.91581100588576,0.31665363085943626
123,2023-01-06 03:00:00,2023-01-06 04:00:00,TAS1,830.956,0.0,822.646,T-V-MNSP1,2023-06-01 03:00:00,-432.6333333,-447.0,22.52,432.6333333,386.7652430191936,0.30811089831490146
124,2023-01-06 04:00:00,2023-01-06 05:00:00,TAS1,848.933,0.0,840.444,T-V-MNSP1,2023-06-01 04:00:00,-434.975,-447.0,22.52,434.975,376.4487792145416,0.2951569478065966
125,2023-01-06 05:00:00,2023-01-06 06:00:00,TAS1,904.167,0.0,895.125,T-V-MNSP1,2023-06-01 05:00:00,-421.95,-436.52,21.55083333,421.95,366.76417844067623,0.27846871168359905
126,2023-01-06 06:00:00,2023-01-06 07:00:00,TAS1,961.895,4.263,952.148,T-V-MNSP1,2023-06-01 06:00:00,-434.575,-447.0,22.52,434.575,357.52530857976905,0.2608944313895198
127,2023-01-06 07:00:00,2023-01-06 08:00:00,TAS1,955.662,37.627,944.973,T-V-MNSP1,2023-06-01 07:00:00,-417.0166667,-434.7875,21.38,417.0166667,363.64978716170265,0.2946254270298295
