date,Battery (Charging) -  GWh,Exports -  GWh,Imports -  GWh,Coal (Brown) -  GWh,Distillate -  GWh,Gas (Steam) -  GWh,Gas (CCGT) -  GWh,Gas (OCGT) -  GWh,Gas (Reciprocating) -  GWh,Battery (Discharging) -  GWh,Wind -  GWh,Solar (Utility) -  GWh,Solar (Rooftop) -  GWh,Temperature Max - C,Temperature Mean - C,Temperature Min - C,Exports Emissions Vol - tCO₂e,Imports Emissions Vol - tCO₂e,Coal (Brown) Emissions Vol - tCO₂e,Distillate Emissions Vol - tCO₂e,Gas (Steam) Emissions Vol - tCO₂e,Gas (CCGT) Emissions Vol - tCO₂e,Gas (OCGT) Emissions Vol - tCO₂e,Gas (Reciprocating) Emissions Vol - tCO₂e,Emissions Intensity - kgCO₂e/MWh,Volume Weighted Price - AUD/MWh,Battery (Charging) Market Value - AUD,Exports Market Value - AUD,Imports Market Value - AUD,Coal (Brown) Market Value - AUD,Distillate Market Value - AUD,Gas (Steam) Market Value - AUD,Gas (CCGT) Market Value - AUD,Gas (OCGT) Market Value - AUD,Gas (Reciprocating) Market Value - AUD,Battery (Discharging) Market Value - AUD,Wind Market Value - AUD,Solar (Utility) Market Value - AUD,Solar (Rooftop) Market Value - AUD
2023-04-01,-7.77,-84.98,102.10,0.00,1.20,21.57,220.10,34.61,15.47,5.94,471.30,64.26,197.40,28.70,17.35,8.70,8514.00,87089.00,0.00,1744.00,15284.00,109425.00,32486.00,13523.00,297.50,98.19,300615.00,0.00,0.00,0.00,258675.00,2792839.00,27201001.00,5151667.00,3162066.00,875973.00,29119811.00,2201191.00,4074612.00
2023-05-01,-9.44,-33.88,174.40,0.00,1.39,51.77,293.50,67.53,37.75,6.90,431.10,53.88,134.70,25.10,13.50,4.90,3251.00,152004.00,0.00,1882.00,36683.00,141190.00,59215.00,32994.00,391.40,208.52,1236852.00,0.00,0.00,0.00,1493352.00,12551916.00,82285493.00,26148219.00,10596304.00,2990936.00,47234958.00,6839821.00,12861466.00
2023-06-01,-8.70,-80.37,120.20,0.00,2.70,54.57,177.40,47.65,24.79,6.47,725.70,37.04,106.00,25.00,13.50,5.60,7832.00,92455.00,0.00,3703.00,38669.00,84277.00,44110.00,21668.00,250.17,95.68,447303.00,0.00,0.00,0.00,1220210.00,8831720.00,32180481.00,10346841.00,5633185.00,994186.00,30580025.00,1961609.00,4411448.00
2023-07-01,-9.33,-46.27,224.70,0.00,0.34,47.07,179.80,51.53,27.04,7.17,618.60,49.39,137.20,19.00,11.71,3.20,2676.00,173855.00,0.00,454.20,33349.00,85400.00,43654.00,23629.00,311.01,82.86,388568.00,0.00,0.00,0.00,100470.00,6166611.00,24724729.00,7758369.00,4879765.00,1093514.00,21854522.00,1532009.00,2955248.00
2023-08-01,-13.36,-46.80,171.90,0.00,1.92,47.56,258.30,46.71,30.77,10.86,454.70,62.48,188.30,25.90,13.01,3.90,4419.00,144139.00,0.00,2656.00,33701.00,123563.00,42218.00,26897.00,359.75,191.65,866285.00,0.00,0.00,0.00,3391213.00,8719732.00,74838067.00,30827763.00,11562422.00,3574364.00,30983690.00,3619366.00,6519071.00
2023-09-01,-15.44,-77.03,136.60,0.00,0.25,36.74,123.60,38.18,12.28,11.67,464.60,70.85,276.80,31.10,16.22,3.80,5415.00,108170.00,0.00,352.10,26030.00,57479.00,33712.00,10733.00,288.00,62.62,-95556.00,0.00,0.00,0.00,47442.00,2096784.00,13050990.00,3619095.00,1859070.00,956345.00,13076601.00,-187756.00,-8860813.00
2023-10-01,-12.68,-108.30,100.60,0.00,0.13,32.49,93.85,19.45,3.21,8.94,601.30,73.11,319.70,32.00,16.02,5.40,6913.00,80418.00,0.00,184.60,23023.00,44655.00,17695.00,2807.00,199.32,29.21,-421463.00,0.00,0.00,0.00,28363.00,311009.00,5708848.00,948743.00,446466.00,564542.00,7639722.00,-398396.00,-9321918.00
2023-11-01,-14.04,-70.13,96.53,0.00,0.36,40.04,121.00,17.57,10.36,10.20,474.10,79.78,331.00,39.90,17.75,7.80,6620.00,78207.00,0.00,524.00,28369.00,57850.00,15707.00,9056.00,239.10,69.17,-255329.00,0.00,0.00,0.00,188324.00,2714885.00,12529879.00,3360396.00,1917216.00,1041489.00,23992629.00,488911.00,-2317128.00
2023-12-01,-13.35,-75.78,127.50,0.00,0.62,37.21,105.20,23.89,8.09,9.24,526.90,75.79,296.90,35.40,19.54,10.10,5995.00,103429.00,0.00,850.50,26367.00,50704.00,22263.00,7071.00,248.02,63.26,-24125.00,0.00,0.00,0.00,184749.00,1831342.00,10677303.00,2442114.00,993019.00,946218.00,21407421.00,739769.00,-6087678.00
2024-01-01,-15.18,-59.39,165.50,0.00,0.12,43.65,95.51,16.84,16.45,10.57,527.50,103.40,346.10,40.10,22.73,9.80,4299.00,141637.00,0.00,165.20,30930.00,45462.00,16205.00,14374.00,270.15,53.06,-361399.00,0.00,0.00,0.00,23275.00,2071841.00,8540745.00,1254890.00,2017816.00,929193.00,18202988.00,824097.00,-7712664.00
2024-02-01,-14.03,-39.60,131.20,0.00,0.41,54.51,103.30,21.12,20.16,9.67,487.10,103.90,331.40,38.90,22.83,10.90,3461.00,107259.00,0.00,574.30,38621.00,49293.00,20041.00,17623.00,261.98,108.02,-351446.00,0.00,0.00,0.00,1706388.00,10372887.00,23353776.00,9908389.00,5901155.00,4190449.00,26875140.00,3760459.00,1234976.00
2024-03-01,-17.08,-48.00,151.90,0.00,0.41,53.71,155.30,29.35,23.19,12.45,521.00,107.70,293.60,39.60,22.98,9.60,3801.00,128985.00,0.00,593.70,38055.00,76385.00,26793.00,20270.00,290.20,90.66,120353.00,0.00,0.00,0.00,321996.00,6549226.00,18427326.00,6252408.00,3921654.00,2026173.00,31692308.00,3919108.00,14053683.00
2024-04-01,-18.08,-70.40,139.80,0.00,0.07,50.45,203.20,25.57,32.25,13.65,401.30,89.21,204.50,26.00,15.22,6.90,9173.00,127331.00,0.00,102.40,35743.00,97451.00,21150.00,28185.00,346.92,105.29,601750.00,0.00,0.00,0.00,18395.00,5772618.00,27146668.00,3914979.00,5131276.00,2063208.00,32163064.00,3494724.00,5414540.00
2024-05-01,-19.08,-54.59,113.60,0.00,0.37,58.66,294.30,43.65,47.79,14.39,408.90,78.77,176.90,24.30,14.37,4.10,8627.00,102674.00,0.00,531.60,41560.00,140596.00,35350.00,41765.00,358.60,145.66,1459767.00,0.00,0.00,0.00,105106.00,10007740.00,53054457.00,8695981.00,9625652.00,2709485.00,41070317.00,6956369.00,13603475.00
2024-06-01,-19.10,-50.82,127.00,0.00,4.79,113.80,334.70,43.55,47.63,14.58,490.30,51.03,110.60,20.60,11.56,3.20,7552.00,112482.00,0.00,6619.00,80602.00,159441.00,37840.00,41627.00,372.42,184.21,2289795.00,0.00,0.00,0.00,1850030.00,25229237.00,73650602.00,12394695.00,11496396.00,3554684.00,60985267.00,7322625.00,15218360.00
2024-07-01,-19.98,-106.70,80.69,0.00,1.60,123.00,239.90,63.01,42.11,15.87,688.00,61.92,157.40,21.50,11.48,0.70,15984.00,67405.00,0.00,2098.00,87174.00,113992.00,53053.00,36805.00,289.67,278.34,1992858.00,0.00,0.00,0.00,5993803.00,44059617.00,99220701.00,56747551.00,15699320.00,7176991.00,83561750.00,6997093.00,13596654.00
2024-08-01,-10.01,-159.60,61.58,0.00,1.20,99.32,166.10,43.85,33.65,8.17,709.50,68.92,199.80,24.90,14.54,4.80,18999.00,47169.00,0.00,1544.00,70374.00,78961.00,38026.00,29405.00,241.01,187.31,551739.00,0.00,0.00,0.00,2955747.00,22539774.00,65307683.00,36509247.00,12776487.00,4350330.00,35188174.00,4770149.00,2833023.00
2024-09-01,-6.82,-118.60,137.00,0.00,0.61,59.20,35.61,53.23,9.31,5.58,640.30,74.68,258.60,27.10,13.93,2.00,5997.00,110537.00,0.00,876.80,41944.00,16760.00,52692.00,8136.00,252.72,110.26,307002.00,0.00,0.00,0.00,1654106.00,3889245.00,10611547.00,25659357.00,1465578.00,2487922.00,10551746.00,-82791.00,-4518830.00
