,Location,Location_code,Year,LCOH,Capex,Step,RE_supply_proportion,FLH,EI_market,EI_MEF,EI_AEF,EI_L,Sell_amount,Purchase_amount,Curtailment,LGCs,battery class,battery_energy_capacity,battery_power_capacity,wind_capacity,pv_capacity,electrolyser_capacity,hydrogen_storage_capacity,hydrogen_storage_type,hydrogen_storage_cost,Grid_max_power_export,grid_cost,production_amount,H2_initial_storage_level,Simultaneity_obligation_interval,ratio,Simultaneity_obligation,Batch_interval,wind_capex+wind_OM,pv_capex+pv_OM,hydrogen_storage_capex,electrolyser_capex+electrolyser_OM,wind_OM,pv_OM,electrolyser_OM,grid_electricity_cost,LCOH_sum,Capacity factor
0,QLD1,Cell 1375,2021,5.866877231854182,101889595.0092824,60,1.0,5066.751010049508,-0.0,0.0,0.0,-0.0,0.0,0.0,-8950872.159653824,-0.0,AA,0,0,20167.992526080918,20236.435720566224,17516.415176052502,67863.17914406856,Lined Rock,204.1457699941756,0,0.0,1576800.0,11677.275773301137,0,1,0,1,2.3516142633933663,1.2251434441095501,0.6873106701503126,1.6028088542009529,0.22383299670625068,0.1527229737916908,0.4354705273873437,0.0,5.866877231854182,0.2803671147804528
1,SA1,Cell 266,2021,5.220517070726978,90944535.58658011,60,1.0,5428.4230413059,-0.0,0.0,0.0,-0.0,0.0,0.0,-5426211.0624344,-0.0,AA,0,0,18818.725409860894,12192.311431773973,16349.373217671196,113606.82634854288,Lined Rock,140.29697446482464,0,0.0,1576800.0,70080.7506539058,0,1,0,1,2.1942879558033854,0.7381403832888934,0.7907354930025849,1.497353238632115,0.20885825385119586,0.09201452691407297,0.40778954740036955,0.0,5.220517070726979,0.35221713911244384
2,TAS1,Cell 20,2021,4.400454770702378,76243404.88473853,60,1.0,5416.72172175466,-0.0,0.0,0.0,-0.0,0.0,0.0,2.3221090605929362e-08,-0.0,AA,0,0,18859.558372222546,0.0,16384.69148770686,73838.72098489711,Lined Rock,191.32389871464588,0,0.0,1576800.0,27938.47605487752,0,1,0,1,2.1990491325333994,0.0,0.7008609890818339,1.5005446490871452,0.20931143551109496,0.0,0.40862725877742045,0.0,4.400454770702378,0.5462449709938642
3,NSW1,Cell 2127,2021,6.559256662994508,114201299.95945172,60,1.0,4749.0993861806055,-0.0,0.0,0.0,-0.0,0.0,0.0,-10070081.005587893,-0.0,AA,0,0,21522.5471324046,25372.275520055704,18688.030523002235,120000.0,Lined Rock,135.20962596339757,0,0.0,1576800.0,66339.02219212461,0,1,0,1,2.5095570992337044,1.5360747042991478,0.8049471316223897,1.7086777278392673,0.23886642238526162,0.19148279977718347,0.46325998323204187,0.0,6.559256662994509,0.24436012281745445
4,VIC1,Cell 36,2021,4.899717830054241,85174237.98561056,60,1.0,5338.296839657663,-0.0,0.0,0.0,-0.0,0.0,0.0,-2970880.3920208826,-0.0,AA,0,0,19137.850479308203,6280.307510248454,16625.398877482443,102437.61282348812,Lined Rock,150.6688992093072,0,0.0,1576800.0,72914.14273999924,0,1,0,1,2.2314983556063512,0.38021901086826254,0.7657051432518702,1.522295320327758,0.21240004020033837,0.0473970442490846,0.414336579158957,0.0,4.899717830054242,0.4187993148177023
