,Location,Location_code,Year,LCOH,Capex,Step,RE_supply_proportion,FLH,EI_market,EI_MEF,EI_AEF,EI_L,Sell_amount,Purchase_amount,Curtailment,LGCs,battery class,battery_energy_capacity,battery_power_capacity,wind_capacity,pv_capacity,electrolyser_capacity,hydrogen_storage_capacity,hydrogen_storage_type,hydrogen_storage_cost,Grid_max_power_export,grid_cost,production_amount,H2_initial_storage_level,Simultaneity_obligation_interval,ratio,Simultaneity_obligation,Batch_interval,wind_capex+wind_OM,pv_capex+pv_OM,hydrogen_storage_capex,electrolyser_capex+electrolyser_OM,wind_OM,pv_OM,electrolyser_OM,grid_electricity_cost,LCOH_sum,RE factor,EI_market,EI_MEF,EI_AEF,EI_L,EI_MEF-EI_market,EI_AEF-EI_L
45,TAS1,Cell 20,2023,3.633579037,77386598.7,60,0.483704155,5351.379652,-14.55152851,-4.432681884,0.142428338,-2.296613491,46497633.88,-22355632.86,-3114390.969,-28326.97549,AA,0,0,24818.11673,0,16584.75385,2334.70775,Pipeline,998.0229075,21940,-2014850.086,1576800,1974.70775,0,1.3,0,1,2.893824818,0,0.115598323,1.518622576,0.275442062,0,0.413372523,-0.89446668,3.633579037,1.496441669,-0.369328135,-0.112504616,0.003614932,-0.058289683,0.256823518,0.061904615
46,TAS1,Cell 20,2023,3.65451456,81451732.08,60,0.407594948,5351.379652,-18.55441993,-5.488576896,-0.461786876,-3.058438711,53352033.53,-21201725.8,-4130426.587,-36119.2708,AA,0,0,26727.20263,0,16584.75385,2340,Pipeline,998.0184258,23627,-2469707.107,1576800,1980,0,1.4,0,1,3.116426727,0,0.115859838,1.518622576,0.296629913,0,0.413372523,-1.096394581,3.65451456,1.611552567,-0.470924364,-0.139303982,-0.011720479,-0.077625348,0.331620382,0.065904869
47,TAS1,Cell 20,2023,3.676030618,85511594.16,60,0.330148281,5351.379652,-22.56674077,-6.543480217,-1.065391476,-3.819773229,60326884.9,-20173428.72,-5151620.468,-43929.92203,AA,0,0,28636.28854,0,16584.75385,2340,Pipeline,998.0184258,25315,-2922667.35,1576800,1980,0,1.5,0,1,3.339028636,0,0.115859838,1.518622576,0.317817763,0,0.413372523,-1.297480432,3.676030618,1.726663464,-0.572759918,-0.166078178,-0.027040393,-0.096948559,0.40668174,0.069908166
48,NSW1,Cell 2127,2023,4.644504183,29976252.03,60,1,4298.041323,37.60315858,32.41847148,32.39548333,37.69637143,0,-90060058.29,0,73200.81537,AA,0,0,0,0,20649.24639,2242.377404,Pipeline,998.1010953,20954,5963846.515,1576800,1827.459135,0,0,0,1,0,0,0.111035471,1.885896058,0,0,0.509777914,2.647572654,4.644504183,0,0.954394888,0.822803845,0.822220389,0.956760696,-0.131591043,-0.134540307
49,NSW1,Cell 2127,2023,4.670018882,37103243.35,60,0.973623796,4298.041323,33.31438843,29.26210503,28.96671634,33.62596925,2375442.504,-82710939.94,0,64852.00948,AA,0,0,1962.385387,2765.196183,20649.24639,2242.377404,Pipeline,998.1010953,20954,5128793.452,1576800,1827.459135,0,0.1,0,1,0.228816699,0.167409025,0.111035471,1.885896058,0.021779391,0.020868743,0.509777914,2.276861629,4.670018882,0.22894693,0.845542854,0.742693021,0.735195846,0.853450996,-0.102849833,-0.11825515
50,NSW1,Cell 2127,2023,4.695800996,44230234.68,60,0.946247143,4298.041323,29.01695383,26.12130925,25.54161706,29.55556707,4840985.425,-75451922.02,0,56486.33679,AA,0,0,3924.770774,5530.392367,20649.24639,2242.377404,Pipeline,998.1010953,20954,4294342.762,1576800,1827.459135,0,0.2,0,1,0.457633397,0.33481805,0.111035471,1.885896058,0.043558783,0.041737487,0.509777914,1.90641802,4.695800996,0.45789386,0.736470909,0.662977392,0.648264392,0.750141296,-0.073493517,-0.101876904
51,NSW1,Cell 2127,2023,4.721913931,51357226.01,60,0.917512429,4298.041323,24.70775764,22.99012142,22.12100188,25.48516489,7428835.476,-68315211.22,0,48097.76821,AA,0,0,5887.156161,8295.58855,20649.24639,2242.377404,Pipeline,998.1010953,20954,3460637.269,1576800,1827.459135,0,0.3,0,1,0.686450096,0.502227075,0.111035471,1.885896058,0.065338174,0.06260623,0.509777914,1.536305231,4.721913931,0.68684079,0.627100448,0.58350562,0.561446748,0.646831596,-0.043594828,-0.085384848
52,NSW1,Cell 2127,2023,4.748478902,58484217.33,60,0.887105902,4298.041323,20.3840826,19.83771195,18.69383983,21.41476271,10167249.02,-61329063.92,0,39681.01414,AA,0,0,7849.541548,11060.78473,20649.24639,2242.377404,Pipeline,998.1010953,20954,2627950.02,1576800,1827.459135,0,0.4,0,1,0.915266794,0.6696361,0.111035471,1.885896058,0.087117565,0.083474974,0.509777914,1.166644478,4.748478902,0.91578772,0.517362503,0.503495227,0.47446294,0.543521896,-0.013867275,-0.069058956
53,NSW1,Cell 2127,2023,4.775495212,65611208.66,60,0.854692156,4298.041323,16.0430239,16.69412683,15.25931494,17.34436053,13086432.93,-54523686.98,0,31230.41985,AA,0,0,9811.926935,13825.98092,20649.24639,2242.377404,Pipeline,998.1010953,20954,1796279.442,1576800,1827.459135,0,0.5,0,1,1.144083493,0.837045126,0.111035471,1.885896058,0.108896957,0.104343717,0.509777914,0.797435064,4.775495212,1.14473465,0.407183348,0.423708803,0.387292257,0.440212196,0.016525455,-0.052919939
54,NSW1,Cell 2127,2023,4.803379763,72738199.99,60,0.820731346,4298.041323,11.7078965,13.55300602,11.82958925,13.29333602,16144945.42,-47903933.65,-46295.01514,22791.37185,AA,0,0,11774.31232,16591.1771,20649.24639,2242.377404,Pipeline,998.1010953,23171,966564.6412,1576800,1827.459135,0,0.6,0,1,1.372900191,1.004454151,0.111035471,1.885896058,0.130676348,0.12521246,0.509777914,0.429093892,4.803379763,1.37368158,0.297154733,0.343984924,0.300243382,0.337394315,0.046830191,-0.037150933
55,NSW1,Cell 2127,2023,4.833435345,79865191.32,60,0.782312305,4298.041323,7.396181823,10.43449696,8.440932365,9.304488801,19604966.47,-41834236.08,-241137.2436,14397.90062,AA,0,0,13736.69771,19356.37328,20649.24639,2242.377404,Pipeline,998.1010953,27033,141740.2411,1576800,1827.459135,0,0.7,0,1,1.60171689,1.171863176,0.111035471,1.885896058,0.152455739,0.146081204,0.509777914,0.06292375,4.833435345,1.602628511,0.187720351,0.264834948,0.214236862,0.236154538,0.077114598,-0.021917676
56,NSW1,Cell 2127,2023,4.866052448,86992182.64,60,0.738220161,4298.041323,3.082782126,7.324353777,5.080906847,5.363206488,23575907.54,-36389095.4,-549616.3447,6001.149205,AA,0,0,15699.0831,22121.56947,20649.24639,2242.377404,Pipeline,998.1010953,30895,-677314.148,1576800,1827.459135,0,0.8,0,1,1.830533589,1.339272201,0.111035471,1.885896058,0.174235131,0.166949947,0.509777914,-0.30068487,4.866052448,1.831575441,0.078243201,0.185897304,0.128957027,0.136121992,0.107654103,-0.007164965
57,NSW1,Cell 2127,2023,4.901664486,94119173.97,60,0.687532147,4298.041323,-1.221726761,4.230147939,1.765178434,1.488102622,28140873.06,-31696085.51,-1016201.772,-2378.294761,AA,0,0,17661.46848,24886.76565,20649.24639,2242.377404,Pipeline,998.1010953,34757,-1489622.233,1576800,1827.459135,0,0.9,0,1,2.059350287,1.506681226,0.111035471,1.885896058,0.196014522,0.187818691,0.509777914,-0.661298556,4.901664486,2.060522371,-0.031008293,0.107364161,0.044801483,0.037769102,0.138372454,0.007032381
58,NSW1,Cell 2127,2023,4.94178688,101246165.3,60,0.628331874,4298.041323,-5.508307082,1.157722156,-1.500561251,-2.295124477,33472453.13,-27989192.11,-1702289.148,-10722.83779,AA,0,0,19623.85387,27651.96183,20649.24639,2242.377404,Pipeline,998.1010953,38619,-2291770.42,1576800,1827.459135,0,1,0,1,2.288166986,1.674090251,0.111035471,1.885896058,0.217793913,0.208687434,0.509777914,-1.017401886,4.94178688,2.289469301,-0.139804748,0.029383811,-0.038085311,-0.05825189,0.169188559,0.020166579
59,NSW1,Cell 2127,2023,4.986005232,108373156.6,60,0.560828382,4298.041323,-9.784115291,-1.898939313,-4.716470689,-5.995463907,39551821.48,-25228113.16,-2586402.702,-19046.4111,AA,0,0,21586.23926,30417.15802,20649.24639,2242.377404,Pipeline,998.1010953,42481,-3084692.169,1576800,1827.459135,0,1.1,0,1,2.516983684,1.841499276,0.111035471,1.885896058,0.239573305,0.229556177,0.509777914,-1.369409258,4.986005232,2.518416231,-0.248327799,-0.048196429,-0.119707378,-0.152169135,0.20013137,0.032461757
60,NSW1,Cell 2127,2023,5.032442287,115501781.5,60,0.488109614,4298.041323,-14.07557193,-4.950391108,-7.903680848,-9.666211315,46100878.02,-23007420.45,-3541214.286,-27400.44669,AA,0,0,23548.62465,33182.3542,20649.24639,2244.017196,Pipeline,998.0997066,46342,-3872798.684,1576800,1829.098926,0,1.2,0,1,2.745800383,2.008908301,0.111116514,1.885896058,0.261352696,0.250424921,0.509777914,-1.719278969,5.032442287,2.747363161,-0.357248018,-0.125644444,-0.200601037,-0.245335313,0.231603574,0.044734276
61,NSW1,Cell 2127,2023,5.080605726,122639169.3,60,0.411578852,4298.041323,-18.38212164,-7.991610264,-11.07197617,-13.31899334,52993242.91,-21172957.01,-4538946.803,-35783.86346,AA,0,0,25511.01003,35947.55038,20649.24639,2254.453362,Pipeline,998.090869,50204,-4657995.666,1576800,1839.535093,0,1.3,0,1,2.974617081,2.176317327,0.111632291,1.885896058,0.283132087,0.271293664,0.509777914,-2.067857031,5.080605726,2.976310091,-0.466551311,-0.202832748,-0.281014624,-0.338045516,0.263718563,0.057030893
62,NSW1,Cell 2127,2023,5.129996815,129769088.7,60,0.332067338,4298.041323,-22.70083711,-11.03097021,-14.23080485,-16.95809228,60154054.47,-19639630.36,-5569369.444,-44190.96292,AA,0,0,27473.39542,38712.74657,20649.24639,2257.392684,Pipeline,998.0883799,54066,-5439592.677,1576800,1842.474414,0,1.4,0,1,3.20343378,2.343726352,0.111777557,1.885896058,0.304911479,0.292162408,0.509777914,-2.414836932,5.129996815,3.205257021,-0.576163379,-0.279973863,-0.36118794,-0.430408434,0.296189515,0.069220493
63,NSW1,Cell 2127,2023,5.180362438,136903147.5,60,0.250156607,4298.041323,-27.03261626,-14.06738527,-17.38470665,-20.58945719,67530939.7,-18340854.71,-6618269.415,-52623.49299,AA,0,0,29435.78081,41477.94275,20649.24639,2264.48738,Pipeline,998.0823719,57928,-6219457.07,1576800,1849.56911,0,1.5,0,1,3.432250479,2.511135377,0.112128184,1.885896058,0.32669087,0.313031151,0.509777914,-2.761047659,5.180362438,3.434203951,-0.686107012,-0.357040235,-0.441236209,-0.522575055,0.329066776,0.081338846
64,VIC1,Cell 36,2023,3.318074523,25555022.41,60,1,5397.304597,37.60315858,26.90054192,40.87290945,43.9791,0,-90060058.29,0,73200.81537,AA,0,0,0,0,16443.63639,3476.520551,Pipeline,997.0559901,16687,3694751.958,1576800,3180.646043,0,0,0,1,0,0,0.171966102,1.505870997,0,0,0.410025369,1.640237424,3.318074523,0,0.954394888,0.682754871,1.037383489,1.116220812,-0.271640017,-0.078837324
65,VIC1,Cell 36,2023,3.368371966,30509787.88,60,0.977367326,5397.304597,33.45748748,24.33115131,36.75219211,39.3597418,2038299.931,-82638872.49,0,65130.57563,AA,0,0,1892.77071,870.248345,16443.63639,3476.520551,Pipeline,997.0559901,16687,3192229.847,1576800,3167.111909,0,0.1,0,1,0.220699536,0.052686109,0.171966102,1.505870997,0.021006778,0.006567704,0.410025369,1.417149222,3.368371966,0.168029686,0.849174809,0.617541911,0.932796754,0.998978218,-0.231632898,-0.066181464
66,VIC1,Cell 36,2023,3.418932367,35464553.35,60,0.953879527,5397.304597,29.30441051,21.77599605,32.6241412,34.7403836,4153612.46,-75294699.29,0,57045.91913,AA,0,0,3785.541419,1740.49669,16443.63639,3476.520551,Pipeline,997.0559901,16687,2690300.07,1576800,3157.446666,0,0.2,0,1,0.441399073,0.105372218,0.171966102,1.505870997,0.042013556,0.013135408,0.410025369,1.194323978,3.418932367,0.336059371,0.743766764,0.552690255,0.828023888,0.881735624,-0.191076509,-0.053711736
67,VIC1,Cell 36,2023,3.469790268,40439308.28,60,0.929540696,5397.304597,25.14396311,19.2214149,28.49367984,30.1210254,6345569.023,-68027170.13,0,48946.91486,AA,0,0,5678.312129,2610.745035,16443.63639,3496.62874,Pipeline,997.0389619,16687,2186806.56,1576800,3198.017912,0,0.3,0,1,0.662098609,0.158058326,0.1729578,1.505870997,0.063020334,0.019703111,0.410025369,0.970804536,3.469790268,0.504089057,0.638171653,0.48785317,0.723189844,0.76449303,-0.150318483,-0.041303187
68,VIC1,Cell 36,2023,3.520902858,45391093.04,60,0.903521493,5397.304597,20.96896274,16.6628211,24.37072861,25.5016672,8688859.929,-60910975.31,0,40819.5808,AA,0,0,7571.082839,3480.99338,16443.63639,3493.630286,Pipeline,997.0415011,16687,1686453.728,1576800,3215.482515,0,0.4,0,1,0.882798145,0.210744435,0.172809924,1.505870997,0.084027112,0.026270815,0.410025369,0.748679357,3.520902858,0.672118743,0.532207176,0.422914241,0.618546411,0.647250437,-0.109292935,-0.028704025
69,VIC1,Cell 36,2023,3.572296378,50348841.88,60,0.876868882,5397.304597,16.78847669,14.10111589,20.25253636,20.882309,11089195.62,-53851825.27,0,32681.56796,AA,0,0,9463.853549,4351.241725,16443.63639,3496.631419,Pipeline,997.0389596,16687,1186067.211,1576800,3238.946705,0,0.5,0,1,1.103497681,0.263430544,0.172957932,1.505870997,0.10503389,0.032838519,0.410025369,0.526539224,3.572296378,0.840148428,0.426103469,0.357896342,0.514023766,0.530007843,-0.068207127,-0.015984077
70,VIC1,Cell 36,2023,3.624015852,55306602.73,60,0.848792647,5397.304597,12.59566124,11.55763136,16.14066425,16.2629508,13617743.06,-46920886.99,0,24519.55388,AA,0,0,11356.62426,5221.49007,16443.63639,3499.644643,Pipeline,997.036408,16687,686413.5874,1576800,3262.422987,0,0.6,0,1,1.324197218,0.316116653,0.173106536,1.505870997,0.126040668,0.039406223,0.410025369,0.304724449,3.624015852,1.008178114,0.319686834,0.293340897,0.409661529,0.412765249,-0.026345936,-0.00310372
71,VIC1,Cell 36,2023,3.67622284,60288427.77,60,0.819638314,5397.304597,8.393508857,9.021413485,12.01562851,11.6435926,16243383.97,-40087042.17,0,16339.36391,AA,0,0,13249.39497,6091.738415,16443.63639,3526.866183,Pipeline,997.013356,16687,185168.8916,1576800,3310.107584,0,0.7,0,1,1.544896754,0.368802762,0.174448989,1.505870997,0.147047445,0.045973926,0.410025369,0.082203338,3.67622284,1.1762078,0.21303322,0.228969885,0.304965191,0.295522655,0.015936666,0.009442536
72,VIC1,Cell 36,2023,3.730997504,65253777.65,60,0.788225645,5397.304597,4.34834052,6.512609534,8.047418137,7.23071124,19072410.73,-33879404.86,-422821.6599,8464.769545,AA,0,0,15142.16568,6961.98676,16443.63639,3537.514292,Pipeline,997.0043389,18742,-308450.7919,1576800,3322.817768,0,0.8,0,1,1.76559629,0.421488871,0.174974093,1.505870997,0.168054223,0.05254163,0.410025369,-0.136932746,3.730997504,1.344237486,0.110363973,0.165294658,0.204249191,0.18352059,0.054930686,0.020728601
73,VIC1,Cell 36,2023,3.789914201,70222193.82,60,0.752282431,5397.304597,0.548292832,4.06068141,4.316670492,3.150402957,22309458.68,-28760829.31,-1526683.877,1067.343379,AA,0,0,17034.93639,7832.235105,16443.63639,3551.247428,Pipeline,996.9927094,21084,-793082.9157,1576800,3304.071006,0,0.9,0,1,1.986295827,0.474174979,0.175651319,1.505870997,0.189061001,0.059109334,0.410025369,-0.35207892,3.789914201,1.512267171,0.013916062,0.10306298,0.109560165,0.079959466,0.089146918,0.029600699
74,VIC1,Cell 36,2023,3.852975223,75214152,60,0.709034391,5397.304597,-3.113970036,1.588146304,0.760853067,-0.694766991,26204379.67,-24781641.24,-3112060.547,-6061.861671,AA,0,0,18927.7071,8702.48345,16443.63639,3588.666375,Pipeline,996.961022,23427,-1271010.528,1576800,3333.510278,0,1,0,1,2.206995363,0.526861088,0.177496488,1.505870997,0.210067779,0.065677038,0.410025369,-0.564248712,3.852975223,1.680296857,-0.079034772,0.040308282,0.019310992,-0.01763368,0.119343054,0.036944672
75,VIC1,Cell 36,2023,3.92482415,80169650.12,60,0.654909241,5397.304597,-6.535066829,-0.698008755,-2.48809249,-4.147704322,31078893.91,-22585257.32,-5500648.113,-12721.59676,AA,0,0,20820.47781,9572.731795,16443.63639,3589.403501,Pipeline,996.9603978,25769,-1725068.257,1576800,3318.433539,0,1.1,0,1,2.427694899,0.579547197,0.177532835,1.505870997,0.231074557,0.072244741,0.410025369,-0.765821778,3.92482415,1.848326543,-0.16586464,-0.017715958,-0.063149556,-0.105271683,0.148148682,0.042122128
76,VIC1,Cell 36,2023,3.998009228,85123682.94,60,0.598451333,5397.304597,-9.936533218,-2.963023369,-5.702556879,-7.554054146,36163496.35,-20694363.14,-7984637.212,-19343.118,AA,0,0,22713.24852,10442.98014,16443.63639,3588.666375,Pipeline,996.961022,28112,-2175952.46,1576800,3277.842253,0,1.2,0,1,2.648394435,0.632233306,0.177496488,1.505870997,0.252081335,0.078812445,0.410025369,-0.965985998,3.998009228,2.016356228,-0.252196275,-0.075203639,-0.144734946,-0.191727263,0.176992636,0.046992316
77,VIC1,Cell 36,2023,4.072243469,90078448.42,60,0.540969059,5397.304597,-13.31105021,-5.210259015,-8.888309114,-10.91850922,41340353.29,-18981515.19,-10554418.06,-25912.17774,AA,0,0,24606.01923,11313.22848,16443.63639,3588.666375,Pipeline,996.961022,30455,-2624555.222,1576800,3237.250966,0,1.3,0,1,2.869093972,0.684919415,0.177496488,1.505870997,0.273088113,0.085380149,0.410025369,-1.165137402,4.072243469,2.184385914,-0.337843914,-0.132240077,-0.225591602,-0.277119523,0.205603837,0.051527921
78,VIC1,Cell 36,2023,4.147327625,95033213.89,60,0.482147103,5397.304597,-16.66445847,-7.440424371,-12.04059451,-14.24470669,46637862.06,-17467662.69,-13202542.52,-32440.14582,AA,0,0,26498.78994,12183.47683,16443.63639,3588.666375,Pipeline,996.961022,32797,-3071243.49,1576800,3228.666375,0,1.4,0,1,3.089793508,0.737605524,0.177496488,1.505870997,0.294094891,0.091947853,0.410025369,-1.363438891,4.147327625,2.3524156,-0.422955799,-0.188843258,-0.305598845,-0.361540779,0.234112541,0.055941934
79,VIC1,Cell 36,2023,4.223154953,100002060.1,60,0.422426395,5397.304597,-19.99877307,-9.650370561,-15.17010614,-17.5394695,52016312.56,-16099123.59,-15915038.64,-38930.9449,AA,0,0,28391.56065,13053.72517,16443.63639,3602.833406,Pipeline,996.949025,35140,-3517831.271,1576800,3242.833406,0,1.5,0,1,3.310493044,0.790291632,0.178195049,1.505870997,0.315101669,0.098515557,0.410025369,-1.56169577,4.223154953,2.520445285,-0.507583073,-0.244933263,-0.385028075,-0.4451642,0.26264981,0.060136126
