,Location,Location_code,Year,LCOH,Capex,Step,RE_supply_proportion,FLH,EI_market,EI_MEF,EI_AEF,EI_L,Sell_amount,Purchase_amount,Curtailment,LGCs,battery class,battery_energy_capacity,battery_power_capacity,wind_capacity,pv_capacity,electrolyser_capacity,hydrogen_storage_capacity,hydrogen_storage_type,hydrogen_storage_cost,Grid_max_power_export,grid_cost,production_amount,H2_initial_storage_level,Simultaneity_obligation_interval,ratio,Simultaneity_obligation,Batch_interval,wind_capex+wind_OM,pv_capex+pv_OM,hydrogen_storage_capex,electrolyser_capex+electrolyser_OM,wind_OM,pv_OM,electrolyser_OM,grid_electricity_cost,LCOH_sum
31,SA1,Cell 266,2021,4.526104482298517,104209322.28677976,60,0.40990917067060517,5428.423041305872,-21.306331304464113,-11.947575758205867,-6.301150505614965,-5.657984481037675,53143614.48327147,-14354440.875879267,-14673977.526237465,-41476.324939356804,AA,0,0,28228.08811479134,18288.46714766096,16349.373217671196,2687.733853060159,Pipeline,997.7239555851679,39022.0,-3385455.144430867,1576800.0,0.0,0,1.5,0,1,3.291431933705079,1.10721057493334,0.1330378326317434,1.497353238632115,0.3132873807767938,0.13802179037110948,0.40778954740036955,-1.5029290976037586,4.526104482298519
32,TAS1,Cell 20,2021,2.940064749793299,23157339.7062622,60,1.0,5416.721721754896,37.60315858285714,14.824814784439473,6.663706687176422,8.567357142857142,0.0,-90060058.28571428,0.0,73200.81537462857,AA,0,0,0.0,0.0,16384.69148770686,1148.9014202691674,Pipeline,999.0270797617037,16627.0,3114354.2116268864,1576800.0,1148.9014202691674,0,0.0,0,1,0.0,0.0,0.05694276170385802,1.5005446490871452,0.0,0.0,0.40862725877742045,1.3825773390022962,2.9400647497932995
33,TAS1,Cell 20,2021,3.0104387362294647,27148747.92337879,60,0.9873465964869649,5416.721721754904,33.72553571822571,13.315177487058586,6.0797334491830926,7.70886223319116,1139566.2578965966,-82175126.05320206,0.0,65652.37619814604,AA,0,0,1885.9558372222546,0.0,16384.69148770686,1129.5987094759819,Pipeline,999.0434258098967,16627.0,2779678.08134074,1576800.0,1129.5987094759819,0,0.1,0,1,0.21990491325333994,0.0,0.05598698151295303,1.5005446490871452,0.020931143551109494,0.0,0.40862725877742045,1.234002192376026,3.0104387362294642
34,TAS1,Cell 20,2021,3.0813422254441973,31140844.01053573,60,0.9733444858252241,5416.721721754904,29.83623228093882,11.834808196595018,5.497916327677647,6.850367323525176,2400597.160216,-74411658.46511266,0.0,58081.19884022756,AA,0,0,3771.911674444509,0.0,16384.69148770686,1110.985797308326,Pipeline,999.059187718292,16627.0,2446117.8227195004,1576800.0,1110.985797308326,0,0.2,0,1,0.4398098265066799,0.0,0.055065327283369374,1.5005446490871452,0.04186228710221899,0.0,0.40862725877742045,1.085922422567003,3.081342225444198
35,TAS1,Cell 20,2021,3.1529546507757886,35151517.69397257,60,0.9572537219066979,5416.721721754906,25.928839915939683,10.374966805585426,4.914006440238743,5.991872413859193,3849732.296580152,-66836295.111068,0.0,50474.808369695915,AA,0,0,5657.867511666765,0.0,16384.69148770686,1110.985797308326,Pipeline,999.059187718292,16627.0,2112078.4013551953,1576800.0,1084.8623454852477,0,0.30000000000000004,0,1,0.6597147397600199,0.0,0.055065327283369374,1.5005446490871452,0.0627934306533285,0.0,0.40862725877742045,0.9376299346452541,3.152954650775788
36,TAS1,Cell 20,2021,3.2254520097389316,39162191.37740942,60,0.9381434449553212,5416.721721754896,21.99529684698815,8.890598362608802,4.330083210757266,5.133377504193211,5570804.95267726,-59532869.276756294,0.0,42817.51119547026,AA,0,0,7543.823348889018,0.0,16384.69148770686,1110.985797308326,Pipeline,999.059187718292,16627.0,1780032.356205506,1576800.0,1026.4831273135535,0,0.4,0,1,0.8796196530133598,0.0,0.055065327283369374,1.5005446490871452,0.08372457420443798,0.0,0.40862725877742045,0.7902223803550571,3.2254520097389316
37,TAS1,Cell 20,2021,3.2988962258458256,43170251.156695366,60,0.9161986019475388,5416.721721754895,18.03720482031676,7.387855764916461,3.74650347621113,4.274882594526974,7547158.793028999,-52484724.62669656,2.6589427943868316e-06,35112.425383549955,AA,0,0,9429.779186111273,0.0,16384.69148770686,1108.3669713178606,Pipeline,999.0614054096975,16627.0,1450411.284609684,1576800.0,968.1039091418127,0,0.5,0,1,1.0995245662666997,0.0,0.05493564872969062,1.5005446490871452,0.10465571775554748,0.0,0.40862725877742045,0.6438913617622899,3.298896225845825
38,TAS1,Cell 20,2021,3.3734098853820558,47178685.52788572,60,0.8905569850265235,5416.721721754912,14.047096624440123,5.923336514688198,3.156173140154895,3.4163876848612453,9856444.307475623,-45769511.65073703,0.0,27345.014762243438,AA,0,0,11315.73502333353,0.0,16384.69148770686,1106.1234518232384,Pipeline,999.0633052815961,16627.0,1123157.3491624733,1576800.0,909.7246909704121,0,0.6000000000000001,0,1,1.3194294795200399,0.0,0.05482455407717218,1.5005446490871452,0.125586861306657,0.0,0.40862725877742045,0.4986112026976987,3.3734098853820558
39,TAS1,Cell 20,2021,3.449876907126859,51205882.90971509,60,0.8573087963063334,5416.721721754896,9.991111181122527,4.432480110775822,2.588517402509856,2.557892775195262,12850778.121510336,-39739346.97436293,0.0,19449.363099251852,AA,0,0,13201.690860555784,0.0,16384.69148770686,1122.678396160141,Pipeline,999.0492861150208,16627.0,798206.6891216155,1576800.0,900.0,0,0.7000000000000001,0,1,1.5393343927733796,0.0,0.055644312256991846,1.5005446490871452,0.1465180048577665,0.0,0.40862725877742045,0.3543535530093422,3.4498769071268587
40,TAS1,Cell 20,2021,3.528252076056727,55258058.73052394,60,0.8167046917333252,5416.721721754948,5.871419313731548,2.905667620579251,2.018465907172077,1.6993978655292805,16507586.145994851,-34371656.50843865,0.0,11429.69626406408,AA,0,0,15087.646697778036,0.0,16384.69148770686,1164.2610642352593,Pipeline,999.0140728072305,16627.0,474762.8650436685,1576800.0,917.3222460950826,0,0.8,0,1,1.7592393060267195,0.0,0.05770327725275053,1.5005446490871452,0.16744914840887595,0.0,0.40862725877742045,0.21076484369011156,3.5282520760567273
41,TAS1,Cell 20,2021,3.608675618998181,59326438.876217075,60,0.7677597248012796,5416.7217217549405,1.6838770440016602,1.3996308736733203,1.4620242001726964,0.8419022951127524,20915572.72068725,-29765649.646912504,-10505.054190279421,3277.9473123232315,AA,0,0,16973.602535000293,0.0,16384.69148770686,1222.0843770391587,Pipeline,998.9651064901212,16627.0,154122.27665852438,1576800.0,987.3415942996896,0,0.9,0,1,1.9791442192800592,0.0,0.0605661559702916,1.5005446490871452,0.1883802919599855,0.0,0.40862725877742045,0.06842059466068434,3.60867561899818
42,TAS1,Cell 20,2021,3.691486055515948,63409465.92407273,60,0.7104629306091494,5416.721721754892,-2.552729154585578,-0.1144895003808491,0.9182232551177594,-0.010292063292927749,26075725.345214885,-25967535.175879627,-76736.44904070612,-4969.312754259925,AA,0,0,18859.558372222546,0.0,16384.69148770686,1294.5922694537853,Pipeline,998.9037048809639,16672.0,-162778.49072231248,1576800.0,968.9014202691674,0,1.0,0,1,2.1990491325333994,0.0,0.06415568301870313,1.5005446490871452,0.20931143551109496,0.0,0.40862725877742045,-0.07226340912329954,3.691486055515948
