,Wind
0,215959.45
1,174449.06
2,148438.78
3,132722.53
4,129783.36
5,128005.07
6,204538.14
7,252139.09
8,188001.27
9,180578.82
10,169616.16
11,145000.98
12,155007.8
13,153364.94
14,176559.01
15,214727.95
16,269509.94
17,282880.07
18,282880.07
19,278008.59
20,282880.07
21,266217.27
22,280853.37
23,246633.48
24,232800.38
25,165350.8
26,131249.46
27,118541.32
28,95820.96
29,98106.32
30,96895.27
31,83598.17
32,62492.48
33,57835.47
34,51229.99
35,48936.68
36,52545.53
37,60278.63
38,79341.71
39,105277.93
40,122908.57
41,138574.11
42,137799.14
43,123871.54
44,106234.01
45,101088.09
46,103098.02
47,79422.88
48,51403.41
49,33388.11
50,25961.35
51,16165.21
52,9350.42
53,1196.82
54,0.0
55,0.0
56,0.0
57,0.0
58,0.0
59,0.0
60,0.0
61,0.0
62,0.0
63,0.0
64,38599.12
65,124382.38
66,176768.15
67,139298.49
68,124427.32
69,108818.23
70,98853.41
71,92168.73
72,80949.19
73,68315.71
74,67694.36
75,65495.48
76,64618.82
77,51087.68
78,62667.46
79,69373.22
80,62471.14
81,51825.06
82,34669.76
83,22662.76
84,18153.76
85,20348.16
86,32096.75
87,57485.8
88,120287.48
89,246104.98
90,282880.07
91,282880.07
92,279610.55
93,282816.33
94,258513.06
95,258322.09
96,258670.19
97,269889.06
98,223588.01
99,170956.47
100,127194.06
101,98754.65
102,48004.69
103,38180.74
104,34693.99
105,21005.2
106,10494.93
107,0.0
108,0.0
109,0.0
110,0.0
111,0.0
112,0.0
113,0.0
114,0.0
115,0.0
116,0.0
117,3283.53
118,8587.62
119,3359.39
120,2772.87
121,7851.56
122,9160.87
123,9722.35
124,12100.31
125,10192.09
126,0.0
127,0.0
128,0.0
129,0.0
130,0.0
131,0.0
132,8291.36
133,17822.86
134,30189.07
135,48776.46
136,63980.74
137,85238.03
138,86154.54
139,76780.83
140,85322.38
141,105514.91
142,121552.04
143,141659.65
144,161414.26
145,177434.04
146,197704.32
147,209644.2
148,270206.36
149,269213.24
150,282880.07
151,282880.07
152,282880.07
153,271510.75
154,238163.86
155,209676.72
156,155342.61
157,120563.05
158,103126.39
159,96745.82
160,96962.23
161,110262.26
162,167486.13
163,197011.46
164,123070.81
165,86880.66
166,72891.35
167,66791.76
168,60234.65
169,65116.73
170,64707.42
171,82386.85
172,70389.53
173,64495.55
174,50169.5
175,33512.16
176,17164.94
177,6045.08
178,0.0
179,0.0
180,0.0
181,0.0
182,0.0
183,761.97
184,14693.06
185,42763.37
186,101619.25
187,101475.25
188,76242.85
189,54730.06
190,43680.74
191,30504.02
192,12795.9
193,6038.51
194,791.98
195,2290.71
196,1273.64
197,0.0
198,0.0
199,0.0
200,1266.04
201,7746.15
202,9546.78
203,10557.85
204,7709.45
205,1745.71
206,0.0
207,0.0
208,1513.25
209,33261.79
210,135649.38
211,166007.46
212,124599.2
213,92744.77
214,74406.89
215,59240.92
216,52019.22
217,58636.79
218,51975.44
219,54423.4
220,56494.56
221,45197.03
222,40071.36
223,39161.93
224,32395.7
225,27235.32
226,13276.26
227,0.0
228,0.0
229,0.0
230,0.0
231,0.0
232,20272.27
233,75595.12
234,125752.13
235,135329.09
236,103666.91
237,117333.17
238,126512.58
239,119344.8
240,111122.12
241,98069.72
242,96810.62
243,85846.07
244,72330.71
245,74554.52
246,71826.15
247,83534.46
248,98884.26
249,98108.31
250,93129.28
251,82547.88
252,74584.54
253,64147.17
254,68223.22
255,73209.45
256,78546.48
257,78277.27
258,76186.97
259,90395.24
260,104182.96
261,85886.93
262,81606.64
263,81730.73
264,81698.22
265,80833.92
266,72982.54
267,83484.26
268,104268.19
269,113084.98
270,101769.48
271,105006.14
272,91295.1
273,83507.45
274,87494.65
275,105933.92
276,126928.03
277,158558.77
278,195453.31
279,230868.71
280,247901.97
281,243287.5
282,187906.86
283,153541.64
284,160540.39
285,178794.18
286,213311.12
287,182275.07
288,185622.9
289,170900.21
290,140068.23
291,127559.79
292,116622.06
293,102783.99
294,100566.99
295,138000.82
296,139772.12
297,138287.62
298,149531.11
299,179096.47
300,226889.86
301,282880.07
302,282880.07
303,282880.07
304,282880.07
305,282880.07
306,279905.68
307,271080.7
308,279623.27
309,239471.1
310,214947.78
311,175354.15
312,132823.3
313,157405.49
314,209220.94
315,240972.4
316,254264.71
317,249113.9
318,228771.94
319,252477.72
320,282880.07
321,282880.07
322,282880.07
323,282880.07
324,282880.07
325,282880.07
326,282880.07
327,282880.07
328,282880.07
329,282880.07
330,221128.72
331,225808.29
332,233784.95
333,222016.28
334,206044.31
335,202325.73
336,196672.79
337,181269.96
338,150417.81
339,142197.5
340,147823.94
341,141468.91
342,144651.02
343,196338.03
344,270570.28
345,282880.07
346,282880.07
347,282880.07
348,282880.07
349,282880.07
350,282880.07
351,282880.07
352,282880.07
353,264901.1
354,258229.64
355,242363.3
356,249726.39
357,253887.87
358,216773.97
359,214373.35
360,234078.21
361,263860.79
362,266982.54
363,281695.16
364,282880.07
365,282880.07
366,282753.63
367,282880.07
368,282880.07
369,282880.07
370,282880.07
371,282880.07
372,282880.07
373,282880.07
