,Wind
0,133172.85
1,115503.75
2,102443.3
3,79629.66
4,52395.63
5,25106.2
6,6888.82
7,0.0
8,0.0
9,10854.53
10,8378.54
11,0.0
12,0.0
13,0.0
14,0.0
15,3668.16
16,16025.58
17,46286.56
18,141225.42
19,282880.07
20,282880.07
21,282880.07
22,282880.07
23,228707.54
24,160253.76
25,99866.21
26,76651.39
27,70816.28
28,61374.58
29,76490.76
30,58842.69
31,56759.53
32,107325.7
33,145731.19
34,144621.65
35,145357.75
36,147507.88
37,160522.89
38,202679.87
39,267083.15
40,282880.07
41,282880.07
42,282880.07
43,282880.07
44,282880.07
45,282880.07
46,282880.07
47,282880.07
48,282880.07
49,282880.07
50,282880.07
51,282880.07
52,282880.07
53,282880.07
54,282880.07
55,282880.07
56,282880.07
57,282880.07
58,256758.55
59,249551.84
60,255878.0
61,254950.87
62,282880.07
63,282880.07
64,282880.07
65,282880.07
66,282880.07
67,282880.07
68,282880.07
69,282880.07
70,282880.07
71,282880.07
72,282880.07
73,282880.07
74,282880.07
75,282880.07
76,282880.07
77,282880.07
78,282880.07
79,282880.07
80,282880.07
81,279625.72
82,238696.51
83,216662.78
84,218176.41
85,252001.57
86,282880.07
87,282880.07
88,282880.07
89,282880.07
90,282880.07
91,282880.07
92,282880.07
93,282880.07
94,282880.07
95,282880.07
96,282880.07
97,282880.07
98,282880.07
99,282880.07
100,274092.7
101,282880.07
102,278672.17
103,282880.07
104,240997.33
105,179945.99
106,177478.78
107,144114.45
108,153837.67
109,144688.75
110,145051.5
111,157773.26
112,186287.43
113,213540.34
114,274879.75
115,282880.07
116,282880.07
117,282880.07
118,282880.07
119,282880.07
120,282880.07
121,270210.41
122,218531.44
123,165120.54
124,139422.6
125,103163.02
126,74985.24
127,40405.4
128,28859.24
129,9213.04
130,0.0
131,0.0
132,0.0
133,0.0
134,0.0
135,11812.76
136,24988.14
137,42234.31
138,56863.61
139,88253.07
140,136993.98
141,146651.4
142,126403.49
143,117647.68
144,147529.76
145,172209.5
146,201391.21
147,195229.26
148,197044.01
149,201247.1
150,147601.31
151,86015.16
152,102414.93
153,45086.85
154,8018.84
155,0.0
156,0.0
157,0.0
158,0.0
159,0.0
160,0.0
161,0.0
162,10770.59
163,58062.63
164,117062.81
165,162124.69
166,231794.8
167,282880.07
168,278946.52
169,279198.09
170,265621.92
171,282880.07
172,275234.04
173,282880.07
174,258501.66
175,150231.49
176,175952.92
177,184272.47
178,98181.17
179,41778.16
180,12485.14
181,0.0
182,0.0
183,0.0
184,0.0
185,0.0
186,36802.05
187,278036.7
188,282880.07
189,282880.07
190,281196.69
191,243523.02
192,203023.42
193,232722.25
194,235490.55
195,230632.01
196,261727.28
197,229787.57
198,208653.09
199,182988.66
200,140511.93
201,83119.52
202,53011.56
203,53585.46
204,66802.25
205,101610.81
206,135678.64
207,169969.3
208,208335.62
209,282880.07
210,282880.07
211,282880.07
212,282880.07
213,282880.07
214,282880.07
215,282880.07
216,277363.35
217,254068.29
218,225092.27
219,225212.88
220,224709.94
221,210842.91
222,199117.68
223,172146.53
224,119029.28
225,87032.32
226,61637.2
227,50372.94
228,39844.09
229,42935.02
230,48684.48
231,51301.13
232,67396.66
233,90005.33
234,156549.01
235,276354.16
236,282880.07
237,282880.07
238,270621.28
239,199054.54
240,141789.88
241,92420.56
242,66459.09
243,45158.49
244,37409.65
245,27790.37
246,11993.71
247,0.0
248,0.0
249,0.0
250,3171.68
251,0.0
252,0.0
253,6916.65
254,20191.02
255,37535.82
256,44965.65
257,43354.86
258,47068.14
259,78346.43
260,162173.76
261,167041.49
262,96159.41
263,42141.55
264,15273.36
265,4207.71
266,6817.27
267,12796.2
268,20289.64
269,27529.37
270,23026.88
271,11740.56
272,0.0
273,0.0
274,0.0
275,0.0
276,4076.26
277,11081.66
278,19521.56
279,36058.53
280,63751.57
281,109689.62
282,168513.87
283,268334.29
284,282880.07
285,282880.07
286,282880.07
287,282880.07
288,249520.98
289,230362.35
290,202311.42
291,159888.87
292,136815.08
293,140235.0
294,120013.82
295,59792.57
296,66339.39
297,49314.52
298,24492.08
299,7469.15
300,0.0
301,0.0
302,0.0
303,0.0
304,0.0
305,16338.09
306,60718.96
307,201382.23
308,282880.07
309,282880.07
310,282880.07
311,282880.07
312,244711.28
313,232820.36
314,282880.07
315,282880.07
316,282880.07
317,282880.07
318,280461.08
319,169929.0
320,261321.17
321,282880.07
322,282880.07
323,250638.84
324,180387.57
325,126048.48
326,138067.98
327,282880.07
328,282880.07
329,282880.07
330,282880.07
331,282880.07
332,282880.07
333,282880.07
334,282880.07
335,282880.07
336,282880.07
337,282880.07
338,282880.07
339,282880.07
340,282880.07
341,282880.07
342,282880.07
343,282880.07
344,282880.07
345,280441.35
346,235267.6
347,177588.23
348,129836.35
349,101889.73
350,120053.35
351,180629.49
352,267161.07
353,282880.07
354,282880.07
355,282880.07
356,282880.07
357,282880.07
358,272023.35
359,154533.8
360,91553.87
361,70713.87
362,77231.16
363,112922.6
364,134894.4
365,97246.52
366,54618.21
367,23108.34
368,17967.12
369,29125.43
370,25169.66
371,13014.87
372,2890.33
373,0.0
374,0.0
375,0.0
376,0.0
377,0.0
378,12889.25
379,64310.41
380,137799.39
381,194659.62
382,228580.82
383,231284.13
384,243104.94
385,282880.07
386,282880.07
387,282880.07
388,282880.07
389,282880.07
390,282880.07
391,264049.18
392,282880.07
393,282880.07
394,282880.07
395,282880.07
396,282880.07
397,282880.07
398,259521.01
399,282880.07
400,282880.07
401,282880.07
402,282880.07
403,282880.07
404,282880.07
405,186835.13
406,116116.08
407,80283.35
408,66395.57
409,73290.1
410,109374.54
411,161347.39
412,231866.95
413,282880.07
414,282880.07
415,282880.07
416,254960.21
417,181830.17
418,170868.01
419,151632.13
420,184258.7
421,240574.32
422,282880.07
423,282880.07
424,282880.07
425,282880.07
426,282880.07
427,282880.07
428,282880.07
429,282880.07
430,282880.07
431,282880.07
432,282880.07
433,282880.07
434,282880.07
435,282880.07
436,282880.07
437,282880.07
438,282880.07
439,282880.07
440,269726.53
441,190043.76
442,148623.55
443,118495.1
444,88871.21
445,75883.4
446,93399.89
447,124380.8
448,176491.27
449,258943.6
450,282880.07
451,282880.07
452,282880.07
453,282880.07
454,282880.07
455,282880.07
456,282880.07
457,274309.97
458,213235.5
459,189449.95
460,189571.69
461,162916.5
462,99267.22
463,66281.68
464,44621.61
465,23449.1
466,5475.21
467,0.0
468,9893.22
469,15829.65
470,19764.8
471,22598.13
472,23779.13
473,28770.79
474,52058.5
475,111556.25
476,194118.93
477,258727.17
478,282880.07
479,282880.07
480,282880.07
481,282880.07
482,277380.88
483,257135.96
484,238486.9
485,171137.61
486,137330.2
487,123014.64
488,71448.33
489,46768.91
490,38871.17
491,46624.62
492,74091.25
493,109048.97
494,149085.71
495,189654.85
496,237233.21
497,255450.93
498,282880.07
499,282880.07
500,282880.07
501,282880.07
502,282880.07
503,282880.07
504,282880.07
505,255451.64
506,262368.63
507,240528.63
508,247311.82
509,224599.41
510,165316.64
511,117607.37
512,60927.75
513,26692.05
514,0.0
515,0.0
516,0.0
517,0.0
518,0.0
519,0.0
520,9889.73
521,19734.98
522,50500.08
523,127813.81
524,225814.53
525,282880.07
526,281207.93
527,246520.26
528,183702.41
529,130806.93
530,77129.12
531,75252.15
532,61268.94
533,58585.57
534,37193.3
535,12356.9
536,0.0
537,0.0
538,0.0
539,0.0
540,0.0
541,0.0
542,0.0
543,0.0
544,0.0
545,0.0
546,0.0
547,15820.62
548,83650.12
549,141822.06
550,124332.63
551,76812.45
552,40379.15
553,29514.28
554,43032.24
555,73712.65
556,98625.84
557,115611.69
558,100159.26
559,88901.17
560,70674.74
561,41413.32
562,24745.68
563,24960.77
564,36907.32
565,55105.89
566,76461.17
567,93288.93
568,141492.4
569,175878.86
570,173626.07
571,187399.23
572,237585.65
573,255403.68
574,235026.64
575,221220.4
576,193218.96
577,183355.8
578,141105.41
579,96496.68
580,61718.04
581,37385.73
582,17785.97
583,3255.31
584,0.0
585,0.0
586,0.0
587,10617.68
588,27663.49
589,50851.68
590,88427.64
591,153042.74
592,255235.2
593,282880.07
594,282880.07
595,282880.07
596,282880.07
597,282880.07
598,282880.07
599,267933.53
600,218167.73
601,182543.24
602,191695.16
603,194509.97
604,196317.75
605,204705.34
606,242005.87
607,231189.83
608,161365.99
609,104499.51
610,69533.73
611,50210.49
612,42543.48
613,41852.46
614,49050.69
615,55006.32
616,56580.62
617,67868.55
618,85817.04
619,134804.06
620,202538.1
621,201103.26
622,181769.6
623,154016.89
624,123945.03
625,90243.49
626,71436.48
627,88981.43
628,146942.3
629,204871.73
630,263814.12
631,162031.37
632,282880.07
633,282880.07
634,194676.22
635,109930.91
636,52769.86
637,20821.98
638,12731.21
639,8945.98
640,13078.18
641,21350.79
642,38234.07
643,59708.99
644,85394.45
645,127380.25
646,242151.56
647,282880.07
648,282880.07
649,187560.24
650,49086.04
651,76652.69
652,97320.57
653,67484.62
654,58268.24
655,55722.86
656,147518.78
657,132565.76
658,78614.15
659,62892.75
660,100746.16
661,115577.58
662,146390.49
663,206059.25
664,170358.28
665,132654.17
666,111921.36
667,87075.5
668,82687.76
669,84966.9
670,65820.8
671,48016.68
672,41486.96
673,27344.59
674,13482.18
675,8908.41
676,11716.97
677,8690.73
678,10331.26
679,28880.15
680,54394.54
681,46459.77
682,25607.21
683,1358.01
684,0.0
685,5395.46
686,39459.44
687,123501.21
688,248298.16
689,282880.07
690,282880.07
691,272612.16
692,271928.38
693,269671.33
694,252265.26
695,255767.9
696,275038.03
697,282880.07
698,282880.07
699,282880.07
700,282880.07
701,250313.71
702,224623.23
703,169723.63
704,109174.35
705,82292.39
706,70025.53
707,51790.29
708,45328.21
709,50317.13
710,71568.3
711,95537.57
712,93594.35
713,133305.91
714,166706.15
715,195356.32
716,192511.46
717,202770.27
718,196745.78
719,174370.3
720,177742.15
721,159828.94
722,144981.57
723,132009.72
724,121275.84
725,112391.03
726,89073.15
727,59867.5
728,35519.79
729,16695.72
730,0.0
731,9802.23
732,11313.39
733,9001.31
734,11242.03
735,25323.21
736,58398.77
737,120426.44
738,204773.06
739,274479.54
740,282880.07
741,282880.07
742,282880.07
743,282880.07
744,282880.07
745,277518.18
746,254752.99
747,229440.05
748,205149.89
749,194041.72
750,179732.64
751,150245.75
752,112994.31
753,103657.16
754,101571.33
755,97266.47
756,73230.26
757,83565.27
758,87769.46
759,93124.29
760,119057.53
761,175059.68
762,255407.38
763,282880.07
764,282880.07
765,282880.07
766,282880.07
767,242031.1
768,200864.49
769,188119.8
770,184247.21
771,197022.25
772,216299.35
773,207235.21
774,190619.28
775,227711.48
776,239511.4
777,282684.29
778,282880.07
779,282880.07
780,282880.07
781,282880.07
782,282880.07
783,282880.07
784,282880.07
785,282880.07
786,282880.07
787,282880.07
788,282880.07
789,282880.07
790,282880.07
791,282880.07
792,282880.07
793,282880.07
794,282880.07
795,282880.07
796,282880.07
797,282880.07
798,282880.07
799,282880.07
800,282880.07
801,282880.07
802,282880.07
803,282880.07
804,282880.07
805,282880.07
806,282880.07
807,282880.07
808,282880.07
809,282880.07
810,282880.07
811,282880.07
812,282880.07
813,282880.07
814,282880.07
815,269244.02
816,207259.58
817,144152.57
818,106785.67
819,84894.31
820,66539.75
821,59001.61
822,52956.52
823,45757.8
824,32912.68
825,30212.49
826,32541.82
827,30846.82
828,32167.46
829,30689.83
830,38037.24
831,56448.42
832,73813.52
833,95135.23
834,109608.45
835,139309.15
836,155691.12
837,166974.36
838,155056.94
839,148114.99
840,130771.04
841,113988.33
842,96782.02
843,91222.17
844,84630.05
845,74191.3
846,48869.27
847,27029.5
848,5037.21
849,0.0
850,0.0
851,0.0
852,0.0
853,0.0
854,9549.49
855,24624.93
856,38070.81
857,60741.71
858,87614.37
859,108496.9
860,140530.53
861,150385.44
862,171172.07
863,146560.73
864,157765.12
865,142760.18
866,123444.3
867,100526.92
868,79691.07
869,61299.66
870,42219.94
871,22028.55
872,16057.28
873,3827.59
874,0.0
875,0.0
876,0.0
877,0.0
878,0.0
879,6793.67
880,19367.5
881,43375.79
882,100437.25
883,213243.86
884,281672.04
885,282880.07
886,280930.23
887,222933.35
888,148735.08
889,75706.74
890,35015.05
891,18756.52
892,10604.77
893,5502.74
894,3626.12
895,0.0
896,0.0
897,0.0
898,0.0
899,0.0
900,0.0
901,0.0
902,4711.19
903,13600.82
904,25349.17
905,39405.96
906,58238.01
907,105652.07
908,165095.52
909,234007.2
910,234432.46
911,158975.21
912,81463.31
913,44332.71
914,39243.05
915,52244.03
916,68706.61
917,78420.64
918,83620.61
919,37187.22
920,21265.16
921,10919.75
922,0.0
923,0.0
924,1621.82
925,19369.44
926,30110.05
927,37514.86
928,56740.35
929,110568.97
930,161065.01
931,171021.11
932,208642.19
933,279440.47
934,270590.36
935,262581.44
936,206603.81
937,161970.51
938,154409.66
939,156743.15
940,167805.68
941,148996.17
942,146372.5
943,62158.22
944,46232.83
945,120424.31
946,97009.1
947,74550.27
948,54163.38
949,39509.83
950,31099.83
951,28962.8
952,31890.42
953,37756.64
954,48483.16
955,112548.59
956,146357.55
957,142145.32
958,274796.8
959,263152.23
960,184434.54
961,112511.16
962,80416.78
963,62709.18
964,47914.79
965,39778.95
966,31075.62
967,16194.11
968,7775.38
969,8729.95
970,19455.84
971,45305.2
972,87961.15
973,139138.27
974,168007.52
975,172619.0
976,166638.87
977,169214.85
978,211230.65
979,282880.07
980,282880.07
981,237396.84
982,162418.5
983,115772.14
984,96364.7
985,92318.93
986,80639.55
987,67466.72
988,55246.39
989,44104.95
990,33583.14
991,33655.27
992,28643.35
993,28118.95
994,37796.96
995,49808.8
996,69322.1
997,93964.76
998,142440.08
999,245599.0
1000,282880.07
1001,282880.07
1002,282880.07
1003,282880.07
1004,282880.07
1005,282880.07
1006,282880.07
1007,282880.07
1008,282880.07
1009,281716.6
1010,265902.89
1011,236466.0
1012,215821.14
1013,162218.24
1014,166163.55
1015,125544.56
1016,115676.2
1017,101399.89
1018,116745.81
1019,123536.75
1020,138652.74
1021,149789.79
1022,165650.78
1023,175275.52
1024,191722.94
1025,218547.15
1026,259138.26
1027,279111.09
1028,282880.07
1029,282880.07
1030,282880.07
1031,282880.07
1032,281827.86
1033,203040.64
1034,185728.65
1035,181495.91
1036,189987.88
1037,204105.53
1038,199111.22
1039,155849.74
1040,102034.7
1041,74263.92
1042,70121.55
1043,62687.68
1044,68834.17
1045,76298.04
1046,96547.99
1047,130017.35
1048,161192.59
1049,215744.68
1050,282880.07
1051,282880.07
1052,282880.07
1053,282880.07
1054,282880.07
1055,282880.07
1056,282880.07
1057,235779.53
1058,166854.22
1059,120382.85
1060,103643.5
1061,89726.74
1062,74006.24
1063,46136.22
1064,37756.61
1065,7097.94
1066,0.0
1067,0.0
1068,0.0
1069,0.0
1070,0.0
1071,0.0
1072,0.0
1073,0.0
1074,2487.34
1075,41100.35
1076,82964.35
1077,113584.2
1078,144370.76
1079,176474.38
1080,191415.7
1081,222161.39
1082,282880.07
1083,279228.54
1084,282880.07
1085,282880.07
1086,282880.07
1087,200067.96
1088,206145.42
1089,242600.44
1090,119151.6
1091,47389.9
1092,13479.71
1093,0.0
1094,0.0
1095,0.0
1096,0.0
1097,0.0
1098,6818.24
1099,30074.03
1100,44034.92
1101,49559.38
1102,67154.84
1103,115812.91
1104,210613.82
1105,282880.07
1106,282880.07
1107,282880.07
1108,282880.07
1109,282880.07
1110,282880.07
1111,282880.07
1112,209686.33
1113,250158.85
1114,164239.53
1115,89001.04
1116,44926.6
1117,16645.69
1118,0.0
1119,0.0
1120,0.0
1121,0.0
1122,1903.8
1123,76411.85
1124,168587.45
1125,228531.63
1126,273143.95
1127,263056.69
1128,195116.91
1129,136180.94
1130,103750.83
1131,82036.84
1132,66786.34
1133,64370.4
1134,49482.5
1135,48164.39
1136,39641.92
1137,27662.47
1138,22269.5
1139,19828.86
1140,20216.32
1141,18664.82
1142,23534.18
1143,74378.13
1144,227570.39
1145,282880.07
1146,282880.07
1147,282880.07
1148,270545.51
1149,224983.37
1150,179212.88
1151,148977.59
1152,131418.64
1153,118873.3
1154,110587.53
1155,124881.34
1156,126860.45
1157,134458.15
1158,144449.49
1159,116779.05
1160,105950.59
1161,87621.73
1162,55145.77
1163,44176.36
1164,74902.99
1165,99714.83
1166,120599.45
1167,142328.74
1168,158800.7
1169,216554.91
1170,282880.07
1171,271153.77
1172,259545.99
1173,239872.94
1174,199759.18
1175,159472.34
1176,169638.09
1177,141827.9
1178,111224.18
1179,82405.75
1180,56922.56
1181,42738.77
1182,41633.49
1183,18274.64
1184,3810.25
1185,0.0
1186,0.0
1187,23264.15
1188,30205.8
1189,23771.4
1190,23750.98
1191,33755.28
1192,66496.86
1193,136625.95
1194,224468.8
1195,282880.07
1196,282880.07
1197,282880.07
1198,282880.07
1199,225912.0
1200,163646.55
1201,131826.18
1202,104255.41
1203,104212.87
1204,143160.48
1205,170252.13
1206,178214.81
1207,112045.74
1208,62034.38
1209,82745.05
1210,45008.23
1211,14471.57
1212,0.0
1213,0.0
1214,0.0
1215,0.0
1216,13191.11
1217,39068.03
1218,88379.33
1219,195153.94
1220,242904.62
1221,230690.46
1222,236468.94
1223,266282.42
1224,282738.97
1225,281720.07
1226,282880.07
1227,282880.07
1228,282880.07
1229,280620.46
1230,276477.63
1231,177306.32
1232,94967.95
1233,140558.15
1234,104951.01
1235,74623.38
1236,66904.58
1237,76972.72
1238,102595.75
1239,147146.3
1240,192786.2
1241,238382.93
1242,263904.89
1243,282880.07
1244,282880.07
