,Solar
0,0.0
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,32.69
7,306.95
8,518.38
9,718.49
10,769.23
11,769.23
12,769.23
13,769.23
14,728.05
15,672.15
16,663.04
17,626.94
18,482.73
19,209.5
20,32.33
21,0.0
22,0.0
23,0.0
24,0.0
25,0.0
26,0.0
27,0.0
28,0.0
29,0.0
30,57.69
31,769.23
32,769.23
33,744.1
34,503.36
35,448.2
36,507.3
37,473.3
38,434.74
39,424.66
40,323.23
41,121.66
42,31.18
43,1.5
44,-0.0
45,0.0
46,0.0
47,0.0
48,0.0
49,0.0
50,0.0
51,0.0
52,0.0
53,0.0
54,97.25
55,325.51
56,123.0
57,374.71
58,372.89
59,208.34
60,151.93
61,195.39
62,139.53
63,56.59
64,25.07
65,14.4
66,4.02
67,-0.0
68,-0.0
69,0.0
70,0.0
71,0.0
72,0.0
73,0.0
74,0.0
75,0.0
76,0.0
77,0.0
78,30.34
79,134.58
80,400.71
81,644.87
82,669.14
83,700.8
84,680.66
85,647.34
86,436.39
87,287.37
88,206.71
89,195.43
90,80.27
91,22.64
92,-0.0
93,0.0
94,0.0
95,0.0
96,0.0
97,0.0
98,0.0
99,0.0
100,0.0
101,0.0
102,46.92
103,769.23
104,769.23
105,712.22
106,520.05
107,434.53
108,371.45
109,326.65
110,344.72
111,204.43
112,150.98
113,305.85
114,404.46
115,268.26
116,52.17
117,0.0
118,0.0
119,0.0
120,0.0
121,0.0
122,0.0
123,0.0
124,0.0
125,0.0
126,31.06
127,545.83
128,769.23
129,769.23
130,769.23
131,769.23
132,763.24
133,670.23
134,593.7
135,724.01
136,723.75
137,672.52
138,527.39
139,306.08
140,55.35
141,0.0
142,0.0
143,0.0
144,0.0
145,0.0
146,0.0
147,0.0
148,0.0
149,0.0
150,36.11
151,210.3
152,310.86
153,530.96
154,546.2
155,670.26
156,573.92
157,662.62
158,653.11
159,674.03
160,641.51
161,634.7
162,501.2
163,288.72
164,48.89
165,0.0
166,0.0
167,0.0
168,0.0
169,0.0
170,0.0
171,0.0
172,0.0
173,0.0
174,1.58
175,296.89
176,564.83
177,671.49
178,715.15
179,728.65
180,737.79
181,745.16
182,747.48
183,716.35
184,718.91
185,681.49
186,551.79
187,342.88
188,69.22
189,0.0
190,0.0
191,0.0
192,0.0
193,0.0
194,0.0
195,0.0
196,0.0
197,0.0
198,0.0
199,357.83
200,635.87
201,522.49
202,708.57
203,769.23
204,769.23
205,769.11
206,762.69
207,769.23
208,754.9
209,752.19
210,539.89
211,125.56
212,2.14
213,0.0
214,0.0
215,0.0
216,0.0
217,0.0
218,0.0
219,0.0
220,0.0
221,0.0
222,0.0
223,596.32
224,769.23
225,769.23
226,769.23
227,769.23
228,769.23
229,769.23
230,769.23
231,664.68
232,238.68
233,73.35
234,30.41
235,12.27
236,32.13
237,0.0
238,0.0
239,0.0
240,0.0
241,0.0
242,0.0
243,0.0
244,0.0
245,0.0
246,0.0
247,335.37
248,582.29
249,769.23
250,769.23
251,645.6
252,399.75
253,249.88
254,128.23
255,111.85
256,192.47
257,61.98
258,15.54
259,-0.0
260,-0.0
261,0.0
262,0.0
263,0.0
264,0.0
265,0.0
266,0.0
267,0.0
268,0.0
269,0.0
270,0.0
271,769.23
272,769.23
273,769.23
274,769.23
275,769.23
276,769.23
277,769.23
278,769.23
279,769.23
280,760.63
281,712.47
282,579.18
283,350.83
284,59.96
285,0.0
286,0.0
287,0.0
288,0.0
289,0.0
290,0.0
291,0.0
292,0.0
293,0.0
294,0.0
295,109.66
296,460.13
297,701.61
298,661.46
299,383.56
300,361.18
301,374.26
302,297.29
303,103.89
304,103.08
305,372.12
306,19.41
307,-0.0
308,-0.0
309,0.0
310,0.0
311,0.0
312,0.0
313,0.0
314,0.0
315,0.0
316,0.0
317,0.0
318,0.0
319,442.39
320,769.23
321,769.23
322,673.66
323,758.11
324,707.91
325,528.34
326,443.06
327,451.04
328,459.0
329,464.64
330,461.03
331,289.23
332,40.72
333,0.0
334,0.0
335,0.0
336,0.0
337,0.0
338,0.0
339,0.0
340,0.0
341,0.0
342,0.0
343,769.23
344,616.15
345,769.23
346,769.23
347,620.89
348,587.72
349,454.3
350,273.93
351,166.18
352,91.65
353,76.88
354,53.2
355,21.35
356,-0.0
357,0.0
358,0.0
359,0.0
360,0.0
361,0.0
362,0.0
363,0.0
364,0.0
365,0.0
366,0.0
367,586.97
368,574.12
369,329.35
370,206.68
371,100.22
372,160.45
373,189.6
374,158.88
375,160.61
376,144.78
377,163.95
378,247.68
379,126.77
380,6.75
381,0.0
382,0.0
383,0.0
384,0.0
385,0.0
386,0.0
387,0.0
388,0.0
389,0.0
390,0.0
391,243.42
392,304.94
393,484.58
394,444.9
395,493.63
396,352.9
397,333.65
398,258.76
399,126.46
400,73.99
401,54.56
402,15.13
403,-0.0
404,-0.0
405,0.0
406,0.0
407,0.0
408,0.0
409,0.0
410,0.0
411,0.0
412,0.0
413,0.0
414,0.0
415,161.38
416,246.74
417,310.36
418,170.44
419,315.41
420,457.21
421,275.42
422,161.2
423,156.13
424,92.91
425,52.66
426,35.64
427,19.32
428,4.43
429,0.0
430,0.0
431,0.0
432,0.0
433,0.0
434,0.0
435,0.0
436,0.0
437,0.0
438,0.0
439,189.3
440,585.4
441,718.97
442,754.25
443,769.23
444,769.23
445,769.23
446,769.23
447,769.23
448,766.4
449,714.73
450,569.47
451,327.03
452,34.8
453,0.0
454,0.0
455,0.0
456,0.0
457,0.0
458,0.0
459,0.0
460,0.0
461,0.0
462,0.0
463,354.11
464,769.23
465,769.23
466,769.23
467,769.23
468,769.23
469,769.23
470,769.23
471,769.23
472,748.38
473,686.62
474,547.78
475,322.32
476,33.78
477,0.0
478,0.0
479,0.0
480,0.0
481,0.0
482,0.0
483,0.0
484,0.0
485,0.0
486,0.0
487,316.57
488,694.34
489,769.23
490,769.23
491,769.23
492,769.23
493,602.88
494,256.06
495,374.1
496,769.23
497,691.07
498,511.57
499,204.09
500,16.19
501,0.0
502,0.0
503,0.0
504,0.0
505,0.0
506,0.0
507,0.0
508,0.0
509,0.0
510,0.0
511,503.18
512,648.52
513,644.08
514,720.08
515,707.32
516,689.37
517,613.8
518,623.42
519,634.79
520,605.67
521,507.08
522,250.28
523,35.15
524,-0.0
525,0.0
526,0.0
527,0.0
528,0.0
529,0.0
530,0.0
531,0.0
532,0.0
533,0.0
534,0.0
535,195.52
536,625.18
537,769.23
538,752.75
539,769.23
540,769.23
541,769.23
542,769.23
543,769.23
544,700.07
545,528.06
546,306.4
547,126.59
548,3.86
549,0.0
550,0.0
551,0.0
552,0.0
553,0.0
554,0.0
555,0.0
556,0.0
557,0.0
558,0.0
559,641.3
560,769.23
561,496.24
562,459.64
563,428.94
564,426.78
565,594.45
566,514.55
567,514.85
568,391.26
569,103.2
