,Solar
0,0.0
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,32.46
7,319.54
8,648.63
9,769.23
10,769.23
11,769.23
12,769.23
13,769.23
14,642.95
15,171.06
16,134.43
17,150.15
18,107.39
19,107.46
20,33.09
21,0.0
22,0.0
23,0.0
24,0.0
25,0.0
26,0.0
27,0.0
28,0.0
29,0.0
30,56.89
31,769.23
32,714.64
33,769.23
34,769.23
35,769.23
36,769.23
37,756.02
38,448.89
39,285.68
40,167.63
41,79.91
42,25.58
43,1.5
44,-0.0
45,0.0
46,0.0
47,0.0
48,0.0
49,0.0
50,0.0
51,0.0
52,0.0
53,0.0
54,100.97
55,522.33
56,642.39
57,769.23
58,769.23
59,769.23
60,769.23
61,769.23
62,769.23
63,723.77
64,637.96
65,555.85
66,251.96
67,156.49
68,33.46
69,0.0
70,0.0
71,0.0
72,0.0
73,0.0
74,0.0
75,0.0
76,0.0
77,0.0
78,30.84
79,205.67
80,506.47
81,717.82
82,583.31
83,394.36
84,405.24
85,591.33
86,686.93
87,707.63
88,723.39
89,638.08
90,496.98
91,136.56
92,1.82
93,0.0
94,0.0
95,0.0
96,0.0
97,0.0
98,0.0
99,0.0
100,0.0
101,0.0
102,48.96
103,769.23
104,769.23
105,769.23
106,769.23
107,769.23
108,692.96
109,746.91
110,761.03
111,579.8
112,375.92
113,243.83
114,156.43
115,105.13
116,20.01
117,0.0
118,0.0
119,0.0
120,0.0
121,0.0
122,0.0
123,0.0
124,0.0
125,0.0
126,30.9
127,467.89
128,769.23
129,523.04
130,269.42
131,215.21
132,225.58
133,386.64
134,279.97
135,311.37
136,267.84
137,154.01
138,222.81
139,73.17
140,9.05
141,0.0
142,0.0
143,0.0
144,0.0
145,0.0
146,0.0
147,0.0
148,0.0
149,0.0
150,36.96
151,301.03
152,525.03
153,726.05
154,745.43
155,769.23
156,769.23
157,769.23
158,769.23
159,769.23
160,769.23
161,737.54
162,586.66
163,352.58
164,71.15
165,0.0
166,0.0
167,0.0
168,0.0
169,0.0
170,0.0
171,0.0
172,0.0
173,0.0
174,2.34
175,320.19
176,662.36
177,757.21
178,769.23
179,769.22
180,767.7
181,767.19
182,766.49
183,730.7
184,728.55
185,679.24
186,535.18
187,310.74
188,55.59
189,0.0
190,0.0
191,0.0
192,0.0
193,0.0
194,0.0
195,0.0
196,0.0
197,0.0
198,22.53
199,209.26
200,326.68
201,437.03
202,649.16
203,755.68
204,749.14
205,720.87
206,725.49
207,748.28
208,769.23
209,740.19
210,561.25
211,331.79
212,61.82
213,0.0
214,0.0
215,0.0
216,0.0
217,0.0
218,0.0
219,0.0
220,0.0
221,0.0
222,0.0
223,498.14
224,610.86
225,753.44
226,769.23
227,769.23
228,769.23
229,508.05
230,488.92
231,403.27
232,251.68
233,139.18
234,52.64
235,19.51
236,4.38
237,0.0
238,0.0
239,0.0
240,0.0
241,0.0
242,0.0
243,0.0
244,0.0
245,0.0
246,0.0
247,189.77
248,349.3
249,457.97
250,649.57
251,769.23
252,769.23
253,769.23
254,752.32
255,741.59
256,717.89
257,652.35
258,492.56
259,255.22
260,35.66
261,0.0
262,0.0
263,0.0
264,0.0
265,0.0
266,0.0
267,0.0
268,0.0
269,0.0
270,0.0
271,769.23
272,769.23
273,769.23
274,769.23
275,769.23
276,769.23
277,690.47
278,661.04
279,617.76
280,558.15
281,505.07
282,400.18
283,251.76
284,38.46
285,0.0
286,0.0
287,0.0
288,0.0
289,0.0
290,0.0
291,0.0
292,0.0
293,0.0
294,0.0
295,28.09
296,386.65
297,737.56
298,716.56
299,687.59
300,668.13
301,672.91
302,667.52
303,694.18
304,700.15
305,637.28
306,475.21
307,242.18
308,31.33
309,0.0
310,0.0
311,0.0
312,0.0
313,0.0
314,0.0
315,0.0
316,0.0
317,0.0
318,0.0
319,422.06
320,769.23
321,730.29
322,769.23
323,769.23
324,769.23
325,769.23
326,769.23
327,769.23
328,769.23
329,671.72
330,479.72
331,224.43
332,21.47
333,0.0
334,0.0
335,0.0
336,0.0
337,0.0
338,0.0
339,0.0
340,0.0
341,0.0
342,0.0
343,769.23
344,769.23
345,769.23
346,769.23
347,769.23
348,769.23
349,769.23
350,769.23
351,769.23
352,769.23
353,739.62
354,589.81
355,335.06
356,46.42
357,0.0
358,0.0
359,0.0
360,0.0
361,0.0
362,0.0
363,0.0
364,0.0
365,0.0
366,0.0
367,708.02
368,765.95
369,769.23
370,754.95
371,769.23
372,769.23
373,769.23
374,769.23
375,769.23
376,722.07
377,637.02
378,459.11
379,210.34
380,19.07
381,0.0
382,0.0
383,0.0
384,0.0
385,0.0
386,0.0
387,0.0
388,0.0
389,0.0
390,0.0
391,303.03
392,594.97
393,745.68
394,769.23
395,769.23
396,769.23
397,769.23
398,769.23
399,620.27
400,583.66
401,457.92
402,80.49
403,4.51
404,-0.0
405,0.0
406,0.0
407,0.0
408,0.0
409,0.0
410,0.0
411,0.0
412,0.0
413,0.0
414,0.0
415,161.37
416,274.82
417,425.23
418,420.85
419,644.5
420,697.57
421,693.72
422,759.91
423,769.23
424,709.84
425,612.92
426,424.81
427,219.36
428,4.46
429,0.0
430,0.0
431,0.0
432,0.0
433,0.0
434,0.0
435,0.0
436,0.0
437,0.0
438,0.0
439,249.79
440,562.07
441,703.31
442,722.92
443,769.23
444,639.68
445,657.09
446,553.16
447,629.07
448,723.74
449,652.89
450,480.94
451,206.79
452,8.01
453,0.0
454,0.0
455,0.0
456,0.0
457,0.0
458,0.0
459,0.0
460,0.0
461,0.0
462,0.0
463,529.28
464,769.23
465,769.23
466,769.23
467,769.23
468,769.23
469,769.23
470,769.23
471,734.03
472,575.51
473,383.01
474,421.06
475,161.1
476,16.24
477,0.0
478,0.0
479,0.0
480,0.0
481,0.0
482,0.0
483,0.0
484,0.0
485,0.0
486,0.0
487,359.82
488,425.82
489,696.6
490,769.23
491,684.26
492,678.96
493,490.98
494,415.09
495,347.89
496,400.09
497,411.08
498,161.89
499,72.87
500,3.23
501,0.0
502,0.0
503,0.0
504,0.0
505,0.0
506,0.0
507,0.0
508,0.0
509,0.0
510,0.0
511,479.57
512,769.23
513,769.23
514,765.44
515,757.17
516,711.88
517,670.64
518,613.94
519,616.58
520,476.09
521,318.34
522,85.46
523,19.54
524,6.3
525,0.0
526,0.0
527,0.0
528,0.0
529,0.0
530,0.0
531,0.0
532,0.0
533,0.0
534,0.0
535,273.61
536,769.23
537,769.23
538,769.23
539,769.23
540,769.23
541,769.23
542,769.23
543,769.23
544,631.66
545,468.17
546,398.41
547,170.26
548,7.05
549,0.0
550,0.0
551,0.0
552,0.0
553,0.0
554,0.0
555,0.0
556,0.0
557,0.0
558,0.0
559,656.33
560,769.23
561,769.23
562,769.23
563,769.23
564,769.23
565,769.23
566,769.23
567,769.23
568,715.79
569,578.74
570,442.09
571,207.67
