,Wind
0,0.0
1,0.0
2,0.0
3,0.0
4,0.0
5,22392.05
6,74009.96
7,69102.97
8,80223.54
9,198881.85
10,172835.7
11,120333.9
12,97760.51
13,67847.81
14,48208.32
15,30343.96
16,16339.32
17,5380.01
18,0.0
19,0.0
20,0.0
21,27895.69
22,198627.46
23,282880.07
24,282880.07
25,282880.07
26,282880.07
27,282880.07
28,282880.07
29,282880.07
30,282880.07
31,282880.07
32,282880.07
33,282880.07
34,282880.07
35,282880.07
36,282880.07
37,282880.07
38,144995.9
39,104038.32
40,126273.0
41,170390.47
42,212222.92
43,216525.46
44,191132.66
45,168491.9
46,130156.94
47,105267.69
48,76014.06
49,62264.07
50,86895.56
51,102950.18
52,100916.7
53,107501.58
54,130688.7
55,103648.22
56,109757.79
57,96808.8
58,82395.16
59,87044.43
60,89651.11
61,86027.88
62,144108.57
63,192624.73
64,225082.56
65,227223.62
66,239003.59
67,227340.15
68,252600.79
69,269687.58
70,276752.44
71,263728.18
72,265708.0
73,255703.25
74,274471.83
75,282880.07
76,282880.07
77,282880.07
78,282880.07
79,282880.07
80,282880.07
81,282880.07
82,282880.07
83,282880.07
84,282880.07
85,282880.07
86,282880.07
87,282880.07
88,282880.07
89,282880.07
90,282880.07
91,282880.07
92,282880.07
93,282880.07
94,282880.07
95,282880.07
96,282880.07
97,282880.07
98,282880.07
99,250371.08
100,178578.1
101,166937.2
102,142828.54
103,140600.34
104,127420.43
105,101609.73
106,108981.63
107,103396.73
108,137656.72
109,170949.27
110,204130.39
111,235758.92
112,266399.12
113,267326.47
114,274488.76
115,282880.07
116,282880.07
117,273285.84
118,248825.54
119,271765.28
120,282880.07
121,255591.44
122,254082.95
123,211041.71
124,171962.27
125,135649.79
126,142656.55
127,140931.35
128,163098.44
129,161927.2
130,164064.69
131,146586.19
132,134310.73
133,115091.26
134,115222.39
135,135797.94
136,160946.76
137,196930.14
138,183300.88
139,169102.18
140,146883.92
141,137435.65
142,137785.27
143,145535.04
144,164039.81
145,146090.72
146,125734.92
147,99883.45
148,81737.01
149,75313.19
150,73416.65
151,52873.53
152,91142.16
153,72845.77
154,35667.14
155,14128.15
156,0.0
157,0.0
158,0.0
159,0.0
160,0.0
161,12473.5
162,36429.26
163,102247.94
164,167095.8
165,166895.97
166,143408.54
167,137927.14
168,115234.1
169,80367.2
170,39477.89
171,20716.26
172,6432.75
173,0.0
174,0.0
175,0.0
176,0.0
177,0.0
178,0.0
179,0.0
180,0.0
181,0.0
182,0.0
183,0.0
184,0.0
185,10081.16
186,35027.41
187,115971.56
188,208793.97
189,187985.54
190,142036.01
191,110900.45
192,84008.68
193,99048.44
194,104732.42
195,101537.46
196,101354.22
197,79268.47
198,71200.54
199,56357.28
200,37767.9
201,41838.74
202,52424.43
203,81263.23
204,89471.7
205,97893.47
206,111556.48
207,138523.58
208,175778.65
209,245643.41
210,257499.54
211,257404.02
212,233328.64
213,197376.72
214,153888.27
215,116300.96
216,98060.49
217,101400.71
218,104526.76
219,112724.95
220,112013.98
221,111418.53
222,105502.84
223,84997.48
224,59012.18
225,46914.27
226,31155.44
227,21885.21
228,14761.45
229,12628.94
230,16829.53
231,23939.16
232,39930.98
233,55941.66
234,72744.24
235,77945.11
236,67956.3
237,77401.58
238,91291.81
239,103575.43
240,111216.3
241,104432.7
242,116557.67
243,109639.17
244,89191.65
245,63250.7
246,41300.61
247,10772.96
248,0.0
249,0.0
250,0.0
251,0.0
252,0.0
253,0.0
254,0.0
255,0.0
256,0.0
257,9228.83
258,43000.78
259,131452.89
260,187842.07
261,123076.36
262,72488.65
263,46126.05
264,35550.7
265,38410.98
266,43439.73
267,43386.39
268,36851.27
269,29655.88
270,25435.2
271,10999.05
272,6622.54
273,2796.12
274,0.0
275,0.0
276,0.0
277,0.0
278,13360.43
279,35278.06
280,70137.08
281,111793.73
282,126856.11
283,121161.16
284,103805.56
285,104704.65
286,111388.4
287,112787.08
288,117553.77
289,113700.22
290,96902.85
291,82908.93
292,75387.8
293,69297.25
294,63144.99
295,46794.09
296,36137.59
297,34824.04
298,36363.13
299,34779.23
300,32681.34
301,29979.4
302,25639.53
303,22075.37
304,24886.67
305,37312.3
306,45680.86
307,55884.41
308,65063.77
309,62198.47
310,49209.09
311,41856.71
312,33376.6
313,23435.08
314,18384.79
315,13153.17
316,8575.85
317,259.56
318,0.0
319,0.0
320,13383.4
321,42551.81
322,94607.39
323,157638.35
324,231721.97
325,282880.07
326,282880.07
327,282880.07
328,282880.07
329,282880.07
330,249911.92
331,181267.3
332,159142.62
333,126923.1
334,119049.63
335,282880.07
336,282880.07
337,282880.07
338,282880.07
339,282880.07
340,278813.37
341,264168.95
342,282880.07
343,282880.07
344,282880.07
345,282880.07
346,270428.76
347,232726.63
348,211318.49
349,195448.56
350,204621.49
351,216028.36
352,220827.86
353,207599.33
354,204374.25
355,196791.35
356,200620.34
357,203597.5
358,173393.76
359,172819.12
360,178758.68
361,172381.6
362,147239.57
363,136494.74
364,116576.05
365,94271.69
366,81683.69
367,42595.9
368,17285.89
369,0.0
370,0.0
371,0.0
372,0.0
373,0.0
374,0.0
375,0.0
376,0.0
377,0.0
378,0.0
379,13830.32
380,81768.08
381,87043.11
382,52424.54
383,27197.88
384,9263.7
385,0.0
386,8834.87
387,52850.92
388,106729.89
389,191845.37
390,241866.03
391,163758.82
392,179737.44
393,282880.07
394,281398.31
395,244539.84
396,204938.66
397,171499.21
398,146424.45
399,129050.58
400,128346.35
401,92902.56
402,73041.8
403,73843.3
404,144967.84
405,252527.07
406,282880.07
407,282880.07
408,282880.07
409,29807.48
410,9444.52
411,48814.82
412,61344.51
413,67515.74
414,95282.27
415,136968.92
416,228576.31
417,254071.14
418,282880.07
419,282880.07
420,282880.07
421,282880.07
422,282880.07
423,282880.07
424,282880.07
425,282880.07
426,282880.07
427,282880.07
428,282880.07
429,282880.07
430,282880.07
431,282880.07
432,282880.07
433,282880.07
434,282880.07
435,282880.07
436,282880.07
437,282880.07
438,282880.07
439,282880.07
440,282880.07
441,282880.07
442,282880.07
443,282880.07
444,282880.07
445,280038.7
446,282880.07
447,282880.07
448,282880.07
449,282880.07
450,280136.85
451,261015.4
452,265596.0
453,246560.32
454,218688.88
455,187071.02
456,155940.43
457,120004.64
458,95881.96
459,86711.38
460,88376.01
461,91023.58
462,81051.32
463,61093.3
464,41604.76
465,26352.18
466,17261.95
467,12261.64
468,10503.76
469,8531.88
470,9051.6
471,19249.05
472,30188.06
473,36165.24
474,46479.43
475,63793.65
476,83631.08
477,80879.3
478,75237.74
479,64684.66
480,51536.9
481,37917.77
482,24841.94
483,14644.04
484,8281.98
485,443.24
486,0.0
487,0.0
488,0.0
489,0.0
490,0.0
491,0.0
492,0.0
493,0.0
494,11839.58
495,39049.46
496,99232.89
497,156564.71
498,189140.44
