,TimeBeginning,TimeEnding,Region,Energy,Total_Emissions,Energy_SO,SETTLEMENTDATE,METEREDMWFLOW,MWFLOW,INTERCONNECTORID,SETTLEMENTDATE,METEREDMWFLOW.1,MWFLOW,MWLOSSES,New_Energy_N_Q,New_Emissions_N_Q,New_Energy_V_N,New_Emissions_V_N,New_Intensity_Index
0,2021-01-01 00:00:00,2021-01-01 01:00:00,NSW1,6100.379,4441.214,5824.626,2021-01-01 00:00:00,-361.46999999999997,-302.40000000000003,VIC1-NSW1,2021-01-01 00:00:00,165.07,172.7,1.18,361.46999999999997,313.3244196246567,165.07,178.96999037563117,0.7767878228974471
1,2021-01-01 01:00:00,2021-01-01 02:00:00,NSW1,5898.761,4397.915,5626.283,2021-01-01 01:00:00,108.655,106.65,VIC1-NSW1,2021-01-01 01:00:00,384.185,411.13,14.545,-108.655,-84.93270856176271,384.185,418.91361927570165,0.8017698816810933
2,2021-01-01 02:00:00,2021-01-01 03:00:00,NSW1,5344.309,3946.703,5097.489,2021-01-01 02:00:00,118.875,124.30000000000001,VIC1-NSW1,2021-01-01 02:00:00,664.975,683.49,40.695,-118.875,-92.03831908710347,664.975,701.1055816591575,0.80724699523159
3,2021-01-01 03:00:00,2021-01-01 04:00:00,NSW1,5196.472,3817.032,4956.849,2021-01-01 03:00:00,100.91,103.885,VIC1-NSW1,2021-01-01 03:00:00,667.99,695.985,42.39,-100.91,-77.70595778084021,667.99,674.4985439299826,0.7990371683179024
4,2021-01-01 04:00:00,2021-01-01 05:00:00,NSW1,5084.507,3824.93,4845.807,2021-01-01 04:00:00,106.96,105.14,VIC1-NSW1,2021-01-01 04:00:00,683.66,698.515,43.4,-106.96,-84.42649754726096,683.66,703.1826850160405,0.819489248694152
5,2021-01-01 05:00:00,2021-01-01 06:00:00,NSW1,5150.089,3804.902,4911.648,2021-01-01 05:00:00,4.170000000000002,-0.24499999999999744,VIC1-NSW1,2021-01-01 05:00:00,678.61,690.03,41.865,-4.170000000000002,-3.2303702016105404,678.61,730.6557475747483,0.8113598241512018
6,2021-01-01 06:00:00,2021-01-01 07:00:00,NSW1,5287.734,3754.264,5050.569,2021-01-01 06:00:00,46.42,38.4,VIC1-NSW1,2021-01-01 06:00:00,653.085,656.2,38.505,-46.42,-34.50560419627966,653.085,689.3791002196871,0.7793804350365228
7,2021-01-01 07:00:00,2021-01-01 08:00:00,NSW1,5441.144,3748.932,5202.668,2021-01-01 07:00:00,31.5,34.26,VIC1-NSW1,2021-01-01 07:00:00,633.24,644.47,42.63,-31.5,-22.698230600145926,633.24,624.9083379912479,0.7496271983966499
8,2021-01-01 08:00:00,2021-01-01 09:00:00,NSW1,5598.758,3782.2,5356.993,2021-01-01 08:00:00,23.955000000000002,20.395,VIC1-NSW1,2021-01-01 08:00:00,723.52,731.62,64.83,-23.955000000000002,-16.91295863182946,723.52,711.2386151206517,0.7391204140187911
9,2021-01-01 09:00:00,2021-01-01 10:00:00,NSW1,5682.503,3786.131,5440.407,2021-01-01 09:00:00,-34.03,-53.295,VIC1-NSW1,2021-01-01 09:00:00,779.06,781.165,80.25,34.03,26.421773831701387,779.06,768.3165768239103,0.7325292313493733
10,2021-01-01 10:00:00,2021-01-01 11:00:00,NSW1,5687.251,3776.159,5445.643,2021-01-01 10:00:00,-50.084999999999994,-70.34,VIC1-NSW1,2021-01-01 10:00:00,824.18,789.465,89.715,50.084999999999994,38.0338202246188,824.18,797.7481545353096,0.7297481189219729
11,2021-01-01 11:00:00,2021-01-01 12:00:00,NSW1,5643.159,3794.853,5400.923,2021-01-01 11:00:00,-174.45000000000002,-188.38,VIC1-NSW1,2021-01-01 11:00:00,815.175,808.83,98.49,174.45000000000002,129.94681509446406,815.175,780.1392007149035,0.7362340468781969
12,2021-01-01 12:00:00,2021-01-01 13:00:00,NSW1,5710.749,3851.319,5465.157,2021-01-01 12:00:00,-308.275,-334.74,VIC1-NSW1,2021-01-01 12:00:00,827.88,832.23,106.06,308.275,238.08186512819827,827.88,784.4026055829999,0.73830830457812
13,2021-01-01 13:00:00,2021-01-01 14:00:00,NSW1,5753.887,3838.566,5508.674,2021-01-01 13:00:00,-281.995,-266.515,VIC1-NSW1,2021-01-01 13:00:00,776.455,817.44,96.815,281.995,217.96237928036928,776.455,762.578463068937,0.7338230315659193
14,2021-01-01 14:00:00,2021-01-01 15:00:00,NSW1,5876.435,3879.233,5628.315,2021-01-01 14:00:00,-208.99,-225.47500000000002,VIC1-NSW1,2021-01-01 14:00:00,607.665,609.53,49.15,208.99,157.86039824858324,607.665,597.7440340429081,0.7191402647788108
15,2021-01-01 15:00:00,2021-01-01 16:00:00,NSW1,5607.381,3959.094,5357.675,2021-01-01 15:00:00,-346.39,-381.35,VIC1-NSW1,2021-01-01 15:00:00,589.955,595.505,43.66,346.39,266.54489440972804,589.955,523.9140285469155,0.7546135733532215
