,TimeBeginning,TimeEnding,Region,Energy,Total_Emissions,Energy_SO,SETTLEMENTDATE,METEREDMWFLOW,MWFLOW,New_Energy,New_Emissions,New_Intensity_Index
32,2021-01-02 08:00:00,2021-01-02 09:00:00,QLD1,6002.866,4536.944,5627.85,2021-02-01 08:00:00,-281.365,-270.06,-281.365,-226.8250306173761,0.8061593681423634
33,2021-01-02 09:00:00,2021-01-02 10:00:00,QLD1,5893.81,4344.002,5537.061,2021-02-01 09:00:00,-160.905,-139.07999999999998,-160.905,-126.23513481429953,0.7845320829949319
34,2021-01-02 10:00:00,2021-01-02 11:00:00,QLD1,5812.522,4218.437,5467.348,2021-02-01 10:00:00,-147.91,-143.59,-147.91,-114.12279164779706,0.7715691410168146
35,2021-01-02 11:00:00,2021-01-02 12:00:00,QLD1,5867.755,4050.635,5530.831,2021-02-01 11:00:00,-167.95499999999998,-168.995,-167.95499999999998,-123.00581981713054,0.7323736704303567
36,2021-01-02 12:00:00,2021-01-02 13:00:00,QLD1,5736.881,3947.804,5407.171,2021-02-01 12:00:00,-92.815,-79.65,-92.815,-67.76471989881586,0.7301052620677244
37,2021-01-02 13:00:00,2021-01-02 14:00:00,QLD1,5805.017,4017.435,5471.453,2021-02-01 13:00:00,38.45,12.2,38.45,28.026828013513562,0.734216523959408
38,2021-01-02 14:00:00,2021-01-02 15:00:00,QLD1,6260.958,4483.223,5891.042,2021-02-01 14:00:00,37.989999999999995,11.16,37.989999999999995,26.786190833993846,0.7606653482109716
39,2021-01-02 15:00:00,2021-01-02 16:00:00,QLD1,6538.321,4857.744,6140.525,2021-02-01 15:00:00,-134.89499999999998,-169.57,-134.89499999999998,-106.71487810569941,0.7910958753526776
40,2021-01-02 16:00:00,2021-01-02 17:00:00,QLD1,6961.221,5273.887,6533.134,2021-02-01 16:00:00,-74.33500000000001,-74.545,-74.33500000000001,-60.00709462640748,0.8072522314711438
41,2021-01-02 17:00:00,2021-01-02 18:00:00,QLD1,7183.449,5374.42,6745.206,2021-02-01 17:00:00,44.33,60.61,44.33,32.15647233736849,0.7963101561487219
42,2021-01-02 18:00:00,2021-01-02 19:00:00,QLD1,7149.458,5474.981,6705.544,2021-02-01 18:00:00,235.53,228.325,235.53,178.36271164801596,0.8144767959033452
43,2021-01-02 19:00:00,2021-01-02 20:00:00,QLD1,7161.262,5538.493,6714.262,2021-02-01 19:00:00,332.705,307.89,332.705,262.0381789654948,0.8231244986624027
44,2021-01-02 20:00:00,2021-01-02 21:00:00,QLD1,7005.883,5450.174,6567.399,2021-02-01 20:00:00,336.385,326.38,336.385,255.44542729638596,0.8264481373253255
45,2021-01-02 21:00:00,2021-01-02 22:00:00,QLD1,6848.755,5292.345,6424.527,2021-02-01 21:00:00,165.755,130.3,165.755,125.22971273404252,0.8220550672541846
46,2021-01-02 22:00:00,2021-01-02 23:00:00,QLD1,6712.526,5209.302,6296.182,2021-02-01 22:00:00,32.035,2.1449999999999996,32.035,25.269062699261756,0.8271794508151762
47,2021-01-02 23:00:00,2021-01-03 00:00:00,QLD1,6397.063,5115.507,5994.283,2021-02-01 23:00:00,-13.83,-43.75,-13.83,-11.802489440355085,0.8533976457234334
48,2021-01-03 00:00:00,2021-01-03 01:00:00,QLD1,5985.243,4840.103,5609.311,2021-03-01 00:00:00,-99.28999999999999,-109.745,-99.28999999999999,-85.67430596556333,0.862869432627287
49,2021-01-03 01:00:00,2021-01-03 02:00:00,QLD1,5686.366,4629.282,5329.509,2021-03-01 01:00:00,10.624999999999998,22.744999999999997,10.624999999999998,9.099988912344225,0.8685890632917347
50,2021-01-03 02:00:00,2021-01-03 03:00:00,QLD1,5577.071,4553.057,5227.515,2021-03-01 02:00:00,20.385,20.565000000000005,20.385,17.36127372783667,0.8709042233517856
51,2021-01-03 03:00:00,2021-01-03 04:00:00,QLD1,5436.701,4414.933,5094.673,2021-03-01 03:00:00,69.64,74.735,69.64,59.1768815325214,0.8663514162546928
52,2021-01-03 04:00:00,2021-01-03 05:00:00,QLD1,5626.224,4630.553,5269.341,2021-03-01 04:00:00,-33.31,-48.41,-33.31,-29.27191852453656,0.8787726966237334
53,2021-01-03 05:00:00,2021-01-03 06:00:00,QLD1,5566.998,4576.824,5215.201,2021-03-01 05:00:00,-127.98,-126.19,-127.98,-112.31435481010223,0.8775930208634335
54,2021-01-03 06:00:00,2021-01-03 07:00:00,QLD1,5870.941,4586.92,5511.24,2021-03-01 06:00:00,-235.555,-253.455,-235.555,-196.04879130649365,0.8322845675383399
55,2021-01-03 07:00:00,2021-01-03 08:00:00,QLD1,6093.962,4585.791,5730.167,2021-03-01 07:00:00,-668.785,-680.5550000000001,-668.785,-535.221440131675,0.8002892411338098
56,2021-01-03 08:00:00,2021-01-03 09:00:00,QLD1,6186.355,4564.238,5827.221,2021-03-01 08:00:00,-737.035,-729.48,-737.035,-577.2911571965436,0.7832615238035421
57,2021-01-03 09:00:00,2021-01-03 10:00:00,QLD1,6071.324,4338.956,5733.412,2021-03-01 09:00:00,-683.875,-687.28,-683.875,-517.545840853579,0.7567842673786569
58,2021-01-03 10:00:00,2021-01-03 11:00:00,QLD1,5611.747,3825.369,5304.935,2021-03-01 10:00:00,-332.005,-312.40000000000003,-332.005,-239.40757706644848,0.7210962999546648
59,2021-01-03 11:00:00,2021-01-03 12:00:00,QLD1,5322.491,3757.849,5022.779,2021-03-01 11:00:00,242.245,226.265,242.245,182.80689897018743,0.748459247093686
60,2021-01-03 12:00:00,2021-01-03 13:00:00,QLD1,5386.64,3755.376,5087.448,2021-03-01 12:00:00,590.5699999999999,564.755,590.5699999999999,453.382897095214,0.741237329134077
61,2021-01-03 13:00:00,2021-01-03 14:00:00,QLD1,5302.559,3643.708,5006.814,2021-03-01 13:00:00,571.545,555.265,571.545,445.0423725627734,0.7329665180320545
62,2021-01-03 14:00:00,2021-01-03 15:00:00,QLD1,5601.523,4040.792,5274.83,2021-03-01 14:00:00,569.745,564.355,569.745,436.5546251626619,0.7660688117036161
63,2021-01-03 15:00:00,2021-01-03 16:00:00,QLD1,6266.097,4644.676,5888.801,2021-03-01 15:00:00,454.945,433.41999999999996,454.945,350.9937808851136,0.7874952403335685
64,2021-01-03 16:00:00,2021-01-03 17:00:00,QLD1,6997.639,5187.969,6580.344,2021-03-01 16:00:00,249.655,232.67000000000002,249.655,193.4378778725491,0.7879074181229822
65,2021-01-03 17:00:00,2021-01-03 18:00:00,QLD1,7498.582,5605.106,7047.081,2021-03-01 17:00:00,152.785,124.215,152.785,120.79535191755502,0.7952788776787728
66,2021-01-03 18:00:00,2021-01-03 19:00:00,QLD1,7567.253,5722.252,7107.812,2021-03-01 18:00:00,189.63,154.14,189.63,160.18941228693572,0.8060963570915584
67,2021-01-03 19:00:00,2021-01-03 20:00:00,QLD1,7642.163,5740.072,7180.907,2021-03-01 19:00:00,186.64,169.815,186.64,160.46687992404043,0.8008824212351873
68,2021-01-03 20:00:00,2021-01-03 21:00:00,QLD1,7349.099,5603.278,6903.463,2021-03-01 20:00:00,148.01500000000001,143.89000000000001,148.01500000000001,125.26015186625385,0.8123882896417254
69,2021-01-03 21:00:00,2021-01-03 22:00:00,QLD1,7160.786,5448.944,6723.204,2021-03-01 21:00:00,53.345,21.665,53.345,44.269201945873924,0.8106210405836177
70,2021-01-03 22:00:00,2021-01-03 23:00:00,QLD1,6836.935,5279.452,6415.96,2021-03-01 22:00:00,-103.715,-134.84,-103.715,-85.34316987325357,0.8228623619848005
71,2021-01-03 23:00:00,2021-01-04 00:00:00,QLD1,6427.943,5067.188,6031.864,2021-03-01 23:00:00,-42.394999999999996,-79.415,-42.394999999999996,-35.61476771691139,0.8400700015782852
72,2021-01-04 00:00:00,2021-01-04 01:00:00,QLD1,6110.989,4829.421,5738.236,2021-04-01 00:00:00,-138.795,-162.7,-138.795,-116.81281280431827,0.8416211881142568
73,2021-01-04 01:00:00,2021-01-04 02:00:00,QLD1,5765.389,4637.762,5412.734,2021-04-01 01:00:00,-79.63,-86.14,-79.63,-68.22891870540839,0.8568242961874719
74,2021-01-04 02:00:00,2021-01-04 03:00:00,QLD1,5728.657,4637.912,5376.722,2021-04-01 02:00:00,44.05,35.019999999999996,44.05,38.92822908257478,0.8627627631419612
75,2021-01-04 03:00:00,2021-01-04 04:00:00,QLD1,5735.203,4637.688,5383.214,2021-04-01 03:00:00,-61.845,-72.385,-61.845,-53.280032032908224,0.8615091281899625
76,2021-01-04 04:00:00,2021-01-04 05:00:00,QLD1,5809.686,4686.168,5451.227,2021-04-01 04:00:00,-98.09,-105.16,-98.09,-84.32344114820388,0.8596537990437749
77,2021-01-04 05:00:00,2021-01-04 06:00:00,QLD1,5861.733,4724.662,5498.789,2021-04-01 05:00:00,-70.62,-75.03999999999999,-70.62,-60.678020276828235,0.8592186388675761
78,2021-01-04 06:00:00,2021-01-04 07:00:00,QLD1,6154.605,4929.243,5771.085,2021-04-01 06:00:00,5.179999999999998,0.22000000000000064,5.179999999999998,4.323246485538148,0.8541100947559606
79,2021-01-04 07:00:00,2021-01-04 08:00:00,QLD1,6311.472,5008.153,5911.583,2021-04-01 07:00:00,68.285,80.53,68.285,52.59723024462345,0.8462979835415471
80,2021-01-04 08:00:00,2021-01-04 09:00:00,QLD1,6467.1,5012.583,6060.928,2021-04-01 08:00:00,214.845,223.425,214.845,167.0283767305948,0.8253344052964622
81,2021-01-04 09:00:00,2021-01-04 10:00:00,QLD1,6438.349,4873.859,6051.004,2021-04-01 09:00:00,205.85,224.77499999999998,205.85,160.88265392283398,0.8046762244928256
82,2021-01-04 10:00:00,2021-01-04 11:00:00,QLD1,6631.268,4897.508,6249.015,2021-04-01 10:00:00,55.65,57.275000000000006,55.65,42.699778751526466,0.7835797427383574
83,2021-01-04 11:00:00,2021-01-04 12:00:00,QLD1,6574.05,4910.479,6190.579,2021-04-01 11:00:00,28.564999999999998,41.675,28.564999999999998,21.60848386058718,0.793049249842195
84,2021-01-04 12:00:00,2021-01-04 13:00:00,QLD1,6663.136,4912.411,6278.358,2021-04-01 12:00:00,186.22500000000002,223.51999999999998,186.22500000000002,140.97646252109362,0.7817035472390242
85,2021-01-04 13:00:00,2021-01-04 14:00:00,QLD1,6816.153,4928.461,6428.37,2021-04-01 13:00:00,76.17500000000001,94.17999999999999,76.17500000000001,55.833285178713254,0.7662786997674262
86,2021-01-04 14:00:00,2021-01-04 15:00:00,QLD1,6973.147,5176.104,6561.467,2021-04-01 14:00:00,179.445,188.845,179.445,129.7452807654402,0.7871114888853972
87,2021-01-04 15:00:00,2021-01-04 16:00:00,QLD1,7264.12,5506.428,6820.504,2021-04-01 15:00:00,202.82,203.855,202.82,152.0349889101125,0.8056673718754984
88,2021-01-04 16:00:00,2021-01-04 17:00:00,QLD1,7653.149,5648.692,7199.789,2021-04-01 16:00:00,212.1,214.575,212.1,156.2309932022621,0.7831907619234801
89,2021-01-04 17:00:00,2021-01-04 18:00:00,QLD1,7766.094,5840.685,7297.989,2021-04-01 17:00:00,213.21,214.92000000000002,213.21,159.69297852189385,0.7988575430529659
90,2021-01-04 18:00:00,2021-01-04 19:00:00,QLD1,7854.264,5976.625,7382.158,2021-04-01 18:00:00,173.27,171.715,173.27,133.21170072523606,0.808668509676121
91,2021-01-04 19:00:00,2021-01-04 20:00:00,QLD1,7876.107,5958.732,7405.082,2021-04-01 19:00:00,187.275,180.18,187.275,147.9428358067538,0.8043187162835933
92,2021-01-04 20:00:00,2021-01-04 21:00:00,QLD1,7533.026,5680.041,7080.801,2021-04-01 20:00:00,204.21,188.83499999999998,204.21,160.24272858493086,0.8016849567673859
93,2021-01-04 21:00:00,2021-01-04 22:00:00,QLD1,7192.396,5534.2,6748.984,2021-04-01 21:00:00,179.08999999999997,154.405,179.08999999999997,140.98479807500257,0.819157647287688
94,2021-01-04 22:00:00,2021-01-04 23:00:00,QLD1,6898.412,5378.525,6470.374,2021-04-01 22:00:00,22.235,1.2550000000000008,22.235,19.107936691108012,0.8313503765113698
95,2021-01-04 23:00:00,2021-01-05 00:00:00,QLD1,6506.815,5185.849,6102.202,2021-04-01 23:00:00,27.03,-4.675,27.03,23.260057547185152,0.8498795701561281
96,2021-01-05 00:00:00,2021-01-05 01:00:00,QLD1,6018.706,4863.899,5644.919,2021-05-01 00:00:00,3.4800000000000004,-0.3349999999999991,3.4800000000000004,3.0568652766804316,0.8616522779776502
97,2021-01-05 01:00:00,2021-01-05 02:00:00,QLD1,5814.451,4738.944,5451.819,2021-05-01 01:00:00,122.21499999999999,119.0,122.21499999999999,108.39765136527905,0.8696290068136073
98,2021-01-05 02:00:00,2021-01-05 03:00:00,QLD1,5704.352,4632.623,5344.361,2021-05-01 02:00:00,110.305,114.16,110.305,97.27103814691775,0.8671280767964377
99,2021-01-05 03:00:00,2021-01-05 04:00:00,QLD1,5596.041,4555.408,5237.978,2021-05-01 03:00:00,124.18499999999999,130.26999999999998,124.18499999999999,107.47383940616437,0.8695897232900537
100,2021-01-05 04:00:00,2021-01-05 05:00:00,QLD1,5715.79,4665.162,5355.375,2021-05-01 04:00:00,141.425,143.855,141.425,127.13806682405729,0.8718345340605548
101,2021-01-05 05:00:00,2021-01-05 06:00:00,QLD1,5825.741,4763.485,5461.447,2021-05-01 05:00:00,88.345,99.0,88.345,74.32369122928242,0.8717099111514957
102,2021-01-05 06:00:00,2021-01-05 07:00:00,QLD1,6264.973,4898.849,5885.832,2021-05-01 06:00:00,-23.345,-49.31,-23.345,-19.430325212306435,0.832312067350886
103,2021-01-05 07:00:00,2021-01-05 08:00:00,QLD1,6628.439,4946.862,6241.573,2021-05-01 07:00:00,-147.725,-134.04000000000002,-147.725,-117.08189409144137,0.7925665533351929
104,2021-01-05 08:00:00,2021-01-05 09:00:00,QLD1,6687.839,4940.892,6300.09,2021-05-01 08:00:00,-53.905,-39.895,-53.905,-42.275393408665586,0.7842573677518891
105,2021-01-05 09:00:00,2021-01-05 10:00:00,QLD1,6649.851,4808.744,6274.038,2021-05-01 09:00:00,59.015,60.834999999999994,59.015,41.550767880427834,0.7658699158021302
106,2021-01-05 10:00:00,2021-01-05 11:00:00,QLD1,6749.771,4841.64,6371.65,2021-05-01 10:00:00,72.53,83.0,72.53,51.448163614383475,0.7593034588751997
107,2021-01-05 11:00:00,2021-01-05 12:00:00,QLD1,6888.29,4997.43,6495.357,2021-05-01 11:00:00,205.53,200.91,205.53,144.9694660476691,0.7674207110264163
108,2021-01-05 12:00:00,2021-01-05 13:00:00,QLD1,7239.332,5345.77,6813.983,2021-05-01 12:00:00,328.185,296.985,328.185,229.18955379196152,0.7805696468904066
109,2021-01-05 13:00:00,2021-01-05 14:00:00,QLD1,7358.639,5440.82,6930.126,2021-05-01 13:00:00,270.205,284.095,270.205,189.9766425326198,0.7820191380830436
110,2021-01-05 14:00:00,2021-01-05 15:00:00,QLD1,7783.463,5764.922,7328.337,2021-05-01 14:00:00,275.87,275.635,275.87,188.83592586946924,0.7829557935323787
111,2021-01-05 15:00:00,2021-01-05 16:00:00,QLD1,8382.052,6264.321,7892.746,2021-05-01 15:00:00,303.745,255.495,303.745,205.25838525092186,0.7893108630572426
112,2021-01-05 16:00:00,2021-01-05 17:00:00,QLD1,8345.74,6090.231,7876.479,2021-05-01 16:00:00,162.03,228.58,162.03,113.41596813434276,0.7717409992492815
113,2021-01-05 17:00:00,2021-01-05 18:00:00,QLD1,8293.694,6201.525,7812.121,2021-05-01 17:00:00,175.185,192.58499999999998,175.185,127.25381820220782,0.7923546209701002
114,2021-01-05 18:00:00,2021-01-05 19:00:00,QLD1,8386.454,6396.876,7891.564,2021-05-01 18:00:00,94.83500000000001,90.28500000000001,94.83500000000001,72.44927380669633,0.8100428332977975
115,2021-01-05 19:00:00,2021-01-05 20:00:00,QLD1,8287.038,6258.2,7800.273,2021-05-01 19:00:00,70.77,68.765,70.77,55.338870568759916,0.802122269001549
116,2021-01-05 20:00:00,2021-01-05 21:00:00,QLD1,7856.923,5926.665,7384.32,2021-05-01 20:00:00,91.305,88.04499999999999,91.305,73.68407602636576,0.8026551727817227
117,2021-01-05 21:00:00,2021-01-05 22:00:00,QLD1,7400.481,5771.446,6945.152,2021-05-01 21:00:00,96.47500000000001,76.55,96.47500000000001,77.46424357371757,0.8306191514508958
118,2021-01-05 22:00:00,2021-01-05 23:00:00,QLD1,7117.703,5603.424,6675.114,2021-05-01 22:00:00,79.83999999999999,51.19,79.83999999999999,66.86168577591815,0.839426247132981
119,2021-01-05 23:00:00,2021-01-06 00:00:00,QLD1,6894.794,5448.726,6467.927,2021-05-01 23:00:00,-250.60500000000002,-291.64,-250.60500000000002,-211.11524283282728,0.8424223093426998
120,2021-01-06 00:00:00,2021-01-06 01:00:00,QLD1,6210.263,5061.824,5823.653,2021-06-01 00:00:00,-336.13,-314.03,-336.13,-292.15870195562815,0.8691836550014226
121,2021-01-06 01:00:00,2021-01-06 02:00:00,QLD1,5948.894,4894.06,5580.534,2021-06-01 01:00:00,95.655,79.58000000000001,95.655,81.67718049791242,0.8765982211828947
122,2021-01-06 02:00:00,2021-01-06 03:00:00,QLD1,5959.273,4899.924,5584.705,2021-06-01 02:00:00,-58.205,-55.92999999999999,-58.205,-51.06806472678503,0.8773827802900959
123,2021-01-06 03:00:00,2021-01-06 04:00:00,QLD1,5918.353,4849.487,5542.078,2021-06-01 03:00:00,-79.66499999999999,-81.925,-79.66499999999999,-69.70930070904811,0.8750304488677352
124,2021-01-06 04:00:00,2021-01-06 05:00:00,QLD1,6019.598,4918.927,5644.55,2021-06-01 04:00:00,-121.91499999999999,-123.09,-121.91499999999999,-106.24247906476157,0.8714471481340407
125,2021-01-06 05:00:00,2021-01-06 06:00:00,QLD1,6171.446,5017.884,5793.214,2021-06-01 05:00:00,-200.79000000000002,-206.985,-200.79000000000002,-173.9174365662998,0.866165827811643
126,2021-01-06 06:00:00,2021-01-06 07:00:00,QLD1,6590.219,5225.115,6188.745,2021-06-01 06:00:00,-279.115,-299.415,-279.115,-235.65488208433212,0.8442931482877385
127,2021-01-06 07:00:00,2021-01-06 08:00:00,QLD1,6877.34,5315.899,6463.849,2021-06-01 07:00:00,-269.9,-243.645,-269.9,-221.96699522219654,0.8224045765920583
128,2021-01-06 08:00:00,2021-01-06 09:00:00,QLD1,7008.558,5307.078,6594.44,2021-06-01 08:00:00,-46.625,-24.715,-46.625,-37.52289985957868,0.804780694039221
129,2021-01-06 09:00:00,2021-01-06 10:00:00,QLD1,6939.375,5178.345,6538.362,2021-06-01 09:00:00,-40.405,-28.21,-40.405,-32.000527001258114,0.7919942334180946
130,2021-01-06 10:00:00,2021-01-06 11:00:00,QLD1,7020.742,5183.094,6619.292,2021-06-01 10:00:00,105.4,100.405,105.4,79.48697357845778,0.7825757631098135
131,2021-01-06 11:00:00,2021-01-06 12:00:00,QLD1,7001.331,5147.515,6602.509,2021-06-01 11:00:00,137.48000000000002,138.12,137.48000000000002,102.70248704012558,0.7789652901570204
132,2021-01-06 12:00:00,2021-01-06 13:00:00,QLD1,7051.909,5217.459,6646.7,2021-06-01 12:00:00,333.385,331.45000000000005,333.385,247.02835522661223,0.7828683110917147
133,2021-01-06 13:00:00,2021-01-06 14:00:00,QLD1,7375.061,5446.077,6952.622,2021-06-01 13:00:00,367.14,352.93,367.14,275.28220022294494,0.7816318618314291
134,2021-01-06 14:00:00,2021-01-06 15:00:00,QLD1,7750.764,5693.259,7304.616,2021-06-01 14:00:00,259.105,251.965,259.105,192.42164175553114,0.7781461851588036
135,2021-01-06 15:00:00,2021-01-06 16:00:00,QLD1,8172.758,6197.377,7682.153,2021-06-01 15:00:00,262.375,239.1,262.375,194.59727319419733,0.8045757121372343
136,2021-01-06 16:00:00,2021-01-06 17:00:00,QLD1,8762.768,6579.879,8253.678,2021-06-01 16:00:00,298.965,251.92499999999998,298.965,221.29671223729704,0.7952133290536384
137,2021-01-06 17:00:00,2021-01-06 18:00:00,QLD1,8796.777,6412.286,8295.481,2021-06-01 17:00:00,109.615,110.235,109.615,81.40756004712203,0.772590052516607
138,2021-01-06 18:00:00,2021-01-06 19:00:00,QLD1,8552.708,6383.453,8054.275,2021-06-01 18:00:00,209.85999999999999,221.03,209.85999999999999,156.77624175633827,0.7913991290989727
139,2021-01-06 19:00:00,2021-01-06 20:00:00,QLD1,8256.922,6340.406,7757.329,2021-06-01 19:00:00,302.485,320.69,302.485,230.428238002479,0.8152587935655189
140,2021-01-06 20:00:00,2021-01-06 21:00:00,QLD1,7762.903,6152.961,7276.455,2021-06-01 20:00:00,316.605,355.82,316.605,242.31331654145401,0.8422525722885706
141,2021-01-06 21:00:00,2021-01-06 22:00:00,QLD1,7605.092,5833.6,7138.681,2021-06-01 21:00:00,206.79999999999998,189.315,206.79999999999998,164.24009529987376,0.8165346959987881
142,2021-01-06 22:00:00,2021-01-06 23:00:00,QLD1,7356.52,5581.402,6904.522,2021-06-01 22:00:00,-173.445,-197.705,-173.445,-140.20757264442057,0.8083690659541674
143,2021-01-06 23:00:00,2021-01-07 00:00:00,QLD1,6849.067,5274.673,6418.667,2021-06-01 23:00:00,-278.29,-274.155,-278.29,-228.69059092331787,0.8217707820019327
144,2021-01-07 00:00:00,2021-01-07 01:00:00,QLD1,6281.251,4892.342,5879.199,2021-07-01 00:00:00,-165.26,-154.15,-165.26,-137.52016880530834,0.8321443108151297
