,TimeBeginning,TimeEnding,Region,Energy,Total_Emissions,Energy_SO,SETTLEMENTDATE,METEREDMWFLOW,MWFLOW,INTERCONNECTORID,SETTLEMENTDATE.1,METEREDMWFLOW.1,MWFLOW.1,MWLOSSES,New_Energy_N_Q,New_Emissions_N_Q,New_Energy_V_N,New_Emissions_V_N,New_Intensity_Index,Total_Energy,Sum_Emissions,Rooftop_PV
0,2021-01-01 00:00:00,2021-01-01 01:00:00,NSW1,6100.379,4441.214,5824.626,2021-01-01 00:00:00,-361.47,-302.40000000000003,VIC1-NSW1,2021-01-01 00:00:00,165.07,172.7,1.18,361.47,313.32441962465674,165.07,178.96999037563117,0.7767878228974471,6351.166,4933.508410000288,0.0
1,2021-01-01 01:00:00,2021-01-01 02:00:00,NSW1,5898.761,4397.915,5626.283,2021-01-01 01:00:00,108.655,106.65,VIC1-NSW1,2021-01-01 01:00:00,384.185,411.13,14.545,-108.655,-84.93270856176271,384.185,418.91361927570165,0.8017698816810933,5901.813000000001,4731.895910713939,0.0
2,2021-01-01 02:00:00,2021-01-01 03:00:00,NSW1,5344.309,3946.703,5097.489,2021-01-01 02:00:00,118.875,124.3,VIC1-NSW1,2021-01-01 02:00:00,664.975,683.49,40.695,-118.875,-92.03831908710347,664.975,701.1055816591575,0.80724699523159,5643.589,4555.770262572054,0.0
3,2021-01-01 03:00:00,2021-01-01 04:00:00,NSW1,5196.472,3817.032,4956.849,2021-01-01 03:00:00,100.91,103.885,VIC1-NSW1,2021-01-01 03:00:00,667.99,695.985,42.39,-100.91,-77.70595778084021,667.99,674.4985439299826,0.7990371683179024,5523.929,4413.824586149142,0.0
4,2021-01-01 04:00:00,2021-01-01 05:00:00,NSW1,5084.507,3824.93,4845.807,2021-01-01 04:00:00,106.96,105.14,VIC1-NSW1,2021-01-01 04:00:00,683.66,698.515,43.4,-106.96,-84.42649754726096,683.66,703.1826850160405,0.819489248694152,5422.507,4443.686187468779,0.0
5,2021-01-01 05:00:00,2021-01-01 06:00:00,NSW1,5150.089,3804.902,4911.648,2021-01-01 05:00:00,4.170000000000002,-0.2449999999999974,VIC1-NSW1,2021-01-01 05:00:00,678.61,690.03,41.865,-4.170000000000002,-3.2303702016105404,678.61,730.6557475747483,0.8113598241512018,5586.088,4532.327377373138,10.196
6,2021-01-01 06:00:00,2021-01-01 07:00:00,NSW1,5287.734,3754.264,5050.569,2021-01-01 06:00:00,46.42,38.4,VIC1-NSW1,2021-01-01 06:00:00,653.085,656.2,38.505,-46.42,-34.50560419627966,653.085,689.3791002196871,0.7793804350365228,5657.234,4409.137496023408,132.18650000000002
7,2021-01-01 07:00:00,2021-01-01 08:00:00,NSW1,5441.144,3748.932,5202.668,2021-01-01 07:00:00,31.5,34.26,VIC1-NSW1,2021-01-01 07:00:00,633.24,644.47,42.63,-31.5,-22.698230600145926,633.24,624.9083379912479,0.7496271983966499,5804.407999999999,4351.1421073911015,401.418
8,2021-01-01 08:00:00,2021-01-01 09:00:00,NSW1,5598.758,3782.2,5356.993,2021-01-01 08:00:00,23.955,20.395,VIC1-NSW1,2021-01-01 08:00:00,723.52,731.62,64.83,-23.955,-16.912958631829458,723.52,711.2386151206517,0.7391204140187911,6056.558000000001,4476.525656488822,632.7065
9,2021-01-01 09:00:00,2021-01-01 10:00:00,NSW1,5682.503,3786.131,5440.407,2021-01-01 09:00:00,-34.03,-53.295,VIC1-NSW1,2021-01-01 09:00:00,779.06,781.165,80.25,34.03,26.421773831701387,779.06,768.3165768239103,0.7325292313493733,6253.497,4580.869350655612,849.6579999999999
