country,source,state,timezone,lat,lon,elevation,Temperature Units,Azimuth Units,Cloud Opacity Units,Dew Point Units,DHI Units,DNI Units,EBH Units,GHI Units,Snow Depth Units,Pressure Units,Wind Direction Units,Wind Speed Units,Zenith Units
Australia,ninja,Kevan,10.0,-32.94,137.45,0,deg C,degree,%,deg C,W/m2,W/m2,W/m2,W/m2,cm,mbar,degree,m/s,degree
Year,Month,Day,Hour,Minute,Temperature,Azimuth,Cloud Opacity,Dew Point,DHI,DNI,EBH,GHI,Snow Depth,Pressure,Wind Direction,Wind Speed,Zenith,,
2013,1,1,0,0,13,-163,48.4,9.3,0,0.0,0,0.0,0,1001.6,152.0,6.147,114,,
2013,1,1,1,0,13.1,-149,69.2,9.6,0,0.0,0,0.0,0,1001.2,148.7,5.253,109,,
2013,1,1,2,0,13.2,-136,80.9,10,0,0.0,0,0.0,0,1000.7,147.1,4.5600000000000005,102,,
2013,1,1,3,0,13.4,-125,79.4,10.5,0,0.0,0,0.0,0,1000.8,145.6,4.099,94,,
2013,1,1,4,0,13.6,-116,86.8,11.1,6,10.0,0,1.0000000000000009,0,1001.2,147.8,3.82,84,,
2013,1,1,5,0,13.8,-107,88.2,11.8,29,473.0,0,65.81375893174706,0,1001.7,148.8,3.474,73,,
2013,1,1,6,0,14.2,-98,82.3,12.5,78,726.0,0,269.68754736282824,0,1002.3,146.7,2.397,62,,
2013,1,1,7,0,14.8,-88,90.4,13.2,52,843.0,0,499.5772322095603,0,1003,142.4,1.452,51,,
2013,1,1,8,0,15.4,-76,88.5,13.9,95,906.0,0,714.3325558529989,0,1003.7,140.6,0.963,40,,
2013,1,1,9,0,15.9,-60,80.8,13.5,179,929.0,0,889.6034471305827,0,1004,174.9,1.985,30,,
2013,1,1,10,0,16.4,-33,59.9,12.3,405,949.0,7,1022.023233343008,0,1004.1,171.5,2.99,21,,
2013,1,1,11,0,16.9,6,25.9,10.9,426,957.0,353,1099.775357926921,0,1004.2,171.5,3.5460000000000003,19,,
2013,1,1,12,0,17.1,42,5.9,9.7,228,951.0,734,1113.5329660777593,0,1004.4,172.9,3.995,23,,
2013,1,1,13,0,17.2,65,7.9,8.6,236,933.0,628,1064.9498049750848,0,1004.7,174.0,4.649,32,,
2013,1,1,14,0,17.2,80,4.1,7.6,155,899.0,606,953.5012624472544,0,1005,177.1,5.646,43,,
2013,1,1,15,0,16.9,91,0,7,74,840.0,544,781.3587758187307,0,1005.3,178.2,6.956,54,,
2013,1,1,16,0,16.3,100,0.2,6.8,65,740.0,349,560.2611916720433,0,1005.7,180.9,8.453,66,,
2013,1,1,17,0,15.6,109,12.4,6.7,75,550.0,117,305.6008593574678,0,1006.1,184.1,9.791,77,,
2013,1,1,18,0,14.7,118,6.9,6.7,30,215.0,10,69.3228395699228,0,1006.5,184.2,10.188,87,,
2013,1,1,19,0,13.5,129,0.6,6.8,0,0.0,0,0.0,0,1006.9,178.1,9.752,96,,
2013,1,1,20,0,12.3,140,32.9,6.8,0,0.0,0,0.0,0,1007.3,171.1,9.41,104,,
2013,1,1,21,0,11.6,153,18.4,7,0,0.0,0,0.0,0,1007.4,170.5,8.974,111,,
2013,1,1,22,0,11.3,167,0.6,7.3,0,0.0,0,0.0,0,1007.2,172.7,8.436,115,,
2013,1,1,23,0,11,-178,33.5,7.6,0,0.0,0,0.0,0,1007,171.9,7.959,116,,
2013,1,2,0,0,10.9,-163,49.4,7.9,0,0.0,0,0.0,0,1006.8,168.5,7.369,114,,
2013,1,2,1,0,11,-149,41.5,8.2,0,0.0,0,0.0,0,1006.7,168.5,6.721,109,,
2013,1,2,2,0,11.1,-136,13.7,8.5,0,0.0,0,0.0,0,1006.6,167.7,6.145,102,,
2013,1,2,3,0,11.8,-126,0.7,9.1,1,0.0,0,0.0,0,1006.6,167.5,5.508,94,,
2013,1,2,4,0,12.9,-116,34.1,10,36,9.0,0,1.0000000000000004,0,1006.8,168.4,4.92,84,,
2013,1,2,5,0,14.1,-107,62.1,10.9,84,467.0,0,64.54248296905367,0,1007.1,166.9,4.203,74,,
2013,1,2,6,0,15.5,-98,66.4,11.7,147,737.0,0,270.6079814529754,0,1007,165.7,3.51,62,,
