country,source,state,timezone,lat,lon,elevation,Temperature Units,Azimuth Units,Cloud Opacity Units,Dew Point Units,DHI Units,DNI Units,EBH Units,GHI Units,Snow Depth Units,Pressure Units,Wind Direction Units,Wind Speed Units,Zenith Units
Australia,ninja,Kevan,10.0,-24.08,151.28,0,deg C,degree,%,deg C,W/m2,W/m2,W/m2,W/m2,cm,mbar,degree,m/s,degree
Year,Month,Day,Hour,Minute,Temperature,Azimuth,Cloud Opacity,Dew Point,DHI,DNI,EBH,GHI,Snow Depth,Pressure,Wind Direction,Wind Speed,Zenith,,
2019,1,1,0,0,13,-163,48.4,9.3,0,0.0,0,0.0,0,1001.6,49.1,6.204,114,,
2019,1,1,1,0,13.1,-149,69.2,9.6,0,0.0,0,0.0,0,1001.2,48.3,6.13,109,,
2019,1,1,2,0,13.2,-136,80.9,10,0,0.0,0,0.0,0,1000.7,49.1,6.168,102,,
2019,1,1,3,0,13.4,-125,79.4,10.5,0,0.0,0,0.0,0,1000.8,48.2,6.272,94,,
2019,1,1,4,0,13.6,-116,86.8,11.1,6,0.0,0,0.0,0,1001.2,59.8,6.339,84,,
2019,1,1,5,0,13.8,-107,88.2,11.8,29,171.0,0,21.00000000000001,0,1001.7,97.0,6.221,73,,
2019,1,1,6,0,14.2,-98,82.3,12.5,78,431.0,0,172.7047185418805,0,1002.3,99.1,6.483,62,,
2019,1,1,7,0,14.8,-88,90.4,13.2,52,702.0000000000001,0,416.1630461090388,0,1003,99.9,6.781,51,,
2019,1,1,8,0,15.4,-76,88.5,13.9,95,776.0,0,639.0042690026825,0,1003.7,83.3,6.666,40,,
2019,1,1,9,0,15.9,-60,80.8,13.5,179,862.0,0,848.2316848369358,0,1004,74.4,6.674,30,,
2019,1,1,10,0,16.4,-33,59.9,12.3,405,892.0,7,994.6510472007852,0,1004.1,54.1,6.78,21,,
2019,1,1,11,0,16.9,6,25.9,10.9,426,912.0,353,1087.3883587031128,0,1004.2,49.8,7.012,19,,
2019,1,1,12,0,17.1,42,5.9,9.7,228,885.0,734,1093.8285145252364,0,1004.4,59.2,7.287,23,,
2019,1,1,13,0,17.2,65,7.9,8.6,236,869.0,628,1047.417601072817,0,1004.7,65.5,7.596999999999999,32,,
2019,1,1,14,0,17.2,80,4.1,7.6,155,839.0,606,935.5882733348124,0,1005,64.0,7.849,43,,
2019,1,1,15,0,16.9,91,0,7,74,775.0,544,754.547880195599,0,1005.3,68.8,8.003,54,,
2019,1,1,16,0,16.3,100,0.2,6.8,65,663.0,349,520.7050248028486,0,1005.7,72.6,8.129,66,,
2019,1,1,17,0,15.6,109,12.4,6.7,75,445.0,117,251.21558937661263,0,1006.1,76.2,8.179,77,,
2019,1,1,18,0,14.7,118,6.9,6.7,30,116.0,10,30.93889993930921,0,1006.5,80.9,7.746,87,,
2019,1,1,19,0,13.5,129,0.6,6.8,0,0.0,0,0.0,0,1006.9,86.0,7.16,96,,
2019,1,1,20,0,12.3,140,32.9,6.8,0,0.0,0,0.0,0,1007.3,96.7,7.016,104,,
2019,1,1,21,0,11.6,153,18.4,7,0,0.0,0,0.0,0,1007.4,89.4,6.835,111,,
2019,1,1,22,0,11.3,167,0.6,7.3,0,0.0,0,0.0,0,1007.2,95.7,6.558,115,,
