country,source,state,timezone,lat,lon,elevation,Temperature Units,Azimuth Units,Cloud Opacity Units,Dew Point Units,DHI Units,DNI Units,EBH Units,GHI Units,Snow Depth Units,Pressure Units,Wind Direction Units,Wind Speed Units,Zenith Units
Australia,ninja,Kevan,10.0,-32.94,137.45,0,deg C,degree,%,deg C,W/m2,W/m2,W/m2,W/m2,cm,mbar,degree,m/s,degree
Year,Month,Day,Hour,Minute,Temperature,Azimuth,Cloud Opacity,Dew Point,DHI,DNI,EBH,GHI,Snow Depth,Pressure,Wind Direction,Wind Speed,Zenith,,
2020,1,1,0,0,13,-163,48.4,9.3,0,0.0,0,0.0,0,1001.6,152.0,7.54,114,,
2020,1,1,1,0,13.1,-149,69.2,9.6,0,0.0,0,0.0,0,1001.2,148.7,7.235,109,,
2020,1,1,2,0,13.2,-136,80.9,10,0,0.0,0,0.0,0,1000.7,147.1,6.955,102,,
2020,1,1,3,0,13.4,-125,79.4,10.5,0,0.0,0,0.0,0,1000.8,145.6,6.749,94,,
2020,1,1,4,0,13.6,-116,86.8,11.1,6,5.0,0,1.0000000000000002,0,1001.2,147.8,6.555,84,,
2020,1,1,5,0,13.8,-107,88.2,11.8,29,274.0,0,61.031508132329535,0,1001.7,148.8,6.193,73,,
2020,1,1,6,0,14.2,-98,82.3,12.5,78,575.0000000000001,0,247.266510894891,0,1002.3,146.7,5.82,62,,
2020,1,1,7,0,14.8,-88,90.4,13.2,52,754.0,0,476.2248561194934,0,1003,142.4,5.218,51,,
2020,1,1,8,0,15.4,-76,88.5,13.9,95,850.0,0,695.0402717684766,0,1003.7,140.6,4.707,40,,
2020,1,1,9,0,15.9,-60,80.8,13.5,179,856.0,0,858.3349055939535,0,1004,174.9,4.212,30,,
2020,1,1,10,0,16.4,-33,59.9,12.3,405,896.0,7,996.9277373080436,0,1004.1,171.5,3.64,21,,
2020,1,1,11,0,16.9,6,25.9,10.9,426,914.0,353,1077.4388447335,0,1004.2,171.5,2.954,19,,
2020,1,1,12,0,17.1,42,5.9,9.7,228,913.0,734,1094.1498194533297,0,1004.4,172.9,2.879,23,,
2020,1,1,13,0,17.2,65,7.9,8.6,236,890.0,628,1041.939900443073,0,1004.7,174.0,3.536,32,,
2020,1,1,14,0,17.2,80,4.1,7.6,155,844.0,606,923.5281719494512,0,1005,177.1,4.331,43,,
2020,1,1,15,0,16.9,91,0,7,74,853.0,544,790.8730528641843,0,1005.3,178.2,4.929,54,,
2020,1,1,16,0,16.3,100,0.2,6.8,65,737.0,349,560.3688189207137,0,1005.7,180.9,5.706,66,,
2020,1,1,17,0,15.6,109,12.4,6.7,75,526.0,117,299.08037276031484,0,1006.1,184.1,6.636,77,,
2020,1,1,18,0,14.7,118,6.9,6.7,30,190.0,10,64.48082096413543,0,1006.5,184.2,7.61,87,,
2020,1,1,19,0,13.5,129,0.6,6.8,0,0.0,0,0.0,0,1006.9,178.1,8.175,96,,
2020,1,1,20,0,12.3,140,32.9,6.8,0,0.0,0,0.0,0,1007.3,171.1,8.511,104,,
2020,1,1,21,0,11.6,153,18.4,7,0,0.0,0,0.0,0,1007.4,170.5,8.834,111,,
2020,1,1,22,0,11.3,167,0.6,7.3,0,0.0,0,0.0,0,1007.2,172.7,8.707,115,,
2020,1,1,23,0,11,-178,33.5,7.6,0,0.0,0,0.0,0,1007,171.9,8.506,116,,
2020,1,2,0,0,10.9,-163,49.4,7.9,0,0.0,0,0.0,0,1006.8,168.5,8.184,114,,
2020,1,2,1,0,11,-149,41.5,8.2,0,0.0,0,0.0,0,1006.7,168.5,7.805,109,,
2020,1,2,2,0,11.1,-136,13.7,8.5,0,0.0,0,0.0,0,1006.6,167.7,7.462,102,,
2020,1,2,3,0,11.8,-126,0.7,9.1,1,0.0,0,0.0,0,1006.6,167.5,7.065,94,,
2020,1,2,4,0,12.9,-116,34.1,10,36,5.0,0,1.0000000000000002,0,1006.8,168.4,6.623,84,,
2020,1,2,5,0,14.1,-107,62.1,10.9,84,323.0,0,62.29548462327023,0,1007.1,166.9,5.893,74,,
2020,1,2,6,0,15.5,-98,66.4,11.7,147,626.0,0,253.9357406968321,0,1007,165.7,5.385,62,,
