country,source,state,timezone,lat,lon,elevation,Temperature Units,Azimuth Units,Cloud Opacity Units,Dew Point Units,DHI Units,DNI Units,EBH Units,GHI Units,Snow Depth Units,Pressure Units,Wind Direction Units,Wind Speed Units,Zenith Units
Australia,ninja,Kevan,10.0,-24.08,151.28,0,deg C,degree,%,deg C,W/m2,W/m2,W/m2,W/m2,cm,mbar,degree,m/s,degree
Year,Month,Day,Hour,Minute,Temperature,Azimuth,Cloud Opacity,Dew Point,DHI,DNI,EBH,GHI,Snow Depth,Pressure,Wind Direction,Wind Speed,Zenith,,
2018,1,1,0,0,13,-163,48.4,9.3,0,0.0,0,0.0,0,1001.6,49.1,6.458,114,,
2018,1,1,1,0,13.1,-149,69.2,9.6,0,0.0,0,0.0,0,1001.2,48.3,6.028,109,,
2018,1,1,2,0,13.2,-136,80.9,10,0,0.0,0,0.0,0,1000.7,49.1,6.107,102,,
2018,1,1,3,0,13.4,-125,79.4,10.5,0,0.0,0,0.0,0,1000.8,48.2,6.633,94,,
2018,1,1,4,0,13.6,-116,86.8,11.1,6,0.0,0,0.0,0,1001.2,59.8,7.251,84,,
2018,1,1,5,0,13.8,-107,88.2,11.8,29,7.0,0,11.0,0,1001.7,97.0,7.308,73,,
2018,1,1,6,0,14.2,-98,82.3,12.5,78,13.0,0,60.192949747202896,0,1002.3,99.1,7.243,62,,
2018,1,1,7,0,14.8,-88,90.4,13.2,52,29.0,0,158.16058167686913,0,1003,99.9,7.631,51,,
2018,1,1,8,0,15.4,-76,88.5,13.9,95,153.0,0,397.7108932440856,0,1003.7,83.3,8.065,40,,
2018,1,1,9,0,15.9,-60,80.8,13.5,179,512.0,0,724.5923696479247,0,1004,74.4,7.598,30,,
2018,1,1,10,0,16.4,-33,59.9,12.3,405,635.0,7,911.6988957090792,0,1004.1,54.1,6.651,21,,
2018,1,1,11,0,16.9,6,25.9,10.9,426,642.0,353,988.6746998765332,0,1004.2,49.8,5.71,19,,
2018,1,1,12,0,17.1,42,5.9,9.7,228,522.0,734,936.8988526352242,0,1004.4,59.2,5.189,23,,
2018,1,1,13,0,17.2,65,7.9,8.6,236,504.0,628,881.5828204150746,0,1004.7,65.5,5.115,32,,
2018,1,1,14,0,17.2,80,4.1,7.6,155,218.0,606,593.6892057055888,0,1005,64.0,5.233,43,,
2018,1,1,15,0,16.9,91,0,7,74,30.0,544,246.47282116886188,0,1005.3,68.8,5.6530000000000005,54,,
2018,1,1,16,0,16.3,100,0.2,6.8,65,15.0,349,126.61323585526809,0,1005.7,72.6,6.532,66,,
2018,1,1,17,0,15.6,109,12.4,6.7,75,11.0,117,56.08398086099492,0,1006.1,76.2,7.176,77,,
2018,1,1,18,0,14.7,118,6.9,6.7,30,6.0,10,8.927874134791855,0,1006.5,80.9,7.385,87,,
2018,1,1,19,0,13.5,129,0.6,6.8,0,0.0,0,0.0,0,1006.9,86.0,7.257,96,,
2018,1,1,20,0,12.3,140,32.9,6.8,0,0.0,0,0.0,0,1007.3,96.7,7.244,104,,
2018,1,1,21,0,11.6,153,18.4,7,0,0.0,0,0.0,0,1007.4,89.4,6.717,111,,
2018,1,1,22,0,11.3,167,0.6,7.3,0,0.0,0,0.0,0,1007.2,95.7,5.928,115,,
